#ies_format_version: 1.0
#file: 20250717_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_photovoltaics;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. PV Power Production
#005;	power_heatpump;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Heat Pump Power Consumption
#006;	power_grid;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Grid Power
#007;	power_electric_vehicle;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. EV Power Consumption
#008;	ev_power_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#009;	power_photovoltaics_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#010;	status_electric_vehicle;	FALSE;	TRUE;	0;	other;	STRING,20. (calculated by demo app)
#011;	energy_exported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
#012;	energy_imported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
YYYYMMDD;	hhmmss;	unixtimestamp;	power_photovoltaics;	power_heatpump;	power_grid;	power_electric_vehicle;	ev_power_aggr;	power_photovoltaics_aggr;	status_electric_vehicle;	energy_exported;	energy_imported
20250717;	150625;	1752744985.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150630;	1752744990.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150635;	1752744995.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150640;	1752745000.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150645;	1752745005.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150650;	1752745010.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150655;	1752745015.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150700;	1752745020.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150705;	1752745025.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150710;	1752745030.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150715;	1752745035.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150720;	1752745040.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150725;	1752745045.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150730;	1752745050.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150735;	1752745055.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150740;	1752745060.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150745;	1752745065.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150750;	1752745070.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150755;	1752745075.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150800;	1752745080.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150805;	1752745085.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150810;	1752745090.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150815;	1752745095.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150820;	1752745100.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150825;	1752745105.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150830;	1752745110.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150835;	1752745115.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150840;	1752745120.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150845;	1752745125.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150850;	1752745130.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150855;	1752745135.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150900;	1752745140.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150905;	1752745145.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150910;	1752745150.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150915;	1752745155.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150920;	1752745160.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150925;	1752745165.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150930;	1752745170.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150935;	1752745175.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150940;	1752745180.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	150945;	1752745185.000;	    err11;	    err11;	    err11;	    err11;	     err7;	     err7;	               err12;	    err12;	    err12
20250717;	150950;	1752745190.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	150955;	1752745195.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151000;	1752745200.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151005;	1752745205.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151010;	1752745210.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151015;	1752745215.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151020;	1752745220.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151025;	1752745225.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151030;	1752745230.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151035;	1752745235.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151040;	1752745240.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151045;	1752745245.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151050;	1752745250.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151055;	1752745255.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151100;	1752745260.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151105;	1752745265.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151110;	1752745270.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151115;	1752745275.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151120;	1752745280.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	151125;	1752745285.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	151130;	1752745290.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20250717;	151135;	1752745295.000;	    err11;	    err11;	    err11;	    err11;	     err7;	     err7;	               err12;	    err12;	    err12
20250717;	151140;	1752745300.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151145;	1752745305.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151150;	1752745310.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151155;	1752745315.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151200;	1752745320.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151205;	1752745325.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151210;	1752745330.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151215;	1752745335.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151220;	1752745340.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151225;	1752745345.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151230;	1752745350.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151235;	1752745355.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151240;	1752745360.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151245;	1752745365.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151250;	1752745370.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151255;	1752745375.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151300;	1752745380.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151305;	1752745385.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151310;	1752745390.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151315;	1752745395.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151320;	1752745400.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151325;	1752745405.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151330;	1752745410.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151335;	1752745415.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151340;	1752745420.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151345;	1752745425.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151350;	1752745430.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151355;	1752745435.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151400;	1752745440.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151405;	1752745445.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151410;	1752745450.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151415;	1752745455.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151420;	1752745460.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151425;	1752745465.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151430;	1752745470.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151435;	1752745475.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151440;	1752745480.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151445;	1752745485.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151450;	1752745490.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151455;	1752745495.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151500;	1752745500.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151505;	1752745505.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151510;	1752745510.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151515;	1752745515.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151520;	1752745520.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151525;	1752745525.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151530;	1752745530.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151535;	1752745535.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151540;	1752745540.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151545;	1752745545.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151550;	1752745550.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151555;	1752745555.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151600;	1752745560.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151605;	1752745565.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151610;	1752745570.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151615;	1752745575.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151620;	1752745580.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151625;	1752745585.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151630;	1752745590.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151635;	1752745595.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151640;	1752745600.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151645;	1752745605.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151650;	1752745610.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151655;	1752745615.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151700;	1752745620.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151705;	1752745625.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151710;	1752745630.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151715;	1752745635.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151720;	1752745640.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151725;	1752745645.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151730;	1752745650.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151735;	1752745655.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151740;	1752745660.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151745;	1752745665.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151750;	1752745670.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151755;	1752745675.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151800;	1752745680.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151805;	1752745685.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151810;	1752745690.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151815;	1752745695.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151820;	1752745700.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151825;	1752745705.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151830;	1752745710.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151835;	1752745715.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151840;	1752745720.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151845;	1752745725.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151850;	1752745730.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151855;	1752745735.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151900;	1752745740.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151905;	1752745745.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151910;	1752745750.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151915;	1752745755.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151920;	1752745760.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151925;	1752745765.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151930;	1752745770.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151935;	1752745775.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151940;	1752745780.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151945;	1752745785.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151950;	1752745790.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	151955;	1752745795.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152000;	1752745800.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152005;	1752745805.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152010;	1752745810.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152015;	1752745815.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152020;	1752745820.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152025;	1752745825.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152030;	1752745830.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152035;	1752745835.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152040;	1752745840.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152045;	1752745845.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152050;	1752745850.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152055;	1752745855.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152100;	1752745860.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152105;	1752745865.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152110;	1752745870.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152115;	1752745875.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152120;	1752745880.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152125;	1752745885.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152130;	1752745890.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152135;	1752745895.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152140;	1752745900.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152145;	1752745905.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152150;	1752745910.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152155;	1752745915.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152200;	1752745920.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152205;	1752745925.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152210;	1752745930.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152215;	1752745935.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152220;	1752745940.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152225;	1752745945.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152230;	1752745950.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152235;	1752745955.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152240;	1752745960.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152245;	1752745965.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152250;	1752745970.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152255;	1752745975.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152300;	1752745980.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152305;	1752745985.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152310;	1752745990.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152315;	1752745995.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152320;	1752746000.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152325;	1752746005.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152330;	1752746010.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152335;	1752746015.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152340;	1752746020.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152345;	1752746025.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152350;	1752746030.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152355;	1752746035.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152400;	1752746040.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152405;	1752746045.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152410;	1752746050.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152415;	1752746055.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
20250717;	152420;	1752746060.000;	    err11;	    err11;	    err17;	    err11;	    err28;	    err28;	               err12;	    err12;	    err12
