#ies_format_version: 1.0
#file: 20250730_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250730;	174821;	1753877901.000;	           0;	     1
20250730;	174824;	1753877904.000;	           0;	     1
20250730;	174827;	1753877907.000;	           0;	     1
20250730;	174830;	1753877910.000;	           0;	     1
20250730;	174833;	1753877913.000;	           0;	     1
20250730;	174836;	1753877916.000;	           0;	     1
20250730;	174839;	1753877919.000;	           0;	     1
20250730;	174842;	1753877922.000;	           0;	     1
20250730;	174845;	1753877925.000;	           0;	     1
20250730;	174848;	1753877928.000;	           0;	     1
20250730;	174851;	1753877931.000;	           0;	     1
20250730;	174854;	1753877934.000;	           0;	     1
20250730;	174857;	1753877937.000;	           0;	     1
20250730;	174900;	1753877940.000;	           0;	     1
20250730;	174903;	1753877943.000;	           0;	     1
20250730;	174906;	1753877946.000;	           0;	     1
20250730;	174909;	1753877949.000;	           0;	     1
20250730;	174912;	1753877952.000;	           0;	     1
20250730;	174915;	1753877955.000;	           0;	     1
20250730;	174918;	1753877958.000;	           0;	     1
20250730;	174921;	1753877961.000;	           0;	     1
20250730;	174924;	1753877964.000;	           0;	     1
20250730;	174927;	1753877967.000;	           0;	     1
20250730;	174930;	1753877970.000;	           0;	     1
20250730;	174933;	1753877973.000;	           0;	     1
20250730;	174936;	1753877976.000;	           0;	     1
20250730;	174939;	1753877979.000;	           0;	     1
20250730;	174942;	1753877982.000;	           0;	     1
20250730;	174945;	1753877985.000;	           0;	     1
20250730;	174948;	1753877988.000;	           0;	     1
20250730;	174951;	1753877991.000;	           0;	     1
20250730;	174954;	1753877994.000;	           0;	     1
20250730;	174957;	1753877997.000;	           0;	     1
20250730;	175000;	1753878000.000;	           0;	     1
20250730;	175003;	1753878003.000;	           0;	     1
20250730;	175006;	1753878006.000;	           0;	     1
20250730;	175009;	1753878009.000;	           0;	     1
20250730;	175012;	1753878012.000;	           0;	     1
20250730;	175015;	1753878015.000;	           0;	     1
20250730;	175018;	1753878018.000;	           0;	     1
20250730;	175021;	1753878021.000;	           0;	     1
20250730;	175024;	1753878024.000;	           0;	     1
20250730;	175027;	1753878027.000;	           0;	     1
20250730;	175030;	1753878030.000;	           0;	     1
20250730;	175033;	1753878033.000;	           0;	     1
20250730;	175036;	1753878036.000;	           0;	     1
20250730;	175039;	1753878039.000;	           0;	     1
20250730;	175042;	1753878042.000;	           0;	     1
20250730;	175045;	1753878045.000;	           0;	     1
20250730;	175048;	1753878048.000;	           0;	     1
20250730;	175051;	1753878051.000;	           0;	     1
20250730;	175054;	1753878054.000;	           0;	     1
20250730;	175057;	1753878057.000;	           0;	     1
20250730;	175100;	1753878060.000;	           0;	     1
20250730;	175103;	1753878063.000;	           0;	     1
20250730;	175106;	1753878066.000;	           0;	     1
20250730;	175109;	1753878069.000;	           0;	     1
20250730;	175112;	1753878072.000;	           0;	     1
20250730;	175115;	1753878075.000;	           0;	     1
20250730;	175118;	1753878078.000;	           0;	     1
20250730;	175121;	1753878081.000;	           0;	     1
20250730;	175124;	1753878084.000;	           0;	     1
20250730;	175127;	1753878087.000;	           0;	     1
20250730;	175130;	1753878090.000;	           0;	     1
20250730;	175133;	1753878093.000;	           0;	     1
20250730;	175136;	1753878096.000;	           0;	     1
20250730;	175139;	1753878099.000;	           0;	     1
20250730;	175142;	1753878102.000;	           0;	     1
20250730;	175145;	1753878105.000;	           0;	     1
20250730;	175148;	1753878108.000;	           0;	     1
20250730;	175151;	1753878111.000;	           0;	     1
20250730;	175154;	1753878114.000;	           0;	     1
20250730;	175157;	1753878117.000;	           0;	     1
20250730;	175200;	1753878120.000;	           0;	     1
20250730;	175203;	1753878123.000;	           0;	     1
20250730;	175206;	1753878126.000;	           0;	     1
20250730;	175209;	1753878129.000;	           0;	     1
20250730;	175212;	1753878132.000;	           0;	     1
20250730;	175215;	1753878135.000;	           0;	     1
20250730;	175218;	1753878138.000;	           0;	     1
20250730;	175221;	1753878141.000;	           0;	     1
20250730;	175224;	1753878144.000;	           0;	     1
20250730;	175227;	1753878147.000;	           0;	     1
20250730;	175230;	1753878150.000;	           0;	     1
20250730;	175233;	1753878153.000;	           0;	     1
20250730;	175236;	1753878156.000;	           0;	     1
20250730;	175239;	1753878159.000;	           0;	     1
20250730;	175242;	1753878162.000;	           0;	     1
20250730;	175245;	1753878165.000;	           0;	     1
20250730;	175248;	1753878168.000;	           0;	     1
20250730;	175251;	1753878171.000;	           0;	     1
20250730;	175254;	1753878174.000;	           0;	     1
20250730;	175257;	1753878177.000;	           0;	     1
20250730;	175300;	1753878180.000;	           0;	     1
20250730;	175303;	1753878183.000;	           0;	     1
20250730;	175306;	1753878186.000;	           0;	     1
20250730;	175309;	1753878189.000;	           0;	     1
20250730;	175312;	1753878192.000;	           0;	     1
20250730;	175315;	1753878195.000;	           0;	     1
20250730;	175318;	1753878198.000;	           0;	     1
20250730;	175321;	1753878201.000;	           0;	     1
20250730;	175324;	1753878204.000;	           0;	     1
20250730;	175327;	1753878207.000;	           0;	     1
20250730;	175330;	1753878210.000;	           0;	     1
20250730;	175333;	1753878213.000;	           0;	     1
20250730;	175336;	1753878216.000;	           0;	     1
20250730;	175339;	1753878219.000;	           0;	     1
20250730;	175342;	1753878222.000;	           0;	     1
20250730;	175345;	1753878225.000;	           0;	     1
20250730;	175348;	1753878228.000;	           0;	     1
20250730;	175351;	1753878231.000;	           0;	     1
20250730;	175354;	1753878234.000;	           0;	     1
20250730;	175357;	1753878237.000;	           0;	     1
20250730;	175400;	1753878240.000;	           0;	     1
20250730;	175403;	1753878243.000;	           0;	     1
20250730;	175406;	1753878246.000;	           0;	     1
20250730;	175409;	1753878249.000;	           0;	     1
20250730;	175412;	1753878252.000;	           0;	     1
20250730;	175415;	1753878255.000;	           0;	     1
20250730;	175418;	1753878258.000;	           0;	     1
20250730;	175421;	1753878261.000;	           0;	     1
20250730;	175424;	1753878264.000;	           0;	     1
20250730;	175427;	1753878267.000;	           0;	     1
20250730;	175430;	1753878270.000;	           0;	     1
20250730;	175433;	1753878273.000;	           0;	     1
20250730;	175436;	1753878276.000;	           0;	     1
20250730;	175439;	1753878279.000;	           0;	     1
20250730;	175442;	1753878282.000;	           0;	     1
20250730;	175445;	1753878285.000;	           0;	     1
20250730;	175448;	1753878288.000;	           0;	     1
20250730;	175451;	1753878291.000;	           0;	     1
20250730;	175454;	1753878294.000;	           0;	     1
20250730;	175457;	1753878297.000;	           0;	     1
20250730;	175500;	1753878300.000;	           0;	     1
20250730;	175503;	1753878303.000;	           0;	     1
20250730;	175506;	1753878306.000;	           0;	     1
20250730;	175509;	1753878309.000;	           0;	     1
20250730;	175512;	1753878312.000;	           0;	     1
20250730;	175515;	1753878315.000;	           0;	     1
20250730;	175518;	1753878318.000;	           0;	     1
20250730;	175521;	1753878321.000;	           0;	     1
20250730;	175524;	1753878324.000;	           0;	     1
20250730;	175527;	1753878327.000;	           0;	     1
20250730;	175530;	1753878330.000;	           0;	     1
20250730;	175533;	1753878333.000;	           0;	     1
20250730;	175536;	1753878336.000;	           0;	     1
20250730;	175539;	1753878339.000;	           0;	     1
20250730;	175542;	1753878342.000;	           0;	     1
20250730;	175545;	1753878345.000;	           0;	     1
20250730;	175548;	1753878348.000;	           0;	     1
20250730;	175551;	1753878351.000;	           0;	     1
20250730;	175554;	1753878354.000;	           0;	     1
20250730;	175557;	1753878357.000;	           0;	     1
20250730;	175600;	1753878360.000;	           0;	     1
20250730;	175603;	1753878363.000;	           0;	     1
20250730;	175606;	1753878366.000;	           0;	     1
20250730;	175609;	1753878369.000;	           0;	     1
20250730;	175612;	1753878372.000;	           0;	     1
20250730;	175615;	1753878375.000;	           0;	     1
20250730;	175618;	1753878378.000;	           0;	     1
20250730;	175621;	1753878381.000;	           0;	     1
20250730;	175624;	1753878384.000;	           0;	     1
20250730;	175627;	1753878387.000;	           0;	     1
20250730;	175630;	1753878390.000;	           0;	     1
20250730;	175633;	1753878393.000;	           0;	     1
20250730;	175636;	1753878396.000;	           0;	     1
20250730;	175639;	1753878399.000;	           0;	     1
20250730;	175642;	1753878402.000;	           0;	     1
20250730;	175645;	1753878405.000;	           0;	     1
20250730;	175648;	1753878408.000;	           0;	     1
20250730;	175651;	1753878411.000;	           0;	     1
20250730;	175654;	1753878414.000;	           0;	     1
20250730;	175657;	1753878417.000;	           0;	     1
20250730;	175700;	1753878420.000;	           0;	     1
20250730;	175703;	1753878423.000;	           0;	     1
20250730;	175706;	1753878426.000;	           0;	     1
20250730;	175709;	1753878429.000;	           0;	     1
20250730;	175712;	1753878432.000;	           0;	     1
20250730;	175715;	1753878435.000;	           0;	     1
20250730;	175718;	1753878438.000;	           0;	     1
20250730;	175721;	1753878441.000;	           0;	     1
20250730;	175724;	1753878444.000;	           0;	     1
20250730;	175727;	1753878447.000;	           0;	     1
20250730;	175730;	1753878450.000;	           0;	     1
20250730;	175733;	1753878453.000;	           0;	     1
20250730;	175736;	1753878456.000;	           0;	     1
20250730;	175739;	1753878459.000;	           0;	     1
20250730;	175742;	1753878462.000;	           0;	     1
20250730;	175745;	1753878465.000;	           0;	     1
20250730;	175748;	1753878468.000;	           0;	     1
20250730;	175751;	1753878471.000;	           0;	     1
20250730;	175754;	1753878474.000;	           0;	     1
20250730;	175757;	1753878477.000;	           0;	     1
20250730;	175800;	1753878480.000;	           0;	     1
20250730;	175803;	1753878483.000;	           0;	     1
20250730;	175806;	1753878486.000;	           0;	     1
20250730;	175809;	1753878489.000;	           0;	     1
20250730;	175812;	1753878492.000;	           0;	     1
20250730;	175815;	1753878495.000;	           0;	     1
20250730;	175818;	1753878498.000;	           0;	     1
20250730;	175821;	1753878501.000;	           0;	     1
20250730;	175824;	1753878504.000;	           0;	     1
20250730;	175827;	1753878507.000;	           0;	     1
20250730;	175830;	1753878510.000;	           0;	     1
20250730;	175833;	1753878513.000;	           0;	     1
20250730;	175836;	1753878516.000;	           0;	     1
20250730;	175839;	1753878519.000;	           0;	     1
20250730;	175842;	1753878522.000;	           0;	     1
20250730;	175845;	1753878525.000;	           0;	     1
20250730;	175848;	1753878528.000;	           0;	     1
20250730;	175851;	1753878531.000;	           0;	     1
20250730;	175854;	1753878534.000;	           0;	     1
20250730;	175857;	1753878537.000;	           0;	     1
20250730;	175900;	1753878540.000;	           0;	     1
20250730;	175903;	1753878543.000;	           0;	     1
20250730;	175906;	1753878546.000;	           0;	     1
20250730;	175909;	1753878549.000;	           0;	     1
20250730;	175912;	1753878552.000;	           0;	     1
20250730;	175915;	1753878555.000;	           0;	     1
20250730;	175918;	1753878558.000;	           0;	     1
20250730;	175921;	1753878561.000;	           0;	     1
20250730;	175924;	1753878564.000;	           0;	     1
20250730;	175927;	1753878567.000;	           0;	     1
20250730;	175930;	1753878570.000;	           0;	     1
20250730;	175933;	1753878573.000;	           0;	     1
20250730;	175936;	1753878576.000;	           0;	     1
20250730;	175939;	1753878579.000;	           0;	     1
20250730;	175942;	1753878582.000;	           0;	     1
20250730;	175945;	1753878585.000;	           0;	     1
20250730;	175948;	1753878588.000;	           0;	     1
20250730;	175951;	1753878591.000;	           0;	     1
20250730;	175954;	1753878594.000;	           0;	     1
20250730;	175957;	1753878597.000;	           0;	     1
20250730;	180000;	1753878600.000;	           0;	     1
20250730;	180003;	1753878603.000;	           0;	     1
20250730;	180006;	1753878606.000;	           0;	     1
20250730;	180009;	1753878609.000;	           0;	     1
20250730;	180012;	1753878612.000;	           0;	     1
20250730;	180015;	1753878615.000;	           0;	     1
20250730;	180018;	1753878618.000;	           0;	     1
20250730;	180021;	1753878621.000;	           0;	     1
20250730;	180024;	1753878624.000;	           0;	     1
20250730;	180027;	1753878627.000;	           0;	     1
20250730;	180030;	1753878630.000;	           0;	     1
20250730;	180033;	1753878633.000;	           0;	     1
20250730;	180036;	1753878636.000;	           0;	     1
20250730;	180039;	1753878639.000;	           0;	     1
20250730;	180042;	1753878642.000;	           0;	     1
20250730;	180045;	1753878645.000;	           0;	     1
20250730;	180048;	1753878648.000;	           0;	     1
20250730;	180051;	1753878651.000;	           0;	     1
20250730;	180054;	1753878654.000;	           0;	     1
20250730;	180057;	1753878657.000;	           0;	     1
20250730;	180100;	1753878660.000;	           0;	     1
20250730;	180103;	1753878663.000;	           0;	     1
20250730;	180106;	1753878666.000;	           0;	     1
20250730;	180109;	1753878669.000;	           0;	     1
20250730;	180112;	1753878672.000;	           0;	     1
20250730;	180115;	1753878675.000;	           0;	     1
20250730;	180118;	1753878678.000;	           0;	     1
20250730;	180121;	1753878681.000;	           0;	     1
20250730;	180124;	1753878684.000;	           0;	     1
20250730;	180127;	1753878687.000;	           0;	     1
20250730;	180130;	1753878690.000;	           0;	     1
20250730;	180133;	1753878693.000;	           0;	     1
20250730;	180136;	1753878696.000;	           0;	     1
20250730;	180139;	1753878699.000;	           0;	     1
20250730;	180142;	1753878702.000;	           0;	     1
20250730;	180145;	1753878705.000;	           0;	     1
20250730;	180148;	1753878708.000;	           0;	     1
20250730;	180151;	1753878711.000;	           0;	     1
20250730;	180154;	1753878714.000;	           0;	     1
20250730;	180157;	1753878717.000;	           0;	     1
20250730;	180200;	1753878720.000;	           0;	     1
20250730;	180203;	1753878723.000;	           0;	     1
20250730;	180206;	1753878726.000;	           0;	     1
20250730;	180209;	1753878729.000;	           0;	     1
20250730;	180212;	1753878732.000;	           0;	     1
20250730;	180215;	1753878735.000;	           0;	     1
20250730;	180218;	1753878738.000;	           0;	     1
20250730;	180221;	1753878741.000;	           0;	     1
20250730;	180224;	1753878744.000;	           0;	     1
20250730;	180227;	1753878747.000;	           0;	     1
20250730;	180230;	1753878750.000;	           0;	     1
20250730;	180233;	1753878753.000;	           0;	     1
20250730;	180236;	1753878756.000;	           0;	     1
20250730;	180239;	1753878759.000;	           0;	     1
20250730;	180242;	1753878762.000;	           0;	     1
20250730;	180245;	1753878765.000;	           0;	     1
20250730;	180248;	1753878768.000;	           0;	     1
20250730;	180251;	1753878771.000;	           0;	     1
20250730;	180254;	1753878774.000;	           0;	     1
20250730;	180257;	1753878777.000;	           0;	     1
20250730;	180300;	1753878780.000;	           0;	     1
20250730;	180303;	1753878783.000;	           0;	     1
20250730;	180306;	1753878786.000;	           0;	     1
20250730;	180309;	1753878789.000;	           0;	     1
20250730;	180312;	1753878792.000;	           0;	     1
20250730;	180315;	1753878795.000;	           0;	     1
20250730;	180318;	1753878798.000;	           0;	     1
20250730;	180321;	1753878801.000;	           0;	     1
20250730;	180324;	1753878804.000;	           0;	     1
20250730;	180327;	1753878807.000;	           0;	     1
20250730;	180330;	1753878810.000;	           0;	     1
20250730;	180333;	1753878813.000;	           0;	     1
20250730;	180336;	1753878816.000;	           0;	     1
20250730;	180339;	1753878819.000;	           0;	     1
20250730;	180342;	1753878822.000;	           0;	     1
20250730;	180345;	1753878825.000;	           0;	     1
20250730;	180348;	1753878828.000;	           0;	     1
20250730;	180351;	1753878831.000;	           0;	     1
20250730;	180354;	1753878834.000;	           0;	     1
20250730;	180357;	1753878837.000;	           0;	     1
20250730;	180400;	1753878840.000;	           0;	     1
20250730;	180403;	1753878843.000;	           0;	     1
20250730;	180406;	1753878846.000;	           0;	     1
20250730;	180409;	1753878849.000;	           0;	     1
20250730;	180412;	1753878852.000;	           0;	     1
20250730;	180415;	1753878855.000;	           0;	     1
20250730;	180418;	1753878858.000;	           0;	     1
20250730;	180421;	1753878861.000;	           0;	     1
20250730;	180424;	1753878864.000;	           0;	     1
20250730;	180427;	1753878867.000;	           0;	     1
20250730;	180430;	1753878870.000;	           0;	     1
20250730;	180433;	1753878873.000;	           0;	     1
20250730;	180436;	1753878876.000;	           0;	     1
20250730;	180439;	1753878879.000;	           0;	     1
20250730;	180442;	1753878882.000;	           0;	     1
20250730;	180445;	1753878885.000;	           0;	     1
20250730;	180448;	1753878888.000;	           0;	     1
20250730;	180451;	1753878891.000;	           0;	     1
20250730;	180454;	1753878894.000;	           0;	     1
20250730;	180457;	1753878897.000;	           0;	     1
20250730;	180500;	1753878900.000;	           0;	     1
20250730;	180503;	1753878903.000;	           0;	     1
20250730;	180506;	1753878906.000;	           0;	     1
20250730;	180509;	1753878909.000;	           0;	     1
20250730;	180512;	1753878912.000;	           0;	     1
20250730;	180515;	1753878915.000;	           0;	     1
20250730;	180518;	1753878918.000;	           0;	     1
20250730;	180521;	1753878921.000;	           0;	     1
20250730;	180524;	1753878924.000;	           0;	     1
20250730;	180527;	1753878927.000;	           0;	     1
20250730;	180530;	1753878930.000;	           0;	     1
20250730;	180533;	1753878933.000;	           0;	     1
20250730;	180536;	1753878936.000;	           0;	     1
20250730;	180539;	1753878939.000;	           0;	     1
20250730;	180542;	1753878942.000;	           0;	     1
20250730;	180545;	1753878945.000;	           0;	     1
20250730;	180548;	1753878948.000;	           0;	     1
20250730;	180551;	1753878951.000;	           0;	     1
20250730;	180554;	1753878954.000;	           0;	     1
20250730;	180557;	1753878957.000;	           0;	     1
20250730;	180600;	1753878960.000;	           0;	     1
20250730;	180603;	1753878963.000;	           0;	     1
20250730;	180606;	1753878966.000;	           0;	     1
20250730;	180609;	1753878969.000;	           0;	     1
20250730;	180612;	1753878972.000;	           0;	     1
20250730;	180615;	1753878975.000;	           0;	     1
20250730;	180618;	1753878978.000;	           0;	     1
20250730;	180621;	1753878981.000;	           0;	     1
20250730;	180624;	1753878984.000;	           0;	     1
20250730;	180627;	1753878987.000;	           0;	     1
20250730;	180630;	1753878990.000;	           0;	     1
20250730;	180633;	1753878993.000;	           0;	     1
20250730;	180636;	1753878996.000;	           0;	     1
20250730;	180639;	1753878999.000;	           0;	     1
20250730;	180642;	1753879002.000;	           0;	     1
20250730;	180645;	1753879005.000;	           0;	     1
20250730;	180648;	1753879008.000;	           0;	     1
20250730;	180651;	1753879011.000;	           0;	     1
20250730;	180654;	1753879014.000;	           0;	     1
20250730;	180657;	1753879017.000;	           0;	     1
20250730;	180700;	1753879020.000;	           0;	     1
20250730;	180703;	1753879023.000;	           0;	     1
20250730;	180706;	1753879026.000;	           0;	     1
20250730;	180709;	1753879029.000;	           0;	     1
20250730;	180712;	1753879032.000;	           0;	     1
20250730;	180715;	1753879035.000;	           0;	     1
20250730;	180718;	1753879038.000;	           0;	     1
20250730;	180721;	1753879041.000;	           0;	     1
20250730;	180724;	1753879044.000;	           0;	     1
20250730;	180727;	1753879047.000;	           0;	     1
20250730;	180730;	1753879050.000;	           0;	     1
20250730;	180733;	1753879053.000;	           0;	     1
20250730;	180736;	1753879056.000;	           0;	     1
20250730;	180739;	1753879059.000;	           0;	     1
20250730;	180742;	1753879062.000;	           0;	     1
20250730;	180745;	1753879065.000;	           0;	     1
20250730;	180748;	1753879068.000;	           0;	     1
20250730;	180751;	1753879071.000;	           0;	     1
20250730;	180754;	1753879074.000;	           0;	     1
20250730;	180757;	1753879077.000;	           0;	     1
20250730;	180800;	1753879080.000;	           0;	     1
20250730;	180803;	1753879083.000;	           0;	     1
20250730;	180806;	1753879086.000;	           0;	     1
20250730;	180809;	1753879089.000;	           0;	     1
20250730;	180812;	1753879092.000;	           0;	     1
20250730;	180815;	1753879095.000;	           0;	     1
20250730;	180818;	1753879098.000;	           0;	     1
20250730;	180821;	1753879101.000;	           0;	     1
20250730;	180824;	1753879104.000;	           0;	     1
20250730;	180827;	1753879107.000;	           0;	     1
20250730;	180830;	1753879110.000;	           0;	     1
20250730;	180833;	1753879113.000;	           0;	     1
20250730;	180836;	1753879116.000;	           0;	     1
20250730;	180839;	1753879119.000;	           0;	     1
20250730;	180842;	1753879122.000;	           0;	     1
20250730;	180845;	1753879125.000;	           0;	     1
20250730;	180848;	1753879128.000;	           0;	     1
20250730;	180851;	1753879131.000;	           0;	     1
20250730;	180854;	1753879134.000;	           0;	     1
20250730;	180857;	1753879137.000;	           0;	     1
20250730;	180900;	1753879140.000;	           0;	     1
20250730;	180903;	1753879143.000;	           0;	     1
20250730;	180906;	1753879146.000;	           0;	     1
20250730;	180909;	1753879149.000;	           0;	     1
20250730;	180912;	1753879152.000;	           0;	     1
20250730;	180915;	1753879155.000;	           0;	     1
20250730;	180918;	1753879158.000;	           0;	     1
20250730;	180921;	1753879161.000;	           0;	     1
20250730;	180924;	1753879164.000;	           0;	     1
20250730;	180927;	1753879167.000;	           0;	     1
20250730;	180930;	1753879170.000;	           0;	     1
20250730;	180933;	1753879173.000;	           0;	     1
20250730;	180936;	1753879176.000;	           0;	     1
20250730;	180939;	1753879179.000;	           0;	     1
20250730;	180942;	1753879182.000;	           0;	     1
20250730;	180945;	1753879185.000;	           0;	     1
20250730;	180948;	1753879188.000;	           0;	     1
20250730;	180951;	1753879191.000;	           0;	     1
20250730;	180954;	1753879194.000;	           0;	     1
20250730;	180957;	1753879197.000;	           0;	     1
20250730;	181000;	1753879200.000;	           0;	     1
20250730;	181003;	1753879203.000;	           0;	     1
20250730;	181006;	1753879206.000;	           0;	     1
20250730;	181009;	1753879209.000;	           0;	     1
20250730;	181012;	1753879212.000;	           0;	     1
20250730;	181015;	1753879215.000;	           0;	     1
20250730;	181018;	1753879218.000;	           0;	     1
20250730;	181021;	1753879221.000;	           0;	     1
20250730;	181024;	1753879224.000;	           0;	     1
20250730;	181027;	1753879227.000;	           0;	     1
20250730;	181030;	1753879230.000;	           0;	     1
20250730;	181033;	1753879233.000;	           0;	     1
20250730;	181036;	1753879236.000;	           0;	     1
20250730;	181039;	1753879239.000;	           0;	     1
20250730;	181042;	1753879242.000;	           0;	     1
20250730;	181045;	1753879245.000;	           0;	     1
20250730;	181048;	1753879248.000;	           0;	     1
20250730;	181051;	1753879251.000;	           0;	     1
20250730;	181054;	1753879254.000;	           0;	     1
20250730;	181057;	1753879257.000;	           0;	     1
20250730;	181100;	1753879260.000;	           0;	     1
20250730;	181103;	1753879263.000;	           0;	     1
20250730;	181106;	1753879266.000;	           0;	     1
20250730;	181109;	1753879269.000;	           0;	     1
20250730;	181112;	1753879272.000;	           0;	     1
20250730;	181115;	1753879275.000;	           0;	     1
20250730;	181118;	1753879278.000;	           0;	     1
20250730;	181121;	1753879281.000;	           0;	     1
20250730;	181124;	1753879284.000;	           0;	     1
20250730;	181127;	1753879287.000;	           0;	     1
20250730;	181130;	1753879290.000;	           0;	     1
20250730;	181133;	1753879293.000;	           0;	     1
20250730;	181136;	1753879296.000;	           0;	     1
20250730;	181139;	1753879299.000;	           0;	     1
20250730;	181142;	1753879302.000;	           0;	     1
20250730;	181145;	1753879305.000;	           0;	     1
20250730;	181148;	1753879308.000;	           0;	     1
20250730;	181151;	1753879311.000;	           0;	     1
20250730;	181154;	1753879314.000;	           0;	     1
20250730;	181157;	1753879317.000;	           0;	     1
20250730;	181200;	1753879320.000;	           0;	     1
20250730;	181203;	1753879323.000;	           0;	     1
20250730;	181206;	1753879326.000;	           0;	     1
20250730;	181209;	1753879329.000;	           0;	     1
20250730;	181212;	1753879332.000;	           0;	     1
20250730;	181215;	1753879335.000;	           0;	     1
20250730;	181218;	1753879338.000;	           0;	     1
20250730;	181221;	1753879341.000;	           0;	     1
20250730;	181224;	1753879344.000;	           0;	     1
20250730;	181227;	1753879347.000;	           0;	     1
20250730;	181230;	1753879350.000;	           0;	     1
20250730;	181233;	1753879353.000;	           0;	     1
20250730;	181236;	1753879356.000;	           0;	     1
20250730;	181239;	1753879359.000;	           0;	     1
20250730;	181242;	1753879362.000;	           0;	     1
20250730;	181245;	1753879365.000;	           0;	     1
20250730;	181248;	1753879368.000;	           0;	     1
20250730;	181251;	1753879371.000;	           0;	     1
20250730;	181254;	1753879374.000;	           0;	     1
20250730;	181257;	1753879377.000;	           0;	     1
20250730;	181300;	1753879380.000;	           0;	     1
20250730;	181303;	1753879383.000;	           0;	     1
20250730;	181306;	1753879386.000;	           0;	     1
20250730;	181309;	1753879389.000;	           0;	     1
20250730;	181312;	1753879392.000;	           0;	     1
20250730;	181315;	1753879395.000;	           0;	     1
20250730;	181318;	1753879398.000;	           0;	     1
20250730;	181321;	1753879401.000;	           0;	     1
20250730;	181324;	1753879404.000;	           0;	     1
20250730;	181327;	1753879407.000;	           0;	     1
20250730;	181330;	1753879410.000;	           0;	     1
20250730;	181333;	1753879413.000;	           0;	     1
20250730;	181336;	1753879416.000;	           0;	     1
20250730;	181339;	1753879419.000;	           0;	     1
20250730;	181342;	1753879422.000;	           0;	     1
20250730;	181345;	1753879425.000;	           0;	     1
20250730;	181348;	1753879428.000;	           0;	     1
20250730;	181351;	1753879431.000;	           0;	     1
20250730;	181354;	1753879434.000;	           0;	     1
20250730;	181357;	1753879437.000;	           0;	     1
20250730;	181400;	1753879440.000;	           0;	     1
20250730;	181403;	1753879443.000;	           0;	     1
20250730;	181406;	1753879446.000;	           0;	     1
20250730;	181409;	1753879449.000;	           0;	     1
20250730;	181412;	1753879452.000;	           0;	     1
20250730;	181415;	1753879455.000;	           0;	     1
20250730;	181418;	1753879458.000;	           0;	     1
20250730;	181421;	1753879461.000;	           0;	     1
20250730;	181424;	1753879464.000;	           0;	     1
20250730;	181427;	1753879467.000;	           0;	     1
20250730;	181430;	1753879470.000;	           0;	     1
20250730;	181433;	1753879473.000;	           0;	     1
20250730;	181436;	1753879476.000;	           0;	     1
20250730;	181439;	1753879479.000;	           0;	     1
20250730;	181442;	1753879482.000;	           0;	     1
20250730;	181445;	1753879485.000;	           0;	     1
20250730;	181448;	1753879488.000;	           0;	     1
20250730;	181451;	1753879491.000;	           0;	     1
20250730;	181454;	1753879494.000;	           0;	     1
20250730;	181457;	1753879497.000;	           0;	     1
20250730;	181500;	1753879500.000;	           0;	     1
20250730;	181503;	1753879503.000;	           0;	     1
20250730;	181506;	1753879506.000;	           0;	     1
20250730;	181509;	1753879509.000;	           0;	     1
20250730;	181512;	1753879512.000;	           0;	     1
20250730;	181515;	1753879515.000;	           0;	     1
20250730;	181518;	1753879518.000;	           0;	     1
20250730;	181521;	1753879521.000;	           0;	     1
20250730;	181524;	1753879524.000;	           0;	     1
20250730;	181527;	1753879527.000;	           0;	     1
20250730;	181530;	1753879530.000;	           0;	     1
20250730;	181533;	1753879533.000;	           0;	     1
20250730;	181536;	1753879536.000;	           0;	     1
20250730;	181539;	1753879539.000;	           0;	     1
20250730;	181542;	1753879542.000;	           0;	     1
20250730;	181545;	1753879545.000;	           0;	     1
20250730;	181548;	1753879548.000;	           0;	     1
20250730;	181551;	1753879551.000;	           0;	     1
20250730;	181554;	1753879554.000;	           0;	     1
20250730;	181557;	1753879557.000;	           0;	     1
20250730;	181600;	1753879560.000;	           0;	     1
20250730;	181603;	1753879563.000;	           0;	     1
20250730;	181606;	1753879566.000;	           0;	     1
20250730;	181609;	1753879569.000;	           0;	     1
20250730;	181612;	1753879572.000;	           0;	     1
20250730;	181615;	1753879575.000;	           0;	     1
20250730;	181618;	1753879578.000;	           0;	     1
20250730;	181621;	1753879581.000;	           0;	     1
20250730;	181624;	1753879584.000;	           0;	     1
20250730;	181627;	1753879587.000;	           0;	     1
20250730;	181630;	1753879590.000;	           0;	     1
20250730;	181633;	1753879593.000;	           0;	     1
20250730;	181636;	1753879596.000;	           0;	     1
20250730;	181639;	1753879599.000;	           0;	     1
