#ies_format_version: 1.0
#file: 20250730_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250730;	172439;	1753876479.000;	           0;	     1
20250730;	172442;	1753876482.000;	           0;	     1
20250730;	172445;	1753876485.000;	           0;	     1
20250730;	172448;	1753876488.000;	           0;	     1
20250730;	172451;	1753876491.000;	           0;	     1
20250730;	172454;	1753876494.000;	           0;	     1
20250730;	172457;	1753876497.000;	           0;	     1
20250730;	172500;	1753876500.000;	           0;	     1
20250730;	172503;	1753876503.000;	           0;	     1
20250730;	172506;	1753876506.000;	           0;	     1
20250730;	172509;	1753876509.000;	           0;	     1
20250730;	172512;	1753876512.000;	           0;	     1
20250730;	172515;	1753876515.000;	           0;	     1
20250730;	172518;	1753876518.000;	           0;	     1
20250730;	172521;	1753876521.000;	           0;	     1
20250730;	172524;	1753876524.000;	           0;	     1
20250730;	172527;	1753876527.000;	           0;	     1
20250730;	172530;	1753876530.000;	           0;	     1
20250730;	172533;	1753876533.000;	           0;	     1
20250730;	172536;	1753876536.000;	           0;	     1
20250730;	172539;	1753876539.000;	           0;	     1
20250730;	172542;	1753876542.000;	           0;	     1
20250730;	172545;	1753876545.000;	           0;	     1
20250730;	172548;	1753876548.000;	           0;	     1
20250730;	172551;	1753876551.000;	           0;	     1
20250730;	172554;	1753876554.000;	           0;	     1
20250730;	172557;	1753876557.000;	           0;	     1
20250730;	172600;	1753876560.000;	           0;	     1
20250730;	172603;	1753876563.000;	           0;	     1
20250730;	172606;	1753876566.000;	           0;	     1
20250730;	172609;	1753876569.000;	           0;	     1
20250730;	172612;	1753876572.000;	           0;	     1
20250730;	172615;	1753876575.000;	           0;	     1
20250730;	172618;	1753876578.000;	           0;	     1
20250730;	172621;	1753876581.000;	           0;	     1
20250730;	172624;	1753876584.000;	           0;	     1
20250730;	172627;	1753876587.000;	           0;	     1
20250730;	172630;	1753876590.000;	           0;	     1
20250730;	172633;	1753876593.000;	           0;	     1
20250730;	172636;	1753876596.000;	           0;	     1
20250730;	172639;	1753876599.000;	           0;	     1
20250730;	172642;	1753876602.000;	           0;	     1
20250730;	172645;	1753876605.000;	           0;	     1
20250730;	172648;	1753876608.000;	           0;	     1
20250730;	172651;	1753876611.000;	           0;	     1
20250730;	172654;	1753876614.000;	           0;	     1
20250730;	172657;	1753876617.000;	           0;	     1
20250730;	172700;	1753876620.000;	           0;	     1
20250730;	172703;	1753876623.000;	           0;	     1
20250730;	172706;	1753876626.000;	           0;	     1
20250730;	172709;	1753876629.000;	           0;	     1
20250730;	172712;	1753876632.000;	           0;	     1
20250730;	172715;	1753876635.000;	           0;	     1
20250730;	172718;	1753876638.000;	           0;	     1
20250730;	172721;	1753876641.000;	           0;	     1
20250730;	172724;	1753876644.000;	           0;	     1
20250730;	172727;	1753876647.000;	           0;	     1
20250730;	172730;	1753876650.000;	           0;	     1
20250730;	172733;	1753876653.000;	           0;	     1
20250730;	172736;	1753876656.000;	           0;	     1
20250730;	172739;	1753876659.000;	           0;	     1
20250730;	172742;	1753876662.000;	           0;	     1
20250730;	172745;	1753876665.000;	           0;	     1
20250730;	172748;	1753876668.000;	           0;	     1
20250730;	172751;	1753876671.000;	           0;	     1
20250730;	172754;	1753876674.000;	           0;	     1
20250730;	172757;	1753876677.000;	           0;	     1
20250730;	172800;	1753876680.000;	           0;	     1
20250730;	172803;	1753876683.000;	           0;	     1
20250730;	172806;	1753876686.000;	           0;	     1
20250730;	172809;	1753876689.000;	           0;	     1
20250730;	172812;	1753876692.000;	           0;	     1
20250730;	172815;	1753876695.000;	           0;	     1
20250730;	172818;	1753876698.000;	           0;	     1
20250730;	172821;	1753876701.000;	           0;	     1
20250730;	172824;	1753876704.000;	           0;	     1
20250730;	172827;	1753876707.000;	           0;	     1
20250730;	172830;	1753876710.000;	           0;	     1
20250730;	172833;	1753876713.000;	           0;	     1
20250730;	172836;	1753876716.000;	           0;	     1
20250730;	172839;	1753876719.000;	           0;	     1
20250730;	172842;	1753876722.000;	           0;	     1
20250730;	172845;	1753876725.000;	           0;	     1
20250730;	172848;	1753876728.000;	           0;	     1
20250730;	172851;	1753876731.000;	           0;	     1
20250730;	172854;	1753876734.000;	           0;	     1
20250730;	172857;	1753876737.000;	           0;	     1
20250730;	172900;	1753876740.000;	           0;	     1
20250730;	172903;	1753876743.000;	           0;	     1
20250730;	172906;	1753876746.000;	           0;	     1
20250730;	172909;	1753876749.000;	           0;	     1
20250730;	172912;	1753876752.000;	           0;	     1
20250730;	172915;	1753876755.000;	           0;	     1
20250730;	172918;	1753876758.000;	           0;	     1
20250730;	172921;	1753876761.000;	           0;	     1
20250730;	172924;	1753876764.000;	           0;	     1
20250730;	172927;	1753876767.000;	           0;	     1
20250730;	172930;	1753876770.000;	           0;	     1
20250730;	172933;	1753876773.000;	           0;	     1
20250730;	172936;	1753876776.000;	           0;	     1
20250730;	172939;	1753876779.000;	           0;	     1
20250730;	172942;	1753876782.000;	           0;	     1
20250730;	172945;	1753876785.000;	           0;	     1
20250730;	172948;	1753876788.000;	           0;	     1
20250730;	172951;	1753876791.000;	           0;	     1
20250730;	172954;	1753876794.000;	           0;	     1
20250730;	172957;	1753876797.000;	           0;	     1
20250730;	173000;	1753876800.000;	           0;	     1
20250730;	173003;	1753876803.000;	           0;	     1
20250730;	173006;	1753876806.000;	           0;	     1
20250730;	173009;	1753876809.000;	           0;	     1
20250730;	173012;	1753876812.000;	           0;	     1
20250730;	173015;	1753876815.000;	           0;	     1
20250730;	173018;	1753876818.000;	           0;	     1
20250730;	173021;	1753876821.000;	           0;	     1
20250730;	173024;	1753876824.000;	           0;	     1
20250730;	173027;	1753876827.000;	           0;	     1
20250730;	173030;	1753876830.000;	           0;	     1
20250730;	173033;	1753876833.000;	           0;	     1
20250730;	173036;	1753876836.000;	           0;	     1
20250730;	173039;	1753876839.000;	           0;	     1
20250730;	173042;	1753876842.000;	           0;	     1
20250730;	173045;	1753876845.000;	           0;	     1
20250730;	173048;	1753876848.000;	           0;	     1
20250730;	173051;	1753876851.000;	           0;	     1
20250730;	173054;	1753876854.000;	           0;	     1
20250730;	173057;	1753876857.000;	           0;	     1
20250730;	173100;	1753876860.000;	           0;	     1
20250730;	173103;	1753876863.000;	           0;	     1
20250730;	173106;	1753876866.000;	           0;	     1
20250730;	173109;	1753876869.000;	           0;	     1
20250730;	173112;	1753876872.000;	           0;	     1
20250730;	173115;	1753876875.000;	           0;	     1
20250730;	173118;	1753876878.000;	           0;	     1
20250730;	173121;	1753876881.000;	           0;	     1
20250730;	173124;	1753876884.000;	           0;	     1
20250730;	173127;	1753876887.000;	           0;	     1
20250730;	173130;	1753876890.000;	           0;	     1
20250730;	173133;	1753876893.000;	           0;	     1
20250730;	173136;	1753876896.000;	           0;	     1
20250730;	173139;	1753876899.000;	           0;	     1
20250730;	173142;	1753876902.000;	           0;	     1
20250730;	173145;	1753876905.000;	           0;	     1
20250730;	173148;	1753876908.000;	           0;	     1
20250730;	173151;	1753876911.000;	           0;	     1
20250730;	173154;	1753876914.000;	           0;	     1
20250730;	173157;	1753876917.000;	           0;	     1
20250730;	173200;	1753876920.000;	           0;	     1
20250730;	173203;	1753876923.000;	           0;	     1
20250730;	173206;	1753876926.000;	           0;	     1
20250730;	173209;	1753876929.000;	           0;	     1
20250730;	173212;	1753876932.000;	           0;	     1
20250730;	173215;	1753876935.000;	           0;	     1
20250730;	173218;	1753876938.000;	           0;	     1
20250730;	173221;	1753876941.000;	           0;	     1
20250730;	173224;	1753876944.000;	           0;	     1
20250730;	173227;	1753876947.000;	           0;	     1
20250730;	173230;	1753876950.000;	           0;	     1
20250730;	173233;	1753876953.000;	           0;	     1
20250730;	173236;	1753876956.000;	           0;	     1
20250730;	173239;	1753876959.000;	           0;	     1
20250730;	173242;	1753876962.000;	           0;	     1
20250730;	173245;	1753876965.000;	           0;	     1
20250730;	173248;	1753876968.000;	           0;	     1
20250730;	173251;	1753876971.000;	           0;	     1
20250730;	173254;	1753876974.000;	           0;	     1
20250730;	173257;	1753876977.000;	           0;	     1
20250730;	173300;	1753876980.000;	           0;	     1
20250730;	173303;	1753876983.000;	           0;	     1
20250730;	173306;	1753876986.000;	           0;	     1
20250730;	173309;	1753876989.000;	           0;	     1
20250730;	173312;	1753876992.000;	           0;	     1
20250730;	173315;	1753876995.000;	           0;	     1
20250730;	173318;	1753876998.000;	           0;	     1
20250730;	173321;	1753877001.000;	           0;	     1
20250730;	173324;	1753877004.000;	           0;	     1
20250730;	173327;	1753877007.000;	           0;	     1
20250730;	173330;	1753877010.000;	           0;	     1
20250730;	173333;	1753877013.000;	           0;	     1
20250730;	173336;	1753877016.000;	           0;	     1
20250730;	173339;	1753877019.000;	           0;	     1
20250730;	173342;	1753877022.000;	           0;	     1
20250730;	173345;	1753877025.000;	           0;	     1
20250730;	173348;	1753877028.000;	           0;	     1
20250730;	173351;	1753877031.000;	           0;	     1
20250730;	173354;	1753877034.000;	           0;	     1
20250730;	173357;	1753877037.000;	           0;	     1
20250730;	173400;	1753877040.000;	           0;	     1
20250730;	173403;	1753877043.000;	           0;	     1
20250730;	173406;	1753877046.000;	           0;	     1
20250730;	173409;	1753877049.000;	           0;	     1
20250730;	173412;	1753877052.000;	           0;	     1
20250730;	173415;	1753877055.000;	           0;	     1
20250730;	173418;	1753877058.000;	           0;	     1
20250730;	173421;	1753877061.000;	           0;	     1
20250730;	173424;	1753877064.000;	           0;	     1
20250730;	173427;	1753877067.000;	           0;	     1
20250730;	173430;	1753877070.000;	           0;	     1
20250730;	173433;	1753877073.000;	           0;	     1
20250730;	173436;	1753877076.000;	           0;	     1
20250730;	173439;	1753877079.000;	           0;	     1
20250730;	173442;	1753877082.000;	           0;	     1
20250730;	173445;	1753877085.000;	           0;	     1
20250730;	173448;	1753877088.000;	           0;	     1
20250730;	173451;	1753877091.000;	           0;	     1
20250730;	173454;	1753877094.000;	           0;	     1
20250730;	173457;	1753877097.000;	           0;	     1
20250730;	173500;	1753877100.000;	           0;	     1
20250730;	173503;	1753877103.000;	           0;	     1
20250730;	173506;	1753877106.000;	           0;	     1
20250730;	173509;	1753877109.000;	           0;	     1
20250730;	173512;	1753877112.000;	           0;	     1
20250730;	173515;	1753877115.000;	           0;	     1
20250730;	173518;	1753877118.000;	           0;	     1
20250730;	173521;	1753877121.000;	           0;	     1
20250730;	173524;	1753877124.000;	           0;	     1
20250730;	173527;	1753877127.000;	           0;	     1
20250730;	173530;	1753877130.000;	           0;	     1
20250730;	173533;	1753877133.000;	           0;	     1
20250730;	173536;	1753877136.000;	           0;	     1
20250730;	173539;	1753877139.000;	           0;	     1
20250730;	173542;	1753877142.000;	           0;	     1
20250730;	173545;	1753877145.000;	           0;	     1
20250730;	173548;	1753877148.000;	           0;	     1
20250730;	173551;	1753877151.000;	           0;	     1
20250730;	173554;	1753877154.000;	           0;	     1
20250730;	173557;	1753877157.000;	           0;	     1
20250730;	173600;	1753877160.000;	           0;	     1
20250730;	173603;	1753877163.000;	           0;	     1
20250730;	173606;	1753877166.000;	           0;	     1
20250730;	173609;	1753877169.000;	           0;	     1
20250730;	173612;	1753877172.000;	           0;	     1
20250730;	173615;	1753877175.000;	           0;	     1
20250730;	173618;	1753877178.000;	           0;	     1
20250730;	173621;	1753877181.000;	           0;	     1
20250730;	173624;	1753877184.000;	           0;	     1
20250730;	173627;	1753877187.000;	           0;	     1
20250730;	173630;	1753877190.000;	          12;	     1
20250730;	173633;	1753877193.000;	          12;	     1
20250730;	173636;	1753877196.000;	          12;	     1
20250730;	173639;	1753877199.000;	          12;	     1
20250730;	173642;	1753877202.000;	          12;	     1
20250730;	173645;	1753877205.000;	          12;	     1
20250730;	173648;	1753877208.000;	          12;	     1
20250730;	173651;	1753877211.000;	          12;	     1
20250730;	173654;	1753877214.000;	          12;	     1
20250730;	173657;	1753877217.000;	          12;	     1
20250730;	173700;	1753877220.000;	          12;	     1
20250730;	173703;	1753877223.000;	          12;	     1
20250730;	173706;	1753877226.000;	          12;	     1
20250730;	173709;	1753877229.000;	       err32;	 err32
20250730;	173712;	1753877232.000;	       err32;	 err32
20250730;	173715;	1753877235.000;	       err32;	 err32
20250730;	173718;	1753877238.000;	        err7;	  err7
20250730;	173721;	1753877241.000;	       err20;	     1
20250730;	173724;	1753877244.000;	       err20;	     1
20250730;	173727;	1753877247.000;	       err20;	     1
20250730;	173730;	1753877250.000;	       err20;	     1
20250730;	173733;	1753877253.000;	       err20;	     1
20250730;	173736;	1753877256.000;	       err20;	     1
20250730;	173739;	1753877259.000;	       err20;	     1
20250730;	173742;	1753877262.000;	       err20;	     1
20250730;	173745;	1753877265.000;	       err20;	     1
20250730;	173748;	1753877268.000;	       err20;	     1
20250730;	173751;	1753877271.000;	       err20;	     1
20250730;	173754;	1753877274.000;	       err20;	     1
20250730;	173757;	1753877277.000;	       err20;	     1
20250730;	173800;	1753877280.000;	       err20;	     1
20250730;	173803;	1753877283.000;	       err32;	 err32
20250730;	173806;	1753877286.000;	       err32;	 err32
20250730;	173809;	1753877289.000;	       err32;	 err32
20250730;	173812;	1753877292.000;	        err7;	  err7
20250730;	173815;	1753877295.000;	       err20;	     1
20250730;	173818;	1753877298.000;	       err20;	     1
20250730;	173821;	1753877301.000;	       err20;	     1
20250730;	173824;	1753877304.000;	       err20;	     1
20250730;	173827;	1753877307.000;	       err20;	     1
20250730;	173830;	1753877310.000;	       err20;	     1
20250730;	173833;	1753877313.000;	       err20;	     1
20250730;	173836;	1753877316.000;	       err20;	     1
20250730;	173839;	1753877319.000;	       err20;	     1
20250730;	173842;	1753877322.000;	           0;	     1
20250730;	173845;	1753877325.000;	           0;	     1
20250730;	173848;	1753877328.000;	           0;	     1
20250730;	173851;	1753877331.000;	           0;	     1
20250730;	173854;	1753877334.000;	           0;	     1
20250730;	173857;	1753877337.000;	           0;	     1
20250730;	173900;	1753877340.000;	           0;	     1
20250730;	173903;	1753877343.000;	           0;	     1
20250730;	173906;	1753877346.000;	           0;	     1
20250730;	173909;	1753877349.000;	           0;	     1
20250730;	173912;	1753877352.000;	           0;	     1
20250730;	173915;	1753877355.000;	           0;	     1
20250730;	173918;	1753877358.000;	           0;	     1
20250730;	173921;	1753877361.000;	           0;	     1
20250730;	173924;	1753877364.000;	           1;	     1
20250730;	173927;	1753877367.000;	           1;	     1
20250730;	173930;	1753877370.000;	           1;	     1
20250730;	173933;	1753877373.000;	           1;	     1
20250730;	173936;	1753877376.000;	           1;	     1
20250730;	173939;	1753877379.000;	           1;	     1
20250730;	173942;	1753877382.000;	           1;	     1
20250730;	173945;	1753877385.000;	           1;	     1
20250730;	173948;	1753877388.000;	           1;	     1
20250730;	173951;	1753877391.000;	           1;	     1
20250730;	173954;	1753877394.000;	           1;	     1
20250730;	173957;	1753877397.000;	           1;	     1
20250730;	174000;	1753877400.000;	           1;	     1
20250730;	174003;	1753877403.000;	           1;	     1
20250730;	174006;	1753877406.000;	           1;	     1
20250730;	174009;	1753877409.000;	           1;	     1
20250730;	174012;	1753877412.000;	           1;	     1
20250730;	174015;	1753877415.000;	           1;	     1
20250730;	174018;	1753877418.000;	           1;	     1
20250730;	174021;	1753877421.000;	           1;	     1
20250730;	174024;	1753877424.000;	           1;	     1
20250730;	174027;	1753877427.000;	           1;	     1
20250730;	174030;	1753877430.000;	           1;	     1
20250730;	174033;	1753877433.000;	           1;	     1
20250730;	174036;	1753877436.000;	           1;	     1
20250730;	174039;	1753877439.000;	           1;	     1
20250730;	174042;	1753877442.000;	           1;	     1
20250730;	174045;	1753877445.000;	           1;	     1
20250730;	174048;	1753877448.000;	           1;	     1
20250730;	174051;	1753877451.000;	           1;	     1
20250730;	174054;	1753877454.000;	           1;	     1
20250730;	174057;	1753877457.000;	           1;	     1
20250730;	174100;	1753877460.000;	           1;	     1
20250730;	174103;	1753877463.000;	           1;	     1
20250730;	174106;	1753877466.000;	           1;	     1
20250730;	174109;	1753877469.000;	           1;	     1
20250730;	174112;	1753877472.000;	           1;	     1
20250730;	174115;	1753877475.000;	           1;	     1
20250730;	174118;	1753877478.000;	           1;	     1
20250730;	174121;	1753877481.000;	           1;	     1
20250730;	174124;	1753877484.000;	           1;	     1
20250730;	174127;	1753877487.000;	           1;	     1
20250730;	174130;	1753877490.000;	           1;	     1
20250730;	174133;	1753877493.000;	           1;	     1
20250730;	174136;	1753877496.000;	           1;	     1
20250730;	174139;	1753877499.000;	           1;	     1
20250730;	174142;	1753877502.000;	           1;	     1
20250730;	174145;	1753877505.000;	           1;	     1
20250730;	174148;	1753877508.000;	           1;	     1
20250730;	174151;	1753877511.000;	           1;	     1
20250730;	174154;	1753877514.000;	           1;	     1
20250730;	174157;	1753877517.000;	           1;	     1
20250730;	174200;	1753877520.000;	           1;	     1
20250730;	174203;	1753877523.000;	           1;	     1
20250730;	174206;	1753877526.000;	           1;	     1
20250730;	174209;	1753877529.000;	           1;	     1
20250730;	174212;	1753877532.000;	           1;	     1
20250730;	174215;	1753877535.000;	           1;	     1
20250730;	174218;	1753877538.000;	           1;	     1
20250730;	174221;	1753877541.000;	           1;	     1
20250730;	174224;	1753877544.000;	           1;	     1
20250730;	174227;	1753877547.000;	           1;	     1
20250730;	174230;	1753877550.000;	           1;	     1
20250730;	174233;	1753877553.000;	           1;	     1
20250730;	174236;	1753877556.000;	           1;	     1
20250730;	174239;	1753877559.000;	           1;	     1
20250730;	174242;	1753877562.000;	           1;	     1
20250730;	174245;	1753877565.000;	           1;	     1
20250730;	174248;	1753877568.000;	           1;	     1
20250730;	174251;	1753877571.000;	           1;	     1
20250730;	174254;	1753877574.000;	           1;	     1
20250730;	174257;	1753877577.000;	           1;	     1
20250730;	174300;	1753877580.000;	           1;	     1
20250730;	174303;	1753877583.000;	           1;	     1
20250730;	174306;	1753877586.000;	           1;	     1
20250730;	174309;	1753877589.000;	       err32;	 err32
20250730;	174312;	1753877592.000;	       err32;	 err32
20250730;	174315;	1753877595.000;	       err32;	 err32
20250730;	174318;	1753877598.000;	        err7;	  err7
20250730;	174321;	1753877601.000;	       err20;	     1
20250730;	174324;	1753877604.000;	       err20;	     1
20250730;	174327;	1753877607.000;	       err20;	     1
20250730;	174330;	1753877610.000;	       err20;	     1
20250730;	174333;	1753877613.000;	       err20;	     1
20250730;	174336;	1753877616.000;	       err20;	     1
20250730;	174339;	1753877619.000;	           0;	     1
20250730;	174342;	1753877622.000;	           0;	     1
20250730;	174345;	1753877625.000;	           0;	     1
20250730;	174348;	1753877628.000;	           0;	     1
20250730;	174351;	1753877631.000;	           0;	     1
20250730;	174354;	1753877634.000;	           0;	     1
20250730;	174357;	1753877637.000;	           0;	     1
20250730;	174400;	1753877640.000;	           0;	     1
20250730;	174403;	1753877643.000;	           0;	     1
20250730;	174406;	1753877646.000;	           0;	     1
20250730;	174409;	1753877649.000;	           0;	     1
20250730;	174412;	1753877652.000;	           0;	     1
20250730;	174415;	1753877655.000;	           0;	     1
20250730;	174418;	1753877658.000;	           0;	     1
20250730;	174421;	1753877661.000;	           0;	     1
20250730;	174424;	1753877664.000;	           0;	     1
20250730;	174427;	1753877667.000;	           0;	     1
20250730;	174430;	1753877670.000;	           0;	     1
20250730;	174433;	1753877673.000;	           0;	     1
20250730;	174436;	1753877676.000;	           0;	     1
20250730;	174439;	1753877679.000;	           0;	     1
20250730;	174442;	1753877682.000;	           0;	     1
20250730;	174445;	1753877685.000;	           0;	     1
20250730;	174448;	1753877688.000;	           0;	     1
20250730;	174451;	1753877691.000;	           0;	     1
20250730;	174454;	1753877694.000;	           0;	     1
20250730;	174457;	1753877697.000;	           0;	     1
20250730;	174500;	1753877700.000;	           0;	     1
20250730;	174503;	1753877703.000;	           0;	     1
20250730;	174506;	1753877706.000;	           0;	     1
20250730;	174509;	1753877709.000;	           0;	     1
20250730;	174512;	1753877712.000;	           0;	     1
20250730;	174515;	1753877715.000;	           0;	     1
20250730;	174518;	1753877718.000;	           0;	     1
20250730;	174521;	1753877721.000;	           0;	     1
20250730;	174524;	1753877724.000;	           0;	     1
20250730;	174527;	1753877727.000;	           0;	     1
20250730;	174530;	1753877730.000;	           0;	     1
20250730;	174533;	1753877733.000;	           0;	     1
20250730;	174536;	1753877736.000;	           0;	     1
20250730;	174539;	1753877739.000;	           0;	     1
20250730;	174542;	1753877742.000;	           0;	     1
20250730;	174545;	1753877745.000;	           0;	     1
20250730;	174548;	1753877748.000;	           0;	     1
20250730;	174551;	1753877751.000;	           0;	     1
20250730;	174554;	1753877754.000;	           0;	     1
20250730;	174557;	1753877757.000;	           0;	     1
20250730;	174600;	1753877760.000;	           0;	     1
20250730;	174603;	1753877763.000;	           0;	     1
20250730;	174606;	1753877766.000;	           0;	     1
20250730;	174609;	1753877769.000;	           0;	     1
20250730;	174612;	1753877772.000;	           0;	     1
20250730;	174615;	1753877775.000;	           0;	     1
20250730;	174618;	1753877778.000;	           0;	     1
20250730;	174621;	1753877781.000;	           0;	     1
20250730;	174624;	1753877784.000;	           0;	     1
20250730;	174627;	1753877787.000;	           0;	     1
20250730;	174630;	1753877790.000;	           0;	     1
20250730;	174633;	1753877793.000;	           0;	     1
20250730;	174636;	1753877796.000;	           0;	     1
20250730;	174639;	1753877799.000;	           0;	     1
20250730;	174642;	1753877802.000;	           0;	     1
20250730;	174645;	1753877805.000;	           0;	     1
20250730;	174648;	1753877808.000;	           0;	     1
20250730;	174651;	1753877811.000;	           0;	     1
20250730;	174654;	1753877814.000;	           0;	     1
20250730;	174657;	1753877817.000;	           0;	     1
20250730;	174700;	1753877820.000;	           0;	     1
20250730;	174703;	1753877823.000;	           0;	     1
20250730;	174706;	1753877826.000;	           0;	     1
20250730;	174709;	1753877829.000;	           0;	     1
20250730;	174712;	1753877832.000;	           0;	     1
20250730;	174715;	1753877835.000;	           0;	     1
20250730;	174718;	1753877838.000;	           0;	     1
20250730;	174721;	1753877841.000;	           0;	     1
20250730;	174724;	1753877844.000;	           0;	     1
20250730;	174727;	1753877847.000;	           0;	     1
20250730;	174730;	1753877850.000;	           0;	     1
20250730;	174733;	1753877853.000;	           0;	     1
20250730;	174736;	1753877856.000;	           0;	     1
20250730;	174739;	1753877859.000;	           0;	     1
20250730;	174742;	1753877862.000;	           0;	     1
20250730;	174745;	1753877865.000;	           0;	     1
20250730;	174748;	1753877868.000;	           0;	     1
20250730;	174751;	1753877871.000;	           0;	     1
20250730;	174754;	1753877874.000;	           0;	     1
20250730;	174757;	1753877877.000;	           0;	     1
20250730;	174800;	1753877880.000;	           0;	     1
20250730;	174803;	1753877883.000;	           0;	     1
20250730;	174806;	1753877886.000;	           0;	     1
20250730;	174809;	1753877889.000;	           0;	     1
20250730;	174812;	1753877892.000;	           0;	     1
20250730;	174815;	1753877895.000;	           0;	     1
20250730;	174818;	1753877898.000;	           0;	     1
