#ies_format_version: 1.0
#file: 20250723_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250723;	172706;	1753271826.000;	           0
20250723;	172708;	1753271828.000;	           0
20250723;	172710;	1753271830.000;	           0
20250723;	172712;	1753271832.000;	           0
20250723;	172714;	1753271834.000;	           0
20250723;	172716;	1753271836.000;	           0
20250723;	172718;	1753271838.000;	           0
20250723;	172720;	1753271840.000;	           0
20250723;	172722;	1753271842.000;	           0
20250723;	172724;	1753271844.000;	           0
20250723;	172726;	1753271846.000;	           0
20250723;	172728;	1753271848.000;	           0
20250723;	172730;	1753271850.000;	           0
20250723;	172732;	1753271852.000;	           0
20250723;	172734;	1753271854.000;	           0
20250723;	172736;	1753271856.000;	           0
20250723;	172738;	1753271858.000;	           0
20250723;	172740;	1753271860.000;	           0
20250723;	172742;	1753271862.000;	           0
20250723;	172744;	1753271864.000;	           0
20250723;	172746;	1753271866.000;	           0
20250723;	172748;	1753271868.000;	           0
20250723;	172750;	1753271870.000;	           0
20250723;	172752;	1753271872.000;	           0
20250723;	172754;	1753271874.000;	           0
20250723;	172756;	1753271876.000;	           0
20250723;	172758;	1753271878.000;	           0
20250723;	172800;	1753271880.000;	           0
20250723;	172802;	1753271882.000;	           0
20250723;	172804;	1753271884.000;	           0
20250723;	172806;	1753271886.000;	           0
20250723;	172808;	1753271888.000;	           0
20250723;	172810;	1753271890.000;	           0
20250723;	172812;	1753271892.000;	           0
20250723;	172814;	1753271894.000;	           0
20250723;	172816;	1753271896.000;	           0
20250723;	172818;	1753271898.000;	           0
20250723;	172820;	1753271900.000;	           0
20250723;	172822;	1753271902.000;	           0
20250723;	172824;	1753271904.000;	           0
20250723;	172826;	1753271906.000;	           0
20250723;	172828;	1753271908.000;	           0
20250723;	172830;	1753271910.000;	           0
20250723;	172832;	1753271912.000;	           0
20250723;	172834;	1753271914.000;	           0
20250723;	172836;	1753271916.000;	           0
20250723;	172838;	1753271918.000;	           0
20250723;	172840;	1753271920.000;	           0
20250723;	172842;	1753271922.000;	           0
20250723;	172844;	1753271924.000;	           0
20250723;	172846;	1753271926.000;	           0
20250723;	172848;	1753271928.000;	           0
20250723;	172850;	1753271930.000;	           0
20250723;	172852;	1753271932.000;	           0
20250723;	172854;	1753271934.000;	           0
20250723;	172856;	1753271936.000;	           0
20250723;	172858;	1753271938.000;	           0
20250723;	172900;	1753271940.000;	           0
20250723;	172902;	1753271942.000;	           0
20250723;	172904;	1753271944.000;	           0
20250723;	172906;	1753271946.000;	           0
20250723;	172908;	1753271948.000;	           0
20250723;	172910;	1753271950.000;	           0
20250723;	172912;	1753271952.000;	           0
20250723;	172914;	1753271954.000;	           0
20250723;	172916;	1753271956.000;	           0
20250723;	172918;	1753271958.000;	           0
20250723;	172920;	1753271960.000;	           0
20250723;	172922;	1753271962.000;	           0
20250723;	172924;	1753271964.000;	           0
20250723;	172926;	1753271966.000;	           0
20250723;	172928;	1753271968.000;	           0
20250723;	172930;	1753271970.000;	           0
20250723;	172932;	1753271972.000;	           0
20250723;	172934;	1753271974.000;	           0
20250723;	172936;	1753271976.000;	           0
20250723;	172938;	1753271978.000;	           0
20250723;	172940;	1753271980.000;	           0
20250723;	172942;	1753271982.000;	           0
20250723;	172944;	1753271984.000;	           0
20250723;	172946;	1753271986.000;	           0
20250723;	172948;	1753271988.000;	           0
20250723;	172950;	1753271990.000;	           0
20250723;	172952;	1753271992.000;	           0
20250723;	172954;	1753271994.000;	           0
20250723;	172956;	1753271996.000;	           0
20250723;	172958;	1753271998.000;	           0
20250723;	173000;	1753272000.000;	           0
20250723;	173002;	1753272002.000;	           0
20250723;	173004;	1753272004.000;	           0
20250723;	173006;	1753272006.000;	           0
20250723;	173008;	1753272008.000;	           0
20250723;	173010;	1753272010.000;	           0
20250723;	173012;	1753272012.000;	           0
20250723;	173014;	1753272014.000;	           0
20250723;	173016;	1753272016.000;	           0
20250723;	173018;	1753272018.000;	           0
20250723;	173020;	1753272020.000;	           0
20250723;	173022;	1753272022.000;	           0
20250723;	173024;	1753272024.000;	           0
20250723;	173026;	1753272026.000;	           0
20250723;	173028;	1753272028.000;	           0
20250723;	173030;	1753272030.000;	           0
20250723;	173032;	1753272032.000;	           0
20250723;	173034;	1753272034.000;	           0
20250723;	173036;	1753272036.000;	           0
20250723;	173038;	1753272038.000;	           0
20250723;	173040;	1753272040.000;	           0
20250723;	173042;	1753272042.000;	           0
20250723;	173044;	1753272044.000;	           0
20250723;	173046;	1753272046.000;	           0
20250723;	173048;	1753272048.000;	           0
20250723;	173050;	1753272050.000;	           0
20250723;	173052;	1753272052.000;	           0
20250723;	173054;	1753272054.000;	           0
20250723;	173056;	1753272056.000;	           0
20250723;	173058;	1753272058.000;	           0
20250723;	173100;	1753272060.000;	           0
20250723;	173102;	1753272062.000;	           0
20250723;	173104;	1753272064.000;	           0
20250723;	173106;	1753272066.000;	           0
20250723;	173108;	1753272068.000;	           0
20250723;	173110;	1753272070.000;	           0
20250723;	173112;	1753272072.000;	           0
20250723;	173114;	1753272074.000;	           0
20250723;	173116;	1753272076.000;	           0
20250723;	173118;	1753272078.000;	           0
20250723;	173120;	1753272080.000;	           0
20250723;	173122;	1753272082.000;	           0
20250723;	173124;	1753272084.000;	           0
20250723;	173126;	1753272086.000;	           0
20250723;	173128;	1753272088.000;	           0
20250723;	173130;	1753272090.000;	           0
20250723;	173132;	1753272092.000;	           0
20250723;	173134;	1753272094.000;	           0
20250723;	173136;	1753272096.000;	           0
20250723;	173138;	1753272098.000;	           0
20250723;	173140;	1753272100.000;	           0
20250723;	173142;	1753272102.000;	           0
20250723;	173144;	1753272104.000;	           0
20250723;	173146;	1753272106.000;	           0
20250723;	173148;	1753272108.000;	           0
20250723;	173150;	1753272110.000;	           0
20250723;	173152;	1753272112.000;	           0
20250723;	173154;	1753272114.000;	           0
20250723;	173156;	1753272116.000;	           0
20250723;	173158;	1753272118.000;	           0
20250723;	173200;	1753272120.000;	           0
20250723;	173202;	1753272122.000;	           0
20250723;	173204;	1753272124.000;	           0
20250723;	173206;	1753272126.000;	           0
20250723;	173208;	1753272128.000;	           0
20250723;	173210;	1753272130.000;	           0
20250723;	173212;	1753272132.000;	           0
20250723;	173214;	1753272134.000;	           0
20250723;	173216;	1753272136.000;	           0
20250723;	173218;	1753272138.000;	           0
20250723;	173220;	1753272140.000;	           0
20250723;	173222;	1753272142.000;	           0
20250723;	173224;	1753272144.000;	           0
20250723;	173226;	1753272146.000;	           0
20250723;	173228;	1753272148.000;	           0
20250723;	173230;	1753272150.000;	           0
20250723;	173232;	1753272152.000;	           0
20250723;	173234;	1753272154.000;	           0
20250723;	173236;	1753272156.000;	           0
20250723;	173238;	1753272158.000;	           0
20250723;	173240;	1753272160.000;	           0
20250723;	173242;	1753272162.000;	           0
20250723;	173244;	1753272164.000;	           0
20250723;	173246;	1753272166.000;	           0
20250723;	173248;	1753272168.000;	           0
20250723;	173250;	1753272170.000;	           0
20250723;	173252;	1753272172.000;	           0
20250723;	173254;	1753272174.000;	           0
20250723;	173256;	1753272176.000;	           0
20250723;	173258;	1753272178.000;	           0
20250723;	173300;	1753272180.000;	           0
20250723;	173302;	1753272182.000;	           0
20250723;	173304;	1753272184.000;	           0
20250723;	173306;	1753272186.000;	           0
20250723;	173308;	1753272188.000;	           0
20250723;	173310;	1753272190.000;	           0
20250723;	173312;	1753272192.000;	           0
20250723;	173314;	1753272194.000;	           0
20250723;	173316;	1753272196.000;	           0
20250723;	173318;	1753272198.000;	           0
20250723;	173320;	1753272200.000;	           0
20250723;	173322;	1753272202.000;	           0
20250723;	173324;	1753272204.000;	           0
20250723;	173326;	1753272206.000;	           0
20250723;	173328;	1753272208.000;	           0
20250723;	173330;	1753272210.000;	           0
20250723;	173332;	1753272212.000;	           0
20250723;	173334;	1753272214.000;	           0
20250723;	173336;	1753272216.000;	           0
20250723;	173338;	1753272218.000;	           0
20250723;	173340;	1753272220.000;	           0
20250723;	173342;	1753272222.000;	           0
20250723;	173344;	1753272224.000;	           0
20250723;	173346;	1753272226.000;	           0
20250723;	173348;	1753272228.000;	           0
20250723;	173350;	1753272230.000;	           0
20250723;	173352;	1753272232.000;	           0
20250723;	173354;	1753272234.000;	           0
20250723;	173356;	1753272236.000;	           0
20250723;	173358;	1753272238.000;	           0
20250723;	173400;	1753272240.000;	           0
20250723;	173402;	1753272242.000;	           0
20250723;	173404;	1753272244.000;	           0
20250723;	173406;	1753272246.000;	           0
20250723;	173408;	1753272248.000;	           0
20250723;	173410;	1753272250.000;	           0
20250723;	173412;	1753272252.000;	           0
20250723;	173414;	1753272254.000;	           0
20250723;	173416;	1753272256.000;	           0
20250723;	173418;	1753272258.000;	           0
20250723;	173420;	1753272260.000;	           0
20250723;	173422;	1753272262.000;	           0
20250723;	173424;	1753272264.000;	           0
20250723;	173426;	1753272266.000;	           0
20250723;	173428;	1753272268.000;	           0
20250723;	173430;	1753272270.000;	           0
20250723;	173432;	1753272272.000;	           0
20250723;	173434;	1753272274.000;	           0
20250723;	173436;	1753272276.000;	           0
20250723;	173438;	1753272278.000;	           0
20250723;	173440;	1753272280.000;	           0
20250723;	173442;	1753272282.000;	           0
20250723;	173444;	1753272284.000;	           0
20250723;	173446;	1753272286.000;	           0
20250723;	173448;	1753272288.000;	           0
20250723;	173450;	1753272290.000;	           0
20250723;	173452;	1753272292.000;	           0
20250723;	173454;	1753272294.000;	           0
20250723;	173456;	1753272296.000;	           0
20250723;	173458;	1753272298.000;	           0
20250723;	173500;	1753272300.000;	           0
20250723;	173502;	1753272302.000;	           0
20250723;	173504;	1753272304.000;	           0
20250723;	173506;	1753272306.000;	           0
20250723;	173508;	1753272308.000;	           0
20250723;	173510;	1753272310.000;	           0
20250723;	173512;	1753272312.000;	           0
20250723;	173514;	1753272314.000;	           0
20250723;	173516;	1753272316.000;	           0
20250723;	173518;	1753272318.000;	           0
20250723;	173520;	1753272320.000;	           0
20250723;	173522;	1753272322.000;	           0
20250723;	173524;	1753272324.000;	           0
20250723;	173526;	1753272326.000;	           0
20250723;	173528;	1753272328.000;	           0
20250723;	173530;	1753272330.000;	           0
20250723;	173532;	1753272332.000;	           0
20250723;	173534;	1753272334.000;	           0
20250723;	173536;	1753272336.000;	           0
20250723;	173538;	1753272338.000;	           0
20250723;	173540;	1753272340.000;	           0
20250723;	173542;	1753272342.000;	           0
20250723;	173544;	1753272344.000;	           0
20250723;	173546;	1753272346.000;	           0
20250723;	173548;	1753272348.000;	           0
20250723;	173550;	1753272350.000;	           0
20250723;	173552;	1753272352.000;	           0
20250723;	173554;	1753272354.000;	           0
20250723;	173556;	1753272356.000;	           0
20250723;	173558;	1753272358.000;	           0
20250723;	173600;	1753272360.000;	           0
20250723;	173602;	1753272362.000;	           0
20250723;	173604;	1753272364.000;	           0
20250723;	173606;	1753272366.000;	           0
20250723;	173608;	1753272368.000;	           0
20250723;	173610;	1753272370.000;	           0
20250723;	173612;	1753272372.000;	           0
20250723;	173614;	1753272374.000;	           0
20250723;	173616;	1753272376.000;	           0
20250723;	173618;	1753272378.000;	           0
20250723;	173620;	1753272380.000;	           0
20250723;	173622;	1753272382.000;	           0
20250723;	173624;	1753272384.000;	           0
20250723;	173626;	1753272386.000;	           0
20250723;	173628;	1753272388.000;	           0
20250723;	173630;	1753272390.000;	           0
20250723;	173632;	1753272392.000;	           0
20250723;	173634;	1753272394.000;	           0
20250723;	173636;	1753272396.000;	           0
20250723;	173638;	1753272398.000;	           0
20250723;	173640;	1753272400.000;	           0
20250723;	173642;	1753272402.000;	           0
20250723;	173644;	1753272404.000;	           0
20250723;	173646;	1753272406.000;	           0
20250723;	173648;	1753272408.000;	           0
20250723;	173650;	1753272410.000;	           0
20250723;	173652;	1753272412.000;	           0
20250723;	173654;	1753272414.000;	           0
20250723;	173656;	1753272416.000;	           0
20250723;	173658;	1753272418.000;	           0
20250723;	173700;	1753272420.000;	           0
20250723;	173702;	1753272422.000;	           0
20250723;	173704;	1753272424.000;	           0
20250723;	173706;	1753272426.000;	           0
20250723;	173708;	1753272428.000;	           0
20250723;	173710;	1753272430.000;	           0
20250723;	173712;	1753272432.000;	           0
20250723;	173714;	1753272434.000;	           0
20250723;	173716;	1753272436.000;	           0
20250723;	173718;	1753272438.000;	           0
20250723;	173720;	1753272440.000;	           0
20250723;	173722;	1753272442.000;	           0
20250723;	173724;	1753272444.000;	           0
20250723;	173726;	1753272446.000;	           0
20250723;	173728;	1753272448.000;	           0
20250723;	173730;	1753272450.000;	           0
20250723;	173732;	1753272452.000;	           0
20250723;	173734;	1753272454.000;	           0
20250723;	173736;	1753272456.000;	           0
20250723;	173738;	1753272458.000;	           0
20250723;	173740;	1753272460.000;	           0
20250723;	173742;	1753272462.000;	           0
20250723;	173744;	1753272464.000;	           0
20250723;	173746;	1753272466.000;	           0
20250723;	173748;	1753272468.000;	           0
20250723;	173750;	1753272470.000;	           0
20250723;	173752;	1753272472.000;	           0
20250723;	173754;	1753272474.000;	           0
20250723;	173756;	1753272476.000;	           0
20250723;	173758;	1753272478.000;	           0
20250723;	173800;	1753272480.000;	           0
20250723;	173802;	1753272482.000;	           0
20250723;	173804;	1753272484.000;	           0
20250723;	173806;	1753272486.000;	           0
20250723;	173808;	1753272488.000;	           0
20250723;	173810;	1753272490.000;	           0
20250723;	173812;	1753272492.000;	           0
20250723;	173814;	1753272494.000;	           0
20250723;	173816;	1753272496.000;	           0
20250723;	173818;	1753272498.000;	           0
20250723;	173820;	1753272500.000;	           0
20250723;	173822;	1753272502.000;	           0
20250723;	173824;	1753272504.000;	           0
20250723;	173826;	1753272506.000;	           0
20250723;	173828;	1753272508.000;	           0
20250723;	173830;	1753272510.000;	           0
20250723;	173832;	1753272512.000;	           0
20250723;	173834;	1753272514.000;	           0
20250723;	173836;	1753272516.000;	           0
20250723;	173838;	1753272518.000;	           0
20250723;	173840;	1753272520.000;	           0
20250723;	173842;	1753272522.000;	           0
20250723;	173844;	1753272524.000;	           0
20250723;	173846;	1753272526.000;	           0
20250723;	173848;	1753272528.000;	           0
20250723;	173850;	1753272530.000;	           0
20250723;	173852;	1753272532.000;	           0
20250723;	173854;	1753272534.000;	           0
20250723;	173856;	1753272536.000;	           0
20250723;	173858;	1753272538.000;	           0
20250723;	173900;	1753272540.000;	           0
20250723;	173902;	1753272542.000;	           0
20250723;	173904;	1753272544.000;	           0
20250723;	173906;	1753272546.000;	           0
20250723;	173908;	1753272548.000;	           0
20250723;	173910;	1753272550.000;	           0
20250723;	173912;	1753272552.000;	           0
20250723;	173914;	1753272554.000;	           0
20250723;	173916;	1753272556.000;	           0
20250723;	173918;	1753272558.000;	           0
20250723;	173920;	1753272560.000;	           0
20250723;	173922;	1753272562.000;	           0
20250723;	173924;	1753272564.000;	           0
20250723;	173926;	1753272566.000;	           0
20250723;	173928;	1753272568.000;	           0
20250723;	173930;	1753272570.000;	           0
20250723;	173932;	1753272572.000;	           0
20250723;	173934;	1753272574.000;	           0
20250723;	173936;	1753272576.000;	           0
20250723;	173938;	1753272578.000;	           0
20250723;	173940;	1753272580.000;	           0
20250723;	173942;	1753272582.000;	           0
20250723;	173944;	1753272584.000;	           0
20250723;	173946;	1753272586.000;	           0
20250723;	173948;	1753272588.000;	           0
20250723;	173950;	1753272590.000;	           0
20250723;	173952;	1753272592.000;	           0
20250723;	173954;	1753272594.000;	           0
20250723;	173956;	1753272596.000;	           0
20250723;	173958;	1753272598.000;	           0
20250723;	174000;	1753272600.000;	           0
20250723;	174002;	1753272602.000;	           0
20250723;	174004;	1753272604.000;	           0
20250723;	174006;	1753272606.000;	           0
20250723;	174008;	1753272608.000;	           0
20250723;	174010;	1753272610.000;	           0
20250723;	174012;	1753272612.000;	           0
20250723;	174014;	1753272614.000;	           0
20250723;	174016;	1753272616.000;	           0
20250723;	174018;	1753272618.000;	           0
20250723;	174020;	1753272620.000;	           0
20250723;	174022;	1753272622.000;	           0
20250723;	174024;	1753272624.000;	           0
20250723;	174026;	1753272626.000;	           0
20250723;	174028;	1753272628.000;	           0
20250723;	174030;	1753272630.000;	           0
20250723;	174032;	1753272632.000;	           0
20250723;	174034;	1753272634.000;	           0
20250723;	174036;	1753272636.000;	           0
20250723;	174038;	1753272638.000;	           0
20250723;	174040;	1753272640.000;	           0
20250723;	174042;	1753272642.000;	           0
20250723;	174044;	1753272644.000;	           0
20250723;	174046;	1753272646.000;	           0
20250723;	174048;	1753272648.000;	           0
20250723;	174050;	1753272650.000;	           0
20250723;	174052;	1753272652.000;	           0
20250723;	174054;	1753272654.000;	           0
20250723;	174056;	1753272656.000;	           0
20250723;	174058;	1753272658.000;	           0
20250723;	174100;	1753272660.000;	           0
20250723;	174102;	1753272662.000;	           0
20250723;	174104;	1753272664.000;	           0
20250723;	174106;	1753272666.000;	           0
20250723;	174108;	1753272668.000;	           0
20250723;	174110;	1753272670.000;	           0
20250723;	174112;	1753272672.000;	           0
20250723;	174114;	1753272674.000;	           0
20250723;	174116;	1753272676.000;	           0
20250723;	174118;	1753272678.000;	           0
20250723;	174120;	1753272680.000;	           0
20250723;	174122;	1753272682.000;	           0
20250723;	174124;	1753272684.000;	           0
20250723;	174126;	1753272686.000;	           0
20250723;	174128;	1753272688.000;	           0
20250723;	174130;	1753272690.000;	           0
20250723;	174132;	1753272692.000;	           0
20250723;	174134;	1753272694.000;	           0
20250723;	174136;	1753272696.000;	           0
20250723;	174138;	1753272698.000;	           0
20250723;	174140;	1753272700.000;	           0
20250723;	174142;	1753272702.000;	           0
20250723;	174144;	1753272704.000;	           0
20250723;	174146;	1753272706.000;	           0
20250723;	174148;	1753272708.000;	           0
20250723;	174150;	1753272710.000;	           0
20250723;	174152;	1753272712.000;	           0
20250723;	174154;	1753272714.000;	           0
20250723;	174156;	1753272716.000;	           0
20250723;	174158;	1753272718.000;	           0
20250723;	174200;	1753272720.000;	           0
20250723;	174202;	1753272722.000;	           0
20250723;	174204;	1753272724.000;	           0
20250723;	174206;	1753272726.000;	           0
20250723;	174208;	1753272728.000;	           0
20250723;	174210;	1753272730.000;	           0
20250723;	174212;	1753272732.000;	           0
20250723;	174214;	1753272734.000;	           0
20250723;	174216;	1753272736.000;	           0
20250723;	174218;	1753272738.000;	           0
20250723;	174220;	1753272740.000;	           0
20250723;	174222;	1753272742.000;	           0
20250723;	174224;	1753272744.000;	           0
20250723;	174226;	1753272746.000;	           0
20250723;	174228;	1753272748.000;	           0
20250723;	174230;	1753272750.000;	           0
20250723;	174232;	1753272752.000;	           0
20250723;	174234;	1753272754.000;	           0
20250723;	174236;	1753272756.000;	           0
20250723;	174238;	1753272758.000;	           0
20250723;	174240;	1753272760.000;	           0
20250723;	174242;	1753272762.000;	           0
20250723;	174244;	1753272764.000;	           0
20250723;	174246;	1753272766.000;	           0
20250723;	174248;	1753272768.000;	           0
20250723;	174250;	1753272770.000;	           0
20250723;	174252;	1753272772.000;	           0
20250723;	174254;	1753272774.000;	           0
20250723;	174256;	1753272776.000;	           0
20250723;	174258;	1753272778.000;	           0
20250723;	174300;	1753272780.000;	           0
20250723;	174302;	1753272782.000;	           0
20250723;	174304;	1753272784.000;	           0
20250723;	174306;	1753272786.000;	           0
20250723;	174308;	1753272788.000;	           0
20250723;	174310;	1753272790.000;	           0
20250723;	174312;	1753272792.000;	           0
20250723;	174314;	1753272794.000;	           0
20250723;	174316;	1753272796.000;	           0
20250723;	174318;	1753272798.000;	           0
20250723;	174320;	1753272800.000;	           0
20250723;	174322;	1753272802.000;	           0
20250723;	174324;	1753272804.000;	           0
20250723;	174326;	1753272806.000;	           0
20250723;	174328;	1753272808.000;	           0
20250723;	174330;	1753272810.000;	           0
20250723;	174332;	1753272812.000;	           0
20250723;	174334;	1753272814.000;	           0
20250723;	174336;	1753272816.000;	           0
20250723;	174338;	1753272818.000;	           0
20250723;	174340;	1753272820.000;	           0
20250723;	174342;	1753272822.000;	           0
20250723;	174344;	1753272824.000;	           0
20250723;	174346;	1753272826.000;	           0
20250723;	174348;	1753272828.000;	           0
20250723;	174350;	1753272830.000;	           0
20250723;	174352;	1753272832.000;	           0
20250723;	174354;	1753272834.000;	           0
20250723;	174356;	1753272836.000;	           0
20250723;	174358;	1753272838.000;	           0
20250723;	174400;	1753272840.000;	           0
20250723;	174402;	1753272842.000;	           0
20250723;	174404;	1753272844.000;	           0
20250723;	174406;	1753272846.000;	           0
20250723;	174408;	1753272848.000;	           0
20250723;	174410;	1753272850.000;	           0
20250723;	174412;	1753272852.000;	           0
20250723;	174414;	1753272854.000;	           0
20250723;	174416;	1753272856.000;	           0
20250723;	174418;	1753272858.000;	           0
20250723;	174420;	1753272860.000;	           0
20250723;	174422;	1753272862.000;	           0
20250723;	174424;	1753272864.000;	           0
20250723;	174426;	1753272866.000;	           0
20250723;	174428;	1753272868.000;	           0
20250723;	174430;	1753272870.000;	           0
20250723;	174432;	1753272872.000;	           0
20250723;	174434;	1753272874.000;	           0
20250723;	174436;	1753272876.000;	           0
20250723;	174438;	1753272878.000;	           0
20250723;	174440;	1753272880.000;	           0
20250723;	174442;	1753272882.000;	           0
20250723;	174444;	1753272884.000;	           0
20250723;	174446;	1753272886.000;	           0
20250723;	174448;	1753272888.000;	           0
20250723;	174450;	1753272890.000;	           0
20250723;	174452;	1753272892.000;	           0
20250723;	174454;	1753272894.000;	           0
20250723;	174456;	1753272896.000;	           0
20250723;	174458;	1753272898.000;	           0
20250723;	174500;	1753272900.000;	           0
20250723;	174502;	1753272902.000;	           0
20250723;	174504;	1753272904.000;	           0
20250723;	174506;	1753272906.000;	           0
20250723;	174508;	1753272908.000;	           0
20250723;	174510;	1753272910.000;	           0
20250723;	174512;	1753272912.000;	       err32
20250723;	174514;	1753272914.000;	       err32
20250723;	174516;	1753272916.000;	       err32
20250723;	174518;	1753272918.000;	       err32
20250723;	174520;	1753272920.000;	       err32
20250723;	174522;	1753272922.000;	       err32
20250723;	174524;	1753272924.000;	       err32
20250723;	174526;	1753272926.000;	       err32
20250723;	174528;	1753272928.000;	       err32
20250723;	174530;	1753272930.000;	       err32
20250723;	174532;	1753272932.000;	       err32
20250723;	174534;	1753272934.000;	       err32
20250723;	174536;	1753272936.000;	       err32
20250723;	174538;	1753272938.000;	       err32
20250723;	174540;	1753272940.000;	       err32
20250723;	174542;	1753272942.000;	       err32
20250723;	174544;	1753272944.000;	       err32
20250723;	174546;	1753272946.000;	       err32
20250723;	174548;	1753272948.000;	       err32
20250723;	174550;	1753272950.000;	       err32
20250723;	174552;	1753272952.000;	       err32
20250723;	174554;	1753272954.000;	       err32
20250723;	174556;	1753272956.000;	       err32
20250723;	174558;	1753272958.000;	       err32
20250723;	174600;	1753272960.000;	       err32
20250723;	174602;	1753272962.000;	       err32
20250723;	174604;	1753272964.000;	       err32
20250723;	174606;	1753272966.000;	       err32
20250723;	174608;	1753272968.000;	       err32
20250723;	174610;	1753272970.000;	       err32
20250723;	174612;	1753272972.000;	       err32
20250723;	174614;	1753272974.000;	       err32
20250723;	174616;	1753272976.000;	       err32
20250723;	174618;	1753272978.000;	       err32
20250723;	174620;	1753272980.000;	       err32
20250723;	174622;	1753272982.000;	       err32
20250723;	174624;	1753272984.000;	       err32
20250723;	174626;	1753272986.000;	       err32
20250723;	174628;	1753272988.000;	       err32
20250723;	174630;	1753272990.000;	       err32
20250723;	174632;	1753272992.000;	       err32
20250723;	174634;	1753272994.000;	       err32
20250723;	174636;	1753272996.000;	       err32
20250723;	174638;	1753272998.000;	       err32
20250723;	174640;	1753273000.000;	       err32
20250723;	174642;	1753273002.000;	       err32
20250723;	174644;	1753273004.000;	       err32
20250723;	174646;	1753273006.000;	       err32
20250723;	174648;	1753273008.000;	       err32
20250723;	174650;	1753273010.000;	       err32
20250723;	174652;	1753273012.000;	       err32
20250723;	174654;	1753273014.000;	       err32
20250723;	174656;	1753273016.000;	       err32
20250723;	174658;	1753273018.000;	       err32
20250723;	174700;	1753273020.000;	       err32
20250723;	174702;	1753273022.000;	       err32
20250723;	174704;	1753273024.000;	       err32
20250723;	174706;	1753273026.000;	       err32
20250723;	174708;	1753273028.000;	       err32
20250723;	174710;	1753273030.000;	       err32
20250723;	174712;	1753273032.000;	       err32
20250723;	174714;	1753273034.000;	       err32
20250723;	174716;	1753273036.000;	       err32
20250723;	174718;	1753273038.000;	       err32
20250723;	174720;	1753273040.000;	       err32
20250723;	174722;	1753273042.000;	       err32
20250723;	174724;	1753273044.000;	       err32
20250723;	174726;	1753273046.000;	       err32
20250723;	174728;	1753273048.000;	       err32
20250723;	174730;	1753273050.000;	       err32
20250723;	174732;	1753273052.000;	       err32
20250723;	174734;	1753273054.000;	       err32
20250723;	174736;	1753273056.000;	       err32
20250723;	174738;	1753273058.000;	       err32
20250723;	174740;	1753273060.000;	       err32
20250723;	174742;	1753273062.000;	       err32
20250723;	174744;	1753273064.000;	       err32
20250723;	174746;	1753273066.000;	       err32
20250723;	174748;	1753273068.000;	       err32
20250723;	174750;	1753273070.000;	       err32
20250723;	174752;	1753273072.000;	       err32
20250723;	174754;	1753273074.000;	       err32
20250723;	174756;	1753273076.000;	       err32
20250723;	174758;	1753273078.000;	       err32
20250723;	174800;	1753273080.000;	       err32
20250723;	174802;	1753273082.000;	       err32
20250723;	174804;	1753273084.000;	       err32
20250723;	174806;	1753273086.000;	       err32
20250723;	174808;	1753273088.000;	       err32
20250723;	174810;	1753273090.000;	       err32
20250723;	174812;	1753273092.000;	       err32
20250723;	174814;	1753273094.000;	       err32
20250723;	174816;	1753273096.000;	       err32
20250723;	174818;	1753273098.000;	       err32
20250723;	174820;	1753273100.000;	       err32
20250723;	174822;	1753273102.000;	       err32
20250723;	174824;	1753273104.000;	       err32
20250723;	174826;	1753273106.000;	       err32
20250723;	174828;	1753273108.000;	       err32
20250723;	174830;	1753273110.000;	       err32
20250723;	174832;	1753273112.000;	       err32
20250723;	174834;	1753273114.000;	       err32
20250723;	174836;	1753273116.000;	       err32
20250723;	174838;	1753273118.000;	       err32
20250723;	174840;	1753273120.000;	       err32
20250723;	174842;	1753273122.000;	       err32
20250723;	174844;	1753273124.000;	       err32
20250723;	174846;	1753273126.000;	       err32
20250723;	174848;	1753273128.000;	       err32
20250723;	174850;	1753273130.000;	       err32
20250723;	174852;	1753273132.000;	       err32
20250723;	174854;	1753273134.000;	       err32
20250723;	174856;	1753273136.000;	       err32
20250723;	174858;	1753273138.000;	       err32
20250723;	174900;	1753273140.000;	       err32
20250723;	174902;	1753273142.000;	       err32
20250723;	174904;	1753273144.000;	       err32
20250723;	174906;	1753273146.000;	       err32
20250723;	174908;	1753273148.000;	       err32
20250723;	174910;	1753273150.000;	       err32
20250723;	174912;	1753273152.000;	       err32
20250723;	174914;	1753273154.000;	       err32
20250723;	174916;	1753273156.000;	       err32
20250723;	174918;	1753273158.000;	       err32
20250723;	174920;	1753273160.000;	       err32
20250723;	174922;	1753273162.000;	       err32
20250723;	174924;	1753273164.000;	       err32
20250723;	174926;	1753273166.000;	       err32
20250723;	174928;	1753273168.000;	       err32
20250723;	174930;	1753273170.000;	       err32
20250723;	174932;	1753273172.000;	       err32
20250723;	174934;	1753273174.000;	       err32
20250723;	174936;	1753273176.000;	       err32
20250723;	174938;	1753273178.000;	       err32
