#ies_format_version: 1.0
#file: 20250728_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250728;	114840;	1753683520.000;	       err32
20250728;	114842;	1753683522.000;	       err32
20250728;	114844;	1753683524.000;	       err32
20250728;	114846;	1753683526.000;	       err32
20250728;	114848;	1753683528.000;	       err32
20250728;	114850;	1753683530.000;	       err32
20250728;	114852;	1753683532.000;	       err32
20250728;	114854;	1753683534.000;	       err32
20250728;	114856;	1753683536.000;	       err32
20250728;	114858;	1753683538.000;	       err32
20250728;	114900;	1753683540.000;	       err32
20250728;	114902;	1753683542.000;	       err32
20250728;	114904;	1753683544.000;	       err32
20250728;	114906;	1753683546.000;	       err32
20250728;	114908;	1753683548.000;	       err32
20250728;	114910;	1753683550.000;	       err32
20250728;	114912;	1753683552.000;	       err32
20250728;	114914;	1753683554.000;	       err32
20250728;	114916;	1753683556.000;	       err32
20250728;	114918;	1753683558.000;	       err32
20250728;	114920;	1753683560.000;	       err32
20250728;	114922;	1753683562.000;	       err32
20250728;	114924;	1753683564.000;	       err32
20250728;	114926;	1753683566.000;	       err32
20250728;	114928;	1753683568.000;	       err32
20250728;	114930;	1753683570.000;	       err32
20250728;	114932;	1753683572.000;	       err32
20250728;	114934;	1753683574.000;	       err32
20250728;	114936;	1753683576.000;	       err32
20250728;	114938;	1753683578.000;	       err32
20250728;	114940;	1753683580.000;	       err32
20250728;	114942;	1753683582.000;	       err32
20250728;	114944;	1753683584.000;	       err32
20250728;	114946;	1753683586.000;	       err32
20250728;	114948;	1753683588.000;	       err32
20250728;	114950;	1753683590.000;	       err32
20250728;	114952;	1753683592.000;	       err32
20250728;	114954;	1753683594.000;	       err32
20250728;	114956;	1753683596.000;	       err32
20250728;	114958;	1753683598.000;	       err32
20250728;	115000;	1753683600.000;	       err32
20250728;	115002;	1753683602.000;	       err32
20250728;	115004;	1753683604.000;	       err32
20250728;	115006;	1753683606.000;	       err32
20250728;	115008;	1753683608.000;	       err32
20250728;	115010;	1753683610.000;	       err32
20250728;	115012;	1753683612.000;	       err32
20250728;	115014;	1753683614.000;	       err32
20250728;	115016;	1753683616.000;	       err32
20250728;	115018;	1753683618.000;	       err32
20250728;	115020;	1753683620.000;	       err32
20250728;	115022;	1753683622.000;	       err32
20250728;	115024;	1753683624.000;	       err32
20250728;	115026;	1753683626.000;	       err32
20250728;	115028;	1753683628.000;	       err32
20250728;	115030;	1753683630.000;	       err32
20250728;	115032;	1753683632.000;	       err32
20250728;	115034;	1753683634.000;	       err32
20250728;	115036;	1753683636.000;	       err32
20250728;	115038;	1753683638.000;	       err32
20250728;	115040;	1753683640.000;	       err32
20250728;	115042;	1753683642.000;	       err32
20250728;	115044;	1753683644.000;	       err32
20250728;	115046;	1753683646.000;	       err32
20250728;	115048;	1753683648.000;	       err32
20250728;	115050;	1753683650.000;	       err32
20250728;	115052;	1753683652.000;	       err32
20250728;	115054;	1753683654.000;	       err32
20250728;	115056;	1753683656.000;	       err32
20250728;	115058;	1753683658.000;	       err32
20250728;	115100;	1753683660.000;	       err32
20250728;	115102;	1753683662.000;	       err32
20250728;	115104;	1753683664.000;	       err32
20250728;	115106;	1753683666.000;	       err32
20250728;	115108;	1753683668.000;	       err32
20250728;	115110;	1753683670.000;	       err32
20250728;	115112;	1753683672.000;	       err32
20250728;	115114;	1753683674.000;	       err32
20250728;	115116;	1753683676.000;	       err32
20250728;	115118;	1753683678.000;	       err32
20250728;	115120;	1753683680.000;	       err32
20250728;	115122;	1753683682.000;	       err32
20250728;	115124;	1753683684.000;	       err32
20250728;	115126;	1753683686.000;	       err32
20250728;	115128;	1753683688.000;	       err32
20250728;	115130;	1753683690.000;	       err32
20250728;	115132;	1753683692.000;	       err32
20250728;	115134;	1753683694.000;	       err32
20250728;	115136;	1753683696.000;	       err32
20250728;	115138;	1753683698.000;	       err32
20250728;	115140;	1753683700.000;	       err32
20250728;	115142;	1753683702.000;	       err32
20250728;	115144;	1753683704.000;	       err32
20250728;	115146;	1753683706.000;	       err32
20250728;	115148;	1753683708.000;	       err32
20250728;	115150;	1753683710.000;	       err32
20250728;	115152;	1753683712.000;	       err32
20250728;	115154;	1753683714.000;	       err32
20250728;	115156;	1753683716.000;	       err32
20250728;	115158;	1753683718.000;	       err32
20250728;	115200;	1753683720.000;	       err32
20250728;	115202;	1753683722.000;	       err32
20250728;	115204;	1753683724.000;	       err32
20250728;	115206;	1753683726.000;	       err32
20250728;	115208;	1753683728.000;	       err32
20250728;	115210;	1753683730.000;	       err32
20250728;	115212;	1753683732.000;	       err32
20250728;	115214;	1753683734.000;	       err32
20250728;	115216;	1753683736.000;	       err32
20250728;	115218;	1753683738.000;	       err32
20250728;	115220;	1753683740.000;	       err32
20250728;	115222;	1753683742.000;	       err32
20250728;	115224;	1753683744.000;	       err32
20250728;	115226;	1753683746.000;	       err32
20250728;	115228;	1753683748.000;	       err32
20250728;	115230;	1753683750.000;	       err32
20250728;	115232;	1753683752.000;	       err32
20250728;	115234;	1753683754.000;	       err32
20250728;	115236;	1753683756.000;	       err32
20250728;	115238;	1753683758.000;	       err32
20250728;	115240;	1753683760.000;	       err32
20250728;	115242;	1753683762.000;	       err32
20250728;	115244;	1753683764.000;	       err32
20250728;	115246;	1753683766.000;	       err32
20250728;	115248;	1753683768.000;	       err32
20250728;	115250;	1753683770.000;	       err32
20250728;	115252;	1753683772.000;	       err32
20250728;	115254;	1753683774.000;	       err32
20250728;	115256;	1753683776.000;	       err32
20250728;	115258;	1753683778.000;	       err32
20250728;	115300;	1753683780.000;	       err32
20250728;	115302;	1753683782.000;	       err32
20250728;	115304;	1753683784.000;	       err32
20250728;	115306;	1753683786.000;	       err32
20250728;	115308;	1753683788.000;	       err32
20250728;	115310;	1753683790.000;	       err32
20250728;	115312;	1753683792.000;	       err32
20250728;	115314;	1753683794.000;	       err32
20250728;	115316;	1753683796.000;	       err32
20250728;	115318;	1753683798.000;	       err32
20250728;	115320;	1753683800.000;	       err32
20250728;	115322;	1753683802.000;	       err32
20250728;	115324;	1753683804.000;	       err32
20250728;	115326;	1753683806.000;	       err32
20250728;	115328;	1753683808.000;	       err32
20250728;	115330;	1753683810.000;	       err32
20250728;	115332;	1753683812.000;	       err32
20250728;	115334;	1753683814.000;	       err32
20250728;	115336;	1753683816.000;	       err32
20250728;	115338;	1753683818.000;	       err32
20250728;	115340;	1753683820.000;	       err32
20250728;	115342;	1753683822.000;	       err32
20250728;	115344;	1753683824.000;	       err32
20250728;	115346;	1753683826.000;	       err32
20250728;	115348;	1753683828.000;	       err32
20250728;	115350;	1753683830.000;	       err32
20250728;	115352;	1753683832.000;	       err32
20250728;	115354;	1753683834.000;	       err32
20250728;	115356;	1753683836.000;	       err32
20250728;	115358;	1753683838.000;	       err32
20250728;	115400;	1753683840.000;	       err32
20250728;	115402;	1753683842.000;	       err32
20250728;	115404;	1753683844.000;	       err32
20250728;	115406;	1753683846.000;	       err32
20250728;	115408;	1753683848.000;	       err32
20250728;	115410;	1753683850.000;	       err32
20250728;	115412;	1753683852.000;	       err32
20250728;	115414;	1753683854.000;	       err32
20250728;	115416;	1753683856.000;	       err32
20250728;	115418;	1753683858.000;	       err32
20250728;	115420;	1753683860.000;	       err32
20250728;	115422;	1753683862.000;	       err32
20250728;	115424;	1753683864.000;	       err32
20250728;	115426;	1753683866.000;	       err32
20250728;	115428;	1753683868.000;	       err32
20250728;	115430;	1753683870.000;	       err32
20250728;	115432;	1753683872.000;	       err32
20250728;	115434;	1753683874.000;	       err32
20250728;	115436;	1753683876.000;	        err7
20250728;	115438;	1753683878.000;	         777
20250728;	115440;	1753683880.000;	         777
20250728;	115442;	1753683882.000;	         777
20250728;	115444;	1753683884.000;	         777
20250728;	115446;	1753683886.000;	         777
20250728;	115448;	1753683888.000;	         777
20250728;	115450;	1753683890.000;	         777
20250728;	115452;	1753683892.000;	         777
20250728;	115454;	1753683894.000;	         777
20250728;	115456;	1753683896.000;	         777
20250728;	115458;	1753683898.000;	         777
20250728;	115500;	1753683900.000;	         777
20250728;	115502;	1753683902.000;	         777
20250728;	115504;	1753683904.000;	         777
20250728;	115506;	1753683906.000;	         777
20250728;	115508;	1753683908.000;	         777
20250728;	115510;	1753683910.000;	         777
20250728;	115512;	1753683912.000;	         777
20250728;	115514;	1753683914.000;	         777
20250728;	115516;	1753683916.000;	         777
20250728;	115518;	1753683918.000;	         777
20250728;	115520;	1753683920.000;	         777
20250728;	115522;	1753683922.000;	         777
20250728;	115524;	1753683924.000;	         777
20250728;	115526;	1753683926.000;	         777
20250728;	115528;	1753683928.000;	         777
20250728;	115530;	1753683930.000;	         777
20250728;	115532;	1753683932.000;	         777
20250728;	115534;	1753683934.000;	         777
20250728;	115536;	1753683936.000;	         777
20250728;	115538;	1753683938.000;	         777
20250728;	115540;	1753683940.000;	         777
20250728;	115542;	1753683942.000;	         777
20250728;	115544;	1753683944.000;	         777
20250728;	115546;	1753683946.000;	         777
20250728;	115548;	1753683948.000;	         777
20250728;	115550;	1753683950.000;	         777
20250728;	115552;	1753683952.000;	         777
20250728;	115554;	1753683954.000;	         777
20250728;	115556;	1753683956.000;	         777
20250728;	115558;	1753683958.000;	         777
20250728;	115600;	1753683960.000;	         777
20250728;	115602;	1753683962.000;	         777
20250728;	115604;	1753683964.000;	         777
20250728;	115606;	1753683966.000;	         777
20250728;	115608;	1753683968.000;	         777
20250728;	115610;	1753683970.000;	         777
20250728;	115612;	1753683972.000;	         777
20250728;	115614;	1753683974.000;	         777
20250728;	115616;	1753683976.000;	         777
20250728;	115618;	1753683978.000;	         777
20250728;	115620;	1753683980.000;	         777
20250728;	115622;	1753683982.000;	         777
20250728;	115624;	1753683984.000;	         777
20250728;	115626;	1753683986.000;	         777
20250728;	115628;	1753683988.000;	         777
20250728;	115630;	1753683990.000;	         777
20250728;	115632;	1753683992.000;	         777
20250728;	115634;	1753683994.000;	         777
20250728;	115636;	1753683996.000;	         777
20250728;	115638;	1753683998.000;	         777
20250728;	115640;	1753684000.000;	         777
20250728;	115642;	1753684002.000;	         777
20250728;	115644;	1753684004.000;	         777
20250728;	115646;	1753684006.000;	         777
20250728;	115648;	1753684008.000;	         777
20250728;	115650;	1753684010.000;	         777
20250728;	115652;	1753684012.000;	         777
20250728;	115654;	1753684014.000;	         777
20250728;	115656;	1753684016.000;	         777
20250728;	115658;	1753684018.000;	         777
20250728;	115700;	1753684020.000;	         777
20250728;	115702;	1753684022.000;	         777
20250728;	115704;	1753684024.000;	         777
20250728;	115706;	1753684026.000;	         777
20250728;	115708;	1753684028.000;	         777
20250728;	115710;	1753684030.000;	         777
20250728;	115712;	1753684032.000;	         777
20250728;	115714;	1753684034.000;	         777
20250728;	115716;	1753684036.000;	         777
20250728;	115718;	1753684038.000;	         777
20250728;	115720;	1753684040.000;	         777
20250728;	115722;	1753684042.000;	         777
20250728;	115724;	1753684044.000;	         777
20250728;	115726;	1753684046.000;	         777
20250728;	115728;	1753684048.000;	         777
20250728;	115730;	1753684050.000;	         777
20250728;	115732;	1753684052.000;	         777
20250728;	115734;	1753684054.000;	         777
20250728;	115736;	1753684056.000;	         777
20250728;	115738;	1753684058.000;	         777
20250728;	115740;	1753684060.000;	         777
20250728;	115742;	1753684062.000;	         777
20250728;	115744;	1753684064.000;	         777
20250728;	115746;	1753684066.000;	         777
20250728;	115748;	1753684068.000;	         777
20250728;	115750;	1753684070.000;	         777
20250728;	115752;	1753684072.000;	         777
20250728;	115754;	1753684074.000;	         777
20250728;	115756;	1753684076.000;	         777
20250728;	115758;	1753684078.000;	         777
20250728;	115800;	1753684080.000;	         777
20250728;	115802;	1753684082.000;	         777
20250728;	115804;	1753684084.000;	         777
20250728;	115806;	1753684086.000;	         777
20250728;	115808;	1753684088.000;	         777
20250728;	115810;	1753684090.000;	         777
20250728;	115812;	1753684092.000;	         777
20250728;	115814;	1753684094.000;	         777
20250728;	115816;	1753684096.000;	         777
20250728;	115818;	1753684098.000;	         777
20250728;	115820;	1753684100.000;	         777
20250728;	115822;	1753684102.000;	         777
20250728;	115824;	1753684104.000;	         777
20250728;	115826;	1753684106.000;	         777
20250728;	115828;	1753684108.000;	         777
20250728;	115830;	1753684110.000;	         777
20250728;	115832;	1753684112.000;	         777
20250728;	115834;	1753684114.000;	         777
20250728;	115836;	1753684116.000;	         777
20250728;	115838;	1753684118.000;	       err32
20250728;	115840;	1753684120.000;	       err32
20250728;	115842;	1753684122.000;	       err32
20250728;	115844;	1753684124.000;	       err32
20250728;	115846;	1753684126.000;	       err32
20250728;	115848;	1753684128.000;	       err32
20250728;	115850;	1753684130.000;	       err32
20250728;	115852;	1753684132.000;	       err32
20250728;	115854;	1753684134.000;	       err32
20250728;	115856;	1753684136.000;	       err32
20250728;	115858;	1753684138.000;	       err32
20250728;	115900;	1753684140.000;	       err32
20250728;	115902;	1753684142.000;	       err32
20250728;	115904;	1753684144.000;	       err32
20250728;	115906;	1753684146.000;	       err32
20250728;	115908;	1753684148.000;	       err32
20250728;	115910;	1753684150.000;	       err32
20250728;	115912;	1753684152.000;	       err32
20250728;	115914;	1753684154.000;	       err32
20250728;	115916;	1753684156.000;	       err32
20250728;	115918;	1753684158.000;	       err32
20250728;	115920;	1753684160.000;	       err32
20250728;	115922;	1753684162.000;	       err32
20250728;	115924;	1753684164.000;	       err32
20250728;	115926;	1753684166.000;	       err32
20250728;	115928;	1753684168.000;	       err32
20250728;	115930;	1753684170.000;	       err32
20250728;	115932;	1753684172.000;	       err32
20250728;	115934;	1753684174.000;	       err32
20250728;	115936;	1753684176.000;	       err32
20250728;	115938;	1753684178.000;	       err32
20250728;	115940;	1753684180.000;	       err32
20250728;	115942;	1753684182.000;	       err32
20250728;	115944;	1753684184.000;	       err32
20250728;	115946;	1753684186.000;	       err32
20250728;	115948;	1753684188.000;	       err32
20250728;	115950;	1753684190.000;	       err32
20250728;	115952;	1753684192.000;	       err32
20250728;	115954;	1753684194.000;	       err32
20250728;	115956;	1753684196.000;	       err32
20250728;	115958;	1753684198.000;	       err32
20250728;	120000;	1753684200.000;	       err32
20250728;	120002;	1753684202.000;	       err32
20250728;	120004;	1753684204.000;	       err32
20250728;	120006;	1753684206.000;	       err32
20250728;	120008;	1753684208.000;	       err32
20250728;	120010;	1753684210.000;	       err32
20250728;	120012;	1753684212.000;	       err32
20250728;	120014;	1753684214.000;	       err32
20250728;	120016;	1753684216.000;	       err32
20250728;	120018;	1753684218.000;	       err32
20250728;	120020;	1753684220.000;	       err32
20250728;	120022;	1753684222.000;	       err32
20250728;	120024;	1753684224.000;	       err32
20250728;	120026;	1753684226.000;	       err32
20250728;	120028;	1753684228.000;	       err32
20250728;	120030;	1753684230.000;	       err32
20250728;	120032;	1753684232.000;	       err32
20250728;	120034;	1753684234.000;	       err32
20250728;	120036;	1753684236.000;	       err32
20250728;	120038;	1753684238.000;	       err32
20250728;	120040;	1753684240.000;	       err32
20250728;	120042;	1753684242.000;	       err32
20250728;	120044;	1753684244.000;	       err32
20250728;	120046;	1753684246.000;	       err32
20250728;	120048;	1753684248.000;	       err32
20250728;	120050;	1753684250.000;	       err32
20250728;	120052;	1753684252.000;	       err32
20250728;	120054;	1753684254.000;	       err32
20250728;	120056;	1753684256.000;	       err32
20250728;	120058;	1753684258.000;	       err32
20250728;	120100;	1753684260.000;	       err32
20250728;	120102;	1753684262.000;	       err32
20250728;	120104;	1753684264.000;	       err32
20250728;	120106;	1753684266.000;	       err32
20250728;	120108;	1753684268.000;	       err32
20250728;	120110;	1753684270.000;	       err32
20250728;	120112;	1753684272.000;	       err32
20250728;	120114;	1753684274.000;	       err32
20250728;	120116;	1753684276.000;	       err32
20250728;	120118;	1753684278.000;	       err32
20250728;	120120;	1753684280.000;	       err32
20250728;	120122;	1753684282.000;	       err32
20250728;	120124;	1753684284.000;	       err32
20250728;	120126;	1753684286.000;	       err32
20250728;	120128;	1753684288.000;	       err32
20250728;	120130;	1753684290.000;	       err32
20250728;	120132;	1753684292.000;	       err32
20250728;	120134;	1753684294.000;	       err32
20250728;	120136;	1753684296.000;	       err32
20250728;	120138;	1753684298.000;	       err32
20250728;	120140;	1753684300.000;	       err32
20250728;	120142;	1753684302.000;	       err32
20250728;	120144;	1753684304.000;	        err7
20250728;	120146;	1753684306.000;	         777
20250728;	120148;	1753684308.000;	         777
20250728;	120150;	1753684310.000;	         777
20250728;	120152;	1753684312.000;	         777
20250728;	120154;	1753684314.000;	         777
20250728;	120156;	1753684316.000;	         777
20250728;	120158;	1753684318.000;	         777
20250728;	120200;	1753684320.000;	         777
20250728;	120202;	1753684322.000;	         777
20250728;	120204;	1753684324.000;	         777
20250728;	120206;	1753684326.000;	         777
20250728;	120208;	1753684328.000;	         777
20250728;	120210;	1753684330.000;	         777
20250728;	120212;	1753684332.000;	         777
20250728;	120214;	1753684334.000;	         777
20250728;	120216;	1753684336.000;	         777
20250728;	120218;	1753684338.000;	         777
20250728;	120220;	1753684340.000;	         777
20250728;	120222;	1753684342.000;	         777
20250728;	120224;	1753684344.000;	         777
20250728;	120226;	1753684346.000;	         777
20250728;	120228;	1753684348.000;	         777
20250728;	120230;	1753684350.000;	         777
20250728;	120232;	1753684352.000;	         777
20250728;	120234;	1753684354.000;	         777
20250728;	120236;	1753684356.000;	         777
20250728;	120238;	1753684358.000;	         777
20250728;	120240;	1753684360.000;	         777
20250728;	120242;	1753684362.000;	         777
20250728;	120244;	1753684364.000;	         777
20250728;	120246;	1753684366.000;	         777
20250728;	120248;	1753684368.000;	         777
20250728;	120250;	1753684370.000;	         777
20250728;	120252;	1753684372.000;	         777
20250728;	120254;	1753684374.000;	         777
20250728;	120256;	1753684376.000;	         777
20250728;	120258;	1753684378.000;	         777
20250728;	120300;	1753684380.000;	         777
20250728;	120302;	1753684382.000;	         777
20250728;	120304;	1753684384.000;	         777
20250728;	120306;	1753684386.000;	         777
20250728;	120308;	1753684388.000;	         777
20250728;	120310;	1753684390.000;	         777
20250728;	120312;	1753684392.000;	         777
20250728;	120314;	1753684394.000;	         777
20250728;	120316;	1753684396.000;	         777
20250728;	120318;	1753684398.000;	         777
20250728;	120320;	1753684400.000;	         777
20250728;	120322;	1753684402.000;	         777
20250728;	120324;	1753684404.000;	         777
20250728;	120326;	1753684406.000;	         777
20250728;	120328;	1753684408.000;	         777
20250728;	120330;	1753684410.000;	         777
20250728;	120332;	1753684412.000;	         777
20250728;	120334;	1753684414.000;	         777
20250728;	120336;	1753684416.000;	         777
20250728;	120338;	1753684418.000;	         777
20250728;	120340;	1753684420.000;	         777
20250728;	120342;	1753684422.000;	         777
20250728;	120344;	1753684424.000;	         777
20250728;	120346;	1753684426.000;	         777
20250728;	120348;	1753684428.000;	         777
20250728;	120350;	1753684430.000;	         777
20250728;	120352;	1753684432.000;	         777
20250728;	120354;	1753684434.000;	         777
20250728;	120356;	1753684436.000;	         777
20250728;	120358;	1753684438.000;	         777
20250728;	120400;	1753684440.000;	         777
20250728;	120402;	1753684442.000;	         777
20250728;	120404;	1753684444.000;	         777
20250728;	120406;	1753684446.000;	         777
20250728;	120408;	1753684448.000;	         777
20250728;	120410;	1753684450.000;	         777
20250728;	120412;	1753684452.000;	         777
20250728;	120414;	1753684454.000;	         777
20250728;	120416;	1753684456.000;	         777
20250728;	120418;	1753684458.000;	         777
20250728;	120420;	1753684460.000;	         777
20250728;	120422;	1753684462.000;	         777
20250728;	120424;	1753684464.000;	         777
20250728;	120426;	1753684466.000;	         777
20250728;	120428;	1753684468.000;	         777
20250728;	120430;	1753684470.000;	         777
20250728;	120432;	1753684472.000;	         777
20250728;	120434;	1753684474.000;	         777
20250728;	120436;	1753684476.000;	         777
20250728;	120438;	1753684478.000;	         777
20250728;	120440;	1753684480.000;	         777
20250728;	120442;	1753684482.000;	         777
20250728;	120444;	1753684484.000;	         777
20250728;	120446;	1753684486.000;	         777
20250728;	120448;	1753684488.000;	         777
20250728;	120450;	1753684490.000;	         777
20250728;	120452;	1753684492.000;	         777
20250728;	120454;	1753684494.000;	         777
20250728;	120456;	1753684496.000;	         777
20250728;	120458;	1753684498.000;	         777
20250728;	120500;	1753684500.000;	         777
20250728;	120502;	1753684502.000;	         777
20250728;	120504;	1753684504.000;	         777
20250728;	120506;	1753684506.000;	         777
20250728;	120508;	1753684508.000;	         777
20250728;	120510;	1753684510.000;	         777
20250728;	120512;	1753684512.000;	         777
20250728;	120514;	1753684514.000;	         777
20250728;	120516;	1753684516.000;	         777
20250728;	120518;	1753684518.000;	         777
20250728;	120520;	1753684520.000;	         777
20250728;	120522;	1753684522.000;	         777
20250728;	120524;	1753684524.000;	         777
20250728;	120526;	1753684526.000;	         777
20250728;	120528;	1753684528.000;	         777
20250728;	120530;	1753684530.000;	         777
20250728;	120532;	1753684532.000;	         777
20250728;	120534;	1753684534.000;	         777
20250728;	120536;	1753684536.000;	         777
20250728;	120538;	1753684538.000;	         777
20250728;	120540;	1753684540.000;	         777
20250728;	120542;	1753684542.000;	         777
20250728;	120544;	1753684544.000;	         777
20250728;	120546;	1753684546.000;	         777
20250728;	120548;	1753684548.000;	         777
20250728;	120550;	1753684550.000;	         777
20250728;	120552;	1753684552.000;	         777
20250728;	120554;	1753684554.000;	         777
20250728;	120556;	1753684556.000;	         777
20250728;	120558;	1753684558.000;	         777
20250728;	120600;	1753684560.000;	         777
20250728;	120602;	1753684562.000;	         777
20250728;	120604;	1753684564.000;	         777
20250728;	120606;	1753684566.000;	         777
20250728;	120608;	1753684568.000;	         777
20250728;	120610;	1753684570.000;	         777
20250728;	120612;	1753684572.000;	         777
20250728;	120614;	1753684574.000;	         777
20250728;	120616;	1753684576.000;	         777
20250728;	120618;	1753684578.000;	         777
20250728;	120620;	1753684580.000;	         777
20250728;	120622;	1753684582.000;	         777
20250728;	120624;	1753684584.000;	       err32
20250728;	120626;	1753684586.000;	       err32
20250728;	120628;	1753684588.000;	       err32
20250728;	120630;	1753684590.000;	       err32
20250728;	120632;	1753684592.000;	       err32
20250728;	120634;	1753684594.000;	       err32
20250728;	120636;	1753684596.000;	       err32
20250728;	120638;	1753684598.000;	       err32
20250728;	120640;	1753684600.000;	       err32
20250728;	120642;	1753684602.000;	       err32
20250728;	120644;	1753684604.000;	       err32
20250728;	120646;	1753684606.000;	       err32
20250728;	120648;	1753684608.000;	       err32
20250728;	120650;	1753684610.000;	       err32
20250728;	120652;	1753684612.000;	       err32
20250728;	120654;	1753684614.000;	       err32
20250728;	120656;	1753684616.000;	       err32
20250728;	120658;	1753684618.000;	       err32
20250728;	120700;	1753684620.000;	       err32
20250728;	120702;	1753684622.000;	       err32
20250728;	120704;	1753684624.000;	       err32
20250728;	120706;	1753684626.000;	       err32
20250728;	120708;	1753684628.000;	       err32
20250728;	120710;	1753684630.000;	       err32
20250728;	120712;	1753684632.000;	       err32
20250728;	120714;	1753684634.000;	       err32
20250728;	120716;	1753684636.000;	       err32
20250728;	120718;	1753684638.000;	       err32
20250728;	120720;	1753684640.000;	       err32
20250728;	120722;	1753684642.000;	       err32
20250728;	120724;	1753684644.000;	       err32
20250728;	120726;	1753684646.000;	       err32
20250728;	120728;	1753684648.000;	       err32
20250728;	120730;	1753684650.000;	       err32
20250728;	120732;	1753684652.000;	       err32
20250728;	120734;	1753684654.000;	       err32
20250728;	120736;	1753684656.000;	       err32
20250728;	120738;	1753684658.000;	       err32
20250728;	120740;	1753684660.000;	       err32
20250728;	120742;	1753684662.000;	       err32
20250728;	120744;	1753684664.000;	       err32
20250728;	120746;	1753684666.000;	       err32
20250728;	120748;	1753684668.000;	       err32
20250728;	120750;	1753684670.000;	       err32
20250728;	120752;	1753684672.000;	       err32
20250728;	120754;	1753684674.000;	       err32
20250728;	120756;	1753684676.000;	       err32
20250728;	120758;	1753684678.000;	       err32
20250728;	120800;	1753684680.000;	       err32
20250728;	120802;	1753684682.000;	       err32
20250728;	120804;	1753684684.000;	       err32
20250728;	120806;	1753684686.000;	       err32
20250728;	120808;	1753684688.000;	       err32
20250728;	120810;	1753684690.000;	       err32
20250728;	120812;	1753684692.000;	       err32
20250728;	120814;	1753684694.000;	       err32
20250728;	120816;	1753684696.000;	       err32
20250728;	120818;	1753684698.000;	       err32
20250728;	120820;	1753684700.000;	       err32
20250728;	120822;	1753684702.000;	       err32
20250728;	120824;	1753684704.000;	       err32
20250728;	120826;	1753684706.000;	       err32
20250728;	120828;	1753684708.000;	       err32
20250728;	120830;	1753684710.000;	       err32
20250728;	120832;	1753684712.000;	       err32
20250728;	120834;	1753684714.000;	       err32
20250728;	120836;	1753684716.000;	       err32
20250728;	120838;	1753684718.000;	       err32
20250728;	120840;	1753684720.000;	       err32
20250728;	120842;	1753684722.000;	       err32
20250728;	120844;	1753684724.000;	       err32
20250728;	120846;	1753684726.000;	       err32
20250728;	120848;	1753684728.000;	       err32
20250728;	120850;	1753684730.000;	       err32
20250728;	120852;	1753684732.000;	       err32
20250728;	120854;	1753684734.000;	       err32
20250728;	120856;	1753684736.000;	       err32
20250728;	120858;	1753684738.000;	       err32
20250728;	120900;	1753684740.000;	       err32
20250728;	120902;	1753684742.000;	       err32
20250728;	120904;	1753684744.000;	       err32
20250728;	120906;	1753684746.000;	       err32
20250728;	120908;	1753684748.000;	       err32
20250728;	120910;	1753684750.000;	       err32
20250728;	120912;	1753684752.000;	       err32
20250728;	120914;	1753684754.000;	       err32
20250728;	120916;	1753684756.000;	       err32
20250728;	120918;	1753684758.000;	       err32
20250728;	120920;	1753684760.000;	       err32
20250728;	120922;	1753684762.000;	       err32
20250728;	120924;	1753684764.000;	       err32
20250728;	120926;	1753684766.000;	       err32
20250728;	120928;	1753684768.000;	       err32
20250728;	120930;	1753684770.000;	       err32
20250728;	120932;	1753684772.000;	       err32
20250728;	120934;	1753684774.000;	       err32
20250728;	120936;	1753684776.000;	       err32
20250728;	120938;	1753684778.000;	       err32
20250728;	120940;	1753684780.000;	       err32
20250728;	120942;	1753684782.000;	       err32
20250728;	120944;	1753684784.000;	       err32
20250728;	120946;	1753684786.000;	       err32
20250728;	120948;	1753684788.000;	       err32
20250728;	120950;	1753684790.000;	       err32
20250728;	120952;	1753684792.000;	       err32
20250728;	120954;	1753684794.000;	       err32
20250728;	120956;	1753684796.000;	       err32
20250728;	120958;	1753684798.000;	       err32
20250728;	121000;	1753684800.000;	       err32
20250728;	121002;	1753684802.000;	       err32
20250728;	121004;	1753684804.000;	       err32
20250728;	121006;	1753684806.000;	       err32
20250728;	121008;	1753684808.000;	       err32
20250728;	121010;	1753684810.000;	       err32
20250728;	121012;	1753684812.000;	       err32
20250728;	121014;	1753684814.000;	       err32
20250728;	121016;	1753684816.000;	       err32
20250728;	121018;	1753684818.000;	       err32
20250728;	121020;	1753684820.000;	       err32
20250728;	121022;	1753684822.000;	       err32
20250728;	121024;	1753684824.000;	       err32
20250728;	121026;	1753684826.000;	       err32
20250728;	121028;	1753684828.000;	       err32
20250728;	121030;	1753684830.000;	       err32
20250728;	121032;	1753684832.000;	       err32
20250728;	121034;	1753684834.000;	       err32
20250728;	121036;	1753684836.000;	       err32
20250728;	121038;	1753684838.000;	       err32
20250728;	121040;	1753684840.000;	       err32
20250728;	121042;	1753684842.000;	       err32
20250728;	121044;	1753684844.000;	       err32
