#ies_format_version: 1.0
#file: 20250801_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250801;	160512;	1754044512.000;	           5;	     1
20250801;	160515;	1754044515.000;	           5;	     1
20250801;	160518;	1754044518.000;	           5;	     1
20250801;	160521;	1754044521.000;	           5;	     1
20250801;	160524;	1754044524.000;	           5;	     1
20250801;	160527;	1754044527.000;	           5;	     1
20250801;	160530;	1754044530.000;	           5;	     1
20250801;	160533;	1754044533.000;	           5;	     1
20250801;	160536;	1754044536.000;	           5;	     1
20250801;	160539;	1754044539.000;	           5;	     1
20250801;	160542;	1754044542.000;	           5;	     1
20250801;	160545;	1754044545.000;	           5;	     1
20250801;	160548;	1754044548.000;	           5;	     1
20250801;	160551;	1754044551.000;	           5;	     1
20250801;	160554;	1754044554.000;	           5;	     1
20250801;	160557;	1754044557.000;	           5;	     1
20250801;	160600;	1754044560.000;	           5;	     1
20250801;	160603;	1754044563.000;	           5;	     1
20250801;	160606;	1754044566.000;	           5;	     1
20250801;	160609;	1754044569.000;	           5;	     1
20250801;	160612;	1754044572.000;	           5;	     1
20250801;	160615;	1754044575.000;	           5;	     1
20250801;	160618;	1754044578.000;	           5;	     1
20250801;	160621;	1754044581.000;	           5;	     1
20250801;	160624;	1754044584.000;	           5;	     1
20250801;	160627;	1754044587.000;	           5;	     1
20250801;	160630;	1754044590.000;	           5;	     1
20250801;	160633;	1754044593.000;	           5;	     1
20250801;	160636;	1754044596.000;	           5;	     1
20250801;	160639;	1754044599.000;	           5;	     1
20250801;	160642;	1754044602.000;	           5;	     1
20250801;	160645;	1754044605.000;	           5;	     1
20250801;	160648;	1754044608.000;	           5;	     1
20250801;	160651;	1754044611.000;	           5;	     1
20250801;	160654;	1754044614.000;	           5;	     1
20250801;	160657;	1754044617.000;	           5;	     1
20250801;	160700;	1754044620.000;	           5;	     1
20250801;	160703;	1754044623.000;	           5;	     1
20250801;	160706;	1754044626.000;	           5;	     1
20250801;	160709;	1754044629.000;	           5;	     1
20250801;	160712;	1754044632.000;	           5;	     1
20250801;	160715;	1754044635.000;	           5;	     1
20250801;	160718;	1754044638.000;	           5;	     1
20250801;	160721;	1754044641.000;	           5;	     1
20250801;	160724;	1754044644.000;	           5;	     1
20250801;	160727;	1754044647.000;	           5;	     1
20250801;	160730;	1754044650.000;	           5;	     1
20250801;	160733;	1754044653.000;	           5;	     1
20250801;	160736;	1754044656.000;	           5;	     1
20250801;	160739;	1754044659.000;	           5;	     1
20250801;	160742;	1754044662.000;	           5;	     1
20250801;	160745;	1754044665.000;	           5;	     1
20250801;	160748;	1754044668.000;	           5;	     1
20250801;	160751;	1754044671.000;	           5;	     1
20250801;	160754;	1754044674.000;	           5;	     1
20250801;	160757;	1754044677.000;	           5;	     1
20250801;	160800;	1754044680.000;	           5;	     1
20250801;	160803;	1754044683.000;	           5;	     1
20250801;	160806;	1754044686.000;	           5;	     1
20250801;	160809;	1754044689.000;	           5;	     1
20250801;	160812;	1754044692.000;	           5;	     1
20250801;	160815;	1754044695.000;	           5;	     1
20250801;	160818;	1754044698.000;	           5;	     1
20250801;	160821;	1754044701.000;	           5;	     1
20250801;	160824;	1754044704.000;	           5;	     1
20250801;	160827;	1754044707.000;	           5;	     1
20250801;	160830;	1754044710.000;	           5;	     1
20250801;	160833;	1754044713.000;	           5;	     1
20250801;	160836;	1754044716.000;	           5;	     1
20250801;	160839;	1754044719.000;	           5;	     1
20250801;	160842;	1754044722.000;	           5;	     1
20250801;	160845;	1754044725.000;	           5;	     1
20250801;	160848;	1754044728.000;	           5;	     1
20250801;	160851;	1754044731.000;	           5;	     1
20250801;	160854;	1754044734.000;	           5;	     1
20250801;	160857;	1754044737.000;	           5;	     1
20250801;	160900;	1754044740.000;	           5;	     1
20250801;	160903;	1754044743.000;	           5;	     1
20250801;	160906;	1754044746.000;	           5;	     1
20250801;	160909;	1754044749.000;	           5;	     1
20250801;	160912;	1754044752.000;	           5;	     1
20250801;	160915;	1754044755.000;	           5;	     1
20250801;	160918;	1754044758.000;	           5;	     1
20250801;	160921;	1754044761.000;	           5;	     1
20250801;	160924;	1754044764.000;	           5;	     1
20250801;	160927;	1754044767.000;	           5;	     1
20250801;	160930;	1754044770.000;	           5;	     1
20250801;	160933;	1754044773.000;	           5;	     1
20250801;	160936;	1754044776.000;	           5;	     1
20250801;	160939;	1754044779.000;	           5;	     1
20250801;	160942;	1754044782.000;	           5;	     1
20250801;	160945;	1754044785.000;	           5;	     1
20250801;	160948;	1754044788.000;	           5;	     1
20250801;	160951;	1754044791.000;	           5;	     1
20250801;	160954;	1754044794.000;	           5;	     1
20250801;	160957;	1754044797.000;	           5;	     1
20250801;	161000;	1754044800.000;	           5;	     1
20250801;	161003;	1754044803.000;	           5;	     1
20250801;	161006;	1754044806.000;	           5;	     1
20250801;	161009;	1754044809.000;	           5;	     1
20250801;	161012;	1754044812.000;	           5;	     1
20250801;	161015;	1754044815.000;	           5;	     1
20250801;	161018;	1754044818.000;	           5;	     1
20250801;	161021;	1754044821.000;	           5;	     1
20250801;	161024;	1754044824.000;	           5;	     1
20250801;	161027;	1754044827.000;	           5;	     1
20250801;	161030;	1754044830.000;	           5;	     1
20250801;	161033;	1754044833.000;	           5;	     1
20250801;	161036;	1754044836.000;	           5;	     1
20250801;	161039;	1754044839.000;	           5;	     1
20250801;	161042;	1754044842.000;	           5;	     1
20250801;	161045;	1754044845.000;	           5;	     1
20250801;	161048;	1754044848.000;	           5;	     1
20250801;	161051;	1754044851.000;	           5;	     1
20250801;	161054;	1754044854.000;	           5;	     1
20250801;	161057;	1754044857.000;	           5;	     1
20250801;	161100;	1754044860.000;	           5;	     1
20250801;	161103;	1754044863.000;	           5;	     1
20250801;	161106;	1754044866.000;	           5;	     1
20250801;	161109;	1754044869.000;	           5;	     1
20250801;	161112;	1754044872.000;	           5;	     1
20250801;	161115;	1754044875.000;	           5;	     1
20250801;	161118;	1754044878.000;	           5;	     1
20250801;	161121;	1754044881.000;	           5;	     1
20250801;	161124;	1754044884.000;	           5;	     1
20250801;	161127;	1754044887.000;	           5;	     1
20250801;	161130;	1754044890.000;	           5;	     1
20250801;	161133;	1754044893.000;	           5;	     1
20250801;	161136;	1754044896.000;	           5;	     1
20250801;	161139;	1754044899.000;	           5;	     1
20250801;	161142;	1754044902.000;	           5;	     1
20250801;	161145;	1754044905.000;	           5;	     1
20250801;	161148;	1754044908.000;	           5;	     1
20250801;	161151;	1754044911.000;	           5;	     1
20250801;	161154;	1754044914.000;	           5;	     1
20250801;	161157;	1754044917.000;	           5;	     1
20250801;	161200;	1754044920.000;	           5;	     1
20250801;	161203;	1754044923.000;	           5;	     1
20250801;	161206;	1754044926.000;	           5;	     1
20250801;	161209;	1754044929.000;	           5;	     1
20250801;	161212;	1754044932.000;	           5;	     1
20250801;	161215;	1754044935.000;	           5;	     1
20250801;	161218;	1754044938.000;	           5;	     1
20250801;	161221;	1754044941.000;	           5;	     1
20250801;	161224;	1754044944.000;	           5;	     1
20250801;	161227;	1754044947.000;	           5;	     1
20250801;	161230;	1754044950.000;	           5;	     1
20250801;	161233;	1754044953.000;	           5;	     1
20250801;	161236;	1754044956.000;	           5;	     1
20250801;	161239;	1754044959.000;	           5;	     1
20250801;	161242;	1754044962.000;	           5;	     1
20250801;	161245;	1754044965.000;	           5;	     1
20250801;	161248;	1754044968.000;	           5;	     1
20250801;	161251;	1754044971.000;	           5;	     1
20250801;	161254;	1754044974.000;	           5;	     1
20250801;	161257;	1754044977.000;	           5;	     1
20250801;	161300;	1754044980.000;	           5;	     1
20250801;	161303;	1754044983.000;	           5;	     1
20250801;	161306;	1754044986.000;	           5;	     1
20250801;	161309;	1754044989.000;	           5;	     1
20250801;	161312;	1754044992.000;	           5;	     1
20250801;	161315;	1754044995.000;	           5;	     1
20250801;	161318;	1754044998.000;	           5;	     1
20250801;	161321;	1754045001.000;	           5;	     1
20250801;	161324;	1754045004.000;	           5;	     1
20250801;	161327;	1754045007.000;	           5;	     1
20250801;	161330;	1754045010.000;	           5;	     1
20250801;	161333;	1754045013.000;	           5;	     1
20250801;	161336;	1754045016.000;	           5;	     1
20250801;	161339;	1754045019.000;	           5;	     1
20250801;	161342;	1754045022.000;	           5;	     1
20250801;	161345;	1754045025.000;	           5;	     1
20250801;	161348;	1754045028.000;	           5;	     1
20250801;	161351;	1754045031.000;	           5;	     1
20250801;	161354;	1754045034.000;	           5;	     1
20250801;	161357;	1754045037.000;	           5;	     1
20250801;	161400;	1754045040.000;	           5;	     1
20250801;	161403;	1754045043.000;	           5;	     1
20250801;	161406;	1754045046.000;	           5;	     1
20250801;	161409;	1754045049.000;	           5;	     1
20250801;	161412;	1754045052.000;	           5;	     1
20250801;	161415;	1754045055.000;	           5;	     1
20250801;	161418;	1754045058.000;	           5;	     1
20250801;	161421;	1754045061.000;	           5;	     1
20250801;	161424;	1754045064.000;	           5;	     1
20250801;	161427;	1754045067.000;	           5;	     1
20250801;	161430;	1754045070.000;	           5;	     1
20250801;	161433;	1754045073.000;	           5;	     1
20250801;	161436;	1754045076.000;	           5;	     1
20250801;	161439;	1754045079.000;	           5;	     1
20250801;	161442;	1754045082.000;	           5;	     1
20250801;	161445;	1754045085.000;	           5;	     1
20250801;	161448;	1754045088.000;	           5;	     1
20250801;	161451;	1754045091.000;	           5;	     1
20250801;	161454;	1754045094.000;	           5;	     1
20250801;	161457;	1754045097.000;	           5;	     1
20250801;	161500;	1754045100.000;	           5;	     1
20250801;	161503;	1754045103.000;	           5;	     1
20250801;	161506;	1754045106.000;	           5;	     1
20250801;	161509;	1754045109.000;	           5;	     1
20250801;	161512;	1754045112.000;	           5;	     1
20250801;	161515;	1754045115.000;	           5;	     1
20250801;	161518;	1754045118.000;	           5;	     1
20250801;	161521;	1754045121.000;	           5;	     1
20250801;	161524;	1754045124.000;	           5;	     1
20250801;	161527;	1754045127.000;	           5;	     1
20250801;	161530;	1754045130.000;	           5;	     1
20250801;	161533;	1754045133.000;	           5;	     1
20250801;	161536;	1754045136.000;	           5;	     1
20250801;	161539;	1754045139.000;	           5;	     1
20250801;	161542;	1754045142.000;	           5;	     1
20250801;	161545;	1754045145.000;	           5;	     1
20250801;	161548;	1754045148.000;	           5;	     1
20250801;	161551;	1754045151.000;	           5;	     1
20250801;	161554;	1754045154.000;	           5;	     1
20250801;	161557;	1754045157.000;	           5;	     1
20250801;	161600;	1754045160.000;	           5;	     1
20250801;	161603;	1754045163.000;	           5;	     1
20250801;	161606;	1754045166.000;	           5;	     1
20250801;	161609;	1754045169.000;	           5;	     1
20250801;	161612;	1754045172.000;	           5;	     1
20250801;	161615;	1754045175.000;	           5;	     1
20250801;	161618;	1754045178.000;	           5;	     1
20250801;	161621;	1754045181.000;	           5;	     1
20250801;	161624;	1754045184.000;	           5;	     1
20250801;	161627;	1754045187.000;	           5;	     1
20250801;	161630;	1754045190.000;	           5;	     1
20250801;	161633;	1754045193.000;	           5;	     1
20250801;	161636;	1754045196.000;	           5;	     1
20250801;	161639;	1754045199.000;	           5;	     1
20250801;	161642;	1754045202.000;	           5;	     1
20250801;	161645;	1754045205.000;	           5;	     1
20250801;	161648;	1754045208.000;	           5;	     1
20250801;	161651;	1754045211.000;	           5;	     1
20250801;	161654;	1754045214.000;	           5;	     1
20250801;	161657;	1754045217.000;	           5;	     1
20250801;	161700;	1754045220.000;	           5;	     1
20250801;	161703;	1754045223.000;	           5;	     1
20250801;	161706;	1754045226.000;	           5;	     1
20250801;	161709;	1754045229.000;	           5;	     1
20250801;	161712;	1754045232.000;	           5;	     1
20250801;	161715;	1754045235.000;	           5;	     1
20250801;	161718;	1754045238.000;	           5;	     1
20250801;	161721;	1754045241.000;	           5;	     1
20250801;	161724;	1754045244.000;	           5;	     1
20250801;	161727;	1754045247.000;	           5;	     1
20250801;	161730;	1754045250.000;	           5;	     1
20250801;	161733;	1754045253.000;	           5;	     1
20250801;	161736;	1754045256.000;	           5;	     1
20250801;	161739;	1754045259.000;	           5;	     1
20250801;	161742;	1754045262.000;	           5;	     1
20250801;	161745;	1754045265.000;	           5;	     1
20250801;	161748;	1754045268.000;	           5;	     1
20250801;	161751;	1754045271.000;	           5;	     1
20250801;	161754;	1754045274.000;	           5;	     1
20250801;	161757;	1754045277.000;	           5;	     1
20250801;	161800;	1754045280.000;	           5;	     1
20250801;	161803;	1754045283.000;	           5;	     1
20250801;	161806;	1754045286.000;	           5;	     1
20250801;	161809;	1754045289.000;	           5;	     1
20250801;	161812;	1754045292.000;	           5;	     1
20250801;	161815;	1754045295.000;	           5;	     1
20250801;	161818;	1754045298.000;	           5;	     1
20250801;	161821;	1754045301.000;	           5;	     1
20250801;	161824;	1754045304.000;	           5;	     1
20250801;	161827;	1754045307.000;	           5;	     1
20250801;	161830;	1754045310.000;	           5;	     1
20250801;	161833;	1754045313.000;	           5;	     1
20250801;	161836;	1754045316.000;	           5;	     1
20250801;	161839;	1754045319.000;	           5;	     1
20250801;	161842;	1754045322.000;	           5;	     1
20250801;	161845;	1754045325.000;	           5;	     1
20250801;	161848;	1754045328.000;	           5;	     1
20250801;	161851;	1754045331.000;	           5;	     1
20250801;	161854;	1754045334.000;	           5;	     1
20250801;	161857;	1754045337.000;	           5;	     1
20250801;	161900;	1754045340.000;	           5;	     1
20250801;	161903;	1754045343.000;	           5;	     1
20250801;	161906;	1754045346.000;	           5;	     1
20250801;	161909;	1754045349.000;	           5;	     1
20250801;	161912;	1754045352.000;	           5;	     1
20250801;	161915;	1754045355.000;	           5;	     1
20250801;	161918;	1754045358.000;	           5;	     1
20250801;	161921;	1754045361.000;	           5;	     1
20250801;	161924;	1754045364.000;	           5;	     1
20250801;	161927;	1754045367.000;	           5;	     1
20250801;	161930;	1754045370.000;	           5;	     1
20250801;	161933;	1754045373.000;	           5;	     1
20250801;	161936;	1754045376.000;	           5;	     1
20250801;	161939;	1754045379.000;	           5;	     1
20250801;	161942;	1754045382.000;	           5;	     1
20250801;	161945;	1754045385.000;	           5;	     1
20250801;	161948;	1754045388.000;	           5;	     1
20250801;	161951;	1754045391.000;	           5;	     1
20250801;	161954;	1754045394.000;	           5;	     1
20250801;	161957;	1754045397.000;	           5;	     1
20250801;	162000;	1754045400.000;	           5;	     1
20250801;	162003;	1754045403.000;	           5;	     1
20250801;	162006;	1754045406.000;	           5;	     1
20250801;	162009;	1754045409.000;	           5;	     1
20250801;	162012;	1754045412.000;	           5;	     1
20250801;	162015;	1754045415.000;	           5;	     1
20250801;	162018;	1754045418.000;	           5;	     1
20250801;	162021;	1754045421.000;	           5;	     1
20250801;	162024;	1754045424.000;	           5;	     1
20250801;	162027;	1754045427.000;	           5;	     1
20250801;	162030;	1754045430.000;	           5;	     1
20250801;	162033;	1754045433.000;	           5;	     1
20250801;	162036;	1754045436.000;	           5;	     1
20250801;	162039;	1754045439.000;	           5;	     1
20250801;	162042;	1754045442.000;	           5;	     1
20250801;	162045;	1754045445.000;	           5;	     1
20250801;	162048;	1754045448.000;	           5;	     1
20250801;	162051;	1754045451.000;	           5;	     1
20250801;	162054;	1754045454.000;	           5;	     1
20250801;	162057;	1754045457.000;	           5;	     1
20250801;	162100;	1754045460.000;	           5;	     1
20250801;	162103;	1754045463.000;	           5;	     1
20250801;	162106;	1754045466.000;	           5;	     1
20250801;	162109;	1754045469.000;	           5;	     1
20250801;	162112;	1754045472.000;	           5;	     1
20250801;	162115;	1754045475.000;	           5;	     1
20250801;	162118;	1754045478.000;	           5;	     1
20250801;	162121;	1754045481.000;	           5;	     1
20250801;	162124;	1754045484.000;	           5;	     1
20250801;	162127;	1754045487.000;	           5;	     1
20250801;	162130;	1754045490.000;	           5;	     1
20250801;	162133;	1754045493.000;	           5;	     1
20250801;	162136;	1754045496.000;	           5;	     1
20250801;	162139;	1754045499.000;	           5;	     1
20250801;	162142;	1754045502.000;	           5;	     1
20250801;	162145;	1754045505.000;	           5;	     1
20250801;	162148;	1754045508.000;	           5;	     1
20250801;	162151;	1754045511.000;	           5;	     1
20250801;	162154;	1754045514.000;	           5;	     1
20250801;	162157;	1754045517.000;	           5;	     1
20250801;	162200;	1754045520.000;	           5;	     1
20250801;	162203;	1754045523.000;	           5;	     1
20250801;	162206;	1754045526.000;	           5;	     1
20250801;	162209;	1754045529.000;	           5;	     1
20250801;	162212;	1754045532.000;	           5;	     1
20250801;	162215;	1754045535.000;	           5;	     1
20250801;	162218;	1754045538.000;	           5;	     1
20250801;	162221;	1754045541.000;	           5;	     1
20250801;	162224;	1754045544.000;	           5;	     1
20250801;	162227;	1754045547.000;	           5;	     1
20250801;	162230;	1754045550.000;	           5;	     1
20250801;	162233;	1754045553.000;	           5;	     1
20250801;	162236;	1754045556.000;	           5;	     1
20250801;	162239;	1754045559.000;	           5;	     1
20250801;	162242;	1754045562.000;	           5;	     1
20250801;	162245;	1754045565.000;	           5;	     1
20250801;	162248;	1754045568.000;	           5;	     1
20250801;	162251;	1754045571.000;	           5;	     1
20250801;	162254;	1754045574.000;	           5;	     1
20250801;	162257;	1754045577.000;	           5;	     1
20250801;	162300;	1754045580.000;	           5;	     1
20250801;	162303;	1754045583.000;	       err32;	 err32
20250801;	162306;	1754045586.000;	       err32;	 err32
20250801;	162309;	1754045589.000;	       err32;	 err32
20250801;	162312;	1754045592.000;	        err7;	  err7
20250801;	162315;	1754045595.000;	           5;	     1
20250801;	162318;	1754045598.000;	           5;	     1
20250801;	162321;	1754045601.000;	           5;	     1
20250801;	162324;	1754045604.000;	           5;	     1
20250801;	162327;	1754045607.000;	           5;	     1
20250801;	162330;	1754045610.000;	           5;	     1
20250801;	162333;	1754045613.000;	           5;	     1
20250801;	162336;	1754045616.000;	           5;	     1
20250801;	162339;	1754045619.000;	           5;	     1
20250801;	162342;	1754045622.000;	           5;	     1
20250801;	162345;	1754045625.000;	           5;	     1
20250801;	162348;	1754045628.000;	           5;	     1
20250801;	162351;	1754045631.000;	           5;	     1
20250801;	162354;	1754045634.000;	           5;	     1
20250801;	162357;	1754045637.000;	           5;	     1
20250801;	162400;	1754045640.000;	           5;	     1
20250801;	162403;	1754045643.000;	       err32;	 err32
20250801;	162406;	1754045646.000;	       err32;	 err32
20250801;	162409;	1754045649.000;	        err7;	  err7
20250801;	162412;	1754045652.000;	           5;	     1
20250801;	162415;	1754045655.000;	           5;	     1
20250801;	162418;	1754045658.000;	           5;	     1
20250801;	162421;	1754045661.000;	           5;	     1
20250801;	162424;	1754045664.000;	           5;	     1
20250801;	162427;	1754045667.000;	           5;	     1
20250801;	162430;	1754045670.000;	           5;	     1
20250801;	162433;	1754045673.000;	           5;	     1
20250801;	162436;	1754045676.000;	           5;	     1
20250801;	162439;	1754045679.000;	           5;	     1
20250801;	162442;	1754045682.000;	           5;	     1
20250801;	162445;	1754045685.000;	           5;	     1
20250801;	162448;	1754045688.000;	           5;	     1
20250801;	162451;	1754045691.000;	           5;	     1
20250801;	162454;	1754045694.000;	           5;	     1
20250801;	162457;	1754045697.000;	           5;	     1
20250801;	162500;	1754045700.000;	           5;	     1
20250801;	162503;	1754045703.000;	           5;	     1
20250801;	162506;	1754045706.000;	           5;	     1
20250801;	162509;	1754045709.000;	           5;	     1
20250801;	162512;	1754045712.000;	           5;	     1
20250801;	162515;	1754045715.000;	           5;	     1
20250801;	162518;	1754045718.000;	           5;	     1
20250801;	162521;	1754045721.000;	           5;	     1
20250801;	162524;	1754045724.000;	           5;	     1
20250801;	162527;	1754045727.000;	           5;	     1
20250801;	162530;	1754045730.000;	           5;	     1
20250801;	162533;	1754045733.000;	           5;	     1
20250801;	162536;	1754045736.000;	           5;	     1
20250801;	162539;	1754045739.000;	           5;	     1
20250801;	162542;	1754045742.000;	           5;	     1
20250801;	162545;	1754045745.000;	           5;	     1
20250801;	162548;	1754045748.000;	           5;	     1
20250801;	162551;	1754045751.000;	           5;	     1
20250801;	162554;	1754045754.000;	           5;	     1
20250801;	162557;	1754045757.000;	           5;	     1
20250801;	162600;	1754045760.000;	           5;	     1
20250801;	162603;	1754045763.000;	           5;	     1
20250801;	162606;	1754045766.000;	           5;	     1
20250801;	162609;	1754045769.000;	           5;	     1
20250801;	162612;	1754045772.000;	           5;	     1
20250801;	162615;	1754045775.000;	           5;	     1
20250801;	162618;	1754045778.000;	           5;	     1
20250801;	162621;	1754045781.000;	           5;	     1
20250801;	162624;	1754045784.000;	           5;	     1
20250801;	162627;	1754045787.000;	           5;	     1
20250801;	162630;	1754045790.000;	           5;	     1
20250801;	162633;	1754045793.000;	           5;	     1
20250801;	162636;	1754045796.000;	           5;	     1
20250801;	162639;	1754045799.000;	           5;	     1
20250801;	162642;	1754045802.000;	           5;	     1
20250801;	162645;	1754045805.000;	           5;	     1
20250801;	162648;	1754045808.000;	           5;	     1
20250801;	162651;	1754045811.000;	           5;	     1
20250801;	162654;	1754045814.000;	           5;	     1
20250801;	162657;	1754045817.000;	           5;	     1
20250801;	162700;	1754045820.000;	           5;	     1
20250801;	162703;	1754045823.000;	           5;	     1
20250801;	162706;	1754045826.000;	           5;	     1
20250801;	162709;	1754045829.000;	           5;	     1
20250801;	162712;	1754045832.000;	           5;	     1
20250801;	162715;	1754045835.000;	           5;	     1
20250801;	162718;	1754045838.000;	           5;	     1
20250801;	162721;	1754045841.000;	           5;	     1
20250801;	162724;	1754045844.000;	           5;	     1
20250801;	162727;	1754045847.000;	           5;	     1
20250801;	162730;	1754045850.000;	           5;	     1
20250801;	162733;	1754045853.000;	           5;	     1
20250801;	162736;	1754045856.000;	           5;	     1
20250801;	162739;	1754045859.000;	           5;	     1
20250801;	162742;	1754045862.000;	           5;	     1
20250801;	162745;	1754045865.000;	           5;	     1
20250801;	162748;	1754045868.000;	           5;	     1
20250801;	162751;	1754045871.000;	           5;	     1
20250801;	162754;	1754045874.000;	           5;	     1
20250801;	162757;	1754045877.000;	           5;	     1
20250801;	162800;	1754045880.000;	           5;	     1
20250801;	162803;	1754045883.000;	           5;	     1
20250801;	162806;	1754045886.000;	           5;	     1
20250801;	162809;	1754045889.000;	           5;	     1
20250801;	162812;	1754045892.000;	           5;	     1
20250801;	162815;	1754045895.000;	           5;	     1
20250801;	162818;	1754045898.000;	           5;	     1
20250801;	162821;	1754045901.000;	           5;	     1
20250801;	162824;	1754045904.000;	           5;	     1
20250801;	162827;	1754045907.000;	           5;	     1
20250801;	162830;	1754045910.000;	           5;	     1
20250801;	162833;	1754045913.000;	           5;	     1
20250801;	162836;	1754045916.000;	           5;	     1
20250801;	162839;	1754045919.000;	           5;	     1
20250801;	162842;	1754045922.000;	           5;	     1
20250801;	162845;	1754045925.000;	           5;	     1
20250801;	162848;	1754045928.000;	           5;	     1
20250801;	162851;	1754045931.000;	           5;	     1
20250801;	162854;	1754045934.000;	           5;	     1
20250801;	162857;	1754045937.000;	           5;	     1
20250801;	162900;	1754045940.000;	           5;	     1
20250801;	162903;	1754045943.000;	           5;	     1
20250801;	162906;	1754045946.000;	           5;	     1
20250801;	162909;	1754045949.000;	           5;	     1
20250801;	162912;	1754045952.000;	           5;	     1
20250801;	162915;	1754045955.000;	           5;	     1
20250801;	162918;	1754045958.000;	           5;	     1
20250801;	162921;	1754045961.000;	           5;	     1
20250801;	162924;	1754045964.000;	           5;	     1
20250801;	162927;	1754045967.000;	           5;	     1
20250801;	162930;	1754045970.000;	           5;	     1
20250801;	162933;	1754045973.000;	           5;	     1
20250801;	162936;	1754045976.000;	           5;	     1
20250801;	162939;	1754045979.000;	           5;	     1
20250801;	162942;	1754045982.000;	           5;	     1
20250801;	162945;	1754045985.000;	           5;	     1
20250801;	162948;	1754045988.000;	           5;	     1
20250801;	162951;	1754045991.000;	           5;	     1
20250801;	162954;	1754045994.000;	           5;	     1
20250801;	162957;	1754045997.000;	           5;	     1
20250801;	163000;	1754046000.000;	           5;	     1
20250801;	163003;	1754046003.000;	           5;	     1
20250801;	163006;	1754046006.000;	           5;	     1
20250801;	163009;	1754046009.000;	           5;	     1
20250801;	163012;	1754046012.000;	           5;	     1
20250801;	163015;	1754046015.000;	           5;	     1
20250801;	163018;	1754046018.000;	           5;	     1
20250801;	163021;	1754046021.000;	           5;	     1
20250801;	163024;	1754046024.000;	           5;	     1
20250801;	163027;	1754046027.000;	           5;	     1
20250801;	163030;	1754046030.000;	           5;	     1
20250801;	163033;	1754046033.000;	           5;	     1
20250801;	163036;	1754046036.000;	           5;	     1
20250801;	163039;	1754046039.000;	           5;	     1
20250801;	163042;	1754046042.000;	           5;	     1
20250801;	163045;	1754046045.000;	           5;	     1
20250801;	163048;	1754046048.000;	           5;	     1
20250801;	163051;	1754046051.000;	           5;	     1
20250801;	163054;	1754046054.000;	           5;	     1
20250801;	163057;	1754046057.000;	           5;	     1
20250801;	163100;	1754046060.000;	           5;	     1
20250801;	163103;	1754046063.000;	           5;	     1
20250801;	163106;	1754046066.000;	           5;	     1
20250801;	163109;	1754046069.000;	           5;	     1
20250801;	163112;	1754046072.000;	           5;	     1
20250801;	163115;	1754046075.000;	           5;	     1
20250801;	163118;	1754046078.000;	           5;	     1
20250801;	163121;	1754046081.000;	           5;	     1
20250801;	163124;	1754046084.000;	           5;	     1
20250801;	163127;	1754046087.000;	           5;	     1
20250801;	163130;	1754046090.000;	           5;	     1
20250801;	163133;	1754046093.000;	           5;	     1
20250801;	163136;	1754046096.000;	           5;	     1
20250801;	163139;	1754046099.000;	           5;	     1
20250801;	163142;	1754046102.000;	           5;	     1
20250801;	163145;	1754046105.000;	           5;	     1
20250801;	163148;	1754046108.000;	           5;	     1
20250801;	163151;	1754046111.000;	           5;	     1
20250801;	163154;	1754046114.000;	           5;	     1
20250801;	163157;	1754046117.000;	           5;	     1
20250801;	163200;	1754046120.000;	           5;	     1
20250801;	163203;	1754046123.000;	           5;	     1
20250801;	163206;	1754046126.000;	           5;	     1
20250801;	163209;	1754046129.000;	           5;	     1
20250801;	163212;	1754046132.000;	           5;	     1
20250801;	163215;	1754046135.000;	           5;	     1
20250801;	163218;	1754046138.000;	           5;	     1
20250801;	163221;	1754046141.000;	           5;	     1
20250801;	163224;	1754046144.000;	           5;	     1
20250801;	163227;	1754046147.000;	           5;	     1
20250801;	163230;	1754046150.000;	           5;	     1
20250801;	163233;	1754046153.000;	           5;	     1
20250801;	163236;	1754046156.000;	           5;	     1
20250801;	163239;	1754046159.000;	           5;	     1
20250801;	163242;	1754046162.000;	           5;	     1
20250801;	163245;	1754046165.000;	           5;	     1
20250801;	163248;	1754046168.000;	           5;	     1
20250801;	163251;	1754046171.000;	           5;	     1
20250801;	163254;	1754046174.000;	           5;	     1
20250801;	163257;	1754046177.000;	           5;	     1
20250801;	163300;	1754046180.000;	           5;	     1
20250801;	163303;	1754046183.000;	           5;	     1
20250801;	163306;	1754046186.000;	           5;	     1
20250801;	163309;	1754046189.000;	           5;	     1
20250801;	163312;	1754046192.000;	           5;	     1
20250801;	163315;	1754046195.000;	           5;	     1
20250801;	163318;	1754046198.000;	           5;	     1
20250801;	163321;	1754046201.000;	           5;	     1
20250801;	163324;	1754046204.000;	           5;	     1
20250801;	163327;	1754046207.000;	           5;	     1
20250801;	163330;	1754046210.000;	           5;	     1
