#ies_format_version: 1.0
#file: 20250801_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250801;	163333;	1754046213.000;	           5;	     1
20250801;	163336;	1754046216.000;	           5;	     1
20250801;	163339;	1754046219.000;	           5;	     1
20250801;	163342;	1754046222.000;	           5;	     1
20250801;	163345;	1754046225.000;	           5;	     1
20250801;	163348;	1754046228.000;	           5;	     1
20250801;	163351;	1754046231.000;	           5;	     1
20250801;	163354;	1754046234.000;	           5;	     1
20250801;	163357;	1754046237.000;	           5;	     1
20250801;	163400;	1754046240.000;	           5;	     1
20250801;	163403;	1754046243.000;	           5;	     1
20250801;	163406;	1754046246.000;	           5;	     1
20250801;	163409;	1754046249.000;	           5;	     1
20250801;	163412;	1754046252.000;	           5;	     1
20250801;	163415;	1754046255.000;	           5;	     1
20250801;	163418;	1754046258.000;	           5;	     1
20250801;	163421;	1754046261.000;	           5;	     1
20250801;	163424;	1754046264.000;	           5;	     1
20250801;	163427;	1754046267.000;	           5;	     1
20250801;	163430;	1754046270.000;	           5;	     1
20250801;	163433;	1754046273.000;	           5;	     1
20250801;	163436;	1754046276.000;	           5;	     1
20250801;	163439;	1754046279.000;	           5;	     1
20250801;	163442;	1754046282.000;	           5;	     1
20250801;	163445;	1754046285.000;	           5;	     1
20250801;	163448;	1754046288.000;	           5;	     1
20250801;	163451;	1754046291.000;	           5;	     1
20250801;	163454;	1754046294.000;	           5;	     1
20250801;	163457;	1754046297.000;	           5;	     1
20250801;	163500;	1754046300.000;	           5;	     1
20250801;	163503;	1754046303.000;	           5;	     1
20250801;	163506;	1754046306.000;	           5;	     1
20250801;	163509;	1754046309.000;	           5;	     1
20250801;	163512;	1754046312.000;	           5;	     1
20250801;	163515;	1754046315.000;	           5;	     1
20250801;	163518;	1754046318.000;	           5;	     1
20250801;	163521;	1754046321.000;	           5;	     1
20250801;	163524;	1754046324.000;	           5;	     1
20250801;	163527;	1754046327.000;	           5;	     1
20250801;	163530;	1754046330.000;	           5;	     1
20250801;	163533;	1754046333.000;	           5;	     1
20250801;	163536;	1754046336.000;	           5;	     1
20250801;	163539;	1754046339.000;	           5;	     1
20250801;	163542;	1754046342.000;	           5;	     1
20250801;	163545;	1754046345.000;	           5;	     1
20250801;	163548;	1754046348.000;	           5;	     1
20250801;	163551;	1754046351.000;	           5;	     1
20250801;	163554;	1754046354.000;	           5;	     1
20250801;	163557;	1754046357.000;	           5;	     1
20250801;	163600;	1754046360.000;	           5;	     1
20250801;	163603;	1754046363.000;	           5;	     1
20250801;	163606;	1754046366.000;	           5;	     1
20250801;	163609;	1754046369.000;	           5;	     1
20250801;	163612;	1754046372.000;	           5;	     1
20250801;	163615;	1754046375.000;	           5;	     1
20250801;	163618;	1754046378.000;	           5;	     1
20250801;	163621;	1754046381.000;	           5;	     1
20250801;	163624;	1754046384.000;	           5;	     1
20250801;	163627;	1754046387.000;	          23;	     1
20250801;	163630;	1754046390.000;	          23;	     1
20250801;	163633;	1754046393.000;	          23;	     1
20250801;	163636;	1754046396.000;	          23;	     1
20250801;	163639;	1754046399.000;	          23;	     1
20250801;	163642;	1754046402.000;	          23;	     1
20250801;	163645;	1754046405.000;	          23;	     1
20250801;	163648;	1754046408.000;	          23;	     1
20250801;	163651;	1754046411.000;	          23;	     1
20250801;	163654;	1754046414.000;	          23;	     1
20250801;	163657;	1754046417.000;	          23;	     1
20250801;	163700;	1754046420.000;	          23;	     1
20250801;	163703;	1754046423.000;	          23;	     1
20250801;	163706;	1754046426.000;	          23;	     1
20250801;	163709;	1754046429.000;	          23;	     1
20250801;	163712;	1754046432.000;	          23;	     1
20250801;	163715;	1754046435.000;	          23;	     1
20250801;	163718;	1754046438.000;	          23;	     1
20250801;	163721;	1754046441.000;	          23;	     1
20250801;	163724;	1754046444.000;	          23;	     1
20250801;	163727;	1754046447.000;	          23;	     1
20250801;	163730;	1754046450.000;	          23;	     1
20250801;	163733;	1754046453.000;	          23;	     1
20250801;	163736;	1754046456.000;	          23;	     1
20250801;	163739;	1754046459.000;	          23;	     1
20250801;	163742;	1754046462.000;	          23;	     1
20250801;	163745;	1754046465.000;	          23;	     1
20250801;	163748;	1754046468.000;	          23;	     1
20250801;	163751;	1754046471.000;	          23;	     1
20250801;	163754;	1754046474.000;	          23;	     1
20250801;	163757;	1754046477.000;	          23;	     1
20250801;	163800;	1754046480.000;	          23;	     1
20250801;	163803;	1754046483.000;	          23;	     1
20250801;	163806;	1754046486.000;	          23;	     1
20250801;	163809;	1754046489.000;	          23;	     1
20250801;	163812;	1754046492.000;	          23;	     1
20250801;	163815;	1754046495.000;	          23;	     0
20250801;	163818;	1754046498.000;	          23;	     0
20250801;	163821;	1754046501.000;	          23;	     0
20250801;	163824;	1754046504.000;	          23;	     0
20250801;	163827;	1754046507.000;	          23;	     0
20250801;	163830;	1754046510.000;	          23;	     0
20250801;	163833;	1754046513.000;	          23;	     0
20250801;	163836;	1754046516.000;	          23;	     0
20250801;	163839;	1754046519.000;	          23;	     0
20250801;	163842;	1754046522.000;	          23;	     0
20250801;	163845;	1754046525.000;	          23;	     0
20250801;	163848;	1754046528.000;	          23;	     0
20250801;	163851;	1754046531.000;	          23;	     0
20250801;	163854;	1754046534.000;	          23;	     0
20250801;	163857;	1754046537.000;	          23;	     0
20250801;	163900;	1754046540.000;	          23;	     0
20250801;	163903;	1754046543.000;	          23;	     0
20250801;	163906;	1754046546.000;	          23;	     0
20250801;	163909;	1754046549.000;	          23;	     0
20250801;	163912;	1754046552.000;	          23;	     0
20250801;	163915;	1754046555.000;	          23;	     0
20250801;	163918;	1754046558.000;	          23;	     0
20250801;	163921;	1754046561.000;	          23;	     0
20250801;	163924;	1754046564.000;	          23;	     0
20250801;	163927;	1754046567.000;	          23;	     0
20250801;	163930;	1754046570.000;	          23;	     0
20250801;	163933;	1754046573.000;	          23;	     0
20250801;	163936;	1754046576.000;	          23;	     0
20250801;	163939;	1754046579.000;	          23;	     0
20250801;	163942;	1754046582.000;	          23;	     0
20250801;	163945;	1754046585.000;	          23;	     0
20250801;	163948;	1754046588.000;	          23;	     0
20250801;	163951;	1754046591.000;	          23;	     0
20250801;	163954;	1754046594.000;	          23;	     0
20250801;	163957;	1754046597.000;	          23;	     0
20250801;	164000;	1754046600.000;	          23;	     0
20250801;	164003;	1754046603.000;	          23;	     0
20250801;	164006;	1754046606.000;	          23;	     0
20250801;	164009;	1754046609.000;	          23;	     0
20250801;	164012;	1754046612.000;	          23;	     0
20250801;	164015;	1754046615.000;	          23;	     0
20250801;	164018;	1754046618.000;	          23;	     0
20250801;	164021;	1754046621.000;	          23;	     0
20250801;	164024;	1754046624.000;	          23;	     0
20250801;	164027;	1754046627.000;	          23;	     0
20250801;	164030;	1754046630.000;	          23;	     0
20250801;	164033;	1754046633.000;	          23;	     0
20250801;	164036;	1754046636.000;	          23;	     0
20250801;	164039;	1754046639.000;	          23;	     0
20250801;	164042;	1754046642.000;	          23;	     0
20250801;	164045;	1754046645.000;	          23;	     0
20250801;	164048;	1754046648.000;	          23;	     0
20250801;	164051;	1754046651.000;	          23;	     0
20250801;	164054;	1754046654.000;	          23;	     0
20250801;	164057;	1754046657.000;	          23;	     0
20250801;	164100;	1754046660.000;	          23;	     0
20250801;	164103;	1754046663.000;	          23;	     0
20250801;	164106;	1754046666.000;	          23;	     0
20250801;	164109;	1754046669.000;	          23;	     0
20250801;	164112;	1754046672.000;	          23;	     0
20250801;	164115;	1754046675.000;	          23;	     0
20250801;	164118;	1754046678.000;	          23;	     0
20250801;	164121;	1754046681.000;	          23;	     0
20250801;	164124;	1754046684.000;	          23;	     0
20250801;	164127;	1754046687.000;	          23;	     0
20250801;	164130;	1754046690.000;	          23;	     0
20250801;	164133;	1754046693.000;	          23;	     0
20250801;	164136;	1754046696.000;	          23;	     0
20250801;	164139;	1754046699.000;	          23;	     0
20250801;	164142;	1754046702.000;	          23;	     0
20250801;	164145;	1754046705.000;	          23;	     0
20250801;	164148;	1754046708.000;	          23;	     0
20250801;	164151;	1754046711.000;	          23;	     0
20250801;	164154;	1754046714.000;	          23;	     0
20250801;	164157;	1754046717.000;	          23;	     0
20250801;	164200;	1754046720.000;	          23;	     0
20250801;	164203;	1754046723.000;	          23;	     0
20250801;	164206;	1754046726.000;	          23;	     0
20250801;	164209;	1754046729.000;	          23;	     0
20250801;	164212;	1754046732.000;	          23;	     0
20250801;	164215;	1754046735.000;	          23;	     0
20250801;	164218;	1754046738.000;	          23;	     0
20250801;	164221;	1754046741.000;	          23;	     0
20250801;	164224;	1754046744.000;	          23;	     0
20250801;	164227;	1754046747.000;	          23;	     0
20250801;	164230;	1754046750.000;	          23;	     0
20250801;	164233;	1754046753.000;	          23;	     0
20250801;	164236;	1754046756.000;	          23;	     0
20250801;	164239;	1754046759.000;	          23;	     0
20250801;	164242;	1754046762.000;	          23;	     0
20250801;	164245;	1754046765.000;	          23;	     0
20250801;	164248;	1754046768.000;	          23;	     0
20250801;	164251;	1754046771.000;	          23;	     0
20250801;	164254;	1754046774.000;	          23;	     0
20250801;	164257;	1754046777.000;	          23;	     0
20250801;	164300;	1754046780.000;	          23;	     0
20250801;	164303;	1754046783.000;	          23;	     0
20250801;	164306;	1754046786.000;	          23;	     0
20250801;	164309;	1754046789.000;	          23;	     0
20250801;	164312;	1754046792.000;	          23;	     0
20250801;	164315;	1754046795.000;	          23;	     0
20250801;	164318;	1754046798.000;	          23;	     0
20250801;	164321;	1754046801.000;	          23;	     0
20250801;	164324;	1754046804.000;	          23;	     0
20250801;	164327;	1754046807.000;	          23;	     0
20250801;	164330;	1754046810.000;	          23;	     0
20250801;	164333;	1754046813.000;	          23;	     0
20250801;	164336;	1754046816.000;	          23;	     0
20250801;	164339;	1754046819.000;	          23;	     0
20250801;	164342;	1754046822.000;	          23;	     0
20250801;	164345;	1754046825.000;	          23;	     0
20250801;	164348;	1754046828.000;	          23;	     0
20250801;	164351;	1754046831.000;	          23;	     0
20250801;	164354;	1754046834.000;	          23;	     0
20250801;	164357;	1754046837.000;	          23;	     0
20250801;	164400;	1754046840.000;	          23;	     0
20250801;	164403;	1754046843.000;	          23;	     0
20250801;	164406;	1754046846.000;	          23;	     0
20250801;	164409;	1754046849.000;	          23;	     0
20250801;	164412;	1754046852.000;	          23;	     0
20250801;	164415;	1754046855.000;	          23;	     0
20250801;	164418;	1754046858.000;	          23;	     0
20250801;	164421;	1754046861.000;	          23;	     0
20250801;	164424;	1754046864.000;	          23;	     0
20250801;	164427;	1754046867.000;	          23;	     0
20250801;	164430;	1754046870.000;	          23;	     0
20250801;	164433;	1754046873.000;	          23;	     0
20250801;	164436;	1754046876.000;	          23;	     0
20250801;	164439;	1754046879.000;	          23;	     0
20250801;	164442;	1754046882.000;	          23;	     0
20250801;	164445;	1754046885.000;	          23;	     0
20250801;	164448;	1754046888.000;	          23;	     0
20250801;	164451;	1754046891.000;	          23;	     0
20250801;	164454;	1754046894.000;	          23;	     0
20250801;	164457;	1754046897.000;	          23;	     0
20250801;	164500;	1754046900.000;	          23;	     0
20250801;	164503;	1754046903.000;	          23;	     0
20250801;	164506;	1754046906.000;	          23;	     0
20250801;	164509;	1754046909.000;	          23;	     0
20250801;	164512;	1754046912.000;	          23;	     0
20250801;	164515;	1754046915.000;	          23;	     0
20250801;	164518;	1754046918.000;	          23;	     0
20250801;	164521;	1754046921.000;	          23;	     0
20250801;	164524;	1754046924.000;	          23;	     0
20250801;	164527;	1754046927.000;	          23;	     0
20250801;	164530;	1754046930.000;	          23;	     0
20250801;	164533;	1754046933.000;	          23;	     0
20250801;	164536;	1754046936.000;	          23;	     0
20250801;	164539;	1754046939.000;	          23;	     0
20250801;	164542;	1754046942.000;	          23;	     0
20250801;	164545;	1754046945.000;	          23;	     0
20250801;	164548;	1754046948.000;	          23;	     0
20250801;	164551;	1754046951.000;	          23;	     0
20250801;	164554;	1754046954.000;	          23;	     0
20250801;	164557;	1754046957.000;	          23;	     0
20250801;	164600;	1754046960.000;	          23;	     0
20250801;	164603;	1754046963.000;	          23;	     0
20250801;	164606;	1754046966.000;	          23;	     0
20250801;	164609;	1754046969.000;	          23;	     0
20250801;	164612;	1754046972.000;	          23;	     0
20250801;	164615;	1754046975.000;	          23;	     0
20250801;	164618;	1754046978.000;	          23;	     0
20250801;	164621;	1754046981.000;	          23;	     0
20250801;	164624;	1754046984.000;	          23;	     0
20250801;	164627;	1754046987.000;	          23;	     0
20250801;	164630;	1754046990.000;	          23;	     0
20250801;	164633;	1754046993.000;	          23;	     0
20250801;	164636;	1754046996.000;	          23;	     0
20250801;	164639;	1754046999.000;	          23;	     0
20250801;	164642;	1754047002.000;	          23;	     0
20250801;	164645;	1754047005.000;	          23;	     0
20250801;	164648;	1754047008.000;	          23;	     0
20250801;	164651;	1754047011.000;	          23;	     0
20250801;	164654;	1754047014.000;	          23;	     0
20250801;	164657;	1754047017.000;	          23;	     0
20250801;	164700;	1754047020.000;	          23;	     0
20250801;	164703;	1754047023.000;	          23;	     0
20250801;	164706;	1754047026.000;	          23;	     0
20250801;	164709;	1754047029.000;	          23;	     0
20250801;	164712;	1754047032.000;	          23;	     0
20250801;	164715;	1754047035.000;	          23;	     0
20250801;	164718;	1754047038.000;	          23;	     0
20250801;	164721;	1754047041.000;	          23;	     0
20250801;	164724;	1754047044.000;	          23;	     0
20250801;	164727;	1754047047.000;	          23;	     0
20250801;	164730;	1754047050.000;	          23;	     0
20250801;	164733;	1754047053.000;	          23;	     0
20250801;	164736;	1754047056.000;	          23;	     0
20250801;	164739;	1754047059.000;	          23;	     0
20250801;	164742;	1754047062.000;	          23;	     0
20250801;	164745;	1754047065.000;	          23;	     0
20250801;	164748;	1754047068.000;	          23;	     0
20250801;	164751;	1754047071.000;	          23;	     0
20250801;	164754;	1754047074.000;	          23;	     0
20250801;	164757;	1754047077.000;	          23;	     0
20250801;	164800;	1754047080.000;	          23;	     0
20250801;	164803;	1754047083.000;	          23;	     0
20250801;	164806;	1754047086.000;	          23;	     0
20250801;	164809;	1754047089.000;	          23;	     0
20250801;	164812;	1754047092.000;	          23;	     0
20250801;	164815;	1754047095.000;	          23;	     0
20250801;	164818;	1754047098.000;	          23;	     0
20250801;	164821;	1754047101.000;	          23;	     0
20250801;	164824;	1754047104.000;	          23;	     0
20250801;	164827;	1754047107.000;	          23;	     0
20250801;	164830;	1754047110.000;	          23;	     0
20250801;	164833;	1754047113.000;	          23;	     0
20250801;	164836;	1754047116.000;	          23;	     0
20250801;	164839;	1754047119.000;	          23;	     0
20250801;	164842;	1754047122.000;	          23;	     0
20250801;	164845;	1754047125.000;	          23;	     0
20250801;	164848;	1754047128.000;	          23;	     0
20250801;	164851;	1754047131.000;	          23;	     0
20250801;	164854;	1754047134.000;	          23;	     0
20250801;	164857;	1754047137.000;	          23;	     0
20250801;	164900;	1754047140.000;	          23;	     0
20250801;	164903;	1754047143.000;	          23;	     0
20250801;	164906;	1754047146.000;	          23;	     0
20250801;	164909;	1754047149.000;	          23;	     0
20250801;	164912;	1754047152.000;	          23;	     0
20250801;	164915;	1754047155.000;	          23;	     0
20250801;	164918;	1754047158.000;	          23;	     0
20250801;	164921;	1754047161.000;	          23;	     0
20250801;	164924;	1754047164.000;	          23;	     0
20250801;	164927;	1754047167.000;	          23;	     0
20250801;	164930;	1754047170.000;	          23;	     0
20250801;	164933;	1754047173.000;	          23;	     0
20250801;	164936;	1754047176.000;	          23;	     0
20250801;	164939;	1754047179.000;	          23;	     0
20250801;	164942;	1754047182.000;	          23;	     0
20250801;	164945;	1754047185.000;	          23;	     0
20250801;	164948;	1754047188.000;	          23;	     0
20250801;	164951;	1754047191.000;	          23;	     0
20250801;	164954;	1754047194.000;	          23;	     0
20250801;	164957;	1754047197.000;	          23;	     0
20250801;	165000;	1754047200.000;	          23;	     0
20250801;	165003;	1754047203.000;	          23;	     0
20250801;	165006;	1754047206.000;	          23;	     0
20250801;	165009;	1754047209.000;	          23;	     0
20250801;	165012;	1754047212.000;	          23;	     0
20250801;	165015;	1754047215.000;	          23;	     0
20250801;	165018;	1754047218.000;	          23;	     0
20250801;	165021;	1754047221.000;	          23;	     0
20250801;	165024;	1754047224.000;	          23;	     0
20250801;	165027;	1754047227.000;	          23;	     0
20250801;	165030;	1754047230.000;	          23;	     0
20250801;	165033;	1754047233.000;	          23;	     0
20250801;	165036;	1754047236.000;	          23;	     0
20250801;	165039;	1754047239.000;	          23;	     0
20250801;	165042;	1754047242.000;	          23;	     0
20250801;	165045;	1754047245.000;	          23;	     0
20250801;	165048;	1754047248.000;	          23;	     0
20250801;	165051;	1754047251.000;	          23;	     0
20250801;	165054;	1754047254.000;	          23;	     0
20250801;	165057;	1754047257.000;	          23;	     0
20250801;	165100;	1754047260.000;	          23;	     0
20250801;	165103;	1754047263.000;	          23;	     0
20250801;	165106;	1754047266.000;	          23;	     0
20250801;	165109;	1754047269.000;	          23;	     0
20250801;	165112;	1754047272.000;	          23;	     0
20250801;	165115;	1754047275.000;	          23;	     0
20250801;	165118;	1754047278.000;	          23;	     0
20250801;	165121;	1754047281.000;	          23;	     0
20250801;	165124;	1754047284.000;	          23;	     0
20250801;	165127;	1754047287.000;	          23;	     0
20250801;	165130;	1754047290.000;	          23;	     0
20250801;	165133;	1754047293.000;	          23;	     0
20250801;	165136;	1754047296.000;	          23;	     0
20250801;	165139;	1754047299.000;	          23;	     0
20250801;	165142;	1754047302.000;	          23;	     0
20250801;	165145;	1754047305.000;	          23;	     0
20250801;	165148;	1754047308.000;	          23;	     0
20250801;	165151;	1754047311.000;	          23;	     0
20250801;	165154;	1754047314.000;	          23;	     0
20250801;	165157;	1754047317.000;	          23;	     0
20250801;	165200;	1754047320.000;	          23;	     0
20250801;	165203;	1754047323.000;	          23;	     0
20250801;	165206;	1754047326.000;	          23;	     0
20250801;	165209;	1754047329.000;	          23;	     0
20250801;	165212;	1754047332.000;	          23;	     0
20250801;	165215;	1754047335.000;	          23;	     0
20250801;	165218;	1754047338.000;	          23;	     0
20250801;	165221;	1754047341.000;	          23;	     0
20250801;	165224;	1754047344.000;	          23;	     0
20250801;	165227;	1754047347.000;	          23;	     0
20250801;	165230;	1754047350.000;	          23;	     0
20250801;	165233;	1754047353.000;	          23;	     0
20250801;	165236;	1754047356.000;	          23;	     0
20250801;	165239;	1754047359.000;	          23;	     0
20250801;	165242;	1754047362.000;	          23;	     0
20250801;	165245;	1754047365.000;	          23;	     0
20250801;	165248;	1754047368.000;	          23;	     0
20250801;	165251;	1754047371.000;	          23;	     0
20250801;	165254;	1754047374.000;	          23;	     0
20250801;	165257;	1754047377.000;	          23;	     0
20250801;	165300;	1754047380.000;	          23;	     0
20250801;	165303;	1754047383.000;	          23;	     0
20250801;	165306;	1754047386.000;	          23;	     0
20250801;	165309;	1754047389.000;	          23;	     0
20250801;	165312;	1754047392.000;	          23;	     0
20250801;	165315;	1754047395.000;	          23;	     0
20250801;	165318;	1754047398.000;	          23;	     0
20250801;	165321;	1754047401.000;	          23;	     0
20250801;	165324;	1754047404.000;	          23;	     0
20250801;	165327;	1754047407.000;	          23;	     0
20250801;	165330;	1754047410.000;	          23;	     0
20250801;	165333;	1754047413.000;	          23;	     0
20250801;	165336;	1754047416.000;	          23;	     0
20250801;	165339;	1754047419.000;	          23;	     0
20250801;	165342;	1754047422.000;	          23;	     0
20250801;	165345;	1754047425.000;	          23;	     0
20250801;	165348;	1754047428.000;	          23;	     0
20250801;	165351;	1754047431.000;	          23;	     0
20250801;	165354;	1754047434.000;	          23;	     0
20250801;	165357;	1754047437.000;	          23;	     0
20250801;	165400;	1754047440.000;	          23;	     0
20250801;	165403;	1754047443.000;	          23;	     0
20250801;	165406;	1754047446.000;	          23;	     0
20250801;	165409;	1754047449.000;	          23;	     0
20250801;	165412;	1754047452.000;	          23;	     0
20250801;	165415;	1754047455.000;	          23;	     0
20250801;	165418;	1754047458.000;	          23;	     0
20250801;	165421;	1754047461.000;	          23;	     0
20250801;	165424;	1754047464.000;	          23;	     0
20250801;	165427;	1754047467.000;	          23;	     0
20250801;	165430;	1754047470.000;	          23;	     0
20250801;	165433;	1754047473.000;	          23;	     0
20250801;	165436;	1754047476.000;	          23;	     0
20250801;	165439;	1754047479.000;	          23;	     0
20250801;	165442;	1754047482.000;	          23;	     0
20250801;	165445;	1754047485.000;	          23;	     0
20250801;	165448;	1754047488.000;	          23;	     0
20250801;	165451;	1754047491.000;	          23;	     0
20250801;	165454;	1754047494.000;	          23;	     0
20250801;	165457;	1754047497.000;	          23;	     0
20250801;	165500;	1754047500.000;	          23;	     0
20250801;	165503;	1754047503.000;	          23;	     0
20250801;	165506;	1754047506.000;	          23;	     0
20250801;	165509;	1754047509.000;	          23;	     0
20250801;	165512;	1754047512.000;	          23;	     0
20250801;	165515;	1754047515.000;	          23;	     0
20250801;	165518;	1754047518.000;	          23;	     0
20250801;	165521;	1754047521.000;	          23;	     0
20250801;	165524;	1754047524.000;	          23;	     0
20250801;	165527;	1754047527.000;	          23;	     0
20250801;	165530;	1754047530.000;	          23;	     0
20250801;	165533;	1754047533.000;	          23;	     0
20250801;	165536;	1754047536.000;	          23;	     0
20250801;	165539;	1754047539.000;	          23;	     0
20250801;	165542;	1754047542.000;	          23;	     0
20250801;	165545;	1754047545.000;	          23;	     0
20250801;	165548;	1754047548.000;	          23;	     0
20250801;	165551;	1754047551.000;	          23;	     0
20250801;	165554;	1754047554.000;	          23;	     0
20250801;	165557;	1754047557.000;	          23;	     0
20250801;	165600;	1754047560.000;	          23;	     0
20250801;	165603;	1754047563.000;	          23;	     0
20250801;	165606;	1754047566.000;	          23;	     0
20250801;	165609;	1754047569.000;	          23;	     0
20250801;	165612;	1754047572.000;	          23;	     0
20250801;	165615;	1754047575.000;	          23;	     0
20250801;	165618;	1754047578.000;	          23;	     0
20250801;	165621;	1754047581.000;	          23;	     0
20250801;	165624;	1754047584.000;	          23;	     0
20250801;	165627;	1754047587.000;	          23;	     0
20250801;	165630;	1754047590.000;	          23;	     0
20250801;	165633;	1754047593.000;	          23;	     0
20250801;	165636;	1754047596.000;	          23;	     0
20250801;	165639;	1754047599.000;	          23;	     0
20250801;	165642;	1754047602.000;	          23;	     0
20250801;	165645;	1754047605.000;	          23;	     0
20250801;	165648;	1754047608.000;	          23;	     0
20250801;	165651;	1754047611.000;	          23;	     0
20250801;	165654;	1754047614.000;	          23;	     0
20250801;	165657;	1754047617.000;	          23;	     0
20250801;	165700;	1754047620.000;	          23;	     0
20250801;	165703;	1754047623.000;	          23;	     0
20250801;	165706;	1754047626.000;	          23;	     0
20250801;	165709;	1754047629.000;	          23;	     0
20250801;	165712;	1754047632.000;	          23;	     0
20250801;	165715;	1754047635.000;	          23;	     0
20250801;	165718;	1754047638.000;	          23;	     0
20250801;	165721;	1754047641.000;	          23;	     0
20250801;	165724;	1754047644.000;	          23;	     0
20250801;	165727;	1754047647.000;	          23;	     0
20250801;	165730;	1754047650.000;	          23;	     0
20250801;	165733;	1754047653.000;	          23;	     0
20250801;	165736;	1754047656.000;	          23;	     0
20250801;	165739;	1754047659.000;	          23;	     0
20250801;	165742;	1754047662.000;	          23;	     0
20250801;	165745;	1754047665.000;	          23;	     0
20250801;	165748;	1754047668.000;	          23;	     0
20250801;	165751;	1754047671.000;	          23;	     0
20250801;	165754;	1754047674.000;	          23;	     0
20250801;	165757;	1754047677.000;	          23;	     0
20250801;	165800;	1754047680.000;	          23;	     0
20250801;	165803;	1754047683.000;	          23;	     0
20250801;	165806;	1754047686.000;	          23;	     0
20250801;	165809;	1754047689.000;	          23;	     0
20250801;	165812;	1754047692.000;	          23;	     0
20250801;	165815;	1754047695.000;	          23;	     0
20250801;	165818;	1754047698.000;	          23;	     0
20250801;	165821;	1754047701.000;	          23;	     0
20250801;	165824;	1754047704.000;	          23;	     0
20250801;	165827;	1754047707.000;	          23;	     0
20250801;	165830;	1754047710.000;	          23;	     0
20250801;	165833;	1754047713.000;	          23;	     0
20250801;	165836;	1754047716.000;	          23;	     0
20250801;	165839;	1754047719.000;	          23;	     0
20250801;	165842;	1754047722.000;	          23;	     0
20250801;	165845;	1754047725.000;	          23;	     0
20250801;	165848;	1754047728.000;	          23;	     0
20250801;	165851;	1754047731.000;	          23;	     0
20250801;	165854;	1754047734.000;	          23;	     0
20250801;	165857;	1754047737.000;	          23;	     0
20250801;	165900;	1754047740.000;	          23;	     0
20250801;	165903;	1754047743.000;	          23;	     0
20250801;	165906;	1754047746.000;	          23;	     0
20250801;	165909;	1754047749.000;	          23;	     0
20250801;	165912;	1754047752.000;	          23;	     0
20250801;	165915;	1754047755.000;	          23;	     0
20250801;	165918;	1754047758.000;	          23;	     0
20250801;	165921;	1754047761.000;	          23;	     0
20250801;	165924;	1754047764.000;	          23;	     0
20250801;	165927;	1754047767.000;	          23;	     0
20250801;	165930;	1754047770.000;	          23;	     0
20250801;	165933;	1754047773.000;	          23;	     0
20250801;	165936;	1754047776.000;	          23;	     0
20250801;	165939;	1754047779.000;	          23;	     0
20250801;	165942;	1754047782.000;	          23;	     0
20250801;	165945;	1754047785.000;	          23;	     0
20250801;	165948;	1754047788.000;	          23;	     0
20250801;	165951;	1754047791.000;	          23;	     0
20250801;	165954;	1754047794.000;	          23;	     0
20250801;	165957;	1754047797.000;	          23;	     0
20250801;	170000;	1754047800.000;	          23;	     0
20250801;	170003;	1754047803.000;	          23;	     0
20250801;	170006;	1754047806.000;	          23;	     0
20250801;	170009;	1754047809.000;	          23;	     0
20250801;	170012;	1754047812.000;	          23;	     0
20250801;	170015;	1754047815.000;	          23;	     0
20250801;	170018;	1754047818.000;	          23;	     0
20250801;	170021;	1754047821.000;	          23;	     0
20250801;	170024;	1754047824.000;	          23;	     0
20250801;	170027;	1754047827.000;	          23;	     0
20250801;	170030;	1754047830.000;	          23;	     0
20250801;	170033;	1754047833.000;	          23;	     0
20250801;	170036;	1754047836.000;	          23;	     0
20250801;	170039;	1754047839.000;	          23;	     0
20250801;	170042;	1754047842.000;	          23;	     0
20250801;	170045;	1754047845.000;	          23;	     0
20250801;	170048;	1754047848.000;	          23;	     0
20250801;	170051;	1754047851.000;	          23;	     0
20250801;	170054;	1754047854.000;	          23;	     0
20250801;	170057;	1754047857.000;	          23;	     0
20250801;	170100;	1754047860.000;	          23;	     0
20250801;	170103;	1754047863.000;	          23;	     0
20250801;	170106;	1754047866.000;	          23;	     0
20250801;	170109;	1754047869.000;	          23;	     0
20250801;	170112;	1754047872.000;	          23;	     0
20250801;	170115;	1754047875.000;	          23;	     0
20250801;	170118;	1754047878.000;	          23;	     0
20250801;	170121;	1754047881.000;	          23;	     0
20250801;	170124;	1754047884.000;	          23;	     0
20250801;	170127;	1754047887.000;	          23;	     0
20250801;	170130;	1754047890.000;	          23;	     0
20250801;	170133;	1754047893.000;	          23;	     0
20250801;	170136;	1754047896.000;	          23;	     0
20250801;	170139;	1754047899.000;	          23;	     0
20250801;	170142;	1754047902.000;	          23;	     0
20250801;	170145;	1754047905.000;	          23;	     0
20250801;	170148;	1754047908.000;	          23;	     0
20250801;	170151;	1754047911.000;	          23;	     0
