#ies_format_version: 1.0
#file: 20250722_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250722;	131324;	1753170204.000;	           0
20250722;	131326;	1753170206.000;	           0
20250722;	131328;	1753170208.000;	           0
20250722;	131330;	1753170210.000;	           0
20250722;	131332;	1753170212.000;	           0
20250722;	131334;	1753170214.000;	           0
20250722;	131336;	1753170216.000;	           0
20250722;	131338;	1753170218.000;	           0
20250722;	131340;	1753170220.000;	           0
20250722;	131342;	1753170222.000;	           0
20250722;	131344;	1753170224.000;	           0
20250722;	131346;	1753170226.000;	           0
20250722;	131348;	1753170228.000;	           0
20250722;	131350;	1753170230.000;	           0
20250722;	131352;	1753170232.000;	           0
20250722;	131354;	1753170234.000;	           0
20250722;	131356;	1753170236.000;	           0
20250722;	131358;	1753170238.000;	           0
20250722;	131400;	1753170240.000;	           0
20250722;	131402;	1753170242.000;	           0
20250722;	131404;	1753170244.000;	           0
20250722;	131406;	1753170246.000;	           0
20250722;	131408;	1753170248.000;	           0
20250722;	131410;	1753170250.000;	           0
20250722;	131412;	1753170252.000;	           0
20250722;	131414;	1753170254.000;	           0
20250722;	131416;	1753170256.000;	           0
20250722;	131418;	1753170258.000;	           0
20250722;	131420;	1753170260.000;	           0
20250722;	131422;	1753170262.000;	           0
20250722;	131424;	1753170264.000;	           0
20250722;	131426;	1753170266.000;	           0
20250722;	131428;	1753170268.000;	           0
20250722;	131430;	1753170270.000;	           0
20250722;	131432;	1753170272.000;	           0
20250722;	131434;	1753170274.000;	           0
20250722;	131436;	1753170276.000;	           0
20250722;	131438;	1753170278.000;	           0
20250722;	131440;	1753170280.000;	           0
20250722;	131442;	1753170282.000;	           0
20250722;	131444;	1753170284.000;	           0
20250722;	131446;	1753170286.000;	           0
20250722;	131448;	1753170288.000;	           0
20250722;	131450;	1753170290.000;	           0
20250722;	131452;	1753170292.000;	           0
20250722;	131454;	1753170294.000;	           0
20250722;	131456;	1753170296.000;	           0
20250722;	131458;	1753170298.000;	           0
20250722;	131500;	1753170300.000;	           0
20250722;	131502;	1753170302.000;	           0
20250722;	131504;	1753170304.000;	           0
20250722;	131506;	1753170306.000;	           0
20250722;	131508;	1753170308.000;	           0
20250722;	131510;	1753170310.000;	           0
20250722;	131512;	1753170312.000;	           0
20250722;	131514;	1753170314.000;	           0
20250722;	131516;	1753170316.000;	           0
20250722;	131518;	1753170318.000;	           0
20250722;	131520;	1753170320.000;	           0
20250722;	131522;	1753170322.000;	           0
20250722;	131524;	1753170324.000;	           0
20250722;	131526;	1753170326.000;	           0
20250722;	131528;	1753170328.000;	           0
20250722;	131530;	1753170330.000;	           0
20250722;	131532;	1753170332.000;	           0
20250722;	131534;	1753170334.000;	           0
20250722;	131536;	1753170336.000;	           0
20250722;	131538;	1753170338.000;	           0
20250722;	131540;	1753170340.000;	           0
20250722;	131542;	1753170342.000;	           0
20250722;	131544;	1753170344.000;	           0
20250722;	131546;	1753170346.000;	           0
20250722;	131548;	1753170348.000;	           0
20250722;	131550;	1753170350.000;	           0
20250722;	131552;	1753170352.000;	           0
20250722;	131554;	1753170354.000;	           0
20250722;	131556;	1753170356.000;	           0
20250722;	131558;	1753170358.000;	           0
20250722;	131600;	1753170360.000;	           0
20250722;	131602;	1753170362.000;	           0
20250722;	131604;	1753170364.000;	           0
20250722;	131606;	1753170366.000;	           0
20250722;	131608;	1753170368.000;	           0
20250722;	131610;	1753170370.000;	           0
20250722;	131612;	1753170372.000;	           0
20250722;	131614;	1753170374.000;	           0
20250722;	131616;	1753170376.000;	           0
20250722;	131618;	1753170378.000;	           0
20250722;	131620;	1753170380.000;	           0
20250722;	131622;	1753170382.000;	           0
20250722;	131624;	1753170384.000;	           0
20250722;	131626;	1753170386.000;	           0
20250722;	131628;	1753170388.000;	           0
20250722;	131630;	1753170390.000;	           0
20250722;	131632;	1753170392.000;	           0
20250722;	131634;	1753170394.000;	           0
20250722;	131636;	1753170396.000;	           0
20250722;	131638;	1753170398.000;	           0
20250722;	131640;	1753170400.000;	           0
20250722;	131642;	1753170402.000;	           0
20250722;	131644;	1753170404.000;	           0
20250722;	131646;	1753170406.000;	           0
20250722;	131648;	1753170408.000;	           0
20250722;	131650;	1753170410.000;	           0
20250722;	131652;	1753170412.000;	           0
20250722;	131654;	1753170414.000;	           0
20250722;	131656;	1753170416.000;	           0
20250722;	131658;	1753170418.000;	           0
20250722;	131700;	1753170420.000;	           0
20250722;	131702;	1753170422.000;	           0
20250722;	131704;	1753170424.000;	           0
20250722;	131706;	1753170426.000;	           0
20250722;	131708;	1753170428.000;	           0
20250722;	131710;	1753170430.000;	           0
20250722;	131712;	1753170432.000;	           0
20250722;	131714;	1753170434.000;	           0
20250722;	131716;	1753170436.000;	           0
20250722;	131718;	1753170438.000;	           0
20250722;	131720;	1753170440.000;	           0
20250722;	131722;	1753170442.000;	           0
20250722;	131724;	1753170444.000;	           0
20250722;	131726;	1753170446.000;	           0
20250722;	131728;	1753170448.000;	           0
20250722;	131730;	1753170450.000;	           0
20250722;	131732;	1753170452.000;	           0
20250722;	131734;	1753170454.000;	           0
20250722;	131736;	1753170456.000;	           0
20250722;	131738;	1753170458.000;	           0
20250722;	131740;	1753170460.000;	           0
20250722;	131742;	1753170462.000;	           0
20250722;	131744;	1753170464.000;	           0
20250722;	131746;	1753170466.000;	           0
20250722;	131748;	1753170468.000;	           0
20250722;	131750;	1753170470.000;	           0
20250722;	131752;	1753170472.000;	           0
20250722;	131754;	1753170474.000;	           0
20250722;	131756;	1753170476.000;	           0
20250722;	131758;	1753170478.000;	           0
20250722;	131800;	1753170480.000;	           0
20250722;	131802;	1753170482.000;	           0
20250722;	131804;	1753170484.000;	           0
20250722;	131806;	1753170486.000;	           0
20250722;	131808;	1753170488.000;	           0
20250722;	131810;	1753170490.000;	           0
20250722;	131812;	1753170492.000;	           0
20250722;	131814;	1753170494.000;	           0
20250722;	131816;	1753170496.000;	           0
20250722;	131818;	1753170498.000;	           0
20250722;	131820;	1753170500.000;	           0
20250722;	131822;	1753170502.000;	           0
20250722;	131824;	1753170504.000;	           0
20250722;	131826;	1753170506.000;	           0
20250722;	131828;	1753170508.000;	           0
20250722;	131830;	1753170510.000;	           0
20250722;	131832;	1753170512.000;	           0
20250722;	131834;	1753170514.000;	           0
20250722;	131836;	1753170516.000;	           0
20250722;	131838;	1753170518.000;	           0
20250722;	131840;	1753170520.000;	           0
20250722;	131842;	1753170522.000;	           0
20250722;	131844;	1753170524.000;	           0
20250722;	131846;	1753170526.000;	           0
20250722;	131848;	1753170528.000;	           0
20250722;	131850;	1753170530.000;	           0
20250722;	131852;	1753170532.000;	           0
20250722;	131854;	1753170534.000;	           0
20250722;	131856;	1753170536.000;	           0
20250722;	131858;	1753170538.000;	           0
20250722;	131900;	1753170540.000;	           0
20250722;	131902;	1753170542.000;	           0
20250722;	131904;	1753170544.000;	           0
20250722;	131906;	1753170546.000;	           0
20250722;	131908;	1753170548.000;	           0
20250722;	131910;	1753170550.000;	           0
20250722;	131912;	1753170552.000;	           0
20250722;	131914;	1753170554.000;	           0
20250722;	131916;	1753170556.000;	           0
20250722;	131918;	1753170558.000;	           0
20250722;	131920;	1753170560.000;	           0
20250722;	131922;	1753170562.000;	           0
20250722;	131924;	1753170564.000;	           0
20250722;	131926;	1753170566.000;	           0
20250722;	131928;	1753170568.000;	           0
20250722;	131930;	1753170570.000;	           0
20250722;	131932;	1753170572.000;	           0
20250722;	131934;	1753170574.000;	           0
20250722;	131936;	1753170576.000;	           0
20250722;	131938;	1753170578.000;	           0
20250722;	131940;	1753170580.000;	           0
20250722;	131942;	1753170582.000;	           0
20250722;	131944;	1753170584.000;	           0
20250722;	131946;	1753170586.000;	           0
20250722;	131948;	1753170588.000;	           0
20250722;	131950;	1753170590.000;	           0
20250722;	131952;	1753170592.000;	           0
20250722;	131954;	1753170594.000;	           0
20250722;	131956;	1753170596.000;	           0
20250722;	131958;	1753170598.000;	           0
20250722;	132000;	1753170600.000;	           0
20250722;	132002;	1753170602.000;	           0
20250722;	132004;	1753170604.000;	           0
20250722;	132006;	1753170606.000;	           0
20250722;	132008;	1753170608.000;	           0
20250722;	132010;	1753170610.000;	           0
20250722;	132012;	1753170612.000;	           0
20250722;	132014;	1753170614.000;	           0
20250722;	132016;	1753170616.000;	           0
20250722;	132018;	1753170618.000;	           0
20250722;	132020;	1753170620.000;	           0
20250722;	132022;	1753170622.000;	           0
20250722;	132024;	1753170624.000;	           0
20250722;	132026;	1753170626.000;	           0
20250722;	132028;	1753170628.000;	           0
20250722;	132030;	1753170630.000;	           0
20250722;	132032;	1753170632.000;	           0
20250722;	132034;	1753170634.000;	           0
20250722;	132036;	1753170636.000;	           0
20250722;	132038;	1753170638.000;	           0
20250722;	132040;	1753170640.000;	           0
20250722;	132042;	1753170642.000;	           0
20250722;	132044;	1753170644.000;	           0
20250722;	132046;	1753170646.000;	           0
20250722;	132048;	1753170648.000;	           0
20250722;	132050;	1753170650.000;	           0
20250722;	132052;	1753170652.000;	           0
20250722;	132054;	1753170654.000;	           0
20250722;	132056;	1753170656.000;	           0
20250722;	132058;	1753170658.000;	           0
20250722;	132100;	1753170660.000;	           0
20250722;	132102;	1753170662.000;	           0
20250722;	132104;	1753170664.000;	           0
20250722;	132106;	1753170666.000;	           0
20250722;	132108;	1753170668.000;	           0
20250722;	132110;	1753170670.000;	           0
20250722;	132112;	1753170672.000;	           0
20250722;	132114;	1753170674.000;	           0
20250722;	132116;	1753170676.000;	           0
20250722;	132118;	1753170678.000;	           0
20250722;	132120;	1753170680.000;	           0
20250722;	132122;	1753170682.000;	           0
20250722;	132124;	1753170684.000;	           0
20250722;	132126;	1753170686.000;	           0
20250722;	132128;	1753170688.000;	           0
20250722;	132130;	1753170690.000;	           0
20250722;	132132;	1753170692.000;	           0
20250722;	132134;	1753170694.000;	           0
20250722;	132136;	1753170696.000;	           0
20250722;	132138;	1753170698.000;	           0
20250722;	132140;	1753170700.000;	           0
20250722;	132142;	1753170702.000;	           0
20250722;	132144;	1753170704.000;	           0
20250722;	132146;	1753170706.000;	       err32
20250722;	132148;	1753170708.000;	       err32
20250722;	132150;	1753170710.000;	       err32
20250722;	132152;	1753170712.000;	       err32
20250722;	132154;	1753170714.000;	       err32
20250722;	132156;	1753170716.000;	       err32
20250722;	132158;	1753170718.000;	       err32
20250722;	132200;	1753170720.000;	       err32
20250722;	132202;	1753170722.000;	       err32
20250722;	132204;	1753170724.000;	       err32
20250722;	132206;	1753170726.000;	       err32
20250722;	132208;	1753170728.000;	       err32
20250722;	132210;	1753170730.000;	       err32
20250722;	132212;	1753170732.000;	       err32
20250722;	132214;	1753170734.000;	       err32
20250722;	132216;	1753170736.000;	       err32
20250722;	132218;	1753170738.000;	       err32
20250722;	132220;	1753170740.000;	       err32
20250722;	132222;	1753170742.000;	       err32
20250722;	132224;	1753170744.000;	       err32
20250722;	132226;	1753170746.000;	       err32
20250722;	132228;	1753170748.000;	       err32
20250722;	132230;	1753170750.000;	       err32
20250722;	132232;	1753170752.000;	       err32
20250722;	132234;	1753170754.000;	       err32
20250722;	132236;	1753170756.000;	       err32
20250722;	132238;	1753170758.000;	       err32
20250722;	132240;	1753170760.000;	       err32
20250722;	132242;	1753170762.000;	       err32
20250722;	132244;	1753170764.000;	       err32
20250722;	132246;	1753170766.000;	       err32
20250722;	132248;	1753170768.000;	       err32
20250722;	132250;	1753170770.000;	       err32
20250722;	132252;	1753170772.000;	       err32
20250722;	132254;	1753170774.000;	       err32
20250722;	132256;	1753170776.000;	       err32
20250722;	132258;	1753170778.000;	       err32
20250722;	132300;	1753170780.000;	       err32
20250722;	132302;	1753170782.000;	       err32
20250722;	132304;	1753170784.000;	       err32
20250722;	132306;	1753170786.000;	       err32
20250722;	132308;	1753170788.000;	       err32
20250722;	132310;	1753170790.000;	       err32
20250722;	132312;	1753170792.000;	       err32
20250722;	132314;	1753170794.000;	       err32
20250722;	132316;	1753170796.000;	       err32
20250722;	132318;	1753170798.000;	       err32
20250722;	132320;	1753170800.000;	       err32
20250722;	132322;	1753170802.000;	       err32
20250722;	132324;	1753170804.000;	       err32
20250722;	132326;	1753170806.000;	       err32
20250722;	132328;	1753170808.000;	       err32
20250722;	132330;	1753170810.000;	       err32
20250722;	132332;	1753170812.000;	       err32
20250722;	132334;	1753170814.000;	       err32
20250722;	132336;	1753170816.000;	       err32
20250722;	132338;	1753170818.000;	       err32
20250722;	132340;	1753170820.000;	       err32
20250722;	132342;	1753170822.000;	       err32
20250722;	132344;	1753170824.000;	       err32
20250722;	132346;	1753170826.000;	       err32
20250722;	132348;	1753170828.000;	       err32
20250722;	132350;	1753170830.000;	       err32
20250722;	132352;	1753170832.000;	       err32
20250722;	132354;	1753170834.000;	       err32
20250722;	132356;	1753170836.000;	       err32
20250722;	132358;	1753170838.000;	       err32
20250722;	132400;	1753170840.000;	       err32
20250722;	132402;	1753170842.000;	       err32
20250722;	132404;	1753170844.000;	       err32
20250722;	132406;	1753170846.000;	       err32
20250722;	132408;	1753170848.000;	       err32
20250722;	132410;	1753170850.000;	       err32
20250722;	132412;	1753170852.000;	       err32
20250722;	132414;	1753170854.000;	       err32
20250722;	132416;	1753170856.000;	       err32
20250722;	132418;	1753170858.000;	       err32
20250722;	132420;	1753170860.000;	       err32
20250722;	132422;	1753170862.000;	       err32
20250722;	132424;	1753170864.000;	       err32
20250722;	132426;	1753170866.000;	       err32
20250722;	132428;	1753170868.000;	       err32
20250722;	132430;	1753170870.000;	       err32
20250722;	132432;	1753170872.000;	       err32
20250722;	132434;	1753170874.000;	       err32
20250722;	132436;	1753170876.000;	       err32
20250722;	132438;	1753170878.000;	       err32
20250722;	132440;	1753170880.000;	       err32
20250722;	132442;	1753170882.000;	       err32
20250722;	132444;	1753170884.000;	       err32
20250722;	132446;	1753170886.000;	       err32
20250722;	132448;	1753170888.000;	       err32
20250722;	132450;	1753170890.000;	       err32
20250722;	132452;	1753170892.000;	       err32
20250722;	132454;	1753170894.000;	       err32
20250722;	132456;	1753170896.000;	       err32
20250722;	132458;	1753170898.000;	       err32
20250722;	132500;	1753170900.000;	       err32
20250722;	132502;	1753170902.000;	       err32
20250722;	132504;	1753170904.000;	       err32
20250722;	132506;	1753170906.000;	       err32
20250722;	132508;	1753170908.000;	       err32
20250722;	132510;	1753170910.000;	       err32
20250722;	132512;	1753170912.000;	       err32
20250722;	132514;	1753170914.000;	       err32
20250722;	132516;	1753170916.000;	       err32
20250722;	132518;	1753170918.000;	       err32
20250722;	132520;	1753170920.000;	       err32
20250722;	132522;	1753170922.000;	       err32
20250722;	132524;	1753170924.000;	       err32
20250722;	132526;	1753170926.000;	       err32
20250722;	132528;	1753170928.000;	       err32
20250722;	132530;	1753170930.000;	       err32
20250722;	132532;	1753170932.000;	       err32
20250722;	132534;	1753170934.000;	       err32
20250722;	132536;	1753170936.000;	       err32
20250722;	132538;	1753170938.000;	       err32
20250722;	132540;	1753170940.000;	       err32
20250722;	132542;	1753170942.000;	       err32
20250722;	132544;	1753170944.000;	       err32
20250722;	132546;	1753170946.000;	       err32
20250722;	132548;	1753170948.000;	       err32
20250722;	132550;	1753170950.000;	       err32
20250722;	132552;	1753170952.000;	       err32
20250722;	132554;	1753170954.000;	       err32
20250722;	132556;	1753170956.000;	       err32
20250722;	132558;	1753170958.000;	       err32
20250722;	132600;	1753170960.000;	       err32
20250722;	132602;	1753170962.000;	       err32
20250722;	132604;	1753170964.000;	       err32
20250722;	132606;	1753170966.000;	       err32
20250722;	132608;	1753170968.000;	       err32
20250722;	132610;	1753170970.000;	       err32
20250722;	132612;	1753170972.000;	       err32
20250722;	132614;	1753170974.000;	       err32
20250722;	132616;	1753170976.000;	       err32
20250722;	132618;	1753170978.000;	       err32
20250722;	132620;	1753170980.000;	       err32
20250722;	132622;	1753170982.000;	       err32
20250722;	132624;	1753170984.000;	       err32
20250722;	132626;	1753170986.000;	       err32
20250722;	132628;	1753170988.000;	       err32
20250722;	132630;	1753170990.000;	       err32
20250722;	132632;	1753170992.000;	       err32
20250722;	132634;	1753170994.000;	       err32
20250722;	132636;	1753170996.000;	       err32
20250722;	132638;	1753170998.000;	       err32
20250722;	132640;	1753171000.000;	       err32
20250722;	132642;	1753171002.000;	       err32
20250722;	132644;	1753171004.000;	       err32
20250722;	132646;	1753171006.000;	       err32
20250722;	132648;	1753171008.000;	       err32
20250722;	132650;	1753171010.000;	       err32
20250722;	132652;	1753171012.000;	       err32
20250722;	132654;	1753171014.000;	       err32
20250722;	132656;	1753171016.000;	        err7
20250722;	132658;	1753171018.000;	           0
20250722;	132700;	1753171020.000;	           0
20250722;	132702;	1753171022.000;	           0
20250722;	132704;	1753171024.000;	           0
20250722;	132706;	1753171026.000;	           0
20250722;	132708;	1753171028.000;	           0
20250722;	132710;	1753171030.000;	           0
20250722;	132712;	1753171032.000;	           0
20250722;	132714;	1753171034.000;	           0
20250722;	132716;	1753171036.000;	           0
20250722;	132718;	1753171038.000;	           0
20250722;	132720;	1753171040.000;	           0
20250722;	132722;	1753171042.000;	           0
20250722;	132724;	1753171044.000;	           0
20250722;	132726;	1753171046.000;	           0
20250722;	132728;	1753171048.000;	           0
20250722;	132730;	1753171050.000;	           0
20250722;	132732;	1753171052.000;	           0
20250722;	132734;	1753171054.000;	           0
20250722;	132736;	1753171056.000;	           0
20250722;	132738;	1753171058.000;	           0
20250722;	132740;	1753171060.000;	           0
20250722;	132742;	1753171062.000;	           0
20250722;	132744;	1753171064.000;	           0
20250722;	132746;	1753171066.000;	           0
20250722;	132748;	1753171068.000;	       err32
20250722;	132750;	1753171070.000;	       err32
20250722;	132752;	1753171072.000;	       err32
20250722;	132754;	1753171074.000;	       err32
20250722;	132756;	1753171076.000;	       err32
20250722;	132758;	1753171078.000;	       err32
20250722;	132800;	1753171080.000;	       err32
20250722;	132802;	1753171082.000;	       err32
20250722;	132804;	1753171084.000;	       err32
20250722;	132806;	1753171086.000;	       err32
20250722;	132808;	1753171088.000;	       err32
20250722;	132810;	1753171090.000;	       err32
20250722;	132812;	1753171092.000;	       err32
20250722;	132814;	1753171094.000;	       err32
20250722;	132816;	1753171096.000;	       err32
20250722;	132818;	1753171098.000;	       err32
20250722;	132820;	1753171100.000;	       err32
20250722;	132822;	1753171102.000;	       err32
20250722;	132824;	1753171104.000;	       err32
20250722;	132826;	1753171106.000;	       err32
20250722;	132828;	1753171108.000;	       err32
20250722;	132830;	1753171110.000;	       err32
20250722;	132832;	1753171112.000;	       err32
20250722;	132834;	1753171114.000;	       err32
20250722;	132836;	1753171116.000;	       err32
20250722;	132838;	1753171118.000;	       err32
20250722;	132840;	1753171120.000;	       err32
20250722;	132842;	1753171122.000;	       err32
20250722;	132844;	1753171124.000;	       err32
20250722;	132846;	1753171126.000;	       err32
20250722;	132848;	1753171128.000;	       err32
20250722;	132850;	1753171130.000;	       err32
20250722;	132852;	1753171132.000;	       err32
20250722;	132854;	1753171134.000;	       err32
20250722;	132856;	1753171136.000;	       err32
20250722;	132858;	1753171138.000;	       err32
20250722;	132900;	1753171140.000;	       err32
20250722;	132902;	1753171142.000;	       err32
20250722;	132904;	1753171144.000;	       err32
20250722;	132906;	1753171146.000;	       err32
20250722;	132908;	1753171148.000;	       err32
20250722;	132910;	1753171150.000;	       err32
20250722;	132912;	1753171152.000;	       err32
20250722;	132914;	1753171154.000;	       err32
20250722;	132916;	1753171156.000;	       err32
20250722;	132918;	1753171158.000;	       err32
20250722;	132920;	1753171160.000;	       err32
20250722;	132922;	1753171162.000;	       err32
20250722;	132924;	1753171164.000;	       err32
20250722;	132926;	1753171166.000;	       err32
20250722;	132928;	1753171168.000;	       err32
20250722;	132930;	1753171170.000;	       err32
20250722;	132932;	1753171172.000;	       err32
20250722;	132934;	1753171174.000;	       err32
20250722;	132936;	1753171176.000;	       err32
20250722;	132938;	1753171178.000;	       err32
20250722;	132940;	1753171180.000;	       err32
20250722;	132942;	1753171182.000;	       err32
20250722;	132944;	1753171184.000;	       err32
20250722;	132946;	1753171186.000;	       err32
20250722;	132948;	1753171188.000;	       err32
20250722;	132950;	1753171190.000;	       err32
20250722;	132952;	1753171192.000;	       err32
20250722;	132954;	1753171194.000;	       err32
20250722;	132956;	1753171196.000;	       err32
20250722;	132958;	1753171198.000;	       err32
20250722;	133000;	1753171200.000;	       err32
20250722;	133002;	1753171202.000;	       err32
20250722;	133004;	1753171204.000;	       err32
20250722;	133006;	1753171206.000;	       err32
20250722;	133008;	1753171208.000;	       err32
20250722;	133010;	1753171210.000;	       err32
20250722;	133012;	1753171212.000;	       err32
20250722;	133014;	1753171214.000;	       err32
20250722;	133016;	1753171216.000;	       err32
20250722;	133018;	1753171218.000;	       err32
20250722;	133020;	1753171220.000;	       err32
20250722;	133022;	1753171222.000;	       err32
20250722;	133024;	1753171224.000;	       err32
20250722;	133026;	1753171226.000;	       err32
20250722;	133028;	1753171228.000;	       err32
20250722;	133030;	1753171230.000;	       err32
20250722;	133032;	1753171232.000;	       err32
20250722;	133034;	1753171234.000;	       err32
20250722;	133036;	1753171236.000;	       err32
20250722;	133038;	1753171238.000;	       err32
20250722;	133040;	1753171240.000;	       err32
20250722;	133042;	1753171242.000;	       err32
20250722;	133044;	1753171244.000;	       err32
20250722;	133046;	1753171246.000;	       err32
20250722;	133048;	1753171248.000;	       err32
20250722;	133050;	1753171250.000;	       err32
20250722;	133052;	1753171252.000;	       err32
20250722;	133054;	1753171254.000;	       err32
20250722;	133056;	1753171256.000;	       err32
20250722;	133058;	1753171258.000;	       err32
20250722;	133100;	1753171260.000;	       err32
20250722;	133102;	1753171262.000;	       err32
20250722;	133104;	1753171264.000;	       err32
20250722;	133106;	1753171266.000;	       err32
20250722;	133108;	1753171268.000;	       err32
20250722;	133110;	1753171270.000;	       err32
20250722;	133112;	1753171272.000;	       err32
20250722;	133114;	1753171274.000;	       err32
20250722;	133116;	1753171276.000;	       err32
20250722;	133118;	1753171278.000;	       err32
20250722;	133120;	1753171280.000;	       err32
20250722;	133122;	1753171282.000;	       err32
20250722;	133124;	1753171284.000;	       err32
20250722;	133126;	1753171286.000;	       err32
20250722;	133128;	1753171288.000;	       err32
20250722;	133130;	1753171290.000;	       err32
20250722;	133132;	1753171292.000;	       err32
20250722;	133134;	1753171294.000;	       err32
20250722;	133136;	1753171296.000;	       err32
20250722;	133138;	1753171298.000;	       err32
20250722;	133140;	1753171300.000;	       err32
20250722;	133142;	1753171302.000;	       err32
20250722;	133144;	1753171304.000;	       err32
20250722;	133146;	1753171306.000;	       err32
20250722;	133148;	1753171308.000;	       err32
20250722;	133150;	1753171310.000;	       err32
20250722;	133152;	1753171312.000;	       err32
20250722;	133154;	1753171314.000;	       err32
20250722;	133156;	1753171316.000;	       err32
20250722;	133158;	1753171318.000;	       err32
20250722;	133200;	1753171320.000;	       err32
20250722;	133202;	1753171322.000;	       err32
20250722;	133204;	1753171324.000;	       err32
20250722;	133206;	1753171326.000;	       err32
20250722;	133208;	1753171328.000;	       err32
20250722;	133210;	1753171330.000;	       err32
20250722;	133212;	1753171332.000;	       err32
20250722;	133214;	1753171334.000;	       err32
20250722;	133216;	1753171336.000;	       err32
20250722;	133218;	1753171338.000;	       err32
20250722;	133220;	1753171340.000;	       err32
20250722;	133222;	1753171342.000;	       err32
20250722;	133224;	1753171344.000;	       err32
20250722;	133226;	1753171346.000;	       err32
20250722;	133228;	1753171348.000;	       err32
20250722;	133230;	1753171350.000;	       err32
20250722;	133232;	1753171352.000;	       err32
20250722;	133234;	1753171354.000;	       err32
20250722;	133236;	1753171356.000;	       err32
20250722;	133238;	1753171358.000;	       err32
20250722;	133240;	1753171360.000;	       err32
20250722;	133242;	1753171362.000;	       err32
20250722;	133244;	1753171364.000;	       err32
20250722;	133246;	1753171366.000;	       err32
20250722;	133248;	1753171368.000;	       err32
20250722;	133250;	1753171370.000;	       err32
20250722;	133252;	1753171372.000;	       err32
20250722;	133254;	1753171374.000;	       err32
20250722;	133256;	1753171376.000;	       err32
20250722;	133258;	1753171378.000;	       err32
20250722;	133300;	1753171380.000;	       err32
20250722;	133302;	1753171382.000;	       err32
20250722;	133304;	1753171384.000;	       err32
20250722;	133306;	1753171386.000;	       err32
20250722;	133308;	1753171388.000;	       err32
20250722;	133310;	1753171390.000;	       err32
20250722;	133312;	1753171392.000;	       err32
20250722;	133314;	1753171394.000;	       err32
20250722;	133316;	1753171396.000;	       err32
20250722;	133318;	1753171398.000;	       err32
20250722;	133320;	1753171400.000;	       err32
20250722;	133322;	1753171402.000;	       err32
20250722;	133324;	1753171404.000;	       err32
20250722;	133326;	1753171406.000;	       err32
20250722;	133328;	1753171408.000;	       err32
20250722;	133330;	1753171410.000;	       err32
20250722;	133332;	1753171412.000;	       err32
20250722;	133334;	1753171414.000;	       err32
20250722;	133336;	1753171416.000;	       err32
20250722;	133338;	1753171418.000;	       err32
20250722;	133340;	1753171420.000;	       err32
20250722;	133342;	1753171422.000;	       err32
20250722;	133344;	1753171424.000;	       err32
20250722;	133346;	1753171426.000;	       err32
20250722;	133348;	1753171428.000;	       err32
20250722;	133350;	1753171430.000;	       err32
20250722;	133352;	1753171432.000;	       err32
20250722;	133354;	1753171434.000;	       err32
20250722;	133356;	1753171436.000;	       err32
20250722;	133358;	1753171438.000;	       err32
20250722;	133400;	1753171440.000;	       err32
20250722;	133402;	1753171442.000;	       err32
20250722;	133404;	1753171444.000;	       err32
20250722;	133406;	1753171446.000;	       err32
20250722;	133408;	1753171448.000;	       err32
20250722;	133410;	1753171450.000;	       err32
20250722;	133412;	1753171452.000;	       err32
20250722;	133414;	1753171454.000;	       err32
20250722;	133416;	1753171456.000;	       err32
20250722;	133418;	1753171458.000;	       err32
20250722;	133420;	1753171460.000;	       err32
20250722;	133422;	1753171462.000;	       err32
20250722;	133424;	1753171464.000;	       err32
20250722;	133426;	1753171466.000;	       err32
20250722;	133428;	1753171468.000;	       err32
20250722;	133430;	1753171470.000;	       err32
20250722;	133432;	1753171472.000;	       err32
20250722;	133434;	1753171474.000;	       err32
20250722;	133436;	1753171476.000;	       err32
20250722;	133438;	1753171478.000;	       err32
20250722;	133440;	1753171480.000;	       err32
20250722;	133442;	1753171482.000;	       err32
20250722;	133444;	1753171484.000;	       err32
20250722;	133446;	1753171486.000;	       err32
20250722;	133448;	1753171488.000;	       err32
20250722;	133450;	1753171490.000;	       err32
20250722;	133452;	1753171492.000;	       err32
20250722;	133454;	1753171494.000;	       err32
20250722;	133456;	1753171496.000;	       err32
20250722;	133458;	1753171498.000;	       err32
20250722;	133500;	1753171500.000;	       err32
20250722;	133502;	1753171502.000;	       err32
20250722;	133504;	1753171504.000;	       err32
20250722;	133506;	1753171506.000;	       err32
20250722;	133508;	1753171508.000;	       err32
20250722;	133510;	1753171510.000;	       err32
20250722;	133512;	1753171512.000;	       err32
20250722;	133514;	1753171514.000;	       err32
20250722;	133516;	1753171516.000;	       err32
20250722;	133518;	1753171518.000;	       err32
20250722;	133520;	1753171520.000;	       err32
20250722;	133522;	1753171522.000;	       err32
20250722;	133524;	1753171524.000;	       err32
20250722;	133526;	1753171526.000;	       err32
20250722;	133528;	1753171528.000;	       err32
20250722;	133530;	1753171530.000;	       err32
