#ies_format_version: 1.0
#file: 20250722_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250722;	115000;	1753165200.000;	           0
20250722;	115002;	1753165202.000;	           0
20250722;	115004;	1753165204.000;	           0
20250722;	115006;	1753165206.000;	           0
20250722;	115008;	1753165208.000;	           0
20250722;	115010;	1753165210.000;	           0
20250722;	115012;	1753165212.000;	           0
20250722;	115014;	1753165214.000;	           0
20250722;	115016;	1753165216.000;	           0
20250722;	115018;	1753165218.000;	           0
20250722;	115020;	1753165220.000;	           0
20250722;	115022;	1753165222.000;	           0
20250722;	115024;	1753165224.000;	           0
20250722;	115026;	1753165226.000;	           0
20250722;	115028;	1753165228.000;	           0
20250722;	115030;	1753165230.000;	           0
20250722;	115032;	1753165232.000;	           0
20250722;	115034;	1753165234.000;	           0
20250722;	115036;	1753165236.000;	           0
20250722;	115038;	1753165238.000;	           0
20250722;	115040;	1753165240.000;	           0
20250722;	115042;	1753165242.000;	           0
20250722;	115044;	1753165244.000;	           0
20250722;	115046;	1753165246.000;	           0
20250722;	115048;	1753165248.000;	           0
20250722;	115050;	1753165250.000;	           0
20250722;	115052;	1753165252.000;	           0
20250722;	115054;	1753165254.000;	           0
20250722;	115056;	1753165256.000;	           0
20250722;	115058;	1753165258.000;	           0
20250722;	115100;	1753165260.000;	           0
20250722;	115102;	1753165262.000;	           0
20250722;	115104;	1753165264.000;	           0
20250722;	115106;	1753165266.000;	           0
20250722;	115108;	1753165268.000;	           0
20250722;	115110;	1753165270.000;	           0
20250722;	115112;	1753165272.000;	           0
20250722;	115114;	1753165274.000;	           0
20250722;	115116;	1753165276.000;	           0
20250722;	115118;	1753165278.000;	           0
20250722;	115120;	1753165280.000;	           0
20250722;	115122;	1753165282.000;	           0
20250722;	115124;	1753165284.000;	           0
20250722;	115126;	1753165286.000;	           0
20250722;	115128;	1753165288.000;	           0
20250722;	115130;	1753165290.000;	           0
20250722;	115132;	1753165292.000;	           0
20250722;	115134;	1753165294.000;	           0
20250722;	115136;	1753165296.000;	           0
20250722;	115138;	1753165298.000;	           0
20250722;	115140;	1753165300.000;	           0
20250722;	115142;	1753165302.000;	           0
20250722;	115144;	1753165304.000;	           0
20250722;	115146;	1753165306.000;	           0
20250722;	115148;	1753165308.000;	           0
20250722;	115150;	1753165310.000;	           0
20250722;	115152;	1753165312.000;	           0
20250722;	115154;	1753165314.000;	           0
20250722;	115156;	1753165316.000;	           0
20250722;	115158;	1753165318.000;	           0
20250722;	115200;	1753165320.000;	           0
20250722;	115202;	1753165322.000;	           0
20250722;	115204;	1753165324.000;	           0
20250722;	115206;	1753165326.000;	           0
20250722;	115208;	1753165328.000;	           0
20250722;	115210;	1753165330.000;	           0
20250722;	115212;	1753165332.000;	           0
20250722;	115214;	1753165334.000;	           0
20250722;	115216;	1753165336.000;	           0
20250722;	115218;	1753165338.000;	           0
20250722;	115220;	1753165340.000;	           0
20250722;	115222;	1753165342.000;	           0
20250722;	115224;	1753165344.000;	           0
20250722;	115226;	1753165346.000;	           0
20250722;	115228;	1753165348.000;	           0
20250722;	115230;	1753165350.000;	           0
20250722;	115232;	1753165352.000;	           0
20250722;	115234;	1753165354.000;	           0
20250722;	115236;	1753165356.000;	           0
20250722;	115238;	1753165358.000;	           0
20250722;	115240;	1753165360.000;	           0
20250722;	115242;	1753165362.000;	           0
20250722;	115244;	1753165364.000;	           0
20250722;	115246;	1753165366.000;	           0
20250722;	115248;	1753165368.000;	           0
20250722;	115250;	1753165370.000;	           0
20250722;	115252;	1753165372.000;	           0
20250722;	115254;	1753165374.000;	           0
20250722;	115256;	1753165376.000;	           0
20250722;	115258;	1753165378.000;	           0
20250722;	115300;	1753165380.000;	           0
20250722;	115302;	1753165382.000;	           0
20250722;	115304;	1753165384.000;	           0
20250722;	115306;	1753165386.000;	           0
20250722;	115308;	1753165388.000;	           0
20250722;	115310;	1753165390.000;	           0
20250722;	115312;	1753165392.000;	           0
20250722;	115314;	1753165394.000;	           0
20250722;	115316;	1753165396.000;	           0
20250722;	115318;	1753165398.000;	           0
20250722;	115320;	1753165400.000;	           0
20250722;	115322;	1753165402.000;	           0
20250722;	115324;	1753165404.000;	           0
20250722;	115326;	1753165406.000;	           0
20250722;	115328;	1753165408.000;	           0
20250722;	115330;	1753165410.000;	           0
20250722;	115332;	1753165412.000;	           0
20250722;	115334;	1753165414.000;	           0
20250722;	115336;	1753165416.000;	           0
20250722;	115338;	1753165418.000;	           0
20250722;	115340;	1753165420.000;	           0
20250722;	115342;	1753165422.000;	           0
20250722;	115344;	1753165424.000;	           0
20250722;	115346;	1753165426.000;	           0
20250722;	115348;	1753165428.000;	           0
20250722;	115350;	1753165430.000;	           0
20250722;	115352;	1753165432.000;	           0
20250722;	115354;	1753165434.000;	           0
20250722;	115356;	1753165436.000;	           0
20250722;	115358;	1753165438.000;	           0
20250722;	115400;	1753165440.000;	           0
20250722;	115402;	1753165442.000;	           0
20250722;	115404;	1753165444.000;	           0
20250722;	115406;	1753165446.000;	           0
20250722;	115408;	1753165448.000;	           0
20250722;	115410;	1753165450.000;	           0
20250722;	115412;	1753165452.000;	           0
20250722;	115414;	1753165454.000;	           0
20250722;	115416;	1753165456.000;	           0
20250722;	115418;	1753165458.000;	           0
20250722;	115420;	1753165460.000;	           0
20250722;	115422;	1753165462.000;	           0
20250722;	115424;	1753165464.000;	           0
20250722;	115426;	1753165466.000;	           0
20250722;	115428;	1753165468.000;	           0
20250722;	115430;	1753165470.000;	           0
20250722;	115432;	1753165472.000;	           0
20250722;	115434;	1753165474.000;	           0
20250722;	115436;	1753165476.000;	           0
20250722;	115438;	1753165478.000;	           0
20250722;	115440;	1753165480.000;	           0
20250722;	115442;	1753165482.000;	           0
20250722;	115444;	1753165484.000;	           0
20250722;	115446;	1753165486.000;	           0
20250722;	115448;	1753165488.000;	           0
20250722;	115450;	1753165490.000;	           0
20250722;	115452;	1753165492.000;	           0
20250722;	115454;	1753165494.000;	           0
20250722;	115456;	1753165496.000;	           0
20250722;	115458;	1753165498.000;	           0
20250722;	115500;	1753165500.000;	           0
20250722;	115502;	1753165502.000;	           0
20250722;	115504;	1753165504.000;	           0
20250722;	115506;	1753165506.000;	           0
20250722;	115508;	1753165508.000;	           0
20250722;	115510;	1753165510.000;	           0
20250722;	115512;	1753165512.000;	           0
20250722;	115514;	1753165514.000;	           0
20250722;	115516;	1753165516.000;	           0
20250722;	115518;	1753165518.000;	           0
20250722;	115520;	1753165520.000;	           0
20250722;	115522;	1753165522.000;	           0
20250722;	115524;	1753165524.000;	           0
20250722;	115526;	1753165526.000;	           0
20250722;	115528;	1753165528.000;	           0
20250722;	115530;	1753165530.000;	           0
20250722;	115532;	1753165532.000;	           0
20250722;	115534;	1753165534.000;	           0
20250722;	115536;	1753165536.000;	           0
20250722;	115538;	1753165538.000;	           0
20250722;	115540;	1753165540.000;	           0
20250722;	115542;	1753165542.000;	           0
20250722;	115544;	1753165544.000;	           0
20250722;	115546;	1753165546.000;	           0
20250722;	115548;	1753165548.000;	           0
20250722;	115550;	1753165550.000;	           0
20250722;	115552;	1753165552.000;	           0
20250722;	115554;	1753165554.000;	           0
20250722;	115556;	1753165556.000;	           0
20250722;	115558;	1753165558.000;	           0
20250722;	115600;	1753165560.000;	           0
20250722;	115602;	1753165562.000;	           0
20250722;	115604;	1753165564.000;	           0
20250722;	115606;	1753165566.000;	           0
20250722;	115608;	1753165568.000;	           0
20250722;	115610;	1753165570.000;	           0
20250722;	115612;	1753165572.000;	           0
20250722;	115614;	1753165574.000;	           0
20250722;	115616;	1753165576.000;	           0
20250722;	115618;	1753165578.000;	           0
20250722;	115620;	1753165580.000;	           0
20250722;	115622;	1753165582.000;	           0
20250722;	115624;	1753165584.000;	           0
20250722;	115626;	1753165586.000;	           0
20250722;	115628;	1753165588.000;	           0
20250722;	115630;	1753165590.000;	           0
20250722;	115632;	1753165592.000;	           0
20250722;	115634;	1753165594.000;	           0
20250722;	115636;	1753165596.000;	           0
20250722;	115638;	1753165598.000;	           0
20250722;	115640;	1753165600.000;	           0
20250722;	115642;	1753165602.000;	           0
20250722;	115644;	1753165604.000;	           0
20250722;	115646;	1753165606.000;	           0
20250722;	115648;	1753165608.000;	           0
20250722;	115650;	1753165610.000;	           0
20250722;	115652;	1753165612.000;	           0
20250722;	115654;	1753165614.000;	           0
20250722;	115656;	1753165616.000;	           0
20250722;	115658;	1753165618.000;	           0
20250722;	115700;	1753165620.000;	           0
20250722;	115702;	1753165622.000;	           0
20250722;	115704;	1753165624.000;	           0
20250722;	115706;	1753165626.000;	           0
20250722;	115708;	1753165628.000;	           0
20250722;	115710;	1753165630.000;	           0
20250722;	115712;	1753165632.000;	           0
20250722;	115714;	1753165634.000;	           0
20250722;	115716;	1753165636.000;	           0
20250722;	115718;	1753165638.000;	           0
20250722;	115720;	1753165640.000;	           0
20250722;	115722;	1753165642.000;	           0
20250722;	115724;	1753165644.000;	           0
20250722;	115726;	1753165646.000;	           0
20250722;	115728;	1753165648.000;	           0
20250722;	115730;	1753165650.000;	           0
20250722;	115732;	1753165652.000;	           0
20250722;	115734;	1753165654.000;	           0
20250722;	115736;	1753165656.000;	           0
20250722;	115738;	1753165658.000;	           0
20250722;	115740;	1753165660.000;	           0
20250722;	115742;	1753165662.000;	           0
20250722;	115744;	1753165664.000;	           0
20250722;	115746;	1753165666.000;	           0
20250722;	115748;	1753165668.000;	           0
20250722;	115750;	1753165670.000;	           0
20250722;	115752;	1753165672.000;	           0
20250722;	115754;	1753165674.000;	           0
20250722;	115756;	1753165676.000;	           0
20250722;	115758;	1753165678.000;	           0
20250722;	115800;	1753165680.000;	           0
20250722;	115802;	1753165682.000;	           0
20250722;	115804;	1753165684.000;	           0
20250722;	115806;	1753165686.000;	           0
20250722;	115808;	1753165688.000;	           0
20250722;	115810;	1753165690.000;	           0
20250722;	115812;	1753165692.000;	           0
20250722;	115814;	1753165694.000;	           0
20250722;	115816;	1753165696.000;	           0
20250722;	115818;	1753165698.000;	           0
20250722;	115820;	1753165700.000;	           0
20250722;	115822;	1753165702.000;	           0
20250722;	115824;	1753165704.000;	           0
20250722;	115826;	1753165706.000;	           0
20250722;	115828;	1753165708.000;	           0
20250722;	115830;	1753165710.000;	           0
20250722;	115832;	1753165712.000;	           0
20250722;	115834;	1753165714.000;	           0
20250722;	115836;	1753165716.000;	           0
20250722;	115838;	1753165718.000;	           0
20250722;	115840;	1753165720.000;	           0
20250722;	115842;	1753165722.000;	           0
20250722;	115844;	1753165724.000;	           0
20250722;	115846;	1753165726.000;	           0
20250722;	115848;	1753165728.000;	           0
20250722;	115850;	1753165730.000;	           0
20250722;	115852;	1753165732.000;	           0
20250722;	115854;	1753165734.000;	           0
20250722;	115856;	1753165736.000;	           0
20250722;	115858;	1753165738.000;	           0
20250722;	115900;	1753165740.000;	           0
20250722;	115902;	1753165742.000;	           0
20250722;	115904;	1753165744.000;	           0
20250722;	115906;	1753165746.000;	           0
20250722;	115908;	1753165748.000;	           0
20250722;	115910;	1753165750.000;	           0
20250722;	115912;	1753165752.000;	           0
20250722;	115914;	1753165754.000;	           0
20250722;	115916;	1753165756.000;	           0
20250722;	115918;	1753165758.000;	           0
20250722;	115920;	1753165760.000;	           0
20250722;	115922;	1753165762.000;	           0
20250722;	115924;	1753165764.000;	           0
20250722;	115926;	1753165766.000;	           0
20250722;	115928;	1753165768.000;	           0
20250722;	115930;	1753165770.000;	           0
20250722;	115932;	1753165772.000;	           0
20250722;	115934;	1753165774.000;	           0
20250722;	115936;	1753165776.000;	           0
20250722;	115938;	1753165778.000;	           0
20250722;	115940;	1753165780.000;	           0
20250722;	115942;	1753165782.000;	           0
20250722;	115944;	1753165784.000;	           0
20250722;	115946;	1753165786.000;	       err32
20250722;	115948;	1753165788.000;	       err32
20250722;	115950;	1753165790.000;	       err32
20250722;	115952;	1753165792.000;	       err32
20250722;	115954;	1753165794.000;	       err32
20250722;	115956;	1753165796.000;	       err32
20250722;	115958;	1753165798.000;	       err32
20250722;	120000;	1753165800.000;	       err32
20250722;	120002;	1753165802.000;	       err32
20250722;	120004;	1753165804.000;	       err32
20250722;	120006;	1753165806.000;	       err32
20250722;	120008;	1753165808.000;	       err32
20250722;	120010;	1753165810.000;	       err32
20250722;	120012;	1753165812.000;	       err32
20250722;	120014;	1753165814.000;	       err32
20250722;	120016;	1753165816.000;	       err32
20250722;	120018;	1753165818.000;	       err32
20250722;	120020;	1753165820.000;	       err32
20250722;	120022;	1753165822.000;	       err32
20250722;	120024;	1753165824.000;	       err32
20250722;	120026;	1753165826.000;	       err32
20250722;	120028;	1753165828.000;	       err32
20250722;	120030;	1753165830.000;	       err32
20250722;	120032;	1753165832.000;	       err32
20250722;	120034;	1753165834.000;	       err32
20250722;	120036;	1753165836.000;	       err32
20250722;	120038;	1753165838.000;	       err32
20250722;	120040;	1753165840.000;	       err32
20250722;	120042;	1753165842.000;	       err32
20250722;	120044;	1753165844.000;	       err32
20250722;	120046;	1753165846.000;	       err32
20250722;	120048;	1753165848.000;	       err32
20250722;	120050;	1753165850.000;	       err32
20250722;	120052;	1753165852.000;	       err32
20250722;	120054;	1753165854.000;	       err32
20250722;	120056;	1753165856.000;	       err32
20250722;	120058;	1753165858.000;	       err32
20250722;	120100;	1753165860.000;	       err32
20250722;	120102;	1753165862.000;	       err32
20250722;	120104;	1753165864.000;	       err32
20250722;	120106;	1753165866.000;	       err32
20250722;	120108;	1753165868.000;	       err32
20250722;	120110;	1753165870.000;	       err32
20250722;	120112;	1753165872.000;	       err32
20250722;	120114;	1753165874.000;	       err32
20250722;	120116;	1753165876.000;	       err32
20250722;	120118;	1753165878.000;	       err32
20250722;	120120;	1753165880.000;	       err32
20250722;	120122;	1753165882.000;	       err32
20250722;	120124;	1753165884.000;	       err32
20250722;	120126;	1753165886.000;	       err32
20250722;	120128;	1753165888.000;	       err32
20250722;	120130;	1753165890.000;	       err32
20250722;	120132;	1753165892.000;	       err32
20250722;	120134;	1753165894.000;	       err32
20250722;	120136;	1753165896.000;	       err32
20250722;	120138;	1753165898.000;	       err32
20250722;	120140;	1753165900.000;	       err32
20250722;	120142;	1753165902.000;	       err32
20250722;	120144;	1753165904.000;	       err32
20250722;	120146;	1753165906.000;	       err32
20250722;	120148;	1753165908.000;	       err32
20250722;	120150;	1753165910.000;	       err32
20250722;	120152;	1753165912.000;	       err32
20250722;	120154;	1753165914.000;	       err32
20250722;	120156;	1753165916.000;	       err32
20250722;	120158;	1753165918.000;	       err32
20250722;	120200;	1753165920.000;	       err32
20250722;	120202;	1753165922.000;	       err32
20250722;	120204;	1753165924.000;	       err32
20250722;	120206;	1753165926.000;	       err32
20250722;	120208;	1753165928.000;	       err32
20250722;	120210;	1753165930.000;	       err32
20250722;	120212;	1753165932.000;	       err32
20250722;	120214;	1753165934.000;	       err32
20250722;	120216;	1753165936.000;	       err32
20250722;	120218;	1753165938.000;	       err32
20250722;	120220;	1753165940.000;	       err32
20250722;	120222;	1753165942.000;	       err32
20250722;	120224;	1753165944.000;	       err32
20250722;	120226;	1753165946.000;	       err32
20250722;	120228;	1753165948.000;	       err32
20250722;	120230;	1753165950.000;	       err32
20250722;	120232;	1753165952.000;	       err32
20250722;	120234;	1753165954.000;	       err32
20250722;	120236;	1753165956.000;	       err32
20250722;	120238;	1753165958.000;	       err32
20250722;	120240;	1753165960.000;	       err32
20250722;	120242;	1753165962.000;	       err32
20250722;	120244;	1753165964.000;	       err32
20250722;	120246;	1753165966.000;	       err32
20250722;	120248;	1753165968.000;	       err32
20250722;	120250;	1753165970.000;	       err32
20250722;	120252;	1753165972.000;	       err32
20250722;	120254;	1753165974.000;	       err32
20250722;	120256;	1753165976.000;	       err32
20250722;	120258;	1753165978.000;	       err32
20250722;	120300;	1753165980.000;	       err32
20250722;	120302;	1753165982.000;	       err32
20250722;	120304;	1753165984.000;	       err32
20250722;	120306;	1753165986.000;	       err32
20250722;	120308;	1753165988.000;	       err32
20250722;	120310;	1753165990.000;	       err32
20250722;	120312;	1753165992.000;	       err32
20250722;	120314;	1753165994.000;	       err32
20250722;	120316;	1753165996.000;	       err32
20250722;	120318;	1753165998.000;	       err32
20250722;	120320;	1753166000.000;	       err32
20250722;	120322;	1753166002.000;	       err32
20250722;	120324;	1753166004.000;	       err32
20250722;	120326;	1753166006.000;	       err32
20250722;	120328;	1753166008.000;	       err32
20250722;	120330;	1753166010.000;	       err32
20250722;	120332;	1753166012.000;	       err32
20250722;	120334;	1753166014.000;	       err32
20250722;	120336;	1753166016.000;	       err32
20250722;	120338;	1753166018.000;	       err32
20250722;	120340;	1753166020.000;	       err32
20250722;	120342;	1753166022.000;	       err32
20250722;	120344;	1753166024.000;	       err32
20250722;	120346;	1753166026.000;	       err32
20250722;	120348;	1753166028.000;	       err32
20250722;	120350;	1753166030.000;	       err32
20250722;	120352;	1753166032.000;	       err32
20250722;	120354;	1753166034.000;	       err32
20250722;	120356;	1753166036.000;	       err32
20250722;	120358;	1753166038.000;	       err32
20250722;	120400;	1753166040.000;	       err32
20250722;	120402;	1753166042.000;	       err32
20250722;	120404;	1753166044.000;	       err32
20250722;	120406;	1753166046.000;	       err32
20250722;	120408;	1753166048.000;	       err32
20250722;	120410;	1753166050.000;	       err32
20250722;	120412;	1753166052.000;	       err32
20250722;	120414;	1753166054.000;	       err32
20250722;	120416;	1753166056.000;	       err32
20250722;	120418;	1753166058.000;	       err32
20250722;	120420;	1753166060.000;	       err32
20250722;	120422;	1753166062.000;	       err32
20250722;	120424;	1753166064.000;	       err32
20250722;	120426;	1753166066.000;	       err32
20250722;	120428;	1753166068.000;	       err32
20250722;	120430;	1753166070.000;	       err32
20250722;	120432;	1753166072.000;	       err32
20250722;	120434;	1753166074.000;	       err32
20250722;	120436;	1753166076.000;	       err32
20250722;	120438;	1753166078.000;	       err32
20250722;	120440;	1753166080.000;	       err32
20250722;	120442;	1753166082.000;	       err32
20250722;	120444;	1753166084.000;	       err32
20250722;	120446;	1753166086.000;	       err32
20250722;	120448;	1753166088.000;	       err32
20250722;	120450;	1753166090.000;	       err32
20250722;	120452;	1753166092.000;	       err32
20250722;	120454;	1753166094.000;	       err32
20250722;	120456;	1753166096.000;	       err32
20250722;	120458;	1753166098.000;	       err32
20250722;	120500;	1753166100.000;	       err32
20250722;	120502;	1753166102.000;	       err32
20250722;	120504;	1753166104.000;	       err32
20250722;	120506;	1753166106.000;	       err32
20250722;	120508;	1753166108.000;	       err32
20250722;	120510;	1753166110.000;	       err32
20250722;	120512;	1753166112.000;	       err32
20250722;	120514;	1753166114.000;	       err32
20250722;	120516;	1753166116.000;	       err32
20250722;	120518;	1753166118.000;	       err32
20250722;	120520;	1753166120.000;	       err32
20250722;	120522;	1753166122.000;	       err32
20250722;	120524;	1753166124.000;	       err32
20250722;	120526;	1753166126.000;	       err32
20250722;	120528;	1753166128.000;	       err32
20250722;	120530;	1753166130.000;	       err32
20250722;	120532;	1753166132.000;	       err32
20250722;	120534;	1753166134.000;	       err32
20250722;	120536;	1753166136.000;	       err32
20250722;	120538;	1753166138.000;	       err32
20250722;	120540;	1753166140.000;	       err32
20250722;	120542;	1753166142.000;	       err32
20250722;	120544;	1753166144.000;	       err32
20250722;	120546;	1753166146.000;	       err32
20250722;	120548;	1753166148.000;	       err32
20250722;	120550;	1753166150.000;	       err32
20250722;	120552;	1753166152.000;	       err32
20250722;	120554;	1753166154.000;	       err32
20250722;	120556;	1753166156.000;	       err32
20250722;	120558;	1753166158.000;	       err32
20250722;	120600;	1753166160.000;	       err32
20250722;	120602;	1753166162.000;	       err32
20250722;	120604;	1753166164.000;	       err32
20250722;	120606;	1753166166.000;	       err32
20250722;	120608;	1753166168.000;	       err32
20250722;	120610;	1753166170.000;	       err32
20250722;	120612;	1753166172.000;	       err32
20250722;	120614;	1753166174.000;	       err32
20250722;	120616;	1753166176.000;	       err32
20250722;	120618;	1753166178.000;	       err32
20250722;	120620;	1753166180.000;	       err32
20250722;	120622;	1753166182.000;	       err32
20250722;	120624;	1753166184.000;	       err32
20250722;	120626;	1753166186.000;	       err32
20250722;	120628;	1753166188.000;	       err32
20250722;	120630;	1753166190.000;	       err32
20250722;	120632;	1753166192.000;	       err32
20250722;	120634;	1753166194.000;	       err32
20250722;	120636;	1753166196.000;	       err32
20250722;	120638;	1753166198.000;	       err32
20250722;	120640;	1753166200.000;	       err32
20250722;	120642;	1753166202.000;	       err32
20250722;	120644;	1753166204.000;	       err32
20250722;	120646;	1753166206.000;	       err32
20250722;	120648;	1753166208.000;	       err32
20250722;	120650;	1753166210.000;	       err32
20250722;	120652;	1753166212.000;	       err32
20250722;	120654;	1753166214.000;	       err32
20250722;	120656;	1753166216.000;	       err32
20250722;	120658;	1753166218.000;	       err32
20250722;	120700;	1753166220.000;	       err32
20250722;	120702;	1753166222.000;	       err32
20250722;	120704;	1753166224.000;	       err32
20250722;	120706;	1753166226.000;	       err32
20250722;	120708;	1753166228.000;	       err32
20250722;	120710;	1753166230.000;	       err32
20250722;	120712;	1753166232.000;	       err32
20250722;	120714;	1753166234.000;	       err32
20250722;	120716;	1753166236.000;	       err32
20250722;	120718;	1753166238.000;	       err32
20250722;	120720;	1753166240.000;	       err32
20250722;	120722;	1753166242.000;	       err32
20250722;	120724;	1753166244.000;	       err32
20250722;	120726;	1753166246.000;	       err32
20250722;	120728;	1753166248.000;	       err32
20250722;	120730;	1753166250.000;	       err32
20250722;	120732;	1753166252.000;	       err32
20250722;	120734;	1753166254.000;	       err32
20250722;	120736;	1753166256.000;	       err32
20250722;	120738;	1753166258.000;	       err32
20250722;	120740;	1753166260.000;	       err32
20250722;	120742;	1753166262.000;	       err32
20250722;	120744;	1753166264.000;	       err32
20250722;	120746;	1753166266.000;	       err32
20250722;	120748;	1753166268.000;	       err32
20250722;	120750;	1753166270.000;	       err32
20250722;	120752;	1753166272.000;	       err32
20250722;	120754;	1753166274.000;	       err32
20250722;	120756;	1753166276.000;	       err32
20250722;	120758;	1753166278.000;	       err32
20250722;	120800;	1753166280.000;	       err32
20250722;	120802;	1753166282.000;	       err32
20250722;	120804;	1753166284.000;	       err32
20250722;	120806;	1753166286.000;	       err32
20250722;	120808;	1753166288.000;	       err32
20250722;	120810;	1753166290.000;	       err32
