#ies_format_version: 1.0
#file: 20250718_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250718;	110412;	1752816852.000;	    err32
20250718;	110417;	1752816857.000;	    err32
20250718;	110422;	1752816862.000;	    err32
20250718;	110427;	1752816867.000;	    err32
20250718;	110432;	1752816872.000;	    err32
20250718;	110437;	1752816877.000;	    err32
20250718;	110442;	1752816882.000;	    err32
20250718;	110447;	1752816887.000;	    err32
20250718;	110452;	1752816892.000;	    err32
20250718;	110457;	1752816897.000;	    err32
20250718;	110502;	1752816902.000;	    err32
20250718;	110507;	1752816907.000;	    err32
20250718;	110512;	1752816912.000;	    err32
20250718;	110517;	1752816917.000;	    err32
20250718;	110522;	1752816922.000;	    err32
20250718;	110527;	1752816927.000;	    err32
20250718;	110532;	1752816932.000;	    err32
20250718;	110537;	1752816937.000;	    err32
20250718;	110542;	1752816942.000;	    err32
20250718;	110547;	1752816947.000;	    err32
20250718;	110552;	1752816952.000;	    err32
20250718;	110557;	1752816957.000;	    err32
20250718;	110602;	1752816962.000;	    err32
20250718;	110607;	1752816967.000;	    err32
20250718;	110612;	1752816972.000;	    err32
20250718;	110617;	1752816977.000;	    err32
20250718;	110622;	1752816982.000;	    err32
20250718;	110627;	1752816987.000;	    err32
20250718;	110632;	1752816992.000;	    err32
20250718;	110637;	1752816997.000;	    err32
20250718;	110642;	1752817002.000;	    err32
20250718;	110647;	1752817007.000;	    err32
20250718;	110652;	1752817012.000;	    err32
20250718;	110657;	1752817017.000;	    err32
20250718;	110702;	1752817022.000;	    err32
20250718;	110707;	1752817027.000;	    err32
20250718;	110712;	1752817032.000;	    err32
20250718;	110717;	1752817037.000;	    err32
20250718;	110722;	1752817042.000;	    err32
20250718;	110727;	1752817047.000;	    err32
20250718;	110732;	1752817052.000;	    err32
20250718;	110737;	1752817057.000;	    err32
20250718;	110742;	1752817062.000;	    err32
20250718;	110747;	1752817067.000;	    err32
20250718;	110752;	1752817072.000;	    err32
20250718;	110757;	1752817077.000;	    err32
20250718;	110802;	1752817082.000;	    err32
20250718;	110807;	1752817087.000;	    err32
20250718;	110812;	1752817092.000;	    err32
20250718;	110817;	1752817097.000;	    err32
20250718;	110822;	1752817102.000;	    err32
20250718;	110827;	1752817107.000;	    err32
20250718;	110832;	1752817112.000;	    err32
20250718;	110837;	1752817117.000;	    err32
20250718;	110842;	1752817122.000;	    err32
20250718;	110847;	1752817127.000;	    err32
20250718;	110852;	1752817132.000;	    err32
20250718;	110857;	1752817137.000;	    err32
20250718;	110902;	1752817142.000;	    err32
20250718;	110907;	1752817147.000;	    err32
20250718;	110912;	1752817152.000;	    err32
20250718;	110917;	1752817157.000;	    err32
20250718;	110922;	1752817162.000;	    err32
20250718;	110927;	1752817167.000;	    err32
20250718;	110932;	1752817172.000;	    err32
20250718;	110937;	1752817177.000;	    err32
20250718;	110942;	1752817182.000;	    err32
20250718;	110947;	1752817187.000;	    err32
20250718;	110952;	1752817192.000;	    err32
20250718;	110957;	1752817197.000;	    err32
20250718;	111002;	1752817202.000;	    err32
20250718;	111007;	1752817207.000;	    err32
20250718;	111012;	1752817212.000;	    err32
20250718;	111017;	1752817217.000;	    err32
20250718;	111022;	1752817222.000;	    err32
20250718;	111027;	1752817227.000;	    err32
20250718;	111032;	1752817232.000;	    err32
20250718;	111037;	1752817237.000;	    err32
20250718;	111042;	1752817242.000;	    err32
20250718;	111047;	1752817247.000;	    err32
20250718;	111052;	1752817252.000;	    err32
20250718;	111057;	1752817257.000;	    err32
20250718;	111102;	1752817262.000;	    err32
20250718;	111107;	1752817267.000;	    err32
20250718;	111112;	1752817272.000;	    err32
20250718;	111117;	1752817277.000;	    err32
20250718;	111122;	1752817282.000;	    err32
20250718;	111127;	1752817287.000;	    err32
20250718;	111132;	1752817292.000;	    err32
20250718;	111137;	1752817297.000;	    err32
20250718;	111142;	1752817302.000;	    err32
20250718;	111147;	1752817307.000;	    err32
20250718;	111152;	1752817312.000;	    err32
20250718;	111157;	1752817317.000;	    err32
20250718;	111202;	1752817322.000;	    err32
20250718;	111207;	1752817327.000;	    err32
20250718;	111212;	1752817332.000;	    err32
20250718;	111217;	1752817337.000;	    err32
20250718;	111222;	1752817342.000;	    err32
20250718;	111227;	1752817347.000;	    err32
20250718;	111232;	1752817352.000;	    err32
20250718;	111237;	1752817357.000;	    err32
20250718;	111242;	1752817362.000;	    err32
20250718;	111247;	1752817367.000;	    err32
20250718;	111252;	1752817372.000;	    err32
20250718;	111257;	1752817377.000;	    err32
20250718;	111302;	1752817382.000;	    err32
20250718;	111307;	1752817387.000;	    err32
20250718;	111312;	1752817392.000;	    err32
20250718;	111317;	1752817397.000;	    err32
20250718;	111322;	1752817402.000;	    err32
20250718;	111327;	1752817407.000;	    err32
20250718;	111332;	1752817412.000;	    err32
20250718;	111337;	1752817417.000;	    err32
20250718;	111342;	1752817422.000;	    err32
20250718;	111347;	1752817427.000;	    err32
20250718;	111352;	1752817432.000;	    err32
20250718;	111357;	1752817437.000;	    err32
20250718;	111402;	1752817442.000;	    err32
20250718;	111407;	1752817447.000;	    err32
20250718;	111412;	1752817452.000;	    err32
20250718;	111417;	1752817457.000;	    err32
20250718;	111422;	1752817462.000;	    err32
20250718;	111427;	1752817467.000;	    err32
20250718;	111432;	1752817472.000;	    err32
20250718;	111437;	1752817477.000;	    err32
20250718;	111442;	1752817482.000;	    err32
20250718;	111447;	1752817487.000;	    err32
20250718;	111452;	1752817492.000;	    err32
20250718;	111457;	1752817497.000;	    err32
20250718;	111502;	1752817502.000;	    err32
20250718;	111507;	1752817507.000;	    err32
20250718;	111512;	1752817512.000;	    err32
20250718;	111517;	1752817517.000;	    err32
20250718;	111522;	1752817522.000;	    err32
20250718;	111527;	1752817527.000;	    err32
20250718;	111532;	1752817532.000;	    err32
20250718;	111537;	1752817537.000;	    err32
20250718;	111542;	1752817542.000;	    err32
20250718;	111547;	1752817547.000;	    err32
20250718;	111552;	1752817552.000;	    err32
20250718;	111557;	1752817557.000;	    err32
20250718;	111602;	1752817562.000;	    err32
20250718;	111607;	1752817567.000;	    err32
20250718;	111612;	1752817572.000;	    err32
20250718;	111617;	1752817577.000;	    err32
20250718;	111622;	1752817582.000;	    err32
20250718;	111627;	1752817587.000;	    err32
20250718;	111632;	1752817592.000;	    err32
20250718;	111637;	1752817597.000;	    err32
20250718;	111642;	1752817602.000;	    err32
20250718;	111647;	1752817607.000;	    err32
20250718;	111652;	1752817612.000;	    err32
20250718;	111657;	1752817617.000;	    err32
20250718;	111702;	1752817622.000;	    err32
20250718;	111707;	1752817627.000;	    err32
20250718;	111712;	1752817632.000;	    err32
20250718;	111717;	1752817637.000;	    err32
20250718;	111722;	1752817642.000;	    err32
20250718;	111727;	1752817647.000;	    err32
20250718;	111732;	1752817652.000;	    err32
20250718;	111737;	1752817657.000;	    err32
20250718;	111742;	1752817662.000;	    err32
20250718;	111747;	1752817667.000;	    err32
20250718;	111752;	1752817672.000;	    err32
20250718;	111757;	1752817677.000;	    err32
20250718;	111802;	1752817682.000;	    err32
20250718;	111807;	1752817687.000;	    err32
20250718;	111812;	1752817692.000;	    err32
20250718;	111817;	1752817697.000;	    err32
20250718;	111822;	1752817702.000;	    err32
20250718;	111827;	1752817707.000;	    err32
20250718;	111832;	1752817712.000;	    err32
20250718;	111837;	1752817717.000;	    err32
20250718;	111842;	1752817722.000;	    err32
20250718;	111847;	1752817727.000;	    err32
20250718;	111852;	1752817732.000;	    err32
20250718;	111857;	1752817737.000;	    err32
20250718;	111902;	1752817742.000;	    err32
20250718;	111907;	1752817747.000;	    err32
20250718;	111912;	1752817752.000;	    err32
20250718;	111917;	1752817757.000;	    err32
20250718;	111922;	1752817762.000;	    err32
20250718;	111927;	1752817767.000;	    err32
20250718;	111932;	1752817772.000;	    err32
20250718;	111937;	1752817777.000;	    err32
20250718;	111942;	1752817782.000;	    err32
20250718;	111947;	1752817787.000;	    err32
20250718;	111952;	1752817792.000;	    err32
20250718;	111957;	1752817797.000;	    err32
20250718;	112002;	1752817802.000;	    err32
20250718;	112007;	1752817807.000;	    err32
20250718;	112012;	1752817812.000;	    err32
20250718;	112017;	1752817817.000;	    err32
20250718;	112022;	1752817822.000;	    err32
20250718;	112027;	1752817827.000;	    err32
20250718;	112032;	1752817832.000;	    err32
20250718;	112037;	1752817837.000;	    err32
20250718;	112042;	1752817842.000;	    err32
20250718;	112047;	1752817847.000;	    err32
20250718;	112052;	1752817852.000;	    err32
20250718;	112057;	1752817857.000;	    err32
20250718;	112102;	1752817862.000;	    err32
20250718;	112107;	1752817867.000;	    err32
20250718;	112112;	1752817872.000;	    err32
20250718;	112117;	1752817877.000;	    err32
20250718;	112122;	1752817882.000;	    err32
20250718;	112127;	1752817887.000;	    err32
20250718;	112132;	1752817892.000;	    err32
20250718;	112137;	1752817897.000;	    err32
20250718;	112142;	1752817902.000;	    err32
20250718;	112147;	1752817907.000;	    err32
20250718;	112152;	1752817912.000;	    err32
20250718;	112157;	1752817917.000;	    err32
20250718;	112202;	1752817922.000;	    err32
20250718;	112207;	1752817927.000;	    err32
20250718;	112212;	1752817932.000;	    err32
20250718;	112217;	1752817937.000;	    err32
20250718;	112222;	1752817942.000;	    err32
20250718;	112227;	1752817947.000;	    err32
20250718;	112232;	1752817952.000;	    err32
20250718;	112237;	1752817957.000;	    err32
20250718;	112242;	1752817962.000;	    err32
20250718;	112247;	1752817967.000;	    err32
20250718;	112252;	1752817972.000;	    err32
20250718;	112257;	1752817977.000;	    err32
20250718;	112302;	1752817982.000;	    err32
20250718;	112307;	1752817987.000;	    err32
20250718;	112312;	1752817992.000;	    err32
20250718;	112317;	1752817997.000;	    err32
20250718;	112322;	1752818002.000;	    err32
20250718;	112327;	1752818007.000;	    err32
20250718;	112332;	1752818012.000;	    err32
20250718;	112337;	1752818017.000;	    err32
20250718;	112342;	1752818022.000;	    err32
20250718;	112347;	1752818027.000;	    err32
20250718;	112352;	1752818032.000;	    err32
20250718;	112357;	1752818037.000;	    err32
20250718;	112402;	1752818042.000;	    err32
20250718;	112407;	1752818047.000;	    err32
20250718;	112412;	1752818052.000;	    err32
20250718;	112417;	1752818057.000;	    err32
20250718;	112422;	1752818062.000;	    err32
20250718;	112427;	1752818067.000;	    err32
20250718;	112432;	1752818072.000;	    err32
20250718;	112437;	1752818077.000;	    err32
20250718;	112442;	1752818082.000;	    err32
20250718;	112447;	1752818087.000;	    err32
20250718;	112452;	1752818092.000;	    err32
20250718;	112457;	1752818097.000;	    err32
20250718;	112502;	1752818102.000;	    err32
20250718;	112507;	1752818107.000;	    err32
20250718;	112512;	1752818112.000;	    err32
20250718;	112517;	1752818117.000;	    err32
20250718;	112522;	1752818122.000;	    err32
20250718;	112527;	1752818127.000;	    err32
20250718;	112532;	1752818132.000;	    err32
20250718;	112537;	1752818137.000;	    err32
20250718;	112542;	1752818142.000;	    err32
20250718;	112547;	1752818147.000;	    err32
20250718;	112552;	1752818152.000;	    err32
20250718;	112557;	1752818157.000;	    err32
20250718;	112602;	1752818162.000;	    err32
20250718;	112607;	1752818167.000;	    err32
20250718;	112612;	1752818172.000;	    err32
20250718;	112617;	1752818177.000;	    err32
20250718;	112622;	1752818182.000;	    err32
20250718;	112627;	1752818187.000;	    err32
20250718;	112632;	1752818192.000;	    err32
20250718;	112637;	1752818197.000;	    err32
20250718;	112642;	1752818202.000;	    err32
20250718;	112647;	1752818207.000;	    err32
20250718;	112652;	1752818212.000;	    err32
20250718;	112657;	1752818217.000;	    err32
20250718;	112702;	1752818222.000;	    err32
20250718;	112707;	1752818227.000;	    err32
20250718;	112712;	1752818232.000;	    err32
20250718;	112717;	1752818237.000;	    err32
20250718;	112722;	1752818242.000;	    err32
20250718;	112727;	1752818247.000;	    err32
20250718;	112732;	1752818252.000;	    err32
20250718;	112737;	1752818257.000;	    err32
20250718;	112742;	1752818262.000;	    err32
20250718;	112747;	1752818267.000;	    err32
20250718;	112752;	1752818272.000;	    err32
20250718;	112757;	1752818277.000;	    err32
20250718;	112802;	1752818282.000;	    err32
20250718;	112807;	1752818287.000;	    err32
20250718;	112812;	1752818292.000;	    err32
20250718;	112817;	1752818297.000;	    err32
20250718;	112822;	1752818302.000;	    err32
20250718;	112827;	1752818307.000;	    err32
20250718;	112832;	1752818312.000;	    err32
20250718;	112837;	1752818317.000;	    err32
20250718;	112842;	1752818322.000;	    err32
20250718;	112847;	1752818327.000;	    err32
20250718;	112852;	1752818332.000;	    err32
20250718;	112857;	1752818337.000;	    err32
20250718;	112902;	1752818342.000;	    err32
20250718;	112907;	1752818347.000;	    err32
20250718;	112912;	1752818352.000;	    err32
20250718;	112917;	1752818357.000;	    err32
20250718;	112922;	1752818362.000;	    err32
20250718;	112927;	1752818367.000;	    err32
20250718;	112932;	1752818372.000;	    err32
20250718;	112937;	1752818377.000;	    err32
20250718;	112942;	1752818382.000;	    err32
20250718;	112947;	1752818387.000;	    err32
20250718;	112952;	1752818392.000;	    err32
20250718;	112957;	1752818397.000;	    err32
20250718;	113002;	1752818402.000;	    err32
20250718;	113007;	1752818407.000;	    err32
20250718;	113012;	1752818412.000;	    err32
20250718;	113017;	1752818417.000;	    err32
20250718;	113022;	1752818422.000;	    err32
20250718;	113027;	1752818427.000;	    err32
20250718;	113032;	1752818432.000;	    err32
20250718;	113037;	1752818437.000;	    err32
20250718;	113042;	1752818442.000;	    err32
20250718;	113047;	1752818447.000;	    err32
20250718;	113052;	1752818452.000;	    err32
20250718;	113057;	1752818457.000;	    err32
20250718;	113102;	1752818462.000;	    err32
20250718;	113107;	1752818467.000;	    err32
20250718;	113112;	1752818472.000;	    err32
20250718;	113117;	1752818477.000;	    err32
20250718;	113122;	1752818482.000;	    err32
20250718;	113127;	1752818487.000;	    err32
20250718;	113132;	1752818492.000;	    err32
20250718;	113137;	1752818497.000;	    err32
20250718;	113142;	1752818502.000;	    err32
20250718;	113147;	1752818507.000;	    err32
20250718;	113152;	1752818512.000;	    err32
20250718;	113157;	1752818517.000;	    err32
20250718;	113202;	1752818522.000;	    err32
20250718;	113207;	1752818527.000;	    err32
20250718;	113212;	1752818532.000;	    err32
20250718;	113217;	1752818537.000;	    err32
20250718;	113222;	1752818542.000;	    err32
20250718;	113227;	1752818547.000;	    err32
20250718;	113232;	1752818552.000;	    err32
20250718;	113237;	1752818557.000;	    err32
20250718;	113242;	1752818562.000;	    err32
20250718;	113247;	1752818567.000;	    err32
20250718;	113252;	1752818572.000;	    err32
20250718;	113257;	1752818577.000;	    err32
20250718;	113302;	1752818582.000;	    err32
20250718;	113307;	1752818587.000;	    err32
20250718;	113312;	1752818592.000;	    err32
20250718;	113317;	1752818597.000;	    err32
20250718;	113322;	1752818602.000;	    err32
20250718;	113327;	1752818607.000;	    err32
20250718;	113332;	1752818612.000;	    err32
20250718;	113337;	1752818617.000;	    err32
20250718;	113342;	1752818622.000;	    err32
20250718;	113347;	1752818627.000;	    err32
20250718;	113352;	1752818632.000;	    err32
20250718;	113357;	1752818637.000;	    err32
20250718;	113402;	1752818642.000;	    err32
20250718;	113407;	1752818647.000;	    err32
20250718;	113412;	1752818652.000;	    err32
20250718;	113417;	1752818657.000;	    err32
20250718;	113422;	1752818662.000;	    err32
20250718;	113427;	1752818667.000;	    err32
20250718;	113432;	1752818672.000;	    err32
20250718;	113437;	1752818677.000;	    err32
20250718;	113442;	1752818682.000;	    err32
20250718;	113447;	1752818687.000;	    err32
20250718;	113452;	1752818692.000;	    err32
20250718;	113457;	1752818697.000;	    err32
20250718;	113502;	1752818702.000;	    err32
20250718;	113507;	1752818707.000;	    err32
20250718;	113512;	1752818712.000;	    err32
20250718;	113517;	1752818717.000;	    err32
20250718;	113522;	1752818722.000;	    err32
20250718;	113527;	1752818727.000;	    err32
20250718;	113532;	1752818732.000;	    err32
20250718;	113537;	1752818737.000;	    err32
20250718;	113542;	1752818742.000;	    err32
20250718;	113547;	1752818747.000;	    err32
20250718;	113552;	1752818752.000;	    err32
20250718;	113557;	1752818757.000;	    err32
20250718;	113602;	1752818762.000;	    err32
20250718;	113607;	1752818767.000;	    err32
20250718;	113612;	1752818772.000;	    err32
20250718;	113617;	1752818777.000;	    err32
20250718;	113622;	1752818782.000;	    err32
20250718;	113627;	1752818787.000;	    err32
20250718;	113632;	1752818792.000;	    err32
20250718;	113637;	1752818797.000;	    err32
20250718;	113642;	1752818802.000;	    err32
20250718;	113647;	1752818807.000;	    err32
20250718;	113652;	1752818812.000;	    err32
20250718;	113657;	1752818817.000;	    err32
20250718;	113702;	1752818822.000;	    err32
20250718;	113707;	1752818827.000;	    err32
20250718;	113712;	1752818832.000;	    err32
20250718;	113717;	1752818837.000;	    err32
20250718;	113722;	1752818842.000;	    err32
20250718;	113727;	1752818847.000;	    err32
20250718;	113732;	1752818852.000;	    err32
20250718;	113737;	1752818857.000;	    err32
20250718;	113742;	1752818862.000;	    err32
20250718;	113747;	1752818867.000;	    err32
20250718;	113752;	1752818872.000;	    err32
20250718;	113757;	1752818877.000;	    err32
20250718;	113802;	1752818882.000;	    err32
20250718;	113807;	1752818887.000;	    err32
20250718;	113812;	1752818892.000;	    err32
20250718;	113817;	1752818897.000;	    err32
20250718;	113822;	1752818902.000;	    err32
20250718;	113827;	1752818907.000;	    err32
20250718;	113832;	1752818912.000;	    err32
20250718;	113837;	1752818917.000;	    err32
20250718;	113842;	1752818922.000;	    err32
20250718;	113847;	1752818927.000;	    err32
20250718;	113852;	1752818932.000;	    err32
20250718;	113857;	1752818937.000;	    err32
20250718;	113902;	1752818942.000;	    err32
20250718;	113907;	1752818947.000;	    err32
20250718;	113912;	1752818952.000;	    err32
20250718;	113917;	1752818957.000;	    err32
20250718;	113922;	1752818962.000;	    err32
20250718;	113927;	1752818967.000;	    err32
20250718;	113932;	1752818972.000;	    err32
20250718;	113937;	1752818977.000;	    err32
20250718;	113942;	1752818982.000;	    err32
20250718;	113947;	1752818987.000;	    err32
20250718;	113952;	1752818992.000;	    err32
20250718;	113957;	1752818997.000;	    err32
20250718;	114002;	1752819002.000;	    err32
20250718;	114007;	1752819007.000;	    err32
20250718;	114012;	1752819012.000;	    err32
20250718;	114017;	1752819017.000;	    err32
20250718;	114022;	1752819022.000;	    err32
20250718;	114027;	1752819027.000;	    err32
20250718;	114032;	1752819032.000;	    err32
20250718;	114037;	1752819037.000;	    err32
20250718;	114042;	1752819042.000;	    err32
20250718;	114047;	1752819047.000;	    err32
20250718;	114052;	1752819052.000;	    err32
20250718;	114057;	1752819057.000;	    err32
20250718;	114102;	1752819062.000;	    err32
20250718;	114107;	1752819067.000;	    err32
20250718;	114112;	1752819072.000;	    err32
20250718;	114117;	1752819077.000;	    err32
20250718;	114122;	1752819082.000;	    err32
20250718;	114127;	1752819087.000;	    err32
20250718;	114132;	1752819092.000;	    err32
20250718;	114137;	1752819097.000;	    err32
20250718;	114142;	1752819102.000;	    err32
20250718;	114147;	1752819107.000;	    err32
20250718;	114152;	1752819112.000;	    err32
20250718;	114157;	1752819117.000;	    err32
20250718;	114202;	1752819122.000;	    err32
20250718;	114207;	1752819127.000;	    err32
20250718;	114212;	1752819132.000;	    err32
20250718;	114217;	1752819137.000;	    err11
20250718;	114222;	1752819142.000;	    err11
20250718;	114227;	1752819147.000;	    err11
20250718;	114232;	1752819152.000;	    err11
20250718;	114237;	1752819157.000;	    err11
20250718;	114242;	1752819162.000;	    err11
20250718;	114247;	1752819167.000;	    err11
20250718;	114252;	1752819172.000;	    err11
20250718;	114257;	1752819177.000;	    err11
20250718;	114302;	1752819182.000;	    err11
20250718;	114307;	1752819187.000;	    err11
20250718;	114312;	1752819192.000;	    err11
20250718;	114317;	1752819197.000;	    err11
20250718;	114322;	1752819202.000;	    err11
20250718;	114327;	1752819207.000;	    err11
20250718;	114332;	1752819212.000;	    err11
20250718;	114337;	1752819217.000;	    err11
20250718;	114342;	1752819222.000;	    err11
20250718;	114347;	1752819227.000;	    err11
20250718;	114352;	1752819232.000;	    err32
20250718;	114357;	1752819237.000;	    err32
20250718;	114402;	1752819242.000;	    err32
20250718;	114407;	1752819247.000;	    err32
20250718;	114412;	1752819252.000;	    err32
20250718;	114417;	1752819257.000;	    err32
20250718;	114422;	1752819262.000;	    err32
20250718;	114427;	1752819267.000;	    err32
20250718;	114432;	1752819272.000;	    err32
20250718;	114437;	1752819277.000;	    err32
20250718;	114442;	1752819282.000;	    err32
20250718;	114447;	1752819287.000;	    err32
20250718;	114452;	1752819292.000;	    err32
20250718;	114457;	1752819297.000;	    err32
20250718;	114502;	1752819302.000;	    err32
20250718;	114507;	1752819307.000;	    err32
20250718;	114512;	1752819312.000;	    err32
20250718;	114517;	1752819317.000;	    err32
20250718;	114522;	1752819322.000;	    err32
20250718;	114527;	1752819327.000;	    err32
20250718;	114532;	1752819332.000;	    err32
20250718;	114537;	1752819337.000;	    err32
20250718;	114542;	1752819342.000;	    err32
20250718;	114547;	1752819347.000;	    err32
20250718;	114552;	1752819352.000;	    err32
20250718;	114557;	1752819357.000;	    err32
20250718;	114602;	1752819362.000;	    err32
20250718;	114607;	1752819367.000;	    err32
20250718;	114612;	1752819372.000;	    err32
20250718;	114617;	1752819377.000;	    err32
20250718;	114622;	1752819382.000;	    err32
20250718;	114627;	1752819387.000;	    err32
20250718;	114632;	1752819392.000;	    err11
20250718;	114637;	1752819397.000;	    err11
20250718;	114642;	1752819402.000;	    err11
20250718;	114647;	1752819407.000;	    err11
20250718;	114652;	1752819412.000;	    err11
20250718;	114657;	1752819417.000;	    err11
20250718;	114702;	1752819422.000;	    err11
20250718;	114707;	1752819427.000;	    err11
20250718;	114712;	1752819432.000;	    err11
20250718;	114717;	1752819437.000;	    err11
20250718;	114722;	1752819442.000;	    err11
20250718;	114727;	1752819447.000;	    err11
20250718;	114732;	1752819452.000;	    err11
20250718;	114737;	1752819457.000;	    err11
20250718;	114742;	1752819462.000;	    err11
20250718;	114747;	1752819467.000;	    err11
20250718;	114752;	1752819472.000;	    err11
20250718;	114757;	1752819477.000;	    err11
20250718;	114802;	1752819482.000;	    err11
20250718;	114807;	1752819487.000;	    err11
20250718;	114812;	1752819492.000;	    err11
20250718;	114817;	1752819497.000;	    err11
20250718;	114822;	1752819502.000;	    err32
20250718;	114827;	1752819507.000;	    err32
20250718;	114832;	1752819512.000;	    err32
20250718;	114837;	1752819517.000;	    err32
20250718;	114842;	1752819522.000;	    err32
20250718;	114847;	1752819527.000;	    err32
20250718;	114852;	1752819532.000;	    err32
20250718;	114857;	1752819537.000;	    err32
20250718;	114902;	1752819542.000;	    err32
20250718;	114907;	1752819547.000;	    err32
20250718;	114912;	1752819552.000;	    err32
20250718;	114917;	1752819557.000;	    err32
20250718;	114922;	1752819562.000;	    err32
20250718;	114927;	1752819567.000;	    err32
20250718;	114932;	1752819572.000;	    err32
20250718;	114937;	1752819577.000;	    err32
20250718;	114942;	1752819582.000;	    err32
20250718;	114947;	1752819587.000;	    err32
20250718;	114952;	1752819592.000;	    err32
20250718;	114957;	1752819597.000;	    err32
20250718;	115002;	1752819602.000;	    err32
20250718;	115007;	1752819607.000;	    err32
20250718;	115012;	1752819612.000;	    err32
20250718;	115017;	1752819617.000;	    err11
20250718;	115022;	1752819622.000;	    err11
20250718;	115027;	1752819627.000;	    err11
20250718;	115032;	1752819632.000;	    err11
20250718;	115037;	1752819637.000;	    err11
20250718;	115042;	1752819642.000;	    err11
20250718;	115047;	1752819647.000;	    err11
20250718;	115052;	1752819652.000;	    err11
20250718;	115057;	1752819657.000;	    err11
20250718;	115102;	1752819662.000;	    err11
20250718;	115107;	1752819667.000;	    err11
20250718;	115112;	1752819672.000;	    err11
20250718;	115117;	1752819677.000;	    err11
20250718;	115122;	1752819682.000;	    err11
20250718;	115127;	1752819687.000;	    err11
20250718;	115132;	1752819692.000;	    err11
20250718;	115137;	1752819697.000;	    err11
20250718;	115142;	1752819702.000;	    err11
20250718;	115147;	1752819707.000;	    err11
20250718;	115152;	1752819712.000;	    err11
20250718;	115157;	1752819717.000;	    err11
20250718;	115202;	1752819722.000;	    err11
20250718;	115207;	1752819727.000;	    err11
20250718;	115212;	1752819732.000;	    err11
20250718;	115217;	1752819737.000;	    err11
20250718;	115222;	1752819742.000;	    err11
20250718;	115227;	1752819747.000;	    err11
20250718;	115232;	1752819752.000;	    err11
20250718;	115237;	1752819757.000;	    err11
20250718;	115242;	1752819762.000;	    err11
20250718;	115247;	1752819767.000;	    err11
20250718;	115252;	1752819772.000;	    err11
20250718;	115257;	1752819777.000;	    err11
20250718;	115302;	1752819782.000;	    err11
20250718;	115307;	1752819787.000;	    err11
20250718;	115312;	1752819792.000;	    err11
20250718;	115317;	1752819797.000;	    err11
20250718;	115322;	1752819802.000;	    err11
20250718;	115327;	1752819807.000;	    err11
20250718;	115332;	1752819812.000;	    err11
20250718;	115337;	1752819817.000;	    err11
20250718;	115342;	1752819822.000;	    err11
20250718;	115347;	1752819827.000;	    err11
20250718;	115352;	1752819832.000;	    err11
20250718;	115357;	1752819837.000;	    err11
20250718;	115402;	1752819842.000;	    err11
20250718;	115407;	1752819847.000;	    err11
20250718;	115412;	1752819852.000;	    err11
20250718;	115417;	1752819857.000;	    err11
20250718;	115422;	1752819862.000;	    err11
20250718;	115427;	1752819867.000;	    err11
20250718;	115432;	1752819872.000;	    err11
20250718;	115437;	1752819877.000;	    err11
20250718;	115442;	1752819882.000;	    err11
20250718;	115447;	1752819887.000;	    err11
20250718;	115452;	1752819892.000;	    err11
20250718;	115457;	1752819897.000;	    err11
20250718;	115502;	1752819902.000;	    err11
20250718;	115507;	1752819907.000;	    err11
20250718;	115512;	1752819912.000;	    err11
20250718;	115517;	1752819917.000;	    err11
20250718;	115522;	1752819922.000;	    err11
20250718;	115527;	1752819927.000;	    err11
20250718;	115532;	1752819932.000;	    err11
20250718;	115537;	1752819937.000;	    err11
20250718;	115542;	1752819942.000;	    err11
20250718;	115547;	1752819947.000;	    err11
20250718;	115552;	1752819952.000;	    err11
20250718;	115557;	1752819957.000;	    err11
20250718;	115602;	1752819962.000;	    err11
20250718;	115607;	1752819967.000;	    err11
20250718;	115612;	1752819972.000;	    err11
20250718;	115617;	1752819977.000;	    err11
20250718;	115622;	1752819982.000;	    err11
20250718;	115627;	1752819987.000;	    err11
20250718;	115632;	1752819992.000;	    err11
20250718;	115637;	1752819997.000;	    err11
20250718;	115642;	1752820002.000;	    err11
20250718;	115647;	1752820007.000;	    err11
20250718;	115652;	1752820012.000;	    err11
20250718;	115657;	1752820017.000;	    err11
20250718;	115702;	1752820022.000;	    err11
20250718;	115707;	1752820027.000;	    err11
20250718;	115712;	1752820032.000;	    err11
20250718;	115717;	1752820037.000;	    err11
20250718;	115722;	1752820042.000;	    err11
20250718;	115727;	1752820047.000;	    err11
20250718;	115732;	1752820052.000;	    err11
20250718;	115737;	1752820057.000;	    err11
20250718;	115742;	1752820062.000;	    err11
20250718;	115747;	1752820067.000;	    err11
20250718;	115752;	1752820072.000;	    err11
20250718;	115757;	1752820077.000;	    err11
20250718;	115802;	1752820082.000;	    err11
20250718;	115807;	1752820087.000;	    err11
20250718;	115812;	1752820092.000;	    err11
20250718;	115817;	1752820097.000;	    err11
