#ies_format_version: 1.0
#file: 20250717_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250717;	145207;	1752744127.000;	    err32
20250717;	145212;	1752744132.000;	    err32
20250717;	145217;	1752744137.000;	    err32
20250717;	145222;	1752744142.000;	    err32
20250717;	145227;	1752744147.000;	    err32
20250717;	145232;	1752744152.000;	    err32
20250717;	145237;	1752744157.000;	    err32
20250717;	145242;	1752744162.000;	    err32
20250717;	145247;	1752744167.000;	    err32
20250717;	145252;	1752744172.000;	    err32
20250717;	145257;	1752744177.000;	    err32
20250717;	145302;	1752744182.000;	    err32
20250717;	145307;	1752744187.000;	    err32
20250717;	145312;	1752744192.000;	    err32
20250717;	145317;	1752744197.000;	    err32
20250717;	145322;	1752744202.000;	    err32
20250717;	145327;	1752744207.000;	    err32
20250717;	145332;	1752744212.000;	    err32
20250717;	145337;	1752744217.000;	    err32
20250717;	145342;	1752744222.000;	    err32
20250717;	145347;	1752744227.000;	    err32
20250717;	145352;	1752744232.000;	    err32
20250717;	145357;	1752744237.000;	    err32
20250717;	145402;	1752744242.000;	    err32
20250717;	145407;	1752744247.000;	    err32
20250717;	145412;	1752744252.000;	    err32
20250717;	145417;	1752744257.000;	    err32
20250717;	145422;	1752744262.000;	    err32
20250717;	145427;	1752744267.000;	    err32
20250717;	145432;	1752744272.000;	    err32
20250717;	145437;	1752744277.000;	    err32
20250717;	145442;	1752744282.000;	    err32
20250717;	145447;	1752744287.000;	    err32
20250717;	145452;	1752744292.000;	    err32
20250717;	145457;	1752744297.000;	    err32
20250717;	145502;	1752744302.000;	    err32
20250717;	145507;	1752744307.000;	    err32
20250717;	145512;	1752744312.000;	    err32
20250717;	145517;	1752744317.000;	    err32
20250717;	145522;	1752744322.000;	    err32
20250717;	145527;	1752744327.000;	    err32
20250717;	145532;	1752744332.000;	    err32
20250717;	145537;	1752744337.000;	    err32
20250717;	145542;	1752744342.000;	    err32
20250717;	145547;	1752744347.000;	    err32
20250717;	145552;	1752744352.000;	    err32
20250717;	145557;	1752744357.000;	    err32
20250717;	145602;	1752744362.000;	    err32
20250717;	145607;	1752744367.000;	    err32
20250717;	145612;	1752744372.000;	    err32
20250717;	145617;	1752744377.000;	    err32
20250717;	145622;	1752744382.000;	    err32
20250717;	145627;	1752744387.000;	    err32
20250717;	145632;	1752744392.000;	    err11
20250717;	145637;	1752744397.000;	    err11
20250717;	145642;	1752744402.000;	    err11
20250717;	145647;	1752744407.000;	    err11
20250717;	145652;	1752744412.000;	    err11
20250717;	145657;	1752744417.000;	    err11
20250717;	145702;	1752744422.000;	    err11
20250717;	145707;	1752744427.000;	    err11
20250717;	145712;	1752744432.000;	    err11
20250717;	145717;	1752744437.000;	    err11
20250717;	145722;	1752744442.000;	    err11
20250717;	145727;	1752744447.000;	    err11
20250717;	145732;	1752744452.000;	    err11
20250717;	145737;	1752744457.000;	    err11
20250717;	145742;	1752744462.000;	    err11
20250717;	145747;	1752744467.000;	    err11
20250717;	145752;	1752744472.000;	    err11
20250717;	145757;	1752744477.000;	    err11
20250717;	145802;	1752744482.000;	    err32
20250717;	145807;	1752744487.000;	    err32
20250717;	145812;	1752744492.000;	    err32
20250717;	145817;	1752744497.000;	    err32
20250717;	145822;	1752744502.000;	    err32
20250717;	145827;	1752744507.000;	    err32
20250717;	145832;	1752744512.000;	    err32
20250717;	145837;	1752744517.000;	    err11
20250717;	145842;	1752744522.000;	    err11
20250717;	145847;	1752744527.000;	    err11
20250717;	145852;	1752744532.000;	    err11
20250717;	145857;	1752744537.000;	    err11
20250717;	145902;	1752744542.000;	    err11
20250717;	145907;	1752744547.000;	    err11
20250717;	145912;	1752744552.000;	    err11
20250717;	145917;	1752744557.000;	    err11
20250717;	145922;	1752744562.000;	    err11
20250717;	145927;	1752744567.000;	    err11
20250717;	145932;	1752744572.000;	    err11
20250717;	145937;	1752744577.000;	    err11
20250717;	145942;	1752744582.000;	    err11
20250717;	145947;	1752744587.000;	    err11
20250717;	145952;	1752744592.000;	    err11
20250717;	145957;	1752744597.000;	    err11
20250717;	150002;	1752744602.000;	    err32
20250717;	150007;	1752744607.000;	    err32
20250717;	150012;	1752744612.000;	    err32
20250717;	150017;	1752744617.000;	    err32
20250717;	150022;	1752744622.000;	    err32
20250717;	150027;	1752744627.000;	    err32
20250717;	150032;	1752744632.000;	    err32
20250717;	150037;	1752744637.000;	    err32
20250717;	150042;	1752744642.000;	    err32
20250717;	150047;	1752744647.000;	    err32
20250717;	150052;	1752744652.000;	    err32
20250717;	150057;	1752744657.000;	    err32
20250717;	150102;	1752744662.000;	    err32
20250717;	150107;	1752744667.000;	    err32
20250717;	150112;	1752744672.000;	    err32
20250717;	150117;	1752744677.000;	    err32
20250717;	150122;	1752744682.000;	    err32
20250717;	150127;	1752744687.000;	    err11
20250717;	150132;	1752744692.000;	    err11
20250717;	150137;	1752744697.000;	    err11
20250717;	150142;	1752744702.000;	    err11
20250717;	150147;	1752744707.000;	    err11
20250717;	150152;	1752744712.000;	    err11
20250717;	150157;	1752744717.000;	    err11
20250717;	150202;	1752744722.000;	    err11
20250717;	150207;	1752744727.000;	    err11
20250717;	150212;	1752744732.000;	    err11
20250717;	150217;	1752744737.000;	    err11
20250717;	150222;	1752744742.000;	    err11
20250717;	150227;	1752744747.000;	    err11
20250717;	150232;	1752744752.000;	    err11
20250717;	150237;	1752744757.000;	    err11
20250717;	150242;	1752744762.000;	    err11
20250717;	150247;	1752744767.000;	    err11
20250717;	150252;	1752744772.000;	    err11
20250717;	150257;	1752744777.000;	    err11
20250717;	150302;	1752744782.000;	    err11
20250717;	150307;	1752744787.000;	    err11
20250717;	150312;	1752744792.000;	    err11
20250717;	150317;	1752744797.000;	    err11
20250717;	150322;	1752744802.000;	    err11
20250717;	150327;	1752744807.000;	    err11
20250717;	150332;	1752744812.000;	    err11
20250717;	150337;	1752744817.000;	    err11
20250717;	150342;	1752744822.000;	    err11
20250717;	150347;	1752744827.000;	    err11
20250717;	150352;	1752744832.000;	    err11
20250717;	150357;	1752744837.000;	    err11
20250717;	150402;	1752744842.000;	    err11
20250717;	150407;	1752744847.000;	    err11
20250717;	150412;	1752744852.000;	    err11
20250717;	150417;	1752744857.000;	    err11
20250717;	150422;	1752744862.000;	    err11
20250717;	150427;	1752744867.000;	    err11
20250717;	150432;	1752744872.000;	    err11
20250717;	150437;	1752744877.000;	    err11
20250717;	150442;	1752744882.000;	    err11
20250717;	150447;	1752744887.000;	    err11
20250717;	150452;	1752744892.000;	    err11
20250717;	150457;	1752744897.000;	    err11
20250717;	150502;	1752744902.000;	    err11
20250717;	150507;	1752744907.000;	    err11
20250717;	150512;	1752744912.000;	    err11
20250717;	150517;	1752744917.000;	    err11
20250717;	150522;	1752744922.000;	    err11
20250717;	150527;	1752744927.000;	    err11
20250717;	150532;	1752744932.000;	    err11
20250717;	150537;	1752744937.000;	    err11
20250717;	150542;	1752744942.000;	    err11
20250717;	150547;	1752744947.000;	    err11
20250717;	150552;	1752744952.000;	    err11
20250717;	150557;	1752744957.000;	    err11
20250717;	150602;	1752744962.000;	    err11
20250717;	150607;	1752744967.000;	    err11
20250717;	150612;	1752744972.000;	    err11
20250717;	150617;	1752744977.000;	    err11
20250717;	150622;	1752744982.000;	    err11
20250717;	150627;	1752744987.000;	    err11
20250717;	150632;	1752744992.000;	    err11
20250717;	150637;	1752744997.000;	    err11
20250717;	150642;	1752745002.000;	    err11
20250717;	150647;	1752745007.000;	    err11
20250717;	150652;	1752745012.000;	    err11
20250717;	150657;	1752745017.000;	    err11
20250717;	150702;	1752745022.000;	    err11
20250717;	150707;	1752745027.000;	    err11
20250717;	150712;	1752745032.000;	    err11
20250717;	150717;	1752745037.000;	    err11
20250717;	150722;	1752745042.000;	    err11
20250717;	150727;	1752745047.000;	    err11
20250717;	150732;	1752745052.000;	    err11
20250717;	150737;	1752745057.000;	    err11
20250717;	150742;	1752745062.000;	    err11
20250717;	150747;	1752745067.000;	    err11
20250717;	150752;	1752745072.000;	    err11
20250717;	150757;	1752745077.000;	    err11
20250717;	150802;	1752745082.000;	    err11
20250717;	150807;	1752745087.000;	    err11
20250717;	150812;	1752745092.000;	    err11
20250717;	150817;	1752745097.000;	    err11
20250717;	150822;	1752745102.000;	    err11
20250717;	150827;	1752745107.000;	    err11
20250717;	150832;	1752745112.000;	    err11
20250717;	150837;	1752745117.000;	    err11
20250717;	150842;	1752745122.000;	    err11
20250717;	150847;	1752745127.000;	    err11
20250717;	150852;	1752745132.000;	    err11
20250717;	150857;	1752745137.000;	    err11
20250717;	150902;	1752745142.000;	    err32
20250717;	150907;	1752745147.000;	    err32
20250717;	150912;	1752745152.000;	    err32
20250717;	150917;	1752745157.000;	    err32
20250717;	150922;	1752745162.000;	    err32
20250717;	150927;	1752745167.000;	    err32
20250717;	150932;	1752745172.000;	    err32
20250717;	150937;	1752745177.000;	    err32
20250717;	150942;	1752745182.000;	    err11
20250717;	150947;	1752745187.000;	    err11
20250717;	150952;	1752745192.000;	    err11
20250717;	150957;	1752745197.000;	    err11
20250717;	151002;	1752745202.000;	    err11
20250717;	151007;	1752745207.000;	    err11
20250717;	151012;	1752745212.000;	    err11
20250717;	151017;	1752745217.000;	    err11
20250717;	151022;	1752745222.000;	    err11
20250717;	151027;	1752745227.000;	    err11
20250717;	151032;	1752745232.000;	    err11
20250717;	151037;	1752745237.000;	    err11
20250717;	151042;	1752745242.000;	    err11
20250717;	151047;	1752745247.000;	    err11
20250717;	151052;	1752745252.000;	    err11
20250717;	151057;	1752745257.000;	    err11
20250717;	151102;	1752745262.000;	    err11
20250717;	151107;	1752745267.000;	    err11
20250717;	151112;	1752745272.000;	    err11
20250717;	151117;	1752745277.000;	    err32
20250717;	151122;	1752745282.000;	    err32
20250717;	151127;	1752745287.000;	    err32
20250717;	151132;	1752745292.000;	    err11
20250717;	151137;	1752745297.000;	    err11
20250717;	151142;	1752745302.000;	    err11
20250717;	151147;	1752745307.000;	    err11
20250717;	151152;	1752745312.000;	    err11
20250717;	151157;	1752745317.000;	    err11
20250717;	151202;	1752745322.000;	    err11
20250717;	151207;	1752745327.000;	    err11
20250717;	151212;	1752745332.000;	    err11
20250717;	151217;	1752745337.000;	    err11
20250717;	151222;	1752745342.000;	    err11
20250717;	151227;	1752745347.000;	    err11
20250717;	151232;	1752745352.000;	    err11
20250717;	151237;	1752745357.000;	    err11
20250717;	151242;	1752745362.000;	    err11
20250717;	151247;	1752745367.000;	    err11
20250717;	151252;	1752745372.000;	    err11
20250717;	151257;	1752745377.000;	    err11
20250717;	151302;	1752745382.000;	    err11
20250717;	151307;	1752745387.000;	    err11
20250717;	151312;	1752745392.000;	    err11
20250717;	151317;	1752745397.000;	    err11
20250717;	151322;	1752745402.000;	    err11
20250717;	151327;	1752745407.000;	    err11
20250717;	151332;	1752745412.000;	    err11
20250717;	151337;	1752745417.000;	    err11
20250717;	151342;	1752745422.000;	    err11
20250717;	151347;	1752745427.000;	    err11
20250717;	151352;	1752745432.000;	    err11
20250717;	151357;	1752745437.000;	    err11
20250717;	151402;	1752745442.000;	    err11
20250717;	151407;	1752745447.000;	    err11
20250717;	151412;	1752745452.000;	    err11
20250717;	151417;	1752745457.000;	    err11
20250717;	151422;	1752745462.000;	    err11
20250717;	151427;	1752745467.000;	    err11
20250717;	151432;	1752745472.000;	    err11
20250717;	151437;	1752745477.000;	    err11
20250717;	151442;	1752745482.000;	    err11
20250717;	151447;	1752745487.000;	    err11
20250717;	151452;	1752745492.000;	    err11
20250717;	151457;	1752745497.000;	    err11
20250717;	151502;	1752745502.000;	    err11
20250717;	151507;	1752745507.000;	    err11
20250717;	151512;	1752745512.000;	    err11
20250717;	151517;	1752745517.000;	    err11
20250717;	151522;	1752745522.000;	    err11
20250717;	151527;	1752745527.000;	    err11
20250717;	151532;	1752745532.000;	    err11
20250717;	151537;	1752745537.000;	    err11
20250717;	151542;	1752745542.000;	    err11
20250717;	151547;	1752745547.000;	    err11
20250717;	151552;	1752745552.000;	    err11
20250717;	151557;	1752745557.000;	    err11
20250717;	151602;	1752745562.000;	    err11
20250717;	151607;	1752745567.000;	    err11
20250717;	151612;	1752745572.000;	    err11
20250717;	151617;	1752745577.000;	    err11
20250717;	151622;	1752745582.000;	    err11
20250717;	151627;	1752745587.000;	    err11
20250717;	151632;	1752745592.000;	    err11
20250717;	151637;	1752745597.000;	    err11
20250717;	151642;	1752745602.000;	    err11
20250717;	151647;	1752745607.000;	    err11
20250717;	151652;	1752745612.000;	    err11
20250717;	151657;	1752745617.000;	    err11
20250717;	151702;	1752745622.000;	    err11
20250717;	151707;	1752745627.000;	    err11
20250717;	151712;	1752745632.000;	    err11
20250717;	151717;	1752745637.000;	    err11
20250717;	151722;	1752745642.000;	    err11
20250717;	151727;	1752745647.000;	    err11
20250717;	151732;	1752745652.000;	    err11
20250717;	151737;	1752745657.000;	    err11
20250717;	151742;	1752745662.000;	    err11
20250717;	151747;	1752745667.000;	    err11
20250717;	151752;	1752745672.000;	    err11
20250717;	151757;	1752745677.000;	    err11
20250717;	151802;	1752745682.000;	    err11
20250717;	151807;	1752745687.000;	    err11
20250717;	151812;	1752745692.000;	    err11
20250717;	151817;	1752745697.000;	    err11
20250717;	151822;	1752745702.000;	    err11
20250717;	151827;	1752745707.000;	    err11
20250717;	151832;	1752745712.000;	    err11
20250717;	151837;	1752745717.000;	    err11
20250717;	151842;	1752745722.000;	    err11
20250717;	151847;	1752745727.000;	    err11
20250717;	151852;	1752745732.000;	    err11
20250717;	151857;	1752745737.000;	    err11
20250717;	151902;	1752745742.000;	    err11
20250717;	151907;	1752745747.000;	    err11
20250717;	151912;	1752745752.000;	    err11
20250717;	151917;	1752745757.000;	    err11
20250717;	151922;	1752745762.000;	    err11
20250717;	151927;	1752745767.000;	    err11
20250717;	151932;	1752745772.000;	    err11
20250717;	151937;	1752745777.000;	    err11
20250717;	151942;	1752745782.000;	    err11
20250717;	151947;	1752745787.000;	    err11
20250717;	151952;	1752745792.000;	    err11
20250717;	151957;	1752745797.000;	    err11
20250717;	152002;	1752745802.000;	    err11
20250717;	152007;	1752745807.000;	    err11
20250717;	152012;	1752745812.000;	    err11
20250717;	152017;	1752745817.000;	    err11
20250717;	152022;	1752745822.000;	    err11
20250717;	152027;	1752745827.000;	    err11
20250717;	152032;	1752745832.000;	    err11
20250717;	152037;	1752745837.000;	    err11
20250717;	152042;	1752745842.000;	    err11
20250717;	152047;	1752745847.000;	    err11
20250717;	152052;	1752745852.000;	    err11
20250717;	152057;	1752745857.000;	    err11
20250717;	152102;	1752745862.000;	    err11
20250717;	152107;	1752745867.000;	    err11
20250717;	152112;	1752745872.000;	    err11
20250717;	152117;	1752745877.000;	    err11
20250717;	152122;	1752745882.000;	    err11
20250717;	152127;	1752745887.000;	    err11
20250717;	152132;	1752745892.000;	    err11
20250717;	152137;	1752745897.000;	    err11
20250717;	152142;	1752745902.000;	    err11
20250717;	152147;	1752745907.000;	    err11
20250717;	152152;	1752745912.000;	    err11
20250717;	152157;	1752745917.000;	    err11
20250717;	152202;	1752745922.000;	    err11
20250717;	152207;	1752745927.000;	    err11
20250717;	152212;	1752745932.000;	    err11
20250717;	152217;	1752745937.000;	    err11
20250717;	152222;	1752745942.000;	    err11
20250717;	152227;	1752745947.000;	    err11
20250717;	152232;	1752745952.000;	    err11
20250717;	152237;	1752745957.000;	    err11
20250717;	152242;	1752745962.000;	    err11
20250717;	152247;	1752745967.000;	    err11
20250717;	152252;	1752745972.000;	    err11
20250717;	152257;	1752745977.000;	    err11
20250717;	152302;	1752745982.000;	    err11
20250717;	152307;	1752745987.000;	    err11
20250717;	152312;	1752745992.000;	    err11
20250717;	152317;	1752745997.000;	    err11
20250717;	152322;	1752746002.000;	    err11
20250717;	152327;	1752746007.000;	    err11
20250717;	152332;	1752746012.000;	    err11
20250717;	152337;	1752746017.000;	    err11
20250717;	152342;	1752746022.000;	    err11
20250717;	152347;	1752746027.000;	    err11
20250717;	152352;	1752746032.000;	    err11
20250717;	152357;	1752746037.000;	    err11
20250717;	152402;	1752746042.000;	    err11
20250717;	152407;	1752746047.000;	    err11
20250717;	152412;	1752746052.000;	    err11
20250717;	152417;	1752746057.000;	    err11
20250717;	152422;	1752746062.000;	    err11
20250717;	152427;	1752746067.000;	    err11
20250717;	152432;	1752746072.000;	    err11
20250717;	152437;	1752746077.000;	    err11
20250717;	152442;	1752746082.000;	    err11
20250717;	152447;	1752746087.000;	    err11
20250717;	152452;	1752746092.000;	    err11
20250717;	152457;	1752746097.000;	    err11
20250717;	152502;	1752746102.000;	    err11
20250717;	152507;	1752746107.000;	    err11
20250717;	152512;	1752746112.000;	    err11
20250717;	152517;	1752746117.000;	    err11
20250717;	152522;	1752746122.000;	    err11
20250717;	152527;	1752746127.000;	    err11
20250717;	152532;	1752746132.000;	    err11
20250717;	152537;	1752746137.000;	    err11
20250717;	152542;	1752746142.000;	    err11
20250717;	152547;	1752746147.000;	    err11
20250717;	152552;	1752746152.000;	    err11
20250717;	152557;	1752746157.000;	    err11
20250717;	152602;	1752746162.000;	    err11
20250717;	152607;	1752746167.000;	    err11
20250717;	152612;	1752746172.000;	    err11
20250717;	152617;	1752746177.000;	    err11
20250717;	152622;	1752746182.000;	    err11
20250717;	152627;	1752746187.000;	    err11
20250717;	152632;	1752746192.000;	    err11
20250717;	152637;	1752746197.000;	    err11
20250717;	152642;	1752746202.000;	    err11
20250717;	152647;	1752746207.000;	    err11
20250717;	152652;	1752746212.000;	    err11
20250717;	152657;	1752746217.000;	    err11
20250717;	152702;	1752746222.000;	    err11
20250717;	152707;	1752746227.000;	    err11
20250717;	152712;	1752746232.000;	    err11
20250717;	152717;	1752746237.000;	    err11
20250717;	152722;	1752746242.000;	    err11
20250717;	152727;	1752746247.000;	    err11
20250717;	152732;	1752746252.000;	    err11
20250717;	152737;	1752746257.000;	    err11
20250717;	152742;	1752746262.000;	    err11
20250717;	152747;	1752746267.000;	    err11
20250717;	152752;	1752746272.000;	    err11
20250717;	152757;	1752746277.000;	    err11
20250717;	152802;	1752746282.000;	    err11
20250717;	152807;	1752746287.000;	    err11
20250717;	152812;	1752746292.000;	    err11
20250717;	152817;	1752746297.000;	    err11
20250717;	152822;	1752746302.000;	    err11
20250717;	152827;	1752746307.000;	    err11
20250717;	152832;	1752746312.000;	    err11
20250717;	152837;	1752746317.000;	    err11
20250717;	152842;	1752746322.000;	    err11
20250717;	152847;	1752746327.000;	    err11
20250717;	152852;	1752746332.000;	    err11
20250717;	152857;	1752746337.000;	    err11
20250717;	152902;	1752746342.000;	    err11
20250717;	152907;	1752746347.000;	    err11
20250717;	152912;	1752746352.000;	    err11
20250717;	152917;	1752746357.000;	    err11
20250717;	152922;	1752746362.000;	    err11
20250717;	152927;	1752746367.000;	    err11
20250717;	152932;	1752746372.000;	    err11
20250717;	152937;	1752746377.000;	    err11
20250717;	152942;	1752746382.000;	    err11
20250717;	152947;	1752746387.000;	    err11
20250717;	152952;	1752746392.000;	    err11
20250717;	152957;	1752746397.000;	    err11
20250717;	153002;	1752746402.000;	    err11
20250717;	153007;	1752746407.000;	    err11
20250717;	153012;	1752746412.000;	    err11
20250717;	153017;	1752746417.000;	    err11
20250717;	153022;	1752746422.000;	    err11
20250717;	153027;	1752746427.000;	    err11
20250717;	153032;	1752746432.000;	    err11
20250717;	153037;	1752746437.000;	    err11
20250717;	153042;	1752746442.000;	    err11
20250717;	153047;	1752746447.000;	    err11
20250717;	153052;	1752746452.000;	    err11
20250717;	153057;	1752746457.000;	    err11
20250717;	153102;	1752746462.000;	    err11
20250717;	153107;	1752746467.000;	    err11
20250717;	153112;	1752746472.000;	    err11
20250717;	153117;	1752746477.000;	    err11
20250717;	153122;	1752746482.000;	    err11
20250717;	153127;	1752746487.000;	    err11
20250717;	153132;	1752746492.000;	    err11
20250717;	153137;	1752746497.000;	    err11
20250717;	153142;	1752746502.000;	    err11
20250717;	153147;	1752746507.000;	    err11
20250717;	153152;	1752746512.000;	    err11
20250717;	153157;	1752746517.000;	    err11
20250717;	153202;	1752746522.000;	    err11
20250717;	153207;	1752746527.000;	    err11
20250717;	153212;	1752746532.000;	    err11
20250717;	153217;	1752746537.000;	    err11
20250717;	153222;	1752746542.000;	    err11
20250717;	153227;	1752746547.000;	    err11
20250717;	153232;	1752746552.000;	    err11
20250717;	153237;	1752746557.000;	    err11
20250717;	153242;	1752746562.000;	    err11
20250717;	153247;	1752746567.000;	    err11
20250717;	153252;	1752746572.000;	    err11
20250717;	153257;	1752746577.000;	    err11
20250717;	153302;	1752746582.000;	    err11
20250717;	153307;	1752746587.000;	    err11
20250717;	153312;	1752746592.000;	    err11
20250717;	153317;	1752746597.000;	    err11
20250717;	153322;	1752746602.000;	    err11
20250717;	153327;	1752746607.000;	    err11
20250717;	153332;	1752746612.000;	    err11
20250717;	153337;	1752746617.000;	    err11
20250717;	153342;	1752746622.000;	    err11
20250717;	153347;	1752746627.000;	    err11
20250717;	153352;	1752746632.000;	    err11
20250717;	153357;	1752746637.000;	    err11
20250717;	153402;	1752746642.000;	    err11
20250717;	153407;	1752746647.000;	    err11
20250717;	153412;	1752746652.000;	    err11
20250717;	153417;	1752746657.000;	    err11
20250717;	153422;	1752746662.000;	    err11
20250717;	153427;	1752746667.000;	    err11
20250717;	153432;	1752746672.000;	    err11
20250717;	153437;	1752746677.000;	    err11
20250717;	153442;	1752746682.000;	    err11
20250717;	153447;	1752746687.000;	    err11
20250717;	153452;	1752746692.000;	    err11
20250717;	153457;	1752746697.000;	    err11
20250717;	153502;	1752746702.000;	    err11
20250717;	153507;	1752746707.000;	    err11
20250717;	153512;	1752746712.000;	    err11
20250717;	153517;	1752746717.000;	    err11
20250717;	153522;	1752746722.000;	    err11
20250717;	153527;	1752746727.000;	    err11
20250717;	153532;	1752746732.000;	    err11
20250717;	153537;	1752746737.000;	    err11
20250717;	153542;	1752746742.000;	    err11
20250717;	153547;	1752746747.000;	    err11
20250717;	153552;	1752746752.000;	    err11
20250717;	153557;	1752746757.000;	    err11
20250717;	153602;	1752746762.000;	    err11
20250717;	153607;	1752746767.000;	    err11
20250717;	153612;	1752746772.000;	    err11
20250717;	153617;	1752746777.000;	    err11
20250717;	153622;	1752746782.000;	    err11
20250717;	153627;	1752746787.000;	    err11
20250717;	153632;	1752746792.000;	    err11
20250717;	153637;	1752746797.000;	    err11
20250717;	153642;	1752746802.000;	    err11
20250717;	153647;	1752746807.000;	    err11
20250717;	153652;	1752746812.000;	    err11
20250717;	153657;	1752746817.000;	    err11
20250717;	153702;	1752746822.000;	    err11
20250717;	153707;	1752746827.000;	    err11
20250717;	153712;	1752746832.000;	    err11
20250717;	153717;	1752746837.000;	    err11
20250717;	153722;	1752746842.000;	    err11
20250717;	153727;	1752746847.000;	    err11
20250717;	153732;	1752746852.000;	    err11
20250717;	153737;	1752746857.000;	    err11
20250717;	153742;	1752746862.000;	    err11
20250717;	153747;	1752746867.000;	    err11
20250717;	153752;	1752746872.000;	    err11
20250717;	153757;	1752746877.000;	    err11
20250717;	153802;	1752746882.000;	    err11
20250717;	153807;	1752746887.000;	    err11
20250717;	153812;	1752746892.000;	    err11
20250717;	153817;	1752746897.000;	    err11
20250717;	153822;	1752746902.000;	    err11
20250717;	153827;	1752746907.000;	    err11
20250717;	153832;	1752746912.000;	    err11
20250717;	153837;	1752746917.000;	    err11
20250717;	153842;	1752746922.000;	    err11
20250717;	153847;	1752746927.000;	    err11
20250717;	153852;	1752746932.000;	    err11
20250717;	153857;	1752746937.000;	    err11
20250717;	153902;	1752746942.000;	    err11
20250717;	153907;	1752746947.000;	    err11
20250717;	153912;	1752746952.000;	    err11
20250717;	153917;	1752746957.000;	    err11
20250717;	153922;	1752746962.000;	    err11
20250717;	153927;	1752746967.000;	    err11
20250717;	153932;	1752746972.000;	    err11
20250717;	153937;	1752746977.000;	    err11
20250717;	153942;	1752746982.000;	    err11
20250717;	153947;	1752746987.000;	    err11
20250717;	153952;	1752746992.000;	    err11
20250717;	153957;	1752746997.000;	    err11
20250717;	154002;	1752747002.000;	    err11
20250717;	154007;	1752747007.000;	    err11
20250717;	154012;	1752747012.000;	    err11
20250717;	154017;	1752747017.000;	    err11
20250717;	154022;	1752747022.000;	    err11
20250717;	154027;	1752747027.000;	    err11
20250717;	154032;	1752747032.000;	    err11
20250717;	154037;	1752747037.000;	    err11
20250717;	154042;	1752747042.000;	    err11
20250717;	154047;	1752747047.000;	    err11
20250717;	154052;	1752747052.000;	    err11
20250717;	154057;	1752747057.000;	    err11
20250717;	154102;	1752747062.000;	    err11
20250717;	154107;	1752747067.000;	    err11
20250717;	154112;	1752747072.000;	    err11
20250717;	154117;	1752747077.000;	    err11
20250717;	154122;	1752747082.000;	    err11
20250717;	154127;	1752747087.000;	    err11
20250717;	154132;	1752747092.000;	    err11
20250717;	154137;	1752747097.000;	    err11
20250717;	154142;	1752747102.000;	    err11
20250717;	154147;	1752747107.000;	    err11
20250717;	154152;	1752747112.000;	    err11
20250717;	154157;	1752747117.000;	    err11
20250717;	154202;	1752747122.000;	    err11
20250717;	154207;	1752747127.000;	    err11
20250717;	154212;	1752747132.000;	    err11
20250717;	154217;	1752747137.000;	    err11
20250717;	154222;	1752747142.000;	    err11
20250717;	154227;	1752747147.000;	    err11
20250717;	154232;	1752747152.000;	    err11
20250717;	154237;	1752747157.000;	    err11
20250717;	154242;	1752747162.000;	    err11
20250717;	154247;	1752747167.000;	    err11
20250717;	154252;	1752747172.000;	    err11
20250717;	154257;	1752747177.000;	    err11
20250717;	154302;	1752747182.000;	    err11
20250717;	154307;	1752747187.000;	    err11
20250717;	154312;	1752747192.000;	    err11
20250717;	154317;	1752747197.000;	    err11
20250717;	154322;	1752747202.000;	    err11
20250717;	154327;	1752747207.000;	    err11
20250717;	154332;	1752747212.000;	    err11
20250717;	154337;	1752747217.000;	    err11
20250717;	154342;	1752747222.000;	    err11
20250717;	154347;	1752747227.000;	    err11
20250717;	154352;	1752747232.000;	    err11
20250717;	154357;	1752747237.000;	    err11
20250717;	154402;	1752747242.000;	    err11
20250717;	154407;	1752747247.000;	    err11
20250717;	154412;	1752747252.000;	    err11
20250717;	154417;	1752747257.000;	    err11
20250717;	154422;	1752747262.000;	    err11
20250717;	154427;	1752747267.000;	    err11
20250717;	154432;	1752747272.000;	    err11
20250717;	154437;	1752747277.000;	    err11
20250717;	154442;	1752747282.000;	    err11
20250717;	154447;	1752747287.000;	    err11
20250717;	154452;	1752747292.000;	    err11
20250717;	154457;	1752747297.000;	    err11
20250717;	154502;	1752747302.000;	    err11
20250717;	154507;	1752747307.000;	    err11
20250717;	154512;	1752747312.000;	    err11
20250717;	154517;	1752747317.000;	    err11
20250717;	154522;	1752747322.000;	    err11
20250717;	154527;	1752747327.000;	    err32
20250717;	154532;	1752747332.000;	    err32
20250717;	154537;	1752747337.000;	    err32
20250717;	154542;	1752747342.000;	    err32
20250717;	154547;	1752747347.000;	    err11
20250717;	154552;	1752747352.000;	    err11
20250717;	154557;	1752747357.000;	    err11
20250717;	154602;	1752747362.000;	    err11
20250717;	154607;	1752747367.000;	    err11
20250717;	154612;	1752747372.000;	    err11
