#ies_format_version: 1.0
#file: 20250729_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250729;	200315;	1753799595.000;	 err32;	 err32
20250729;	200318;	1753799598.000;	 err32;	 err32
20250729;	200321;	1753799601.000;	 err32;	 err32
20250729;	200324;	1753799604.000;	 err32;	 err32
20250729;	200327;	1753799607.000;	 err32;	 err32
20250729;	200330;	1753799610.000;	 err32;	 err32
20250729;	200333;	1753799613.000;	 err32;	 err32
20250729;	200336;	1753799616.000;	 err32;	 err32
20250729;	200339;	1753799619.000;	 err32;	 err32
20250729;	200342;	1753799622.000;	 err32;	 err32
20250729;	200345;	1753799625.000;	 err32;	 err32
20250729;	200348;	1753799628.000;	 err32;	 err32
20250729;	200351;	1753799631.000;	 err32;	 err32
20250729;	200354;	1753799634.000;	 err32;	 err32
20250729;	200357;	1753799637.000;	 err32;	 err32
20250729;	200400;	1753799640.000;	 err32;	 err32
20250729;	200403;	1753799643.000;	 err32;	 err32
20250729;	200406;	1753799646.000;	 err32;	 err32
20250729;	200409;	1753799649.000;	 err32;	 err32
20250729;	200412;	1753799652.000;	 err32;	 err32
20250729;	200415;	1753799655.000;	 err32;	 err32
20250729;	200418;	1753799658.000;	 err32;	 err32
20250729;	200421;	1753799661.000;	 err32;	 err32
20250729;	200424;	1753799664.000;	 err32;	 err32
20250729;	200427;	1753799667.000;	 err32;	 err32
20250729;	200430;	1753799670.000;	 err32;	 err32
20250729;	200433;	1753799673.000;	 err32;	 err32
20250729;	200436;	1753799676.000;	 err32;	 err32
20250729;	200439;	1753799679.000;	 err32;	 err32
20250729;	200442;	1753799682.000;	 err32;	 err32
20250729;	200445;	1753799685.000;	 err32;	 err32
20250729;	200448;	1753799688.000;	 err32;	 err32
20250729;	200451;	1753799691.000;	 err32;	 err32
20250729;	200454;	1753799694.000;	 err32;	 err32
20250729;	200457;	1753799697.000;	 err32;	 err32
20250729;	200500;	1753799700.000;	 err32;	 err32
20250729;	200503;	1753799703.000;	 err32;	 err32
20250729;	200506;	1753799706.000;	 err32;	 err32
20250729;	200509;	1753799709.000;	 err32;	 err32
20250729;	200512;	1753799712.000;	 err32;	 err32
20250729;	200515;	1753799715.000;	 err32;	 err32
20250729;	200518;	1753799718.000;	 err32;	 err32
20250729;	200521;	1753799721.000;	 err32;	 err32
20250729;	200524;	1753799724.000;	 err32;	 err32
20250729;	200527;	1753799727.000;	 err32;	 err32
20250729;	200530;	1753799730.000;	 err32;	 err32
20250729;	200533;	1753799733.000;	 err32;	 err32
20250729;	200536;	1753799736.000;	 err32;	 err32
20250729;	200539;	1753799739.000;	 err32;	 err32
20250729;	200542;	1753799742.000;	 err32;	 err32
20250729;	200545;	1753799745.000;	 err32;	 err32
20250729;	200548;	1753799748.000;	 err32;	 err32
20250729;	200551;	1753799751.000;	 err32;	 err32
20250729;	200554;	1753799754.000;	 err32;	 err32
20250729;	200557;	1753799757.000;	 err32;	 err32
20250729;	200600;	1753799760.000;	 err32;	 err32
20250729;	200603;	1753799763.000;	 err32;	 err32
20250729;	200606;	1753799766.000;	 err32;	 err32
20250729;	200609;	1753799769.000;	 err32;	 err32
20250729;	200612;	1753799772.000;	 err32;	 err32
20250729;	200615;	1753799775.000;	 err32;	 err32
20250729;	200618;	1753799778.000;	 err32;	 err32
20250729;	200621;	1753799781.000;	 err32;	 err32
20250729;	200624;	1753799784.000;	 err32;	 err32
20250729;	200627;	1753799787.000;	 err32;	 err32
20250729;	200630;	1753799790.000;	 err32;	 err32
20250729;	200633;	1753799793.000;	 err32;	 err32
20250729;	200636;	1753799796.000;	 err32;	 err32
20250729;	200639;	1753799799.000;	 err32;	 err32
20250729;	200642;	1753799802.000;	 err32;	 err32
20250729;	200645;	1753799805.000;	 err32;	 err32
20250729;	200648;	1753799808.000;	 err32;	 err32
20250729;	200651;	1753799811.000;	 err32;	 err32
20250729;	200654;	1753799814.000;	 err32;	 err32
20250729;	200657;	1753799817.000;	 err32;	 err32
20250729;	200700;	1753799820.000;	 err32;	 err32
20250729;	200703;	1753799823.000;	 err32;	 err32
20250729;	200706;	1753799826.000;	 err32;	 err32
20250729;	200709;	1753799829.000;	 err32;	 err32
20250729;	200712;	1753799832.000;	 err32;	 err32
20250729;	200715;	1753799835.000;	 err32;	 err32
20250729;	200718;	1753799838.000;	 err32;	 err32
20250729;	200721;	1753799841.000;	 err32;	 err32
20250729;	200724;	1753799844.000;	 err32;	 err32
20250729;	200727;	1753799847.000;	 err32;	 err32
20250729;	200730;	1753799850.000;	 err32;	 err32
20250729;	200733;	1753799853.000;	 err32;	 err32
20250729;	200736;	1753799856.000;	 err32;	 err32
20250729;	200739;	1753799859.000;	 err32;	 err32
20250729;	200742;	1753799862.000;	 err32;	 err32
20250729;	200745;	1753799865.000;	 err32;	 err32
20250729;	200748;	1753799868.000;	 err32;	 err32
20250729;	200751;	1753799871.000;	 err32;	 err32
20250729;	200754;	1753799874.000;	 err32;	 err32
20250729;	200757;	1753799877.000;	 err32;	 err32
20250729;	200800;	1753799880.000;	 err32;	 err32
20250729;	200803;	1753799883.000;	 err32;	 err32
20250729;	200806;	1753799886.000;	 err32;	 err32
20250729;	200809;	1753799889.000;	 err32;	 err32
20250729;	200812;	1753799892.000;	 err32;	 err32
20250729;	200815;	1753799895.000;	 err32;	 err32
20250729;	200818;	1753799898.000;	 err32;	 err32
20250729;	200821;	1753799901.000;	 err32;	 err32
20250729;	200824;	1753799904.000;	 err32;	 err32
20250729;	200827;	1753799907.000;	 err32;	 err32
20250729;	200830;	1753799910.000;	 err32;	 err32
20250729;	200833;	1753799913.000;	 err32;	 err32
20250729;	200836;	1753799916.000;	 err32;	 err32
20250729;	200839;	1753799919.000;	 err32;	 err32
20250729;	200842;	1753799922.000;	 err32;	 err32
20250729;	200845;	1753799925.000;	 err32;	 err32
20250729;	200848;	1753799928.000;	 err32;	 err32
20250729;	200851;	1753799931.000;	 err32;	 err32
20250729;	200854;	1753799934.000;	 err32;	 err32
20250729;	200857;	1753799937.000;	 err32;	 err32
20250729;	200900;	1753799940.000;	 err32;	 err32
20250729;	200903;	1753799943.000;	 err32;	 err32
20250729;	200906;	1753799946.000;	 err32;	 err32
20250729;	200909;	1753799949.000;	 err32;	 err32
20250729;	200912;	1753799952.000;	 err32;	 err32
20250729;	200915;	1753799955.000;	 err32;	 err32
20250729;	200918;	1753799958.000;	 err32;	 err32
20250729;	200921;	1753799961.000;	 err32;	 err32
20250729;	200924;	1753799964.000;	 err32;	 err32
20250729;	200927;	1753799967.000;	 err32;	 err32
20250729;	200930;	1753799970.000;	 err32;	 err32
20250729;	200933;	1753799973.000;	 err32;	 err32
20250729;	200936;	1753799976.000;	 err32;	 err32
20250729;	200939;	1753799979.000;	 err32;	 err32
20250729;	200942;	1753799982.000;	 err32;	 err32
20250729;	200945;	1753799985.000;	 err32;	 err32
20250729;	200948;	1753799988.000;	 err32;	 err32
20250729;	200951;	1753799991.000;	 err32;	 err32
20250729;	200954;	1753799994.000;	 err32;	 err32
20250729;	200957;	1753799997.000;	 err32;	 err32
20250729;	201000;	1753800000.000;	 err32;	 err32
20250729;	201003;	1753800003.000;	 err32;	 err32
20250729;	201006;	1753800006.000;	 err32;	 err32
20250729;	201009;	1753800009.000;	 err32;	 err32
20250729;	201012;	1753800012.000;	 err32;	 err32
20250729;	201015;	1753800015.000;	 err32;	 err32
20250729;	201018;	1753800018.000;	 err32;	 err32
20250729;	201021;	1753800021.000;	 err32;	 err32
20250729;	201024;	1753800024.000;	 err32;	 err32
20250729;	201027;	1753800027.000;	 err32;	 err32
20250729;	201030;	1753800030.000;	 err32;	 err32
20250729;	201033;	1753800033.000;	 err32;	 err32
20250729;	201036;	1753800036.000;	 err32;	 err32
20250729;	201039;	1753800039.000;	 err32;	 err32
20250729;	201042;	1753800042.000;	 err32;	 err32
20250729;	201045;	1753800045.000;	 err32;	 err32
20250729;	201048;	1753800048.000;	 err32;	 err32
20250729;	201051;	1753800051.000;	 err32;	 err32
20250729;	201054;	1753800054.000;	 err32;	 err32
20250729;	201057;	1753800057.000;	 err32;	 err32
20250729;	201100;	1753800060.000;	 err32;	 err32
20250729;	201103;	1753800063.000;	 err32;	 err32
20250729;	201106;	1753800066.000;	 err32;	 err32
20250729;	201109;	1753800069.000;	 err32;	 err32
20250729;	201112;	1753800072.000;	 err32;	 err32
20250729;	201115;	1753800075.000;	 err32;	 err32
20250729;	201118;	1753800078.000;	 err32;	 err32
20250729;	201121;	1753800081.000;	 err32;	 err32
20250729;	201124;	1753800084.000;	 err32;	 err32
20250729;	201127;	1753800087.000;	 err32;	 err32
20250729;	201130;	1753800090.000;	 err32;	 err32
20250729;	201133;	1753800093.000;	 err32;	 err32
20250729;	201136;	1753800096.000;	 err32;	 err32
20250729;	201139;	1753800099.000;	 err32;	 err32
20250729;	201142;	1753800102.000;	 err32;	 err32
20250729;	201145;	1753800105.000;	 err32;	 err32
20250729;	201148;	1753800108.000;	 err32;	 err32
20250729;	201151;	1753800111.000;	 err32;	 err32
20250729;	201154;	1753800114.000;	 err32;	 err32
20250729;	201157;	1753800117.000;	 err32;	 err32
20250729;	201200;	1753800120.000;	 err32;	 err32
20250729;	201203;	1753800123.000;	 err32;	 err32
20250729;	201206;	1753800126.000;	 err32;	 err32
20250729;	201209;	1753800129.000;	 err32;	 err32
20250729;	201212;	1753800132.000;	 err32;	 err32
20250729;	201215;	1753800135.000;	 err32;	 err32
20250729;	201218;	1753800138.000;	 err32;	 err32
20250729;	201221;	1753800141.000;	 err32;	 err32
20250729;	201224;	1753800144.000;	 err32;	 err32
20250729;	201227;	1753800147.000;	 err32;	 err32
20250729;	201230;	1753800150.000;	 err32;	 err32
20250729;	201233;	1753800153.000;	 err32;	 err32
20250729;	201236;	1753800156.000;	 err32;	 err32
20250729;	201239;	1753800159.000;	 err32;	 err32
20250729;	201242;	1753800162.000;	 err32;	 err32
20250729;	201245;	1753800165.000;	 err32;	 err32
20250729;	201248;	1753800168.000;	 err32;	 err32
20250729;	201251;	1753800171.000;	 err32;	 err32
20250729;	201254;	1753800174.000;	 err32;	 err32
20250729;	201257;	1753800177.000;	 err32;	 err32
20250729;	201300;	1753800180.000;	 err32;	 err32
20250729;	201303;	1753800183.000;	 err32;	 err32
20250729;	201306;	1753800186.000;	 err32;	 err32
20250729;	201309;	1753800189.000;	 err32;	 err32
20250729;	201312;	1753800192.000;	 err32;	 err32
20250729;	201315;	1753800195.000;	 err32;	 err32
20250729;	201318;	1753800198.000;	 err32;	 err32
20250729;	201321;	1753800201.000;	 err32;	 err32
20250729;	201324;	1753800204.000;	 err32;	 err32
20250729;	201327;	1753800207.000;	 err32;	 err32
20250729;	201330;	1753800210.000;	 err32;	 err32
20250729;	201333;	1753800213.000;	 err32;	 err32
20250729;	201336;	1753800216.000;	 err32;	 err32
20250729;	201339;	1753800219.000;	 err32;	 err32
20250729;	201342;	1753800222.000;	 err32;	 err32
20250729;	201345;	1753800225.000;	 err32;	 err32
20250729;	201348;	1753800228.000;	 err32;	 err32
20250729;	201351;	1753800231.000;	 err32;	 err32
20250729;	201354;	1753800234.000;	 err32;	 err32
20250729;	201357;	1753800237.000;	 err32;	 err32
20250729;	201400;	1753800240.000;	 err32;	 err32
20250729;	201403;	1753800243.000;	 err32;	 err32
20250729;	201406;	1753800246.000;	 err32;	 err32
20250729;	201409;	1753800249.000;	 err32;	 err32
20250729;	201412;	1753800252.000;	 err32;	 err32
20250729;	201415;	1753800255.000;	 err32;	 err32
20250729;	201418;	1753800258.000;	 err32;	 err32
20250729;	201421;	1753800261.000;	 err32;	 err32
20250729;	201424;	1753800264.000;	 err32;	 err32
20250729;	201427;	1753800267.000;	 err32;	 err32
20250729;	201430;	1753800270.000;	 err32;	 err32
20250729;	201433;	1753800273.000;	 err32;	 err32
20250729;	201436;	1753800276.000;	 err32;	 err32
20250729;	201439;	1753800279.000;	 err32;	 err32
20250729;	201442;	1753800282.000;	 err32;	 err32
20250729;	201445;	1753800285.000;	 err32;	 err32
20250729;	201448;	1753800288.000;	 err32;	 err32
20250729;	201451;	1753800291.000;	 err32;	 err32
20250729;	201454;	1753800294.000;	 err32;	 err32
20250729;	201457;	1753800297.000;	 err32;	 err32
20250729;	201500;	1753800300.000;	 err32;	 err32
20250729;	201503;	1753800303.000;	 err32;	 err32
20250729;	201506;	1753800306.000;	 err32;	 err32
20250729;	201509;	1753800309.000;	 err32;	 err32
20250729;	201512;	1753800312.000;	 err32;	 err32
20250729;	201515;	1753800315.000;	 err32;	 err32
20250729;	201518;	1753800318.000;	 err32;	 err32
20250729;	201521;	1753800321.000;	 err32;	 err32
20250729;	201524;	1753800324.000;	 err32;	 err32
20250729;	201527;	1753800327.000;	 err32;	 err32
20250729;	201530;	1753800330.000;	 err32;	 err32
20250729;	201533;	1753800333.000;	 err32;	 err32
20250729;	201536;	1753800336.000;	 err32;	 err32
20250729;	201539;	1753800339.000;	 err32;	 err32
20250729;	201542;	1753800342.000;	 err32;	 err32
20250729;	201545;	1753800345.000;	 err32;	 err32
20250729;	201548;	1753800348.000;	 err32;	 err32
20250729;	201551;	1753800351.000;	 err32;	 err32
20250729;	201554;	1753800354.000;	 err32;	 err32
20250729;	201557;	1753800357.000;	 err32;	 err32
20250729;	201600;	1753800360.000;	 err32;	 err32
20250729;	201603;	1753800363.000;	 err32;	 err32
20250729;	201606;	1753800366.000;	 err32;	 err32
20250729;	201609;	1753800369.000;	 err32;	 err32
20250729;	201612;	1753800372.000;	 err32;	 err32
20250729;	201615;	1753800375.000;	 err32;	 err32
20250729;	201618;	1753800378.000;	 err32;	 err32
20250729;	201621;	1753800381.000;	 err32;	 err32
20250729;	201624;	1753800384.000;	 err32;	 err32
20250729;	201627;	1753800387.000;	 err32;	 err32
20250729;	201630;	1753800390.000;	 err32;	 err32
20250729;	201633;	1753800393.000;	 err32;	 err32
20250729;	201636;	1753800396.000;	 err32;	 err32
20250729;	201639;	1753800399.000;	 err32;	 err32
20250729;	201642;	1753800402.000;	 err32;	 err32
20250729;	201645;	1753800405.000;	 err32;	 err32
20250729;	201648;	1753800408.000;	 err32;	 err32
20250729;	201651;	1753800411.000;	 err32;	 err32
20250729;	201654;	1753800414.000;	 err32;	 err32
20250729;	201657;	1753800417.000;	 err32;	 err32
20250729;	201700;	1753800420.000;	 err32;	 err32
20250729;	201703;	1753800423.000;	 err32;	 err32
20250729;	201706;	1753800426.000;	 err32;	 err32
20250729;	201709;	1753800429.000;	 err32;	 err32
20250729;	201712;	1753800432.000;	 err32;	 err32
20250729;	201715;	1753800435.000;	 err32;	 err32
20250729;	201718;	1753800438.000;	 err32;	 err32
20250729;	201721;	1753800441.000;	 err32;	 err32
20250729;	201724;	1753800444.000;	 err32;	 err32
20250729;	201727;	1753800447.000;	 err32;	 err32
20250729;	201730;	1753800450.000;	 err32;	 err32
20250729;	201733;	1753800453.000;	 err32;	 err32
20250729;	201736;	1753800456.000;	 err32;	 err32
20250729;	201739;	1753800459.000;	 err32;	 err32
20250729;	201742;	1753800462.000;	 err32;	 err32
20250729;	201745;	1753800465.000;	 err32;	 err32
20250729;	201748;	1753800468.000;	 err32;	 err32
20250729;	201751;	1753800471.000;	 err32;	 err32
20250729;	201754;	1753800474.000;	 err32;	 err32
20250729;	201757;	1753800477.000;	 err32;	 err32
20250729;	201800;	1753800480.000;	 err32;	 err32
20250729;	201803;	1753800483.000;	 err32;	 err32
20250729;	201806;	1753800486.000;	 err32;	 err32
20250729;	201809;	1753800489.000;	 err32;	 err32
20250729;	201812;	1753800492.000;	 err32;	 err32
20250729;	201815;	1753800495.000;	 err32;	 err32
20250729;	201818;	1753800498.000;	 err32;	 err32
20250729;	201821;	1753800501.000;	 err32;	 err32
20250729;	201824;	1753800504.000;	 err32;	 err32
20250729;	201827;	1753800507.000;	 err32;	 err32
20250729;	201830;	1753800510.000;	 err32;	 err32
20250729;	201833;	1753800513.000;	 err32;	 err32
20250729;	201836;	1753800516.000;	 err32;	 err32
20250729;	201839;	1753800519.000;	 err32;	 err32
20250729;	201842;	1753800522.000;	 err32;	 err32
20250729;	201845;	1753800525.000;	 err32;	 err32
20250729;	201848;	1753800528.000;	 err32;	 err32
20250729;	201851;	1753800531.000;	 err32;	 err32
20250729;	201854;	1753800534.000;	 err32;	 err32
20250729;	201857;	1753800537.000;	 err32;	 err32
20250729;	201900;	1753800540.000;	 err32;	 err32
20250729;	201903;	1753800543.000;	 err32;	 err32
20250729;	201906;	1753800546.000;	 err32;	 err32
20250729;	201909;	1753800549.000;	 err32;	 err32
20250729;	201912;	1753800552.000;	 err32;	 err32
20250729;	201915;	1753800555.000;	 err32;	 err32
20250729;	201918;	1753800558.000;	 err32;	 err32
20250729;	201921;	1753800561.000;	 err32;	 err32
20250729;	201924;	1753800564.000;	 err32;	 err32
20250729;	201927;	1753800567.000;	 err32;	 err32
20250729;	201930;	1753800570.000;	 err32;	 err32
20250729;	201933;	1753800573.000;	 err32;	 err32
20250729;	201936;	1753800576.000;	 err32;	 err32
20250729;	201939;	1753800579.000;	 err32;	 err32
20250729;	201942;	1753800582.000;	 err32;	 err32
20250729;	201945;	1753800585.000;	 err32;	 err32
20250729;	201948;	1753800588.000;	 err32;	 err32
20250729;	201951;	1753800591.000;	 err32;	 err32
20250729;	201954;	1753800594.000;	 err32;	 err32
20250729;	201957;	1753800597.000;	 err32;	 err32
20250729;	202000;	1753800600.000;	 err32;	 err32
20250729;	202003;	1753800603.000;	 err32;	 err32
20250729;	202006;	1753800606.000;	 err32;	 err32
20250729;	202009;	1753800609.000;	 err32;	 err32
20250729;	202012;	1753800612.000;	 err32;	 err32
20250729;	202015;	1753800615.000;	 err32;	 err32
20250729;	202018;	1753800618.000;	 err32;	 err32
20250729;	202021;	1753800621.000;	 err32;	 err32
20250729;	202024;	1753800624.000;	 err32;	 err32
20250729;	202027;	1753800627.000;	 err32;	 err32
20250729;	202030;	1753800630.000;	 err32;	 err32
20250729;	202033;	1753800633.000;	 err32;	 err32
20250729;	202036;	1753800636.000;	 err32;	 err32
20250729;	202039;	1753800639.000;	 err32;	 err32
20250729;	202042;	1753800642.000;	 err32;	 err32
20250729;	202045;	1753800645.000;	 err32;	 err32
20250729;	202048;	1753800648.000;	 err32;	 err32
20250729;	202051;	1753800651.000;	 err32;	 err32
20250729;	202054;	1753800654.000;	 err32;	 err32
20250729;	202057;	1753800657.000;	 err32;	 err32
20250729;	202100;	1753800660.000;	 err32;	 err32
20250729;	202103;	1753800663.000;	 err32;	 err32
20250729;	202106;	1753800666.000;	 err32;	 err32
20250729;	202109;	1753800669.000;	 err32;	 err32
20250729;	202112;	1753800672.000;	 err32;	 err32
20250729;	202115;	1753800675.000;	 err32;	 err32
20250729;	202118;	1753800678.000;	 err32;	 err32
20250729;	202121;	1753800681.000;	 err32;	 err32
20250729;	202124;	1753800684.000;	 err32;	 err32
20250729;	202127;	1753800687.000;	 err32;	 err32
20250729;	202130;	1753800690.000;	 err32;	 err32
20250729;	202133;	1753800693.000;	 err32;	 err32
20250729;	202136;	1753800696.000;	 err32;	 err32
20250729;	202139;	1753800699.000;	 err32;	 err32
20250729;	202142;	1753800702.000;	 err32;	 err32
20250729;	202145;	1753800705.000;	 err32;	 err32
20250729;	202148;	1753800708.000;	 err32;	 err32
20250729;	202151;	1753800711.000;	 err32;	 err32
20250729;	202154;	1753800714.000;	 err32;	 err32
20250729;	202157;	1753800717.000;	 err32;	 err32
20250729;	202200;	1753800720.000;	 err32;	 err32
20250729;	202203;	1753800723.000;	 err32;	 err32
20250729;	202206;	1753800726.000;	 err32;	 err32
20250729;	202209;	1753800729.000;	 err32;	 err32
20250729;	202212;	1753800732.000;	 err32;	 err32
20250729;	202215;	1753800735.000;	 err32;	 err32
20250729;	202218;	1753800738.000;	 err32;	 err32
20250729;	202221;	1753800741.000;	 err32;	 err32
20250729;	202224;	1753800744.000;	 err32;	 err32
20250729;	202227;	1753800747.000;	 err32;	 err32
20250729;	202230;	1753800750.000;	 err32;	 err32
20250729;	202233;	1753800753.000;	 err32;	 err32
20250729;	202236;	1753800756.000;	 err32;	 err32
20250729;	202239;	1753800759.000;	 err32;	 err32
20250729;	202242;	1753800762.000;	 err32;	 err32
20250729;	202245;	1753800765.000;	 err32;	 err32
20250729;	202248;	1753800768.000;	 err32;	 err32
20250729;	202251;	1753800771.000;	 err32;	 err32
20250729;	202254;	1753800774.000;	 err32;	 err32
20250729;	202257;	1753800777.000;	 err32;	 err32
20250729;	202300;	1753800780.000;	 err32;	 err32
20250729;	202303;	1753800783.000;	 err32;	 err32
20250729;	202306;	1753800786.000;	 err32;	 err32
20250729;	202309;	1753800789.000;	 err32;	 err32
20250729;	202312;	1753800792.000;	 err32;	 err32
20250729;	202315;	1753800795.000;	 err32;	 err32
20250729;	202318;	1753800798.000;	 err32;	 err32
20250729;	202321;	1753800801.000;	 err32;	 err32
20250729;	202324;	1753800804.000;	 err32;	 err32
20250729;	202327;	1753800807.000;	 err32;	 err32
20250729;	202330;	1753800810.000;	 err32;	 err32
20250729;	202333;	1753800813.000;	 err32;	 err32
20250729;	202336;	1753800816.000;	 err32;	 err32
20250729;	202339;	1753800819.000;	 err32;	 err32
20250729;	202342;	1753800822.000;	 err32;	 err32
20250729;	202345;	1753800825.000;	 err32;	 err32
20250729;	202348;	1753800828.000;	 err32;	 err32
20250729;	202351;	1753800831.000;	 err32;	 err32
20250729;	202354;	1753800834.000;	 err32;	 err32
20250729;	202357;	1753800837.000;	 err32;	 err32
20250729;	202400;	1753800840.000;	 err32;	 err32
20250729;	202403;	1753800843.000;	 err32;	 err32
20250729;	202406;	1753800846.000;	 err32;	 err32
20250729;	202409;	1753800849.000;	 err32;	 err32
20250729;	202412;	1753800852.000;	 err32;	 err32
20250729;	202415;	1753800855.000;	 err32;	 err32
20250729;	202418;	1753800858.000;	 err32;	 err32
20250729;	202421;	1753800861.000;	 err32;	 err32
20250729;	202424;	1753800864.000;	 err32;	 err32
20250729;	202427;	1753800867.000;	 err32;	 err32
20250729;	202430;	1753800870.000;	 err32;	 err32
20250729;	202433;	1753800873.000;	 err32;	 err32
20250729;	202436;	1753800876.000;	 err32;	 err32
20250729;	202439;	1753800879.000;	 err32;	 err32
20250729;	202442;	1753800882.000;	 err32;	 err32
20250729;	202445;	1753800885.000;	 err32;	 err32
20250729;	202448;	1753800888.000;	 err32;	 err32
20250729;	202451;	1753800891.000;	 err32;	 err32
20250729;	202454;	1753800894.000;	 err32;	 err32
20250729;	202457;	1753800897.000;	 err32;	 err32
20250729;	202500;	1753800900.000;	 err32;	 err32
20250729;	202503;	1753800903.000;	 err32;	 err32
20250729;	202506;	1753800906.000;	 err32;	 err32
20250729;	202509;	1753800909.000;	 err32;	 err32
20250729;	202512;	1753800912.000;	 err32;	 err32
20250729;	202515;	1753800915.000;	 err32;	 err32
20250729;	202518;	1753800918.000;	 err32;	 err32
20250729;	202521;	1753800921.000;	 err32;	 err32
20250729;	202524;	1753800924.000;	 err32;	 err32
20250729;	202527;	1753800927.000;	 err32;	 err32
20250729;	202530;	1753800930.000;	 err32;	 err32
20250729;	202533;	1753800933.000;	 err32;	 err32
20250729;	202536;	1753800936.000;	 err32;	 err32
20250729;	202539;	1753800939.000;	 err32;	 err32
20250729;	202542;	1753800942.000;	 err32;	 err32
20250729;	202545;	1753800945.000;	 err32;	 err32
20250729;	202548;	1753800948.000;	 err32;	 err32
20250729;	202551;	1753800951.000;	 err32;	 err32
20250729;	202554;	1753800954.000;	 err32;	 err32
20250729;	202557;	1753800957.000;	 err32;	 err32
20250729;	202600;	1753800960.000;	 err32;	 err32
20250729;	202603;	1753800963.000;	 err32;	 err32
20250729;	202606;	1753800966.000;	 err32;	 err32
20250729;	202609;	1753800969.000;	 err32;	 err32
20250729;	202612;	1753800972.000;	 err32;	 err32
20250729;	202615;	1753800975.000;	 err32;	 err32
20250729;	202618;	1753800978.000;	 err32;	 err32
20250729;	202621;	1753800981.000;	 err32;	 err32
20250729;	202624;	1753800984.000;	 err32;	 err32
20250729;	202627;	1753800987.000;	 err32;	 err32
20250729;	202630;	1753800990.000;	 err32;	 err32
20250729;	202633;	1753800993.000;	 err32;	 err32
20250729;	202636;	1753800996.000;	 err32;	 err32
20250729;	202639;	1753800999.000;	 err32;	 err32
20250729;	202642;	1753801002.000;	 err32;	 err32
20250729;	202645;	1753801005.000;	 err32;	 err32
20250729;	202648;	1753801008.000;	 err32;	 err32
20250729;	202651;	1753801011.000;	 err32;	 err32
20250729;	202654;	1753801014.000;	 err32;	 err32
20250729;	202657;	1753801017.000;	 err32;	 err32
20250729;	202700;	1753801020.000;	 err32;	 err32
20250729;	202703;	1753801023.000;	 err32;	 err32
20250729;	202706;	1753801026.000;	 err32;	 err32
20250729;	202709;	1753801029.000;	 err32;	 err32
20250729;	202712;	1753801032.000;	 err32;	 err32
20250729;	202715;	1753801035.000;	 err32;	 err32
20250729;	202718;	1753801038.000;	 err32;	 err32
20250729;	202721;	1753801041.000;	 err32;	 err32
20250729;	202724;	1753801044.000;	 err32;	 err32
20250729;	202727;	1753801047.000;	 err32;	 err32
20250729;	202730;	1753801050.000;	 err32;	 err32
20250729;	202733;	1753801053.000;	 err32;	 err32
20250729;	202736;	1753801056.000;	 err32;	 err32
20250729;	202739;	1753801059.000;	 err32;	 err32
20250729;	202742;	1753801062.000;	 err32;	 err32
20250729;	202745;	1753801065.000;	 err32;	 err32
20250729;	202748;	1753801068.000;	 err32;	 err32
20250729;	202751;	1753801071.000;	 err32;	 err32
20250729;	202754;	1753801074.000;	 err32;	 err32
20250729;	202757;	1753801077.000;	 err32;	 err32
20250729;	202800;	1753801080.000;	 err32;	 err32
20250729;	202803;	1753801083.000;	 err32;	 err32
20250729;	202806;	1753801086.000;	 err32;	 err32
20250729;	202809;	1753801089.000;	 err32;	 err32
20250729;	202812;	1753801092.000;	 err32;	 err32
20250729;	202815;	1753801095.000;	 err32;	 err32
20250729;	202818;	1753801098.000;	 err32;	 err32
20250729;	202821;	1753801101.000;	 err32;	 err32
20250729;	202824;	1753801104.000;	 err32;	 err32
20250729;	202827;	1753801107.000;	 err32;	 err32
20250729;	202830;	1753801110.000;	 err32;	 err32
20250729;	202833;	1753801113.000;	 err32;	 err32
20250729;	202836;	1753801116.000;	 err32;	 err32
20250729;	202839;	1753801119.000;	 err32;	 err32
20250729;	202842;	1753801122.000;	 err32;	 err32
20250729;	202845;	1753801125.000;	 err32;	 err32
20250729;	202848;	1753801128.000;	 err32;	 err32
20250729;	202851;	1753801131.000;	 err32;	 err32
20250729;	202854;	1753801134.000;	 err32;	 err32
20250729;	202857;	1753801137.000;	 err32;	 err32
20250729;	202900;	1753801140.000;	 err32;	 err32
20250729;	202903;	1753801143.000;	 err32;	 err32
20250729;	202906;	1753801146.000;	 err32;	 err32
20250729;	202909;	1753801149.000;	 err32;	 err32
20250729;	202912;	1753801152.000;	 err32;	 err32
20250729;	202915;	1753801155.000;	 err32;	 err32
20250729;	202918;	1753801158.000;	 err32;	 err32
20250729;	202921;	1753801161.000;	 err32;	 err32
