#ies_format_version: 1.0
#file: 20250729_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250729;	204933;	1753802373.000;	 err32;	 err32
20250729;	204936;	1753802376.000;	 err32;	 err32
20250729;	204939;	1753802379.000;	 err32;	 err32
20250729;	204942;	1753802382.000;	 err32;	 err32
20250729;	204945;	1753802385.000;	 err32;	 err32
20250729;	204948;	1753802388.000;	 err32;	 err32
20250729;	204951;	1753802391.000;	 err32;	 err32
20250729;	204954;	1753802394.000;	 err32;	 err32
20250729;	204957;	1753802397.000;	 err32;	 err32
20250729;	205000;	1753802400.000;	 err32;	 err32
20250729;	205003;	1753802403.000;	 err32;	 err32
20250729;	205006;	1753802406.000;	 err32;	 err32
20250729;	205009;	1753802409.000;	 err32;	 err32
20250729;	205012;	1753802412.000;	 err32;	 err32
20250729;	205015;	1753802415.000;	 err32;	 err32
20250729;	205018;	1753802418.000;	 err32;	 err32
20250729;	205021;	1753802421.000;	 err32;	 err32
20250729;	205024;	1753802424.000;	 err32;	 err32
20250729;	205027;	1753802427.000;	 err32;	 err32
20250729;	205030;	1753802430.000;	 err32;	 err32
20250729;	205033;	1753802433.000;	 err32;	 err32
20250729;	205036;	1753802436.000;	 err32;	 err32
20250729;	205039;	1753802439.000;	 err32;	 err32
20250729;	205042;	1753802442.000;	 err32;	 err32
20250729;	205045;	1753802445.000;	 err32;	 err32
20250729;	205048;	1753802448.000;	 err32;	 err32
20250729;	205051;	1753802451.000;	 err32;	 err32
20250729;	205054;	1753802454.000;	 err32;	 err32
20250729;	205057;	1753802457.000;	 err32;	 err32
20250729;	205100;	1753802460.000;	 err32;	 err32
20250729;	205103;	1753802463.000;	 err32;	 err32
20250729;	205106;	1753802466.000;	 err32;	 err32
20250729;	205109;	1753802469.000;	 err32;	 err32
20250729;	205112;	1753802472.000;	 err32;	 err32
20250729;	205115;	1753802475.000;	 err32;	 err32
20250729;	205118;	1753802478.000;	 err32;	 err32
20250729;	205121;	1753802481.000;	 err32;	 err32
20250729;	205124;	1753802484.000;	 err32;	 err32
20250729;	205127;	1753802487.000;	 err32;	 err32
20250729;	205130;	1753802490.000;	 err32;	 err32
20250729;	205133;	1753802493.000;	 err32;	 err32
20250729;	205136;	1753802496.000;	 err32;	 err32
20250729;	205139;	1753802499.000;	 err32;	 err32
20250729;	205142;	1753802502.000;	 err32;	 err32
20250729;	205145;	1753802505.000;	 err32;	 err32
20250729;	205148;	1753802508.000;	 err32;	 err32
20250729;	205151;	1753802511.000;	 err32;	 err32
20250729;	205154;	1753802514.000;	 err32;	 err32
20250729;	205157;	1753802517.000;	 err32;	 err32
20250729;	205200;	1753802520.000;	 err32;	 err32
20250729;	205203;	1753802523.000;	 err32;	 err32
20250729;	205206;	1753802526.000;	 err32;	 err32
20250729;	205209;	1753802529.000;	 err32;	 err32
20250729;	205212;	1753802532.000;	 err32;	 err32
20250729;	205215;	1753802535.000;	 err32;	 err32
20250729;	205218;	1753802538.000;	 err32;	 err32
20250729;	205221;	1753802541.000;	 err32;	 err32
20250729;	205224;	1753802544.000;	 err32;	 err32
20250729;	205227;	1753802547.000;	 err32;	 err32
20250729;	205230;	1753802550.000;	 err32;	 err32
20250729;	205233;	1753802553.000;	 err32;	 err32
20250729;	205236;	1753802556.000;	 err32;	 err32
20250729;	205239;	1753802559.000;	 err32;	 err32
20250729;	205242;	1753802562.000;	 err32;	 err32
20250729;	205245;	1753802565.000;	 err32;	 err32
20250729;	205248;	1753802568.000;	 err32;	 err32
20250729;	205251;	1753802571.000;	 err32;	 err32
20250729;	205254;	1753802574.000;	 err32;	 err32
20250729;	205257;	1753802577.000;	 err32;	 err32
20250729;	205300;	1753802580.000;	 err32;	 err32
20250729;	205303;	1753802583.000;	 err32;	 err32
20250729;	205306;	1753802586.000;	 err32;	 err32
20250729;	205309;	1753802589.000;	 err32;	 err32
20250729;	205312;	1753802592.000;	 err32;	 err32
20250729;	205315;	1753802595.000;	 err32;	 err32
20250729;	205318;	1753802598.000;	 err32;	 err32
20250729;	205321;	1753802601.000;	 err32;	 err32
20250729;	205324;	1753802604.000;	 err32;	 err32
20250729;	205327;	1753802607.000;	 err32;	 err32
20250729;	205330;	1753802610.000;	 err32;	 err32
20250729;	205333;	1753802613.000;	 err32;	 err32
20250729;	205336;	1753802616.000;	 err32;	 err32
20250729;	205339;	1753802619.000;	 err32;	 err32
20250729;	205342;	1753802622.000;	 err32;	 err32
20250729;	205345;	1753802625.000;	 err32;	 err32
20250729;	205348;	1753802628.000;	 err32;	 err32
20250729;	205351;	1753802631.000;	 err32;	 err32
20250729;	205354;	1753802634.000;	 err32;	 err32
20250729;	205357;	1753802637.000;	 err32;	 err32
20250729;	205400;	1753802640.000;	 err32;	 err32
20250729;	205403;	1753802643.000;	 err32;	 err32
20250729;	205406;	1753802646.000;	 err32;	 err32
20250729;	205409;	1753802649.000;	 err32;	 err32
20250729;	205412;	1753802652.000;	 err32;	 err32
20250729;	205415;	1753802655.000;	 err32;	 err32
20250729;	205418;	1753802658.000;	 err32;	 err32
20250729;	205421;	1753802661.000;	 err32;	 err32
20250729;	205424;	1753802664.000;	 err32;	 err32
20250729;	205427;	1753802667.000;	 err32;	 err32
20250729;	205430;	1753802670.000;	 err32;	 err32
20250729;	205433;	1753802673.000;	 err32;	 err32
20250729;	205436;	1753802676.000;	 err32;	 err32
20250729;	205439;	1753802679.000;	 err32;	 err32
20250729;	205442;	1753802682.000;	 err32;	 err32
20250729;	205445;	1753802685.000;	 err32;	 err32
20250729;	205448;	1753802688.000;	 err32;	 err32
20250729;	205451;	1753802691.000;	 err32;	 err32
20250729;	205454;	1753802694.000;	 err32;	 err32
20250729;	205457;	1753802697.000;	 err32;	 err32
20250729;	205500;	1753802700.000;	 err32;	 err32
20250729;	205503;	1753802703.000;	 err32;	 err32
20250729;	205506;	1753802706.000;	 err32;	 err32
20250729;	205509;	1753802709.000;	 err32;	 err32
20250729;	205512;	1753802712.000;	 err32;	 err32
20250729;	205515;	1753802715.000;	 err32;	 err32
20250729;	205518;	1753802718.000;	 err32;	 err32
20250729;	205521;	1753802721.000;	 err32;	 err32
20250729;	205524;	1753802724.000;	 err32;	 err32
20250729;	205527;	1753802727.000;	 err32;	 err32
20250729;	205530;	1753802730.000;	 err32;	 err32
20250729;	205533;	1753802733.000;	 err32;	 err32
20250729;	205536;	1753802736.000;	 err32;	 err32
20250729;	205539;	1753802739.000;	 err32;	 err32
20250729;	205542;	1753802742.000;	 err32;	 err32
20250729;	205545;	1753802745.000;	 err32;	 err32
20250729;	205548;	1753802748.000;	 err32;	 err32
20250729;	205551;	1753802751.000;	 err32;	 err32
20250729;	205554;	1753802754.000;	 err32;	 err32
20250729;	205557;	1753802757.000;	 err32;	 err32
20250729;	205600;	1753802760.000;	 err32;	 err32
20250729;	205603;	1753802763.000;	 err32;	 err32
20250729;	205606;	1753802766.000;	 err32;	 err32
20250729;	205609;	1753802769.000;	 err32;	 err32
20250729;	205612;	1753802772.000;	 err32;	 err32
20250729;	205615;	1753802775.000;	 err32;	 err32
20250729;	205618;	1753802778.000;	 err32;	 err32
20250729;	205621;	1753802781.000;	 err32;	 err32
20250729;	205624;	1753802784.000;	 err32;	 err32
20250729;	205627;	1753802787.000;	 err32;	 err32
20250729;	205630;	1753802790.000;	 err32;	 err32
20250729;	205633;	1753802793.000;	 err32;	 err32
20250729;	205636;	1753802796.000;	 err32;	 err32
20250729;	205639;	1753802799.000;	 err32;	 err32
20250729;	205642;	1753802802.000;	 err32;	 err32
20250729;	205645;	1753802805.000;	 err32;	 err32
20250729;	205648;	1753802808.000;	 err32;	 err32
20250729;	205651;	1753802811.000;	 err32;	 err32
20250729;	205654;	1753802814.000;	 err32;	 err32
20250729;	205657;	1753802817.000;	 err32;	 err32
20250729;	205700;	1753802820.000;	 err32;	 err32
20250729;	205703;	1753802823.000;	 err32;	 err32
20250729;	205706;	1753802826.000;	 err32;	 err32
20250729;	205709;	1753802829.000;	 err32;	 err32
20250729;	205712;	1753802832.000;	 err32;	 err32
20250729;	205715;	1753802835.000;	 err32;	 err32
20250729;	205718;	1753802838.000;	 err32;	 err32
20250729;	205721;	1753802841.000;	 err32;	 err32
20250729;	205724;	1753802844.000;	 err32;	 err32
20250729;	205727;	1753802847.000;	 err32;	 err32
20250729;	205730;	1753802850.000;	 err32;	 err32
20250729;	205733;	1753802853.000;	 err32;	 err32
20250729;	205736;	1753802856.000;	 err32;	 err32
20250729;	205739;	1753802859.000;	 err32;	 err32
20250729;	205742;	1753802862.000;	 err32;	 err32
20250729;	205745;	1753802865.000;	 err32;	 err32
20250729;	205748;	1753802868.000;	 err32;	 err32
20250729;	205751;	1753802871.000;	 err32;	 err32
20250729;	205754;	1753802874.000;	 err32;	 err32
20250729;	205757;	1753802877.000;	 err32;	 err32
20250729;	205800;	1753802880.000;	 err32;	 err32
20250729;	205803;	1753802883.000;	 err32;	 err32
20250729;	205806;	1753802886.000;	 err32;	 err32
20250729;	205809;	1753802889.000;	 err32;	 err32
20250729;	205812;	1753802892.000;	 err32;	 err32
20250729;	205815;	1753802895.000;	 err32;	 err32
20250729;	205818;	1753802898.000;	 err32;	 err32
20250729;	205821;	1753802901.000;	 err32;	 err32
20250729;	205824;	1753802904.000;	 err32;	 err32
20250729;	205827;	1753802907.000;	 err32;	 err32
20250729;	205830;	1753802910.000;	 err32;	 err32
20250729;	205833;	1753802913.000;	 err32;	 err32
20250729;	205836;	1753802916.000;	 err32;	 err32
20250729;	205839;	1753802919.000;	 err32;	 err32
20250729;	205842;	1753802922.000;	 err32;	 err32
20250729;	205845;	1753802925.000;	 err32;	 err32
20250729;	205848;	1753802928.000;	 err32;	 err32
20250729;	205851;	1753802931.000;	 err32;	 err32
20250729;	205854;	1753802934.000;	 err32;	 err32
20250729;	205857;	1753802937.000;	 err32;	 err32
20250729;	205900;	1753802940.000;	 err32;	 err32
20250729;	205903;	1753802943.000;	 err32;	 err32
20250729;	205906;	1753802946.000;	 err32;	 err32
20250729;	205909;	1753802949.000;	 err32;	 err32
20250729;	205912;	1753802952.000;	 err32;	 err32
20250729;	205915;	1753802955.000;	 err32;	 err32
20250729;	205918;	1753802958.000;	 err32;	 err32
20250729;	205921;	1753802961.000;	 err32;	 err32
20250729;	205924;	1753802964.000;	 err32;	 err32
20250729;	205927;	1753802967.000;	 err32;	 err32
20250729;	205930;	1753802970.000;	 err32;	 err32
20250729;	205933;	1753802973.000;	 err32;	 err32
20250729;	205936;	1753802976.000;	 err32;	 err32
20250729;	205939;	1753802979.000;	 err32;	 err32
20250729;	205942;	1753802982.000;	 err32;	 err32
20250729;	205945;	1753802985.000;	 err32;	 err32
20250729;	205948;	1753802988.000;	 err32;	 err32
20250729;	205951;	1753802991.000;	 err32;	 err32
20250729;	205954;	1753802994.000;	 err32;	 err32
20250729;	205957;	1753802997.000;	 err32;	 err32
20250729;	210000;	1753803000.000;	 err32;	 err32
20250729;	210003;	1753803003.000;	 err32;	 err32
20250729;	210006;	1753803006.000;	 err32;	 err32
20250729;	210009;	1753803009.000;	 err32;	 err32
20250729;	210012;	1753803012.000;	 err32;	 err32
20250729;	210015;	1753803015.000;	 err32;	 err32
20250729;	210018;	1753803018.000;	 err32;	 err32
20250729;	210021;	1753803021.000;	 err32;	 err32
20250729;	210024;	1753803024.000;	 err32;	 err32
20250729;	210027;	1753803027.000;	 err32;	 err32
20250729;	210030;	1753803030.000;	 err32;	 err32
20250729;	210033;	1753803033.000;	 err32;	 err32
20250729;	210036;	1753803036.000;	 err32;	 err32
20250729;	210039;	1753803039.000;	 err32;	 err32
20250729;	210042;	1753803042.000;	 err32;	 err32
20250729;	210045;	1753803045.000;	 err32;	 err32
20250729;	210048;	1753803048.000;	 err32;	 err32
20250729;	210051;	1753803051.000;	 err32;	 err32
20250729;	210054;	1753803054.000;	 err32;	 err32
20250729;	210057;	1753803057.000;	 err32;	 err32
20250729;	210100;	1753803060.000;	 err32;	 err32
20250729;	210103;	1753803063.000;	 err32;	 err32
20250729;	210106;	1753803066.000;	 err32;	 err32
20250729;	210109;	1753803069.000;	 err32;	 err32
20250729;	210112;	1753803072.000;	 err32;	 err32
20250729;	210115;	1753803075.000;	 err32;	 err32
20250729;	210118;	1753803078.000;	 err32;	 err32
20250729;	210121;	1753803081.000;	 err32;	 err32
20250729;	210124;	1753803084.000;	 err32;	 err32
20250729;	210127;	1753803087.000;	 err32;	 err32
20250729;	210130;	1753803090.000;	 err32;	 err32
20250729;	210133;	1753803093.000;	 err32;	 err32
20250729;	210136;	1753803096.000;	 err32;	 err32
20250729;	210139;	1753803099.000;	 err32;	 err32
20250729;	210142;	1753803102.000;	 err32;	 err32
20250729;	210145;	1753803105.000;	 err32;	 err32
20250729;	210148;	1753803108.000;	 err32;	 err32
20250729;	210151;	1753803111.000;	 err32;	 err32
20250729;	210154;	1753803114.000;	 err32;	 err32
20250729;	210157;	1753803117.000;	 err32;	 err32
20250729;	210200;	1753803120.000;	 err32;	 err32
20250729;	210203;	1753803123.000;	 err32;	 err32
20250729;	210206;	1753803126.000;	 err32;	 err32
20250729;	210209;	1753803129.000;	 err32;	 err32
20250729;	210212;	1753803132.000;	     1;	     1
20250729;	210215;	1753803135.000;	 err32;	 err32
20250729;	210218;	1753803138.000;	     1;	     1
20250729;	210221;	1753803141.000;	     1;	     1
20250729;	210224;	1753803144.000;	     1;	     1
20250729;	210227;	1753803147.000;	     1;	     1
20250729;	210230;	1753803150.000;	     1;	     1
20250729;	210233;	1753803153.000;	     1;	     1
20250729;	210236;	1753803156.000;	     1;	     1
20250729;	210239;	1753803159.000;	     1;	     1
20250729;	210242;	1753803162.000;	     1;	     1
20250729;	210245;	1753803165.000;	     1;	     1
20250729;	210248;	1753803168.000;	     1;	     1
20250729;	210251;	1753803171.000;	     1;	     1
20250729;	210254;	1753803174.000;	     1;	     1
20250729;	210257;	1753803177.000;	     1;	     1
20250729;	210300;	1753803180.000;	     1;	     1
20250729;	210303;	1753803183.000;	     1;	     1
20250729;	210306;	1753803186.000;	     1;	     1
20250729;	210309;	1753803189.000;	     1;	     1
20250729;	210312;	1753803192.000;	     1;	     1
20250729;	210315;	1753803195.000;	     1;	     1
20250729;	210318;	1753803198.000;	     1;	     1
20250729;	210321;	1753803201.000;	     1;	     1
20250729;	210324;	1753803204.000;	     1;	     1
20250729;	210327;	1753803207.000;	     1;	     1
20250729;	210330;	1753803210.000;	     1;	     1
20250729;	210333;	1753803213.000;	     1;	     1
20250729;	210336;	1753803216.000;	     1;	     1
20250729;	210339;	1753803219.000;	     1;	     1
20250729;	210342;	1753803222.000;	     1;	     1
20250729;	210345;	1753803225.000;	     1;	     1
20250729;	210348;	1753803228.000;	     1;	     1
20250729;	210351;	1753803231.000;	     1;	     1
20250729;	210354;	1753803234.000;	     1;	     1
20250729;	210357;	1753803237.000;	     1;	     1
20250729;	210400;	1753803240.000;	     1;	     1
20250729;	210403;	1753803243.000;	     1;	     1
20250729;	210406;	1753803246.000;	     1;	     1
20250729;	210409;	1753803249.000;	     1;	     1
20250729;	210412;	1753803252.000;	     1;	     1
20250729;	210415;	1753803255.000;	     1;	     1
20250729;	210418;	1753803258.000;	     1;	     1
20250729;	210421;	1753803261.000;	     1;	     1
20250729;	210424;	1753803264.000;	     1;	     1
20250729;	210427;	1753803267.000;	     1;	     1
20250729;	210430;	1753803270.000;	     1;	     1
20250729;	210433;	1753803273.000;	     1;	     1
20250729;	210436;	1753803276.000;	     1;	     1
20250729;	210439;	1753803279.000;	     0;	     1
20250729;	210442;	1753803282.000;	     0;	     1
20250729;	210445;	1753803285.000;	     0;	     1
20250729;	210448;	1753803288.000;	     0;	     1
20250729;	210451;	1753803291.000;	     0;	     1
20250729;	210454;	1753803294.000;	     0;	     1
20250729;	210457;	1753803297.000;	     0;	     1
20250729;	210500;	1753803300.000;	     0;	     1
20250729;	210503;	1753803303.000;	     0;	     1
20250729;	210506;	1753803306.000;	     0;	     1
20250729;	210509;	1753803309.000;	     0;	     1
20250729;	210512;	1753803312.000;	     0;	     1
20250729;	210515;	1753803315.000;	     0;	     1
20250729;	210518;	1753803318.000;	     0;	     1
20250729;	210521;	1753803321.000;	     0;	     1
20250729;	210524;	1753803324.000;	     0;	     1
20250729;	210527;	1753803327.000;	     0;	     1
20250729;	210530;	1753803330.000;	     0;	     1
20250729;	210533;	1753803333.000;	     0;	     1
20250729;	210536;	1753803336.000;	     0;	     1
20250729;	210539;	1753803339.000;	     0;	     1
20250729;	210542;	1753803342.000;	     0;	     1
20250729;	210545;	1753803345.000;	     0;	     1
20250729;	210548;	1753803348.000;	     0;	     1
20250729;	210551;	1753803351.000;	     0;	     1
20250729;	210554;	1753803354.000;	     0;	     1
20250729;	210557;	1753803357.000;	     0;	     1
20250729;	210600;	1753803360.000;	     0;	     1
20250729;	210603;	1753803363.000;	     0;	     1
20250729;	210606;	1753803366.000;	     0;	     1
20250729;	210609;	1753803369.000;	     0;	     1
20250729;	210612;	1753803372.000;	     0;	     1
20250729;	210615;	1753803375.000;	     0;	     1
20250729;	210618;	1753803378.000;	     0;	     1
20250729;	210621;	1753803381.000;	     0;	     1
20250729;	210624;	1753803384.000;	     0;	     1
20250729;	210627;	1753803387.000;	     0;	     1
20250729;	210630;	1753803390.000;	     0;	     1
20250729;	210633;	1753803393.000;	     0;	     1
20250729;	210636;	1753803396.000;	     0;	     1
20250729;	210639;	1753803399.000;	     0;	     1
20250729;	210642;	1753803402.000;	     0;	     1
20250729;	210645;	1753803405.000;	     0;	     1
20250729;	210648;	1753803408.000;	     0;	     1
20250729;	210651;	1753803411.000;	     0;	     1
20250729;	210654;	1753803414.000;	     0;	     1
20250729;	210657;	1753803417.000;	     0;	     1
20250729;	210700;	1753803420.000;	     0;	     1
20250729;	210703;	1753803423.000;	     0;	     1
20250729;	210706;	1753803426.000;	     0;	     1
20250729;	210709;	1753803429.000;	     0;	     1
20250729;	210712;	1753803432.000;	     0;	     1
20250729;	210715;	1753803435.000;	     0;	     1
20250729;	210718;	1753803438.000;	     0;	     1
20250729;	210721;	1753803441.000;	     0;	     1
20250729;	210724;	1753803444.000;	     0;	     1
20250729;	210727;	1753803447.000;	     0;	     1
20250729;	210730;	1753803450.000;	     0;	     1
20250729;	210733;	1753803453.000;	     0;	     1
20250729;	210736;	1753803456.000;	     0;	     1
20250729;	210739;	1753803459.000;	     0;	     1
20250729;	210742;	1753803462.000;	     0;	     1
20250729;	210745;	1753803465.000;	     0;	     1
20250729;	210748;	1753803468.000;	     0;	     1
20250729;	210751;	1753803471.000;	     0;	     1
20250729;	210754;	1753803474.000;	     0;	     1
20250729;	210757;	1753803477.000;	     0;	     1
20250729;	210800;	1753803480.000;	     0;	     1
20250729;	210803;	1753803483.000;	     0;	     1
20250729;	210806;	1753803486.000;	     0;	     1
20250729;	210809;	1753803489.000;	     0;	     1
20250729;	210812;	1753803492.000;	     0;	     1
20250729;	210815;	1753803495.000;	     0;	     1
20250729;	210818;	1753803498.000;	     0;	     1
20250729;	210821;	1753803501.000;	     0;	     1
20250729;	210824;	1753803504.000;	     0;	     1
20250729;	210827;	1753803507.000;	     0;	     1
20250729;	210830;	1753803510.000;	     0;	     1
20250729;	210833;	1753803513.000;	     0;	     1
20250729;	210836;	1753803516.000;	     0;	     1
20250729;	210839;	1753803519.000;	     0;	     1
20250729;	210842;	1753803522.000;	     0;	     1
20250729;	210845;	1753803525.000;	     0;	     1
20250729;	210848;	1753803528.000;	     0;	     1
20250729;	210851;	1753803531.000;	     0;	     1
20250729;	210854;	1753803534.000;	     0;	     1
20250729;	210857;	1753803537.000;	     0;	     1
20250729;	210900;	1753803540.000;	     0;	     1
20250729;	210903;	1753803543.000;	     0;	     1
20250729;	210906;	1753803546.000;	     0;	     1
20250729;	210909;	1753803549.000;	     0;	     1
20250729;	210912;	1753803552.000;	     0;	     1
20250729;	210915;	1753803555.000;	     0;	     1
20250729;	210918;	1753803558.000;	     0;	     1
20250729;	210921;	1753803561.000;	     0;	     1
20250729;	210924;	1753803564.000;	     0;	     1
20250729;	210927;	1753803567.000;	     0;	     1
20250729;	210930;	1753803570.000;	     0;	     1
20250729;	210933;	1753803573.000;	     0;	     1
20250729;	210936;	1753803576.000;	     0;	     1
20250729;	210939;	1753803579.000;	     0;	     1
20250729;	210942;	1753803582.000;	     0;	     1
20250729;	210945;	1753803585.000;	     0;	     1
20250729;	210948;	1753803588.000;	     0;	     1
20250729;	210951;	1753803591.000;	     0;	     1
20250729;	210954;	1753803594.000;	     0;	     1
20250729;	210957;	1753803597.000;	     0;	     1
20250729;	211000;	1753803600.000;	     0;	     1
20250729;	211003;	1753803603.000;	     0;	     1
20250729;	211006;	1753803606.000;	     0;	     1
20250729;	211009;	1753803609.000;	     0;	     1
20250729;	211012;	1753803612.000;	     0;	     1
20250729;	211015;	1753803615.000;	     0;	     1
20250729;	211018;	1753803618.000;	     0;	     1
20250729;	211021;	1753803621.000;	     0;	     1
20250729;	211024;	1753803624.000;	     0;	     1
20250729;	211027;	1753803627.000;	     0;	     1
20250729;	211030;	1753803630.000;	     0;	     1
20250729;	211033;	1753803633.000;	     0;	     1
20250729;	211036;	1753803636.000;	     0;	     1
20250729;	211039;	1753803639.000;	     0;	     1
20250729;	211042;	1753803642.000;	     0;	     1
20250729;	211045;	1753803645.000;	     0;	     1
20250729;	211048;	1753803648.000;	     0;	     1
20250729;	211051;	1753803651.000;	     0;	     1
20250729;	211054;	1753803654.000;	     0;	     1
20250729;	211057;	1753803657.000;	     0;	     1
20250729;	211100;	1753803660.000;	     0;	     1
20250729;	211103;	1753803663.000;	     0;	     1
20250729;	211106;	1753803666.000;	     0;	     1
20250729;	211109;	1753803669.000;	     0;	     1
20250729;	211112;	1753803672.000;	     0;	     1
20250729;	211115;	1753803675.000;	     0;	     1
20250729;	211118;	1753803678.000;	     0;	     1
20250729;	211121;	1753803681.000;	     0;	     1
20250729;	211124;	1753803684.000;	     0;	     1
20250729;	211127;	1753803687.000;	     0;	     1
20250729;	211130;	1753803690.000;	     0;	     1
20250729;	211133;	1753803693.000;	     0;	     1
20250729;	211136;	1753803696.000;	     0;	     1
20250729;	211139;	1753803699.000;	     0;	     1
20250729;	211142;	1753803702.000;	     0;	     1
20250729;	211145;	1753803705.000;	     0;	     1
20250729;	211148;	1753803708.000;	     0;	     1
20250729;	211151;	1753803711.000;	     0;	     1
20250729;	211154;	1753803714.000;	     0;	     1
20250729;	211157;	1753803717.000;	     0;	     1
20250729;	211200;	1753803720.000;	     0;	     1
20250729;	211203;	1753803723.000;	     0;	     1
20250729;	211206;	1753803726.000;	     0;	     1
20250729;	211209;	1753803729.000;	     0;	     1
20250729;	211212;	1753803732.000;	     0;	     1
20250729;	211215;	1753803735.000;	     0;	     1
20250729;	211218;	1753803738.000;	     0;	     1
20250729;	211221;	1753803741.000;	     0;	     1
20250729;	211224;	1753803744.000;	     0;	     1
20250729;	211227;	1753803747.000;	     0;	     1
20250729;	211230;	1753803750.000;	     0;	     1
20250729;	211233;	1753803753.000;	     0;	     1
20250729;	211236;	1753803756.000;	     0;	     1
20250729;	211239;	1753803759.000;	     0;	     1
20250729;	211242;	1753803762.000;	     0;	     1
20250729;	211245;	1753803765.000;	     0;	     1
20250729;	211248;	1753803768.000;	     0;	     1
20250729;	211251;	1753803771.000;	     0;	     1
20250729;	211254;	1753803774.000;	     0;	     1
20250729;	211257;	1753803777.000;	     0;	     1
20250729;	211300;	1753803780.000;	     0;	     1
20250729;	211303;	1753803783.000;	     0;	     1
20250729;	211306;	1753803786.000;	     0;	     1
20250729;	211309;	1753803789.000;	     0;	     1
20250729;	211312;	1753803792.000;	     0;	     1
20250729;	211315;	1753803795.000;	     0;	     1
20250729;	211318;	1753803798.000;	     0;	     1
20250729;	211321;	1753803801.000;	     0;	     1
20250729;	211324;	1753803804.000;	     0;	     1
20250729;	211327;	1753803807.000;	     0;	     1
20250729;	211330;	1753803810.000;	     0;	     1
20250729;	211333;	1753803813.000;	     0;	     1
20250729;	211336;	1753803816.000;	     0;	     1
20250729;	211339;	1753803819.000;	     0;	     1
20250729;	211342;	1753803822.000;	     0;	     1
20250729;	211345;	1753803825.000;	     0;	     1
20250729;	211348;	1753803828.000;	     0;	     1
20250729;	211351;	1753803831.000;	     0;	     1
20250729;	211354;	1753803834.000;	     0;	     1
20250729;	211357;	1753803837.000;	     0;	     1
20250729;	211400;	1753803840.000;	     0;	     1
20250729;	211403;	1753803843.000;	     0;	     1
20250729;	211406;	1753803846.000;	     0;	     1
20250729;	211409;	1753803849.000;	     0;	     1
20250729;	211412;	1753803852.000;	     0;	     1
20250729;	211415;	1753803855.000;	     0;	     1
20250729;	211418;	1753803858.000;	     0;	     1
20250729;	211421;	1753803861.000;	     0;	     1
20250729;	211424;	1753803864.000;	     0;	     1
20250729;	211427;	1753803867.000;	     0;	     1
20250729;	211430;	1753803870.000;	     0;	     1
20250729;	211433;	1753803873.000;	     0;	     1
20250729;	211436;	1753803876.000;	     0;	     1
20250729;	211439;	1753803879.000;	     0;	     1
20250729;	211442;	1753803882.000;	     0;	     1
20250729;	211445;	1753803885.000;	     0;	     1
20250729;	211448;	1753803888.000;	     0;	     1
20250729;	211451;	1753803891.000;	     0;	     1
20250729;	211454;	1753803894.000;	     0;	     1
20250729;	211457;	1753803897.000;	     0;	     1
20250729;	211500;	1753803900.000;	     0;	     1
20250729;	211503;	1753803903.000;	     0;	     1
20250729;	211506;	1753803906.000;	     0;	     1
20250729;	211509;	1753803909.000;	     0;	     1
20250729;	211512;	1753803912.000;	     0;	     1
20250729;	211515;	1753803915.000;	     0;	     1
20250729;	211518;	1753803918.000;	     0;	     1
20250729;	211521;	1753803921.000;	     0;	     1
20250729;	211524;	1753803924.000;	     0;	     1
20250729;	211527;	1753803927.000;	     0;	     1
20250729;	211530;	1753803930.000;	     0;	     1
20250729;	211533;	1753803933.000;	     0;	     1
20250729;	211536;	1753803936.000;	     0;	     1
20250729;	211539;	1753803939.000;	     0;	     1
20250729;	211542;	1753803942.000;	     0;	     1
20250729;	211545;	1753803945.000;	     0;	     1
20250729;	211548;	1753803948.000;	     0;	     1
20250729;	211551;	1753803951.000;	     0;	     1
20250729;	211554;	1753803954.000;	     0;	     1
20250729;	211557;	1753803957.000;	     0;	     1
20250729;	211600;	1753803960.000;	     0;	     1
20250729;	211603;	1753803963.000;	     0;	     1
20250729;	211606;	1753803966.000;	     0;	     1
20250729;	211609;	1753803969.000;	     0;	     1
20250729;	211612;	1753803972.000;	     0;	     1
20250729;	211615;	1753803975.000;	     0;	     1
20250729;	211618;	1753803978.000;	     0;	     1
20250729;	211621;	1753803981.000;	     0;	     1
20250729;	211624;	1753803984.000;	     0;	     1
20250729;	211627;	1753803987.000;	     0;	     1
20250729;	211630;	1753803990.000;	     0;	     1
20250729;	211633;	1753803993.000;	     0;	     1
20250729;	211636;	1753803996.000;	     0;	     1
20250729;	211639;	1753803999.000;	     0;	     1
20250729;	211642;	1753804002.000;	     0;	     1
20250729;	211645;	1753804005.000;	     0;	     1
20250729;	211648;	1753804008.000;	     0;	     1
