#ies_format_version: 1.0
#file: 20250721_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250721;	180024;	1753101024.000;	           0
20250721;	180026;	1753101026.000;	           0
20250721;	180028;	1753101028.000;	           0
20250721;	180030;	1753101030.000;	           0
20250721;	180032;	1753101032.000;	           0
20250721;	180034;	1753101034.000;	           0
20250721;	180036;	1753101036.000;	           0
20250721;	180038;	1753101038.000;	           0
20250721;	180040;	1753101040.000;	           0
20250721;	180042;	1753101042.000;	           0
20250721;	180044;	1753101044.000;	           0
20250721;	180046;	1753101046.000;	           0
20250721;	180048;	1753101048.000;	           0
20250721;	180050;	1753101050.000;	           0
20250721;	180052;	1753101052.000;	           0
20250721;	180054;	1753101054.000;	           0
20250721;	180056;	1753101056.000;	           0
20250721;	180058;	1753101058.000;	           0
20250721;	180100;	1753101060.000;	           0
20250721;	180102;	1753101062.000;	           0
20250721;	180104;	1753101064.000;	           0
20250721;	180106;	1753101066.000;	           0
20250721;	180108;	1753101068.000;	           0
20250721;	180110;	1753101070.000;	           0
20250721;	180112;	1753101072.000;	           0
20250721;	180114;	1753101074.000;	           0
20250721;	180116;	1753101076.000;	           0
20250721;	180118;	1753101078.000;	           0
20250721;	180120;	1753101080.000;	           0
20250721;	180122;	1753101082.000;	           0
20250721;	180124;	1753101084.000;	           0
20250721;	180126;	1753101086.000;	           0
20250721;	180128;	1753101088.000;	           0
20250721;	180130;	1753101090.000;	           0
20250721;	180132;	1753101092.000;	           0
20250721;	180134;	1753101094.000;	           0
20250721;	180136;	1753101096.000;	           0
20250721;	180138;	1753101098.000;	           0
20250721;	180140;	1753101100.000;	           0
20250721;	180142;	1753101102.000;	           0
20250721;	180144;	1753101104.000;	           0
20250721;	180146;	1753101106.000;	           0
20250721;	180148;	1753101108.000;	           0
20250721;	180150;	1753101110.000;	           0
20250721;	180152;	1753101112.000;	           0
20250721;	180154;	1753101114.000;	           0
20250721;	180156;	1753101116.000;	           0
20250721;	180158;	1753101118.000;	           0
20250721;	180200;	1753101120.000;	           0
20250721;	180202;	1753101122.000;	           0
20250721;	180204;	1753101124.000;	           0
20250721;	180206;	1753101126.000;	           0
20250721;	180208;	1753101128.000;	           0
20250721;	180210;	1753101130.000;	           0
20250721;	180212;	1753101132.000;	           0
20250721;	180214;	1753101134.000;	           0
20250721;	180216;	1753101136.000;	           0
20250721;	180218;	1753101138.000;	           0
20250721;	180220;	1753101140.000;	           0
20250721;	180222;	1753101142.000;	           0
20250721;	180224;	1753101144.000;	           0
20250721;	180226;	1753101146.000;	           0
20250721;	180228;	1753101148.000;	           0
20250721;	180230;	1753101150.000;	           0
20250721;	180232;	1753101152.000;	           0
20250721;	180234;	1753101154.000;	           0
20250721;	180236;	1753101156.000;	           0
20250721;	180238;	1753101158.000;	           0
20250721;	180240;	1753101160.000;	           0
20250721;	180242;	1753101162.000;	           0
20250721;	180244;	1753101164.000;	           0
20250721;	180246;	1753101166.000;	           0
20250721;	180248;	1753101168.000;	           0
20250721;	180250;	1753101170.000;	           0
20250721;	180252;	1753101172.000;	           0
20250721;	180254;	1753101174.000;	           0
20250721;	180256;	1753101176.000;	           0
20250721;	180258;	1753101178.000;	           0
20250721;	180300;	1753101180.000;	           0
20250721;	180302;	1753101182.000;	           0
20250721;	180304;	1753101184.000;	           0
20250721;	180306;	1753101186.000;	           0
20250721;	180308;	1753101188.000;	           0
20250721;	180310;	1753101190.000;	           0
20250721;	180312;	1753101192.000;	           0
20250721;	180314;	1753101194.000;	           0
20250721;	180316;	1753101196.000;	           0
20250721;	180318;	1753101198.000;	           0
20250721;	180320;	1753101200.000;	           0
20250721;	180322;	1753101202.000;	           0
20250721;	180324;	1753101204.000;	           0
20250721;	180326;	1753101206.000;	           0
20250721;	180328;	1753101208.000;	           0
20250721;	180330;	1753101210.000;	           0
20250721;	180332;	1753101212.000;	           0
20250721;	180334;	1753101214.000;	           0
20250721;	180336;	1753101216.000;	           0
20250721;	180338;	1753101218.000;	           0
20250721;	180340;	1753101220.000;	           0
20250721;	180342;	1753101222.000;	           0
20250721;	180344;	1753101224.000;	           0
20250721;	180346;	1753101226.000;	           0
20250721;	180348;	1753101228.000;	           0
20250721;	180350;	1753101230.000;	           0
20250721;	180352;	1753101232.000;	           0
20250721;	180354;	1753101234.000;	           0
20250721;	180356;	1753101236.000;	           0
20250721;	180358;	1753101238.000;	           0
20250721;	180400;	1753101240.000;	           0
20250721;	180402;	1753101242.000;	           0
20250721;	180404;	1753101244.000;	           0
20250721;	180406;	1753101246.000;	           0
20250721;	180408;	1753101248.000;	           0
20250721;	180410;	1753101250.000;	           0
20250721;	180412;	1753101252.000;	           0
20250721;	180414;	1753101254.000;	           0
20250721;	180416;	1753101256.000;	           0
20250721;	180418;	1753101258.000;	           0
20250721;	180420;	1753101260.000;	           0
20250721;	180422;	1753101262.000;	           0
20250721;	180424;	1753101264.000;	           0
20250721;	180426;	1753101266.000;	           0
20250721;	180428;	1753101268.000;	           0
20250721;	180430;	1753101270.000;	           0
20250721;	180432;	1753101272.000;	           0
20250721;	180434;	1753101274.000;	           0
20250721;	180436;	1753101276.000;	           0
20250721;	180438;	1753101278.000;	           0
20250721;	180440;	1753101280.000;	           0
20250721;	180442;	1753101282.000;	           0
20250721;	180444;	1753101284.000;	           0
20250721;	180446;	1753101286.000;	           0
20250721;	180448;	1753101288.000;	           0
20250721;	180450;	1753101290.000;	           0
20250721;	180452;	1753101292.000;	           0
20250721;	180454;	1753101294.000;	           0
20250721;	180456;	1753101296.000;	           0
20250721;	180458;	1753101298.000;	           0
20250721;	180500;	1753101300.000;	           0
20250721;	180502;	1753101302.000;	           0
20250721;	180504;	1753101304.000;	           0
20250721;	180506;	1753101306.000;	           0
20250721;	180508;	1753101308.000;	           0
20250721;	180510;	1753101310.000;	           0
20250721;	180512;	1753101312.000;	           0
20250721;	180514;	1753101314.000;	           0
20250721;	180516;	1753101316.000;	           0
20250721;	180518;	1753101318.000;	           0
20250721;	180520;	1753101320.000;	           0
20250721;	180522;	1753101322.000;	           0
20250721;	180524;	1753101324.000;	           0
20250721;	180526;	1753101326.000;	           0
20250721;	180528;	1753101328.000;	           0
20250721;	180530;	1753101330.000;	           0
20250721;	180532;	1753101332.000;	           0
20250721;	180534;	1753101334.000;	           0
20250721;	180536;	1753101336.000;	           0
20250721;	180538;	1753101338.000;	           0
20250721;	180540;	1753101340.000;	           0
20250721;	180542;	1753101342.000;	           0
20250721;	180544;	1753101344.000;	           0
20250721;	180546;	1753101346.000;	           0
20250721;	180548;	1753101348.000;	           0
20250721;	180550;	1753101350.000;	           0
20250721;	180552;	1753101352.000;	           0
20250721;	180554;	1753101354.000;	           0
20250721;	180556;	1753101356.000;	           0
20250721;	180558;	1753101358.000;	           0
20250721;	180600;	1753101360.000;	           0
20250721;	180602;	1753101362.000;	           0
20250721;	180604;	1753101364.000;	           0
20250721;	180606;	1753101366.000;	           0
20250721;	180608;	1753101368.000;	           0
20250721;	180610;	1753101370.000;	           0
20250721;	180612;	1753101372.000;	           0
20250721;	180614;	1753101374.000;	           0
20250721;	180616;	1753101376.000;	           0
20250721;	180618;	1753101378.000;	           0
20250721;	180620;	1753101380.000;	           0
20250721;	180622;	1753101382.000;	           0
20250721;	180624;	1753101384.000;	           0
20250721;	180626;	1753101386.000;	           0
20250721;	180628;	1753101388.000;	           0
20250721;	180630;	1753101390.000;	           0
20250721;	180632;	1753101392.000;	           0
20250721;	180634;	1753101394.000;	           0
20250721;	180636;	1753101396.000;	           0
20250721;	180638;	1753101398.000;	           0
20250721;	180640;	1753101400.000;	           0
20250721;	180642;	1753101402.000;	           0
20250721;	180644;	1753101404.000;	           0
20250721;	180646;	1753101406.000;	           0
20250721;	180648;	1753101408.000;	           0
20250721;	180650;	1753101410.000;	           0
20250721;	180652;	1753101412.000;	           0
20250721;	180654;	1753101414.000;	           0
20250721;	180656;	1753101416.000;	           0
20250721;	180658;	1753101418.000;	           0
20250721;	180700;	1753101420.000;	           0
20250721;	180702;	1753101422.000;	           0
20250721;	180704;	1753101424.000;	           0
20250721;	180706;	1753101426.000;	           0
20250721;	180708;	1753101428.000;	           0
20250721;	180710;	1753101430.000;	           0
20250721;	180712;	1753101432.000;	           0
20250721;	180714;	1753101434.000;	           0
20250721;	180716;	1753101436.000;	           0
20250721;	180718;	1753101438.000;	           0
20250721;	180720;	1753101440.000;	           0
20250721;	180722;	1753101442.000;	           0
20250721;	180724;	1753101444.000;	           0
20250721;	180726;	1753101446.000;	           0
20250721;	180728;	1753101448.000;	           0
20250721;	180730;	1753101450.000;	           0
20250721;	180732;	1753101452.000;	           0
20250721;	180734;	1753101454.000;	           0
20250721;	180736;	1753101456.000;	           0
20250721;	180738;	1753101458.000;	           0
20250721;	180740;	1753101460.000;	           0
20250721;	180742;	1753101462.000;	           0
20250721;	180744;	1753101464.000;	           0
20250721;	180746;	1753101466.000;	           0
20250721;	180748;	1753101468.000;	           0
20250721;	180750;	1753101470.000;	           0
20250721;	180752;	1753101472.000;	           0
20250721;	180754;	1753101474.000;	           0
20250721;	180756;	1753101476.000;	           0
20250721;	180758;	1753101478.000;	           0
20250721;	180800;	1753101480.000;	           0
20250721;	180802;	1753101482.000;	           0
20250721;	180804;	1753101484.000;	           0
20250721;	180806;	1753101486.000;	           0
20250721;	180808;	1753101488.000;	           0
20250721;	180810;	1753101490.000;	           0
20250721;	180812;	1753101492.000;	           0
20250721;	180814;	1753101494.000;	           0
20250721;	180816;	1753101496.000;	           0
20250721;	180818;	1753101498.000;	           0
20250721;	180820;	1753101500.000;	           0
20250721;	180822;	1753101502.000;	           0
20250721;	180824;	1753101504.000;	           0
20250721;	180826;	1753101506.000;	           0
20250721;	180828;	1753101508.000;	           0
20250721;	180830;	1753101510.000;	           0
20250721;	180832;	1753101512.000;	           0
20250721;	180834;	1753101514.000;	           0
20250721;	180836;	1753101516.000;	           0
20250721;	180838;	1753101518.000;	           0
20250721;	180840;	1753101520.000;	           0
20250721;	180842;	1753101522.000;	           0
20250721;	180844;	1753101524.000;	           0
20250721;	180846;	1753101526.000;	           0
20250721;	180848;	1753101528.000;	           0
20250721;	180850;	1753101530.000;	           0
20250721;	180852;	1753101532.000;	           0
20250721;	180854;	1753101534.000;	           0
20250721;	180856;	1753101536.000;	           0
20250721;	180858;	1753101538.000;	           0
20250721;	180900;	1753101540.000;	           0
20250721;	180902;	1753101542.000;	           0
20250721;	180904;	1753101544.000;	           0
20250721;	180906;	1753101546.000;	           0
20250721;	180908;	1753101548.000;	           0
20250721;	180910;	1753101550.000;	           0
20250721;	180912;	1753101552.000;	           0
20250721;	180914;	1753101554.000;	           0
20250721;	180916;	1753101556.000;	           0
20250721;	180918;	1753101558.000;	           0
20250721;	180920;	1753101560.000;	           0
20250721;	180922;	1753101562.000;	           0
20250721;	180924;	1753101564.000;	           0
20250721;	180926;	1753101566.000;	           0
20250721;	180928;	1753101568.000;	           0
20250721;	180930;	1753101570.000;	           0
20250721;	180932;	1753101572.000;	           0
20250721;	180934;	1753101574.000;	           0
20250721;	180936;	1753101576.000;	           0
20250721;	180938;	1753101578.000;	           0
20250721;	180940;	1753101580.000;	           0
20250721;	180942;	1753101582.000;	           0
20250721;	180944;	1753101584.000;	           0
20250721;	180946;	1753101586.000;	           0
20250721;	180948;	1753101588.000;	           0
20250721;	180950;	1753101590.000;	           0
20250721;	180952;	1753101592.000;	           0
20250721;	180954;	1753101594.000;	           0
20250721;	180956;	1753101596.000;	           0
20250721;	180958;	1753101598.000;	           0
20250721;	181000;	1753101600.000;	           0
20250721;	181002;	1753101602.000;	           0
20250721;	181004;	1753101604.000;	           0
20250721;	181006;	1753101606.000;	           0
20250721;	181008;	1753101608.000;	           0
20250721;	181010;	1753101610.000;	           0
20250721;	181012;	1753101612.000;	           0
20250721;	181014;	1753101614.000;	           0
20250721;	181016;	1753101616.000;	           0
20250721;	181018;	1753101618.000;	           0
20250721;	181020;	1753101620.000;	           0
20250721;	181022;	1753101622.000;	           0
20250721;	181024;	1753101624.000;	           0
20250721;	181026;	1753101626.000;	           0
20250721;	181028;	1753101628.000;	           0
20250721;	181030;	1753101630.000;	           0
20250721;	181032;	1753101632.000;	           0
20250721;	181034;	1753101634.000;	           0
20250721;	181036;	1753101636.000;	           0
20250721;	181038;	1753101638.000;	           0
20250721;	181040;	1753101640.000;	           0
20250721;	181042;	1753101642.000;	           0
20250721;	181044;	1753101644.000;	           0
20250721;	181046;	1753101646.000;	           0
20250721;	181048;	1753101648.000;	           0
20250721;	181050;	1753101650.000;	           0
20250721;	181052;	1753101652.000;	           0
20250721;	181054;	1753101654.000;	           0
20250721;	181056;	1753101656.000;	           0
20250721;	181058;	1753101658.000;	           0
20250721;	181100;	1753101660.000;	           0
20250721;	181102;	1753101662.000;	           0
20250721;	181104;	1753101664.000;	           0
20250721;	181106;	1753101666.000;	           0
20250721;	181108;	1753101668.000;	           0
20250721;	181110;	1753101670.000;	           0
20250721;	181112;	1753101672.000;	           0
20250721;	181114;	1753101674.000;	           0
20250721;	181116;	1753101676.000;	           0
20250721;	181118;	1753101678.000;	           0
20250721;	181120;	1753101680.000;	           0
20250721;	181122;	1753101682.000;	           0
20250721;	181124;	1753101684.000;	           0
20250721;	181126;	1753101686.000;	           0
20250721;	181128;	1753101688.000;	           0
20250721;	181130;	1753101690.000;	           0
20250721;	181132;	1753101692.000;	           0
20250721;	181134;	1753101694.000;	           0
20250721;	181136;	1753101696.000;	           0
20250721;	181138;	1753101698.000;	           0
20250721;	181140;	1753101700.000;	           0
20250721;	181142;	1753101702.000;	           0
20250721;	181144;	1753101704.000;	           0
20250721;	181146;	1753101706.000;	           0
20250721;	181148;	1753101708.000;	           0
20250721;	181150;	1753101710.000;	           0
20250721;	181152;	1753101712.000;	           0
20250721;	181154;	1753101714.000;	           0
20250721;	181156;	1753101716.000;	           0
20250721;	181158;	1753101718.000;	           0
20250721;	181200;	1753101720.000;	           0
20250721;	181202;	1753101722.000;	           0
20250721;	181204;	1753101724.000;	           0
20250721;	181206;	1753101726.000;	           0
20250721;	181208;	1753101728.000;	           0
20250721;	181210;	1753101730.000;	           0
20250721;	181212;	1753101732.000;	           0
20250721;	181214;	1753101734.000;	           0
20250721;	181216;	1753101736.000;	           0
20250721;	181218;	1753101738.000;	           0
20250721;	181220;	1753101740.000;	           0
20250721;	181222;	1753101742.000;	           0
20250721;	181224;	1753101744.000;	           0
20250721;	181226;	1753101746.000;	           0
20250721;	181228;	1753101748.000;	           0
20250721;	181230;	1753101750.000;	           0
20250721;	181232;	1753101752.000;	           0
20250721;	181234;	1753101754.000;	           0
20250721;	181236;	1753101756.000;	           0
20250721;	181238;	1753101758.000;	           0
20250721;	181240;	1753101760.000;	           0
20250721;	181242;	1753101762.000;	           0
20250721;	181244;	1753101764.000;	           0
20250721;	181246;	1753101766.000;	           0
20250721;	181248;	1753101768.000;	           0
20250721;	181250;	1753101770.000;	           0
20250721;	181252;	1753101772.000;	           0
20250721;	181254;	1753101774.000;	           0
20250721;	181256;	1753101776.000;	           0
20250721;	181258;	1753101778.000;	           0
20250721;	181300;	1753101780.000;	           0
20250721;	181302;	1753101782.000;	           0
20250721;	181304;	1753101784.000;	           0
20250721;	181306;	1753101786.000;	           0
20250721;	181308;	1753101788.000;	           0
20250721;	181310;	1753101790.000;	           0
20250721;	181312;	1753101792.000;	           0
20250721;	181314;	1753101794.000;	           0
20250721;	181316;	1753101796.000;	           0
20250721;	181318;	1753101798.000;	           0
20250721;	181320;	1753101800.000;	           0
20250721;	181322;	1753101802.000;	           0
20250721;	181324;	1753101804.000;	           0
20250721;	181326;	1753101806.000;	           0
20250721;	181328;	1753101808.000;	           0
20250721;	181330;	1753101810.000;	           0
20250721;	181332;	1753101812.000;	           0
20250721;	181334;	1753101814.000;	           0
20250721;	181336;	1753101816.000;	           0
20250721;	181338;	1753101818.000;	           0
20250721;	181340;	1753101820.000;	           0
20250721;	181342;	1753101822.000;	           0
20250721;	181344;	1753101824.000;	           0
20250721;	181346;	1753101826.000;	           0
20250721;	181348;	1753101828.000;	           0
20250721;	181350;	1753101830.000;	           0
20250721;	181352;	1753101832.000;	           0
20250721;	181354;	1753101834.000;	           0
20250721;	181356;	1753101836.000;	           0
20250721;	181358;	1753101838.000;	           0
20250721;	181400;	1753101840.000;	           0
20250721;	181402;	1753101842.000;	           0
20250721;	181404;	1753101844.000;	           0
20250721;	181406;	1753101846.000;	           0
20250721;	181408;	1753101848.000;	           0
20250721;	181410;	1753101850.000;	           0
20250721;	181412;	1753101852.000;	           0
20250721;	181414;	1753101854.000;	           0
20250721;	181416;	1753101856.000;	           0
