#ies_format_version: 1.0
#file: 20250721_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 2.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	devTest_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	devTest_A_18
20250721;	173738;	1753099658.000;	           0
20250721;	173740;	1753099660.000;	           0
20250721;	173742;	1753099662.000;	           0
20250721;	173744;	1753099664.000;	           0
20250721;	173746;	1753099666.000;	           0
20250721;	173748;	1753099668.000;	           0
20250721;	173750;	1753099670.000;	           0
20250721;	173752;	1753099672.000;	           0
20250721;	173754;	1753099674.000;	           0
20250721;	173756;	1753099676.000;	           0
20250721;	173758;	1753099678.000;	           0
20250721;	173800;	1753099680.000;	           0
20250721;	173802;	1753099682.000;	           0
20250721;	173804;	1753099684.000;	           0
20250721;	173806;	1753099686.000;	           0
20250721;	173808;	1753099688.000;	           0
20250721;	173810;	1753099690.000;	           0
20250721;	173812;	1753099692.000;	           0
20250721;	173814;	1753099694.000;	           0
20250721;	173816;	1753099696.000;	           0
20250721;	173818;	1753099698.000;	           0
20250721;	173820;	1753099700.000;	           0
20250721;	173822;	1753099702.000;	           0
20250721;	173824;	1753099704.000;	           0
20250721;	173826;	1753099706.000;	           0
20250721;	173828;	1753099708.000;	           0
20250721;	173830;	1753099710.000;	           0
20250721;	173832;	1753099712.000;	           0
20250721;	173834;	1753099714.000;	           0
20250721;	173836;	1753099716.000;	           0
20250721;	173838;	1753099718.000;	           0
20250721;	173840;	1753099720.000;	           0
20250721;	173842;	1753099722.000;	           0
20250721;	173844;	1753099724.000;	           0
20250721;	173846;	1753099726.000;	           0
20250721;	173848;	1753099728.000;	           0
20250721;	173850;	1753099730.000;	           0
20250721;	173852;	1753099732.000;	           0
20250721;	173854;	1753099734.000;	           0
20250721;	173856;	1753099736.000;	           0
20250721;	173858;	1753099738.000;	           0
20250721;	173900;	1753099740.000;	           0
20250721;	173902;	1753099742.000;	           0
20250721;	173904;	1753099744.000;	           0
20250721;	173906;	1753099746.000;	           0
20250721;	173908;	1753099748.000;	           0
20250721;	173910;	1753099750.000;	           0
20250721;	173912;	1753099752.000;	           0
20250721;	173914;	1753099754.000;	           0
20250721;	173916;	1753099756.000;	           0
20250721;	173918;	1753099758.000;	           0
20250721;	173920;	1753099760.000;	           0
20250721;	173922;	1753099762.000;	           0
20250721;	173924;	1753099764.000;	           0
20250721;	173926;	1753099766.000;	           0
20250721;	173928;	1753099768.000;	           0
20250721;	173930;	1753099770.000;	           0
20250721;	173932;	1753099772.000;	           0
20250721;	173934;	1753099774.000;	           0
20250721;	173936;	1753099776.000;	           0
20250721;	173938;	1753099778.000;	           0
20250721;	173940;	1753099780.000;	           0
20250721;	173942;	1753099782.000;	           0
20250721;	173944;	1753099784.000;	           0
20250721;	173946;	1753099786.000;	           0
20250721;	173948;	1753099788.000;	           0
20250721;	173950;	1753099790.000;	           0
20250721;	173952;	1753099792.000;	           0
20250721;	173954;	1753099794.000;	           0
20250721;	173956;	1753099796.000;	           0
20250721;	173958;	1753099798.000;	           0
20250721;	174000;	1753099800.000;	           0
20250721;	174002;	1753099802.000;	           0
20250721;	174004;	1753099804.000;	           0
20250721;	174006;	1753099806.000;	           0
20250721;	174008;	1753099808.000;	           0
20250721;	174010;	1753099810.000;	           0
20250721;	174012;	1753099812.000;	           0
20250721;	174014;	1753099814.000;	           0
20250721;	174016;	1753099816.000;	           0
20250721;	174018;	1753099818.000;	           0
20250721;	174020;	1753099820.000;	           0
20250721;	174022;	1753099822.000;	           0
20250721;	174024;	1753099824.000;	           0
20250721;	174026;	1753099826.000;	           0
20250721;	174028;	1753099828.000;	           0
20250721;	174030;	1753099830.000;	           0
20250721;	174032;	1753099832.000;	           0
20250721;	174034;	1753099834.000;	           0
20250721;	174036;	1753099836.000;	           0
20250721;	174038;	1753099838.000;	           0
20250721;	174040;	1753099840.000;	           0
20250721;	174042;	1753099842.000;	           0
20250721;	174044;	1753099844.000;	           0
20250721;	174046;	1753099846.000;	           0
20250721;	174048;	1753099848.000;	           0
20250721;	174050;	1753099850.000;	           0
20250721;	174052;	1753099852.000;	           0
20250721;	174054;	1753099854.000;	           0
20250721;	174056;	1753099856.000;	           0
20250721;	174058;	1753099858.000;	           0
20250721;	174100;	1753099860.000;	           0
20250721;	174102;	1753099862.000;	           0
20250721;	174104;	1753099864.000;	           0
20250721;	174106;	1753099866.000;	           0
20250721;	174108;	1753099868.000;	           0
20250721;	174110;	1753099870.000;	           0
20250721;	174112;	1753099872.000;	           0
20250721;	174114;	1753099874.000;	           0
20250721;	174116;	1753099876.000;	           0
20250721;	174118;	1753099878.000;	           0
20250721;	174120;	1753099880.000;	           0
20250721;	174122;	1753099882.000;	           0
20250721;	174124;	1753099884.000;	           0
20250721;	174126;	1753099886.000;	           0
20250721;	174128;	1753099888.000;	           0
20250721;	174130;	1753099890.000;	           0
20250721;	174132;	1753099892.000;	           0
20250721;	174134;	1753099894.000;	           0
20250721;	174136;	1753099896.000;	           0
20250721;	174138;	1753099898.000;	           0
20250721;	174140;	1753099900.000;	           0
20250721;	174142;	1753099902.000;	           0
20250721;	174144;	1753099904.000;	           0
20250721;	174146;	1753099906.000;	           0
20250721;	174148;	1753099908.000;	           0
20250721;	174150;	1753099910.000;	           0
20250721;	174152;	1753099912.000;	           0
20250721;	174154;	1753099914.000;	           0
20250721;	174156;	1753099916.000;	           0
20250721;	174158;	1753099918.000;	           0
20250721;	174200;	1753099920.000;	           0
20250721;	174202;	1753099922.000;	           0
20250721;	174204;	1753099924.000;	           0
20250721;	174206;	1753099926.000;	           0
20250721;	174208;	1753099928.000;	           0
20250721;	174210;	1753099930.000;	           0
20250721;	174212;	1753099932.000;	           0
20250721;	174214;	1753099934.000;	           0
20250721;	174216;	1753099936.000;	           0
20250721;	174218;	1753099938.000;	           0
20250721;	174220;	1753099940.000;	           0
20250721;	174222;	1753099942.000;	           0
20250721;	174224;	1753099944.000;	           0
20250721;	174226;	1753099946.000;	           0
20250721;	174228;	1753099948.000;	           0
20250721;	174230;	1753099950.000;	           0
20250721;	174232;	1753099952.000;	           0
20250721;	174234;	1753099954.000;	           0
20250721;	174236;	1753099956.000;	           0
20250721;	174238;	1753099958.000;	           0
20250721;	174240;	1753099960.000;	           0
20250721;	174242;	1753099962.000;	           0
20250721;	174244;	1753099964.000;	           0
20250721;	174246;	1753099966.000;	           0
20250721;	174248;	1753099968.000;	           0
20250721;	174250;	1753099970.000;	           0
20250721;	174252;	1753099972.000;	           0
20250721;	174254;	1753099974.000;	           0
20250721;	174256;	1753099976.000;	           0
20250721;	174258;	1753099978.000;	           0
20250721;	174300;	1753099980.000;	           0
20250721;	174302;	1753099982.000;	           0
20250721;	174304;	1753099984.000;	           0
20250721;	174306;	1753099986.000;	           0
20250721;	174308;	1753099988.000;	           0
20250721;	174310;	1753099990.000;	           0
20250721;	174312;	1753099992.000;	           0
20250721;	174314;	1753099994.000;	           0
20250721;	174316;	1753099996.000;	           0
20250721;	174318;	1753099998.000;	           0
20250721;	174320;	1753100000.000;	           0
20250721;	174322;	1753100002.000;	           0
20250721;	174324;	1753100004.000;	           0
20250721;	174326;	1753100006.000;	           0
20250721;	174328;	1753100008.000;	           0
20250721;	174330;	1753100010.000;	           0
20250721;	174332;	1753100012.000;	           0
20250721;	174334;	1753100014.000;	           0
20250721;	174336;	1753100016.000;	           0
20250721;	174338;	1753100018.000;	           0
20250721;	174340;	1753100020.000;	           0
20250721;	174342;	1753100022.000;	           0
20250721;	174344;	1753100024.000;	           0
20250721;	174346;	1753100026.000;	           0
20250721;	174348;	1753100028.000;	           0
20250721;	174350;	1753100030.000;	           0
20250721;	174352;	1753100032.000;	           0
20250721;	174354;	1753100034.000;	           0
20250721;	174356;	1753100036.000;	           0
20250721;	174358;	1753100038.000;	           0
20250721;	174400;	1753100040.000;	           0
20250721;	174402;	1753100042.000;	           0
20250721;	174404;	1753100044.000;	           0
20250721;	174406;	1753100046.000;	           0
20250721;	174408;	1753100048.000;	           0
20250721;	174410;	1753100050.000;	           0
20250721;	174412;	1753100052.000;	           0
20250721;	174414;	1753100054.000;	           0
20250721;	174416;	1753100056.000;	           0
20250721;	174418;	1753100058.000;	           0
20250721;	174420;	1753100060.000;	           0
20250721;	174422;	1753100062.000;	           0
20250721;	174424;	1753100064.000;	           0
20250721;	174426;	1753100066.000;	           0
20250721;	174428;	1753100068.000;	           0
20250721;	174430;	1753100070.000;	           0
20250721;	174432;	1753100072.000;	           0
20250721;	174434;	1753100074.000;	           0
20250721;	174436;	1753100076.000;	           0
20250721;	174438;	1753100078.000;	           0
20250721;	174440;	1753100080.000;	           0
20250721;	174442;	1753100082.000;	           0
20250721;	174444;	1753100084.000;	           0
20250721;	174446;	1753100086.000;	           0
20250721;	174448;	1753100088.000;	           0
20250721;	174450;	1753100090.000;	           0
20250721;	174452;	1753100092.000;	           0
20250721;	174454;	1753100094.000;	           0
20250721;	174456;	1753100096.000;	           0
20250721;	174458;	1753100098.000;	           0
20250721;	174500;	1753100100.000;	           0
20250721;	174502;	1753100102.000;	           0
20250721;	174504;	1753100104.000;	           0
20250721;	174506;	1753100106.000;	           0
20250721;	174508;	1753100108.000;	           0
20250721;	174510;	1753100110.000;	           0
20250721;	174512;	1753100112.000;	           0
20250721;	174514;	1753100114.000;	           0
20250721;	174516;	1753100116.000;	           0
20250721;	174518;	1753100118.000;	           0
20250721;	174520;	1753100120.000;	           0
20250721;	174522;	1753100122.000;	           0
20250721;	174524;	1753100124.000;	           0
20250721;	174526;	1753100126.000;	           0
20250721;	174528;	1753100128.000;	           0
20250721;	174530;	1753100130.000;	           0
20250721;	174532;	1753100132.000;	           0
20250721;	174534;	1753100134.000;	           0
20250721;	174536;	1753100136.000;	           0
20250721;	174538;	1753100138.000;	           0
20250721;	174540;	1753100140.000;	           0
20250721;	174542;	1753100142.000;	           0
20250721;	174544;	1753100144.000;	           0
20250721;	174546;	1753100146.000;	           0
20250721;	174548;	1753100148.000;	           0
20250721;	174550;	1753100150.000;	           0
20250721;	174552;	1753100152.000;	           0
20250721;	174554;	1753100154.000;	           0
20250721;	174556;	1753100156.000;	           0
20250721;	174558;	1753100158.000;	           0
20250721;	174600;	1753100160.000;	           0
20250721;	174602;	1753100162.000;	           0
20250721;	174604;	1753100164.000;	           0
20250721;	174606;	1753100166.000;	           0
20250721;	174608;	1753100168.000;	           0
20250721;	174610;	1753100170.000;	           0
20250721;	174612;	1753100172.000;	           0
20250721;	174614;	1753100174.000;	           0
20250721;	174616;	1753100176.000;	           0
20250721;	174618;	1753100178.000;	           0
20250721;	174620;	1753100180.000;	           0
20250721;	174622;	1753100182.000;	           0
20250721;	174624;	1753100184.000;	           0
20250721;	174626;	1753100186.000;	           0
20250721;	174628;	1753100188.000;	           0
20250721;	174630;	1753100190.000;	           0
20250721;	174632;	1753100192.000;	           0
20250721;	174634;	1753100194.000;	           0
20250721;	174636;	1753100196.000;	           0
20250721;	174638;	1753100198.000;	           0
20250721;	174640;	1753100200.000;	           0
20250721;	174642;	1753100202.000;	           0
20250721;	174644;	1753100204.000;	           0
20250721;	174646;	1753100206.000;	           0
20250721;	174648;	1753100208.000;	           0
20250721;	174650;	1753100210.000;	           0
20250721;	174652;	1753100212.000;	           0
20250721;	174654;	1753100214.000;	           0
20250721;	174656;	1753100216.000;	           0
20250721;	174658;	1753100218.000;	           0
20250721;	174700;	1753100220.000;	           0
20250721;	174702;	1753100222.000;	           0
20250721;	174704;	1753100224.000;	           0
20250721;	174706;	1753100226.000;	           0
20250721;	174708;	1753100228.000;	           0
20250721;	174710;	1753100230.000;	           0
20250721;	174712;	1753100232.000;	           0
20250721;	174714;	1753100234.000;	           0
20250721;	174716;	1753100236.000;	           0
20250721;	174718;	1753100238.000;	           0
20250721;	174720;	1753100240.000;	           0
20250721;	174722;	1753100242.000;	           0
20250721;	174724;	1753100244.000;	           0
20250721;	174726;	1753100246.000;	           0
20250721;	174728;	1753100248.000;	           0
20250721;	174730;	1753100250.000;	           0
20250721;	174732;	1753100252.000;	           0
20250721;	174734;	1753100254.000;	           0
20250721;	174736;	1753100256.000;	           0
20250721;	174738;	1753100258.000;	           0
20250721;	174740;	1753100260.000;	           0
20250721;	174742;	1753100262.000;	           0
20250721;	174744;	1753100264.000;	           0
20250721;	174746;	1753100266.000;	           0
20250721;	174748;	1753100268.000;	           0
20250721;	174750;	1753100270.000;	           0
20250721;	174752;	1753100272.000;	           0
20250721;	174754;	1753100274.000;	           0
20250721;	174756;	1753100276.000;	           0
20250721;	174758;	1753100278.000;	           0
20250721;	174800;	1753100280.000;	           0
20250721;	174802;	1753100282.000;	           0
20250721;	174804;	1753100284.000;	           0
20250721;	174806;	1753100286.000;	           0
20250721;	174808;	1753100288.000;	           0
20250721;	174810;	1753100290.000;	           0
20250721;	174812;	1753100292.000;	           0
20250721;	174814;	1753100294.000;	           0
20250721;	174816;	1753100296.000;	           0
20250721;	174818;	1753100298.000;	           0
20250721;	174820;	1753100300.000;	           0
20250721;	174822;	1753100302.000;	           0
20250721;	174824;	1753100304.000;	           0
20250721;	174826;	1753100306.000;	           0
20250721;	174828;	1753100308.000;	           0
20250721;	174830;	1753100310.000;	           0
20250721;	174832;	1753100312.000;	           0
20250721;	174834;	1753100314.000;	           0
20250721;	174836;	1753100316.000;	           0
20250721;	174838;	1753100318.000;	           0
20250721;	174840;	1753100320.000;	           0
20250721;	174842;	1753100322.000;	           0
20250721;	174844;	1753100324.000;	           0
20250721;	174846;	1753100326.000;	           0
20250721;	174848;	1753100328.000;	           0
20250721;	174850;	1753100330.000;	           0
20250721;	174852;	1753100332.000;	           0
20250721;	174854;	1753100334.000;	           0
20250721;	174856;	1753100336.000;	           0
20250721;	174858;	1753100338.000;	           0
20250721;	174900;	1753100340.000;	           0
20250721;	174902;	1753100342.000;	           0
20250721;	174904;	1753100344.000;	           0
20250721;	174906;	1753100346.000;	           0
20250721;	174908;	1753100348.000;	           0
20250721;	174910;	1753100350.000;	           0
20250721;	174912;	1753100352.000;	           0
20250721;	174914;	1753100354.000;	           0
20250721;	174916;	1753100356.000;	           0
20250721;	174918;	1753100358.000;	           0
20250721;	174920;	1753100360.000;	           0
20250721;	174922;	1753100362.000;	           0
20250721;	174924;	1753100364.000;	           0
20250721;	174926;	1753100366.000;	           0
20250721;	174928;	1753100368.000;	           0
20250721;	174930;	1753100370.000;	           0
20250721;	174932;	1753100372.000;	           0
20250721;	174934;	1753100374.000;	           0
20250721;	174936;	1753100376.000;	           0
20250721;	174938;	1753100378.000;	           0
20250721;	174940;	1753100380.000;	           0
20250721;	174942;	1753100382.000;	           0
20250721;	174944;	1753100384.000;	           0
20250721;	174946;	1753100386.000;	           0
20250721;	174948;	1753100388.000;	           0
20250721;	174950;	1753100390.000;	           0
20250721;	174952;	1753100392.000;	           0
20250721;	174954;	1753100394.000;	           0
20250721;	174956;	1753100396.000;	           0
20250721;	174958;	1753100398.000;	           0
20250721;	175000;	1753100400.000;	           0
20250721;	175002;	1753100402.000;	           0
20250721;	175004;	1753100404.000;	           0
20250721;	175006;	1753100406.000;	           0
20250721;	175008;	1753100408.000;	           0
20250721;	175010;	1753100410.000;	           0
20250721;	175012;	1753100412.000;	           0
20250721;	175014;	1753100414.000;	           0
20250721;	175016;	1753100416.000;	           0
20250721;	175018;	1753100418.000;	           0
20250721;	175020;	1753100420.000;	           0
20250721;	175022;	1753100422.000;	           0
20250721;	175024;	1753100424.000;	           0
20250721;	175026;	1753100426.000;	           0
20250721;	175028;	1753100428.000;	           0
20250721;	175030;	1753100430.000;	           0
20250721;	175032;	1753100432.000;	           0
20250721;	175034;	1753100434.000;	           0
20250721;	175036;	1753100436.000;	           0
20250721;	175038;	1753100438.000;	           0
20250721;	175040;	1753100440.000;	           0
20250721;	175042;	1753100442.000;	           0
20250721;	175044;	1753100444.000;	           0
20250721;	175046;	1753100446.000;	           0
20250721;	175048;	1753100448.000;	           0
20250721;	175050;	1753100450.000;	           0
20250721;	175052;	1753100452.000;	           0
20250721;	175054;	1753100454.000;	           0
20250721;	175056;	1753100456.000;	           0
20250721;	175058;	1753100458.000;	           0
20250721;	175100;	1753100460.000;	           0
20250721;	175102;	1753100462.000;	           0
20250721;	175104;	1753100464.000;	           0
20250721;	175106;	1753100466.000;	           0
20250721;	175108;	1753100468.000;	           0
20250721;	175110;	1753100470.000;	           0
20250721;	175112;	1753100472.000;	           0
20250721;	175114;	1753100474.000;	           0
20250721;	175116;	1753100476.000;	           0
20250721;	175118;	1753100478.000;	           0
20250721;	175120;	1753100480.000;	           0
20250721;	175122;	1753100482.000;	           0
20250721;	175124;	1753100484.000;	           0
20250721;	175126;	1753100486.000;	           0
20250721;	175128;	1753100488.000;	           0
20250721;	175130;	1753100490.000;	           0
20250721;	175132;	1753100492.000;	           0
20250721;	175134;	1753100494.000;	           0
20250721;	175136;	1753100496.000;	           0
20250721;	175138;	1753100498.000;	           0
20250721;	175140;	1753100500.000;	           0
20250721;	175142;	1753100502.000;	           0
20250721;	175144;	1753100504.000;	           0
20250721;	175146;	1753100506.000;	           0
20250721;	175148;	1753100508.000;	           0
20250721;	175150;	1753100510.000;	           0
20250721;	175152;	1753100512.000;	           0
20250721;	175154;	1753100514.000;	           0
20250721;	175156;	1753100516.000;	           0
20250721;	175158;	1753100518.000;	           0
20250721;	175200;	1753100520.000;	           0
20250721;	175202;	1753100522.000;	           0
20250721;	175204;	1753100524.000;	           0
20250721;	175206;	1753100526.000;	           0
20250721;	175208;	1753100528.000;	           0
20250721;	175210;	1753100530.000;	           0
20250721;	175212;	1753100532.000;	           0
20250721;	175214;	1753100534.000;	           0
20250721;	175216;	1753100536.000;	           0
20250721;	175218;	1753100538.000;	           0
20250721;	175220;	1753100540.000;	           0
20250721;	175222;	1753100542.000;	           0
20250721;	175224;	1753100544.000;	           0
20250721;	175226;	1753100546.000;	           0
20250721;	175228;	1753100548.000;	           0
20250721;	175230;	1753100550.000;	           0
20250721;	175232;	1753100552.000;	           0
20250721;	175234;	1753100554.000;	           0
20250721;	175236;	1753100556.000;	           0
20250721;	175238;	1753100558.000;	           0
20250721;	175240;	1753100560.000;	           0
20250721;	175242;	1753100562.000;	           0
20250721;	175244;	1753100564.000;	           0
20250721;	175246;	1753100566.000;	           0
20250721;	175248;	1753100568.000;	           0
20250721;	175250;	1753100570.000;	           0
20250721;	175252;	1753100572.000;	           0
20250721;	175254;	1753100574.000;	           0
20250721;	175256;	1753100576.000;	           0
20250721;	175258;	1753100578.000;	           0
20250721;	175300;	1753100580.000;	           0
20250721;	175302;	1753100582.000;	           0
20250721;	175304;	1753100584.000;	           0
20250721;	175306;	1753100586.000;	           0
20250721;	175308;	1753100588.000;	           0
20250721;	175310;	1753100590.000;	           0
20250721;	175312;	1753100592.000;	           0
20250721;	175314;	1753100594.000;	           0
20250721;	175316;	1753100596.000;	           0
20250721;	175318;	1753100598.000;	           0
20250721;	175320;	1753100600.000;	           0
20250721;	175322;	1753100602.000;	           0
20250721;	175324;	1753100604.000;	           0
20250721;	175326;	1753100606.000;	           0
20250721;	175328;	1753100608.000;	           0
20250721;	175330;	1753100610.000;	           0
20250721;	175332;	1753100612.000;	           0
20250721;	175334;	1753100614.000;	           0
20250721;	175336;	1753100616.000;	           0
20250721;	175338;	1753100618.000;	           0
20250721;	175340;	1753100620.000;	           0
20250721;	175342;	1753100622.000;	           0
20250721;	175344;	1753100624.000;	           0
20250721;	175346;	1753100626.000;	           0
20250721;	175348;	1753100628.000;	           0
20250721;	175350;	1753100630.000;	           0
20250721;	175352;	1753100632.000;	           0
20250721;	175354;	1753100634.000;	           0
20250721;	175356;	1753100636.000;	           0
20250721;	175358;	1753100638.000;	           0
20250721;	175400;	1753100640.000;	           0
20250721;	175402;	1753100642.000;	           0
20250721;	175404;	1753100644.000;	           0
20250721;	175406;	1753100646.000;	           0
20250721;	175408;	1753100648.000;	           0
20250721;	175410;	1753100650.000;	           0
20250721;	175412;	1753100652.000;	           0
20250721;	175414;	1753100654.000;	           0
20250721;	175416;	1753100656.000;	           0
20250721;	175418;	1753100658.000;	           0
20250721;	175420;	1753100660.000;	           0
20250721;	175422;	1753100662.000;	           0
20250721;	175424;	1753100664.000;	           0
20250721;	175426;	1753100666.000;	           0
20250721;	175428;	1753100668.000;	           0
20250721;	175430;	1753100670.000;	           0
20250721;	175432;	1753100672.000;	           0
20250721;	175434;	1753100674.000;	           0
20250721;	175436;	1753100676.000;	           0
20250721;	175438;	1753100678.000;	           0
20250721;	175440;	1753100680.000;	           0
20250721;	175442;	1753100682.000;	           0
20250721;	175444;	1753100684.000;	           0
20250721;	175446;	1753100686.000;	           0
20250721;	175448;	1753100688.000;	           0
20250721;	175450;	1753100690.000;	           0
20250721;	175452;	1753100692.000;	           0
20250721;	175454;	1753100694.000;	           0
20250721;	175456;	1753100696.000;	           0
20250721;	175458;	1753100698.000;	           0
20250721;	175500;	1753100700.000;	           0
20250721;	175502;	1753100702.000;	           0
20250721;	175504;	1753100704.000;	           0
20250721;	175506;	1753100706.000;	           0
20250721;	175508;	1753100708.000;	           0
20250721;	175510;	1753100710.000;	           0
20250721;	175512;	1753100712.000;	           0
20250721;	175514;	1753100714.000;	           0
20250721;	175516;	1753100716.000;	           0
20250721;	175518;	1753100718.000;	           0
20250721;	175520;	1753100720.000;	           0
20250721;	175522;	1753100722.000;	           0
20250721;	175524;	1753100724.000;	           0
20250721;	175526;	1753100726.000;	           0
20250721;	175528;	1753100728.000;	           0
20250721;	175530;	1753100730.000;	           0
20250721;	175532;	1753100732.000;	           0
20250721;	175534;	1753100734.000;	           0
20250721;	175536;	1753100736.000;	           0
20250721;	175538;	1753100738.000;	           0
20250721;	175540;	1753100740.000;	           0
20250721;	175542;	1753100742.000;	           0
20250721;	175544;	1753100744.000;	           0
20250721;	175546;	1753100746.000;	           0
20250721;	175548;	1753100748.000;	           0
20250721;	175550;	1753100750.000;	           0
20250721;	175552;	1753100752.000;	           0
20250721;	175554;	1753100754.000;	           0
20250721;	175556;	1753100756.000;	           0
20250721;	175558;	1753100758.000;	           0
20250721;	175600;	1753100760.000;	           0
20250721;	175602;	1753100762.000;	           0
20250721;	175604;	1753100764.000;	           0
20250721;	175606;	1753100766.000;	           0
20250721;	175608;	1753100768.000;	           0
20250721;	175610;	1753100770.000;	           0
20250721;	175612;	1753100772.000;	           0
20250721;	175614;	1753100774.000;	           0
20250721;	175616;	1753100776.000;	           0
20250721;	175618;	1753100778.000;	           0
20250721;	175620;	1753100780.000;	           0
20250721;	175622;	1753100782.000;	           0
20250721;	175624;	1753100784.000;	           0
20250721;	175626;	1753100786.000;	           0
20250721;	175628;	1753100788.000;	           0
20250721;	175630;	1753100790.000;	           0
20250721;	175632;	1753100792.000;	           0
20250721;	175634;	1753100794.000;	           0
20250721;	175636;	1753100796.000;	           0
20250721;	175638;	1753100798.000;	           0
20250721;	175640;	1753100800.000;	           0
20250721;	175642;	1753100802.000;	           0
20250721;	175644;	1753100804.000;	           0
20250721;	175646;	1753100806.000;	           0
20250721;	175648;	1753100808.000;	           0
20250721;	175650;	1753100810.000;	           0
20250721;	175652;	1753100812.000;	           0
20250721;	175654;	1753100814.000;	           0
20250721;	175656;	1753100816.000;	           0
20250721;	175658;	1753100818.000;	           0
20250721;	175700;	1753100820.000;	           0
20250721;	175702;	1753100822.000;	           0
20250721;	175704;	1753100824.000;	           0
20250721;	175706;	1753100826.000;	           0
20250721;	175708;	1753100828.000;	           0
20250721;	175710;	1753100830.000;	           0
20250721;	175712;	1753100832.000;	           0
20250721;	175714;	1753100834.000;	           0
20250721;	175716;	1753100836.000;	           0
20250721;	175718;	1753100838.000;	           0
20250721;	175720;	1753100840.000;	           0
20250721;	175722;	1753100842.000;	           0
20250721;	175724;	1753100844.000;	           0
20250721;	175726;	1753100846.000;	           0
20250721;	175728;	1753100848.000;	           0
20250721;	175730;	1753100850.000;	           0
20250721;	175732;	1753100852.000;	           0
20250721;	175734;	1753100854.000;	           0
20250721;	175736;	1753100856.000;	           0
20250721;	175738;	1753100858.000;	           0
20250721;	175740;	1753100860.000;	           0
20250721;	175742;	1753100862.000;	           0
20250721;	175744;	1753100864.000;	           0
20250721;	175746;	1753100866.000;	           0
20250721;	175748;	1753100868.000;	           0
20250721;	175750;	1753100870.000;	           0
20250721;	175752;	1753100872.000;	           0
20250721;	175754;	1753100874.000;	           0
20250721;	175756;	1753100876.000;	           0
20250721;	175758;	1753100878.000;	           0
20250721;	175800;	1753100880.000;	           0
20250721;	175802;	1753100882.000;	           0
20250721;	175804;	1753100884.000;	           0
20250721;	175806;	1753100886.000;	           0
20250721;	175808;	1753100888.000;	           0
20250721;	175810;	1753100890.000;	           0
20250721;	175812;	1753100892.000;	           0
20250721;	175814;	1753100894.000;	           0
20250721;	175816;	1753100896.000;	           0
20250721;	175818;	1753100898.000;	           0
20250721;	175820;	1753100900.000;	           0
20250721;	175822;	1753100902.000;	           0
20250721;	175824;	1753100904.000;	           0
20250721;	175826;	1753100906.000;	           0
20250721;	175828;	1753100908.000;	           0
20250721;	175830;	1753100910.000;	           0
20250721;	175832;	1753100912.000;	           0
20250721;	175834;	1753100914.000;	           0
20250721;	175836;	1753100916.000;	           0
20250721;	175838;	1753100918.000;	           0
20250721;	175840;	1753100920.000;	           0
20250721;	175842;	1753100922.000;	           0
20250721;	175844;	1753100924.000;	           0
20250721;	175846;	1753100926.000;	           0
20250721;	175848;	1753100928.000;	           0
20250721;	175850;	1753100930.000;	           0
20250721;	175852;	1753100932.000;	           0
20250721;	175854;	1753100934.000;	           0
20250721;	175856;	1753100936.000;	           0
20250721;	175858;	1753100938.000;	           0
20250721;	175900;	1753100940.000;	           0
20250721;	175902;	1753100942.000;	           0
20250721;	175904;	1753100944.000;	           0
20250721;	175906;	1753100946.000;	           0
20250721;	175908;	1753100948.000;	           0
20250721;	175910;	1753100950.000;	           0
20250721;	175912;	1753100952.000;	           0
20250721;	175914;	1753100954.000;	           0
20250721;	175916;	1753100956.000;	           0
20250721;	175918;	1753100958.000;	           0
20250721;	175920;	1753100960.000;	           0
20250721;	175922;	1753100962.000;	           0
20250721;	175924;	1753100964.000;	           0
20250721;	175926;	1753100966.000;	           0
20250721;	175928;	1753100968.000;	           0
20250721;	175930;	1753100970.000;	           0
20250721;	175932;	1753100972.000;	           0
20250721;	175934;	1753100974.000;	           0
20250721;	175936;	1753100976.000;	           0
20250721;	175938;	1753100978.000;	           0
20250721;	175940;	1753100980.000;	           0
20250721;	175942;	1753100982.000;	           0
20250721;	175944;	1753100984.000;	           0
20250721;	175946;	1753100986.000;	           0
20250721;	175948;	1753100988.000;	           0
20250721;	175950;	1753100990.000;	           0
20250721;	175952;	1753100992.000;	           0
20250721;	175954;	1753100994.000;	           0
20250721;	175956;	1753100996.000;	           0
20250721;	175958;	1753100998.000;	           0
20250721;	180000;	1753101000.000;	           0
20250721;	180002;	1753101002.000;	           0
20250721;	180004;	1753101004.000;	           0
20250721;	180006;	1753101006.000;	           0
20250721;	180008;	1753101008.000;	           0
20250721;	180010;	1753101010.000;	           0
20250721;	180012;	1753101012.000;	           0
20250721;	180014;	1753101014.000;	           0
20250721;	180016;	1753101016.000;	           0
20250721;	180018;	1753101018.000;	           0
20250721;	180020;	1753101020.000;	           0
20250721;	180022;	1753101022.000;	           0
