#ies_format_version: 1.0
#file: 20250802_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250802;	143800;	1754125680.000;	       err32;	 err32
20250802;	143803;	1754125683.000;	       err32;	 err32
20250802;	143806;	1754125686.000;	       err32;	 err32
20250802;	143809;	1754125689.000;	       err32;	 err32
20250802;	143812;	1754125692.000;	       err32;	 err32
20250802;	143815;	1754125695.000;	       err32;	 err32
20250802;	143818;	1754125698.000;	       err32;	 err32
20250802;	143821;	1754125701.000;	       err32;	 err32
20250802;	143824;	1754125704.000;	       err32;	 err32
20250802;	143827;	1754125707.000;	       err32;	 err32
20250802;	143830;	1754125710.000;	       err32;	 err32
20250802;	143833;	1754125713.000;	       err32;	 err32
20250802;	143836;	1754125716.000;	       err32;	 err32
20250802;	143839;	1754125719.000;	       err32;	 err32
20250802;	143842;	1754125722.000;	       err32;	 err32
20250802;	143845;	1754125725.000;	       err32;	 err32
20250802;	143848;	1754125728.000;	       err32;	 err32
20250802;	143851;	1754125731.000;	       err32;	 err32
20250802;	143854;	1754125734.000;	       err32;	 err32
20250802;	143857;	1754125737.000;	       err32;	 err32
20250802;	143900;	1754125740.000;	       err32;	 err32
20250802;	143903;	1754125743.000;	       err32;	 err32
20250802;	143906;	1754125746.000;	       err32;	 err32
20250802;	143909;	1754125749.000;	       err32;	 err32
20250802;	143912;	1754125752.000;	       err32;	 err32
20250802;	143915;	1754125755.000;	       err32;	 err32
20250802;	143918;	1754125758.000;	       err32;	 err32
20250802;	143921;	1754125761.000;	       err32;	 err32
20250802;	143924;	1754125764.000;	       err32;	 err32
20250802;	143927;	1754125767.000;	       err32;	 err32
20250802;	143930;	1754125770.000;	       err32;	 err32
20250802;	143933;	1754125773.000;	       err32;	 err32
20250802;	143936;	1754125776.000;	       err32;	 err32
20250802;	143939;	1754125779.000;	       err32;	 err32
20250802;	143942;	1754125782.000;	       err32;	 err32
20250802;	143945;	1754125785.000;	       err32;	 err32
20250802;	143948;	1754125788.000;	       err32;	 err32
20250802;	143951;	1754125791.000;	       err32;	 err32
20250802;	143954;	1754125794.000;	       err32;	 err32
20250802;	143957;	1754125797.000;	       err32;	 err32
20250802;	144000;	1754125800.000;	       err32;	 err32
20250802;	144003;	1754125803.000;	       err32;	 err32
20250802;	144006;	1754125806.000;	       err32;	 err32
20250802;	144009;	1754125809.000;	       err32;	 err32
20250802;	144012;	1754125812.000;	       err32;	 err32
20250802;	144015;	1754125815.000;	       err32;	 err32
20250802;	144018;	1754125818.000;	       err32;	 err32
20250802;	144021;	1754125821.000;	       err32;	 err32
20250802;	144024;	1754125824.000;	       err32;	 err32
20250802;	144027;	1754125827.000;	       err32;	 err32
20250802;	144030;	1754125830.000;	       err32;	 err32
20250802;	144033;	1754125833.000;	       err32;	 err32
20250802;	144036;	1754125836.000;	       err32;	 err32
20250802;	144039;	1754125839.000;	       err32;	 err32
20250802;	144042;	1754125842.000;	       err32;	 err32
20250802;	144045;	1754125845.000;	       err32;	 err32
20250802;	144048;	1754125848.000;	       err32;	 err32
20250802;	144051;	1754125851.000;	       err32;	 err32
20250802;	144054;	1754125854.000;	       err32;	 err32
20250802;	144057;	1754125857.000;	       err32;	 err32
20250802;	144100;	1754125860.000;	       err32;	 err32
20250802;	144103;	1754125863.000;	       err32;	 err32
20250802;	144106;	1754125866.000;	       err32;	 err32
20250802;	144109;	1754125869.000;	       err32;	 err32
20250802;	144112;	1754125872.000;	       err32;	 err32
20250802;	144115;	1754125875.000;	       err32;	 err32
20250802;	144118;	1754125878.000;	       err32;	 err32
20250802;	144121;	1754125881.000;	       err32;	 err32
20250802;	144124;	1754125884.000;	       err32;	 err32
20250802;	144127;	1754125887.000;	       err32;	 err32
20250802;	144130;	1754125890.000;	       err32;	 err32
20250802;	144133;	1754125893.000;	       err32;	 err32
20250802;	144136;	1754125896.000;	       err32;	 err32
20250802;	144139;	1754125899.000;	       err32;	 err32
20250802;	144142;	1754125902.000;	       err32;	 err32
20250802;	144145;	1754125905.000;	       err32;	 err32
20250802;	144148;	1754125908.000;	       err32;	 err32
20250802;	144151;	1754125911.000;	       err32;	 err32
20250802;	144154;	1754125914.000;	       err32;	 err32
20250802;	144157;	1754125917.000;	       err32;	 err32
20250802;	144200;	1754125920.000;	       err32;	 err32
20250802;	144203;	1754125923.000;	       err32;	 err32
20250802;	144206;	1754125926.000;	       err32;	 err32
20250802;	144209;	1754125929.000;	       err32;	 err32
20250802;	144212;	1754125932.000;	       err32;	 err32
20250802;	144215;	1754125935.000;	       err32;	 err32
20250802;	144218;	1754125938.000;	       err32;	 err32
20250802;	144221;	1754125941.000;	       err32;	 err32
20250802;	144224;	1754125944.000;	       err32;	 err32
20250802;	144227;	1754125947.000;	       err32;	 err32
20250802;	144230;	1754125950.000;	       err32;	 err32
20250802;	144233;	1754125953.000;	       err32;	 err32
20250802;	144236;	1754125956.000;	       err32;	 err32
20250802;	144239;	1754125959.000;	       err32;	 err32
20250802;	144242;	1754125962.000;	       err32;	 err32
20250802;	144245;	1754125965.000;	       err32;	 err32
20250802;	144248;	1754125968.000;	       err32;	 err32
20250802;	144251;	1754125971.000;	       err32;	 err32
20250802;	144254;	1754125974.000;	       err32;	 err32
20250802;	144257;	1754125977.000;	       err32;	 err32
20250802;	144300;	1754125980.000;	       err32;	 err32
20250802;	144303;	1754125983.000;	       err32;	 err32
20250802;	144306;	1754125986.000;	       err32;	 err32
20250802;	144309;	1754125989.000;	       err32;	 err32
20250802;	144312;	1754125992.000;	       err32;	 err32
20250802;	144315;	1754125995.000;	       err32;	 err32
20250802;	144318;	1754125998.000;	       err32;	 err32
20250802;	144321;	1754126001.000;	       err32;	 err32
20250802;	144324;	1754126004.000;	       err32;	 err32
20250802;	144327;	1754126007.000;	       err32;	 err32
20250802;	144330;	1754126010.000;	       err32;	 err32
20250802;	144333;	1754126013.000;	       err32;	 err32
20250802;	144336;	1754126016.000;	       err32;	 err32
20250802;	144339;	1754126019.000;	       err32;	 err32
20250802;	144342;	1754126022.000;	       err32;	 err32
20250802;	144345;	1754126025.000;	       err32;	 err32
20250802;	144348;	1754126028.000;	       err32;	 err32
20250802;	144351;	1754126031.000;	       err32;	 err32
20250802;	144354;	1754126034.000;	       err32;	 err32
20250802;	144357;	1754126037.000;	       err32;	 err32
20250802;	144400;	1754126040.000;	       err32;	 err32
20250802;	144403;	1754126043.000;	       err32;	 err32
20250802;	144406;	1754126046.000;	       err32;	 err32
20250802;	144409;	1754126049.000;	       err32;	 err32
20250802;	144412;	1754126052.000;	       err32;	 err32
20250802;	144415;	1754126055.000;	       err32;	 err32
20250802;	144418;	1754126058.000;	       err32;	 err32
20250802;	144421;	1754126061.000;	       err32;	 err32
20250802;	144424;	1754126064.000;	       err32;	 err32
20250802;	144427;	1754126067.000;	       err32;	 err32
20250802;	144430;	1754126070.000;	       err32;	 err32
20250802;	144433;	1754126073.000;	       err32;	 err32
20250802;	144436;	1754126076.000;	       err32;	 err32
20250802;	144439;	1754126079.000;	       err32;	 err32
20250802;	144442;	1754126082.000;	       err32;	 err32
20250802;	144445;	1754126085.000;	       err32;	 err32
20250802;	144448;	1754126088.000;	       err32;	 err32
20250802;	144451;	1754126091.000;	       err32;	 err32
20250802;	144454;	1754126094.000;	       err32;	 err32
20250802;	144457;	1754126097.000;	       err32;	 err32
20250802;	144500;	1754126100.000;	       err32;	 err32
20250802;	144503;	1754126103.000;	       err32;	 err32
20250802;	144506;	1754126106.000;	       err32;	 err32
20250802;	144509;	1754126109.000;	       err32;	 err32
20250802;	144512;	1754126112.000;	       err32;	 err32
20250802;	144515;	1754126115.000;	       err32;	 err32
20250802;	144518;	1754126118.000;	       err32;	 err32
20250802;	144521;	1754126121.000;	       err32;	 err32
20250802;	144524;	1754126124.000;	       err32;	 err32
20250802;	144527;	1754126127.000;	       err32;	 err32
20250802;	144530;	1754126130.000;	       err32;	 err32
20250802;	144533;	1754126133.000;	       err32;	 err32
20250802;	144536;	1754126136.000;	       err32;	 err32
20250802;	144539;	1754126139.000;	       err32;	 err32
20250802;	144542;	1754126142.000;	       err32;	 err32
20250802;	144545;	1754126145.000;	       err32;	 err32
20250802;	144548;	1754126148.000;	       err32;	 err32
20250802;	144551;	1754126151.000;	       err32;	 err32
20250802;	144554;	1754126154.000;	       err32;	 err32
20250802;	144557;	1754126157.000;	       err32;	 err32
20250802;	144600;	1754126160.000;	       err32;	 err32
20250802;	144603;	1754126163.000;	       err32;	 err32
20250802;	144606;	1754126166.000;	       err32;	 err32
20250802;	144609;	1754126169.000;	       err32;	 err32
20250802;	144612;	1754126172.000;	       err32;	 err32
20250802;	144615;	1754126175.000;	       err32;	 err32
20250802;	144618;	1754126178.000;	       err32;	 err32
20250802;	144621;	1754126181.000;	       err32;	 err32
20250802;	144624;	1754126184.000;	       err32;	 err32
20250802;	144627;	1754126187.000;	       err32;	 err32
20250802;	144630;	1754126190.000;	       err32;	 err32
20250802;	144633;	1754126193.000;	       err32;	 err32
20250802;	144636;	1754126196.000;	       err32;	 err32
20250802;	144639;	1754126199.000;	       err32;	 err32
20250802;	144642;	1754126202.000;	       err32;	 err32
20250802;	144645;	1754126205.000;	       err32;	 err32
20250802;	144648;	1754126208.000;	       err32;	 err32
20250802;	144651;	1754126211.000;	       err32;	 err32
20250802;	144654;	1754126214.000;	       err32;	 err32
20250802;	144657;	1754126217.000;	       err32;	 err32
20250802;	144700;	1754126220.000;	       err32;	 err32
20250802;	144703;	1754126223.000;	       err32;	 err32
20250802;	144706;	1754126226.000;	       err32;	 err32
20250802;	144709;	1754126229.000;	       err32;	 err32
20250802;	144712;	1754126232.000;	       err32;	 err32
20250802;	144715;	1754126235.000;	       err32;	 err32
20250802;	144718;	1754126238.000;	       err32;	 err32
20250802;	144721;	1754126241.000;	       err32;	 err32
20250802;	144724;	1754126244.000;	       err32;	 err32
20250802;	144727;	1754126247.000;	       err32;	 err32
20250802;	144730;	1754126250.000;	       err32;	 err32
20250802;	144733;	1754126253.000;	       err32;	 err32
20250802;	144736;	1754126256.000;	       err32;	 err32
20250802;	144739;	1754126259.000;	       err32;	 err32
20250802;	144742;	1754126262.000;	       err32;	 err32
20250802;	144745;	1754126265.000;	       err32;	 err32
20250802;	144748;	1754126268.000;	       err32;	 err32
20250802;	144751;	1754126271.000;	       err32;	 err32
20250802;	144754;	1754126274.000;	       err32;	 err32
20250802;	144757;	1754126277.000;	       err32;	 err32
20250802;	144800;	1754126280.000;	       err32;	 err32
20250802;	144803;	1754126283.000;	       err32;	 err32
20250802;	144806;	1754126286.000;	       err32;	 err32
20250802;	144809;	1754126289.000;	       err32;	 err32
20250802;	144812;	1754126292.000;	       err32;	 err32
20250802;	144815;	1754126295.000;	       err32;	 err32
20250802;	144818;	1754126298.000;	       err32;	 err32
20250802;	144821;	1754126301.000;	       err32;	 err32
20250802;	144824;	1754126304.000;	       err32;	 err32
20250802;	144827;	1754126307.000;	       err32;	 err32
20250802;	144830;	1754126310.000;	       err32;	 err32
20250802;	144833;	1754126313.000;	       err32;	 err32
20250802;	144836;	1754126316.000;	       err32;	 err32
20250802;	144839;	1754126319.000;	       err32;	 err32
20250802;	144842;	1754126322.000;	       err32;	 err32
20250802;	144845;	1754126325.000;	       err32;	 err32
20250802;	144848;	1754126328.000;	       err32;	 err32
20250802;	144851;	1754126331.000;	       err32;	 err32
20250802;	144854;	1754126334.000;	       err32;	 err32
20250802;	144857;	1754126337.000;	       err32;	 err32
20250802;	144900;	1754126340.000;	       err32;	 err32
20250802;	144903;	1754126343.000;	       err32;	 err32
20250802;	144906;	1754126346.000;	       err32;	 err32
20250802;	144909;	1754126349.000;	       err32;	 err32
20250802;	144912;	1754126352.000;	       err32;	 err32
20250802;	144915;	1754126355.000;	       err32;	 err32
20250802;	144918;	1754126358.000;	       err32;	 err32
20250802;	144921;	1754126361.000;	       err32;	 err32
20250802;	144924;	1754126364.000;	       err32;	 err32
20250802;	144927;	1754126367.000;	       err32;	 err32
20250802;	144930;	1754126370.000;	       err32;	 err32
20250802;	144933;	1754126373.000;	       err32;	 err32
20250802;	144936;	1754126376.000;	       err32;	 err32
20250802;	144939;	1754126379.000;	       err32;	 err32
20250802;	144942;	1754126382.000;	       err32;	 err32
20250802;	144945;	1754126385.000;	       err32;	 err32
20250802;	144948;	1754126388.000;	       err32;	 err32
20250802;	144951;	1754126391.000;	       err32;	 err32
20250802;	144954;	1754126394.000;	       err32;	 err32
20250802;	144957;	1754126397.000;	       err32;	 err32
20250802;	145000;	1754126400.000;	       err32;	 err32
20250802;	145003;	1754126403.000;	       err32;	 err32
20250802;	145006;	1754126406.000;	       err32;	 err32
20250802;	145009;	1754126409.000;	       err32;	 err32
20250802;	145012;	1754126412.000;	       err32;	 err32
20250802;	145015;	1754126415.000;	       err32;	 err32
20250802;	145018;	1754126418.000;	       err32;	 err32
20250802;	145021;	1754126421.000;	       err32;	 err32
20250802;	145024;	1754126424.000;	       err32;	 err32
20250802;	145027;	1754126427.000;	       err32;	 err32
20250802;	145030;	1754126430.000;	       err32;	 err32
20250802;	145033;	1754126433.000;	       err32;	 err32
20250802;	145036;	1754126436.000;	       err32;	 err32
20250802;	145039;	1754126439.000;	       err32;	 err32
20250802;	145042;	1754126442.000;	       err32;	 err32
20250802;	145045;	1754126445.000;	       err32;	 err32
20250802;	145048;	1754126448.000;	       err32;	 err32
20250802;	145051;	1754126451.000;	       err32;	 err32
20250802;	145054;	1754126454.000;	       err32;	 err32
20250802;	145057;	1754126457.000;	       err32;	 err32
20250802;	145100;	1754126460.000;	       err32;	 err32
20250802;	145103;	1754126463.000;	       err32;	 err32
20250802;	145106;	1754126466.000;	       err32;	 err32
20250802;	145109;	1754126469.000;	       err32;	 err32
20250802;	145112;	1754126472.000;	       err32;	 err32
20250802;	145115;	1754126475.000;	       err32;	 err32
20250802;	145118;	1754126478.000;	       err32;	 err32
20250802;	145121;	1754126481.000;	       err32;	 err32
20250802;	145124;	1754126484.000;	       err32;	 err32
20250802;	145127;	1754126487.000;	       err32;	 err32
20250802;	145130;	1754126490.000;	       err32;	 err32
20250802;	145133;	1754126493.000;	       err32;	 err32
20250802;	145136;	1754126496.000;	       err32;	 err32
20250802;	145139;	1754126499.000;	       err32;	 err32
20250802;	145142;	1754126502.000;	       err32;	 err32
20250802;	145145;	1754126505.000;	       err32;	 err32
20250802;	145148;	1754126508.000;	       err32;	 err32
20250802;	145151;	1754126511.000;	       err32;	 err32
20250802;	145154;	1754126514.000;	       err32;	 err32
20250802;	145157;	1754126517.000;	       err32;	 err32
20250802;	145200;	1754126520.000;	       err32;	 err32
20250802;	145203;	1754126523.000;	       err32;	 err32
20250802;	145206;	1754126526.000;	       err32;	 err32
20250802;	145209;	1754126529.000;	       err32;	 err32
20250802;	145212;	1754126532.000;	       err32;	 err32
20250802;	145215;	1754126535.000;	       err32;	 err32
20250802;	145218;	1754126538.000;	       err32;	 err32
20250802;	145221;	1754126541.000;	       err32;	 err32
20250802;	145224;	1754126544.000;	       err32;	 err32
20250802;	145227;	1754126547.000;	       err32;	 err32
20250802;	145230;	1754126550.000;	       err32;	 err32
20250802;	145233;	1754126553.000;	       err32;	 err32
20250802;	145236;	1754126556.000;	       err32;	 err32
20250802;	145239;	1754126559.000;	       err32;	 err32
20250802;	145242;	1754126562.000;	       err32;	 err32
20250802;	145245;	1754126565.000;	       err32;	 err32
20250802;	145248;	1754126568.000;	       err32;	 err32
20250802;	145251;	1754126571.000;	       err32;	 err32
20250802;	145254;	1754126574.000;	       err32;	 err32
20250802;	145257;	1754126577.000;	       err32;	 err32
20250802;	145300;	1754126580.000;	       err32;	 err32
20250802;	145303;	1754126583.000;	       err32;	 err32
20250802;	145306;	1754126586.000;	       err32;	 err32
20250802;	145309;	1754126589.000;	       err32;	 err32
20250802;	145312;	1754126592.000;	       err32;	 err32
20250802;	145315;	1754126595.000;	       err32;	 err32
20250802;	145318;	1754126598.000;	       err32;	 err32
20250802;	145321;	1754126601.000;	       err32;	 err32
20250802;	145324;	1754126604.000;	       err32;	 err32
20250802;	145327;	1754126607.000;	       err32;	 err32
20250802;	145330;	1754126610.000;	       err32;	 err32
20250802;	145333;	1754126613.000;	       err32;	 err32
20250802;	145336;	1754126616.000;	       err32;	 err32
20250802;	145339;	1754126619.000;	       err32;	 err32
20250802;	145342;	1754126622.000;	       err32;	 err32
20250802;	145345;	1754126625.000;	       err32;	 err32
20250802;	145348;	1754126628.000;	       err32;	 err32
20250802;	145351;	1754126631.000;	       err32;	 err32
20250802;	145354;	1754126634.000;	       err32;	 err32
20250802;	145357;	1754126637.000;	       err32;	 err32
20250802;	145400;	1754126640.000;	       err32;	 err32
20250802;	145403;	1754126643.000;	       err32;	 err32
20250802;	145406;	1754126646.000;	       err32;	 err32
20250802;	145409;	1754126649.000;	       err32;	 err32
20250802;	145412;	1754126652.000;	       err32;	 err32
20250802;	145415;	1754126655.000;	       err32;	 err32
20250802;	145418;	1754126658.000;	       err32;	 err32
20250802;	145421;	1754126661.000;	       err32;	 err32
20250802;	145424;	1754126664.000;	       err32;	 err32
20250802;	145427;	1754126667.000;	       err32;	 err32
20250802;	145430;	1754126670.000;	       err32;	 err32
20250802;	145433;	1754126673.000;	       err32;	 err32
20250802;	145436;	1754126676.000;	       err32;	 err32
20250802;	145439;	1754126679.000;	       err32;	 err32
20250802;	145442;	1754126682.000;	       err32;	 err32
20250802;	145445;	1754126685.000;	       err32;	 err32
20250802;	145448;	1754126688.000;	       err32;	 err32
20250802;	145451;	1754126691.000;	       err32;	 err32
20250802;	145454;	1754126694.000;	       err32;	 err32
20250802;	145457;	1754126697.000;	       err32;	 err32
20250802;	145500;	1754126700.000;	       err32;	 err32
20250802;	145503;	1754126703.000;	       err32;	 err32
20250802;	145506;	1754126706.000;	       err32;	 err32
20250802;	145509;	1754126709.000;	       err32;	 err32
20250802;	145512;	1754126712.000;	       err32;	 err32
20250802;	145515;	1754126715.000;	       err32;	 err32
20250802;	145518;	1754126718.000;	       err32;	 err32
20250802;	145521;	1754126721.000;	       err32;	 err32
20250802;	145524;	1754126724.000;	       err32;	 err32
20250802;	145527;	1754126727.000;	       err32;	 err32
20250802;	145530;	1754126730.000;	       err32;	 err32
20250802;	145533;	1754126733.000;	       err32;	 err32
20250802;	145536;	1754126736.000;	       err32;	 err32
20250802;	145539;	1754126739.000;	       err32;	 err32
20250802;	145542;	1754126742.000;	       err32;	 err32
20250802;	145545;	1754126745.000;	       err32;	 err32
20250802;	145548;	1754126748.000;	       err32;	 err32
20250802;	145551;	1754126751.000;	       err32;	 err32
20250802;	145554;	1754126754.000;	       err32;	 err32
20250802;	145557;	1754126757.000;	       err32;	 err32
20250802;	145600;	1754126760.000;	       err32;	 err32
20250802;	145603;	1754126763.000;	       err32;	 err32
20250802;	145606;	1754126766.000;	       err32;	 err32
20250802;	145609;	1754126769.000;	       err32;	 err32
20250802;	145612;	1754126772.000;	       err32;	 err32
20250802;	145615;	1754126775.000;	       err32;	 err32
20250802;	145618;	1754126778.000;	       err32;	 err32
20250802;	145621;	1754126781.000;	       err32;	 err32
20250802;	145624;	1754126784.000;	       err32;	 err32
20250802;	145627;	1754126787.000;	       err32;	 err32
20250802;	145630;	1754126790.000;	       err32;	 err32
20250802;	145633;	1754126793.000;	       err32;	 err32
20250802;	145636;	1754126796.000;	       err32;	 err32
20250802;	145639;	1754126799.000;	       err32;	 err32
20250802;	145642;	1754126802.000;	       err32;	 err32
20250802;	145645;	1754126805.000;	       err32;	 err32
20250802;	145648;	1754126808.000;	       err32;	 err32
20250802;	145651;	1754126811.000;	       err32;	 err32
20250802;	145654;	1754126814.000;	       err32;	 err32
20250802;	145657;	1754126817.000;	       err32;	 err32
20250802;	145700;	1754126820.000;	       err32;	 err32
20250802;	145703;	1754126823.000;	       err32;	 err32
20250802;	145706;	1754126826.000;	       err32;	 err32
20250802;	145709;	1754126829.000;	       err32;	 err32
20250802;	145712;	1754126832.000;	       err32;	 err32
20250802;	145715;	1754126835.000;	       err32;	 err32
20250802;	145718;	1754126838.000;	       err32;	 err32
20250802;	145721;	1754126841.000;	       err32;	 err32
20250802;	145724;	1754126844.000;	       err32;	 err32
20250802;	145727;	1754126847.000;	       err32;	 err32
20250802;	145730;	1754126850.000;	       err32;	 err32
20250802;	145733;	1754126853.000;	       err32;	 err32
20250802;	145736;	1754126856.000;	       err32;	 err32
20250802;	145739;	1754126859.000;	       err32;	 err32
20250802;	145742;	1754126862.000;	       err32;	 err32
20250802;	145745;	1754126865.000;	       err32;	 err32
20250802;	145748;	1754126868.000;	       err32;	 err32
20250802;	145751;	1754126871.000;	       err32;	 err32
20250802;	145754;	1754126874.000;	       err32;	 err32
20250802;	145757;	1754126877.000;	       err32;	 err32
20250802;	145800;	1754126880.000;	       err32;	 err32
20250802;	145803;	1754126883.000;	       err32;	 err32
20250802;	145806;	1754126886.000;	       err32;	 err32
20250802;	145809;	1754126889.000;	       err32;	 err32
20250802;	145812;	1754126892.000;	       err32;	 err32
20250802;	145815;	1754126895.000;	       err32;	 err32
20250802;	145818;	1754126898.000;	       err32;	 err32
20250802;	145821;	1754126901.000;	       err32;	 err32
20250802;	145824;	1754126904.000;	       err32;	 err32
20250802;	145827;	1754126907.000;	       err32;	 err32
20250802;	145830;	1754126910.000;	       err32;	 err32
20250802;	145833;	1754126913.000;	       err32;	 err32
20250802;	145836;	1754126916.000;	       err32;	 err32
20250802;	145839;	1754126919.000;	       err32;	 err32
20250802;	145842;	1754126922.000;	       err32;	 err32
20250802;	145845;	1754126925.000;	       err32;	 err32
20250802;	145848;	1754126928.000;	       err32;	 err32
20250802;	145851;	1754126931.000;	       err32;	 err32
20250802;	145854;	1754126934.000;	       err32;	 err32
20250802;	145857;	1754126937.000;	       err32;	 err32
20250802;	145900;	1754126940.000;	       err32;	 err32
20250802;	145903;	1754126943.000;	       err32;	 err32
20250802;	145906;	1754126946.000;	       err32;	 err32
20250802;	145909;	1754126949.000;	       err32;	 err32
20250802;	145912;	1754126952.000;	       err32;	 err32
20250802;	145915;	1754126955.000;	       err32;	 err32
20250802;	145918;	1754126958.000;	       err32;	 err32
20250802;	145921;	1754126961.000;	       err32;	 err32
20250802;	145924;	1754126964.000;	       err32;	 err32
20250802;	145927;	1754126967.000;	       err32;	 err32
20250802;	145930;	1754126970.000;	       err32;	 err32
20250802;	145933;	1754126973.000;	       err32;	 err32
20250802;	145936;	1754126976.000;	       err32;	 err32
20250802;	145939;	1754126979.000;	       err32;	 err32
20250802;	145942;	1754126982.000;	       err32;	 err32
20250802;	145945;	1754126985.000;	       err32;	 err32
20250802;	145948;	1754126988.000;	       err32;	 err32
20250802;	145951;	1754126991.000;	       err32;	 err32
20250802;	145954;	1754126994.000;	       err32;	 err32
20250802;	145957;	1754126997.000;	       err32;	 err32
20250802;	150000;	1754127000.000;	       err32;	 err32
20250802;	150003;	1754127003.000;	       err32;	 err32
20250802;	150006;	1754127006.000;	       err32;	 err32
20250802;	150009;	1754127009.000;	       err32;	 err32
20250802;	150012;	1754127012.000;	       err32;	 err32
20250802;	150015;	1754127015.000;	       err32;	 err32
20250802;	150018;	1754127018.000;	       err32;	 err32
20250802;	150021;	1754127021.000;	       err32;	 err32
20250802;	150024;	1754127024.000;	       err32;	 err32
20250802;	150027;	1754127027.000;	       err32;	 err32
20250802;	150030;	1754127030.000;	       err32;	 err32
20250802;	150033;	1754127033.000;	       err32;	 err32
20250802;	150036;	1754127036.000;	       err32;	 err32
20250802;	150039;	1754127039.000;	       err32;	 err32
20250802;	150042;	1754127042.000;	       err32;	 err32
20250802;	150045;	1754127045.000;	       err32;	 err32
20250802;	150048;	1754127048.000;	       err32;	 err32
20250802;	150051;	1754127051.000;	       err32;	 err32
20250802;	150054;	1754127054.000;	       err32;	 err32
20250802;	150057;	1754127057.000;	       err32;	 err32
20250802;	150100;	1754127060.000;	       err32;	 err32
20250802;	150103;	1754127063.000;	       err32;	 err32
20250802;	150106;	1754127066.000;	       err32;	 err32
20250802;	150109;	1754127069.000;	       err32;	 err32
20250802;	150112;	1754127072.000;	       err32;	 err32
20250802;	150115;	1754127075.000;	       err32;	 err32
20250802;	150118;	1754127078.000;	       err32;	 err32
20250802;	150121;	1754127081.000;	       err32;	 err32
20250802;	150124;	1754127084.000;	       err32;	 err32
20250802;	150127;	1754127087.000;	       err32;	 err32
20250802;	150130;	1754127090.000;	       err32;	 err32
20250802;	150133;	1754127093.000;	       err32;	 err32
20250802;	150136;	1754127096.000;	       err32;	 err32
20250802;	150139;	1754127099.000;	       err32;	 err32
20250802;	150142;	1754127102.000;	           0;	     1
20250802;	150145;	1754127105.000;	           0;	     1
20250802;	150148;	1754127108.000;	           0;	     1
20250802;	150151;	1754127111.000;	           0;	     1
20250802;	150154;	1754127114.000;	           0;	     1
20250802;	150157;	1754127117.000;	           0;	     1
20250802;	150200;	1754127120.000;	           0;	     1
20250802;	150203;	1754127123.000;	           0;	     1
20250802;	150206;	1754127126.000;	           0;	     1
20250802;	150209;	1754127129.000;	           0;	     1
20250802;	150212;	1754127132.000;	           0;	     1
20250802;	150215;	1754127135.000;	           0;	     1
20250802;	150218;	1754127138.000;	           0;	     1
20250802;	150221;	1754127141.000;	           0;	     1
20250802;	150224;	1754127144.000;	           0;	     1
20250802;	150227;	1754127147.000;	           0;	     1
20250802;	150230;	1754127150.000;	           0;	     1
20250802;	150233;	1754127153.000;	           0;	     1
20250802;	150236;	1754127156.000;	           0;	     1
20250802;	150239;	1754127159.000;	           0;	     1
20250802;	150242;	1754127162.000;	           0;	     1
20250802;	150245;	1754127165.000;	           0;	     1
20250802;	150248;	1754127168.000;	           0;	     1
20250802;	150251;	1754127171.000;	           0;	     1
20250802;	150254;	1754127174.000;	           0;	     1
20250802;	150257;	1754127177.000;	           0;	     1
20250802;	150300;	1754127180.000;	           0;	     1
20250802;	150303;	1754127183.000;	           0;	     1
20250802;	150306;	1754127186.000;	           0;	     1
20250802;	150309;	1754127189.000;	           0;	     1
20250802;	150312;	1754127192.000;	           0;	     1
20250802;	150315;	1754127195.000;	           0;	     1
20250802;	150318;	1754127198.000;	           0;	     1
20250802;	150321;	1754127201.000;	           0;	     1
20250802;	150324;	1754127204.000;	           0;	     1
20250802;	150327;	1754127207.000;	           0;	     1
20250802;	150330;	1754127210.000;	           0;	     1
20250802;	150333;	1754127213.000;	           0;	     1
20250802;	150336;	1754127216.000;	           0;	     1
20250802;	150339;	1754127219.000;	           0;	     1
20250802;	150342;	1754127222.000;	           0;	     1
20250802;	150345;	1754127225.000;	           0;	     1
20250802;	150348;	1754127228.000;	           0;	     1
20250802;	150351;	1754127231.000;	           0;	     1
20250802;	150354;	1754127234.000;	           0;	     1
20250802;	150357;	1754127237.000;	           0;	     1
20250802;	150400;	1754127240.000;	           0;	     1
20250802;	150403;	1754127243.000;	           0;	     1
20250802;	150406;	1754127246.000;	           0;	     1
20250802;	150409;	1754127249.000;	           0;	     1
20250802;	150412;	1754127252.000;	           0;	     1
20250802;	150415;	1754127255.000;	           0;	     1
20250802;	150418;	1754127258.000;	           0;	     1
20250802;	150421;	1754127261.000;	           0;	     1
