#ies_format_version: 1.0
#file: 20250802_3000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 3.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device-1_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	device-2_B_32;	FALSE;	TRUE;	0;	other;	BOOLEAN,6. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device-1_A_31;	device-2_B_32
20250802;	135636;	1754123196.000;	           0;	     0
20250802;	135639;	1754123199.000;	           0;	     0
20250802;	135642;	1754123202.000;	           0;	     1
20250802;	135645;	1754123205.000;	           0;	     1
20250802;	135648;	1754123208.000;	           0;	     1
20250802;	135651;	1754123211.000;	           0;	     1
20250802;	135654;	1754123214.000;	           0;	     1
20250802;	135657;	1754123217.000;	           0;	     1
20250802;	135700;	1754123220.000;	           0;	     1
20250802;	135703;	1754123223.000;	           0;	     1
20250802;	135706;	1754123226.000;	           0;	     1
20250802;	135709;	1754123229.000;	           0;	     1
20250802;	135712;	1754123232.000;	           0;	     1
20250802;	135715;	1754123235.000;	           0;	     1
20250802;	135718;	1754123238.000;	           0;	     1
20250802;	135721;	1754123241.000;	           0;	     1
20250802;	135724;	1754123244.000;	           0;	     1
20250802;	135727;	1754123247.000;	           0;	     1
20250802;	135730;	1754123250.000;	           0;	     1
20250802;	135733;	1754123253.000;	           0;	     1
20250802;	135736;	1754123256.000;	           0;	     1
20250802;	135739;	1754123259.000;	           0;	     1
20250802;	135742;	1754123262.000;	           0;	     1
20250802;	135745;	1754123265.000;	           0;	     1
20250802;	135748;	1754123268.000;	           0;	     1
20250802;	135751;	1754123271.000;	           0;	     1
20250802;	135754;	1754123274.000;	           0;	     1
20250802;	135757;	1754123277.000;	           0;	     1
20250802;	135800;	1754123280.000;	           0;	     1
20250802;	135803;	1754123283.000;	           0;	     1
20250802;	135806;	1754123286.000;	           0;	     1
20250802;	135809;	1754123289.000;	           0;	     1
20250802;	135812;	1754123292.000;	           0;	     1
20250802;	135815;	1754123295.000;	           0;	     1
20250802;	135818;	1754123298.000;	           0;	     1
20250802;	135821;	1754123301.000;	           0;	     1
20250802;	135824;	1754123304.000;	           0;	     1
20250802;	135827;	1754123307.000;	           0;	     1
20250802;	135830;	1754123310.000;	           0;	     1
20250802;	135833;	1754123313.000;	           0;	     1
20250802;	135836;	1754123316.000;	           0;	     1
20250802;	135839;	1754123319.000;	           0;	     1
20250802;	135842;	1754123322.000;	           0;	     1
20250802;	135845;	1754123325.000;	           0;	     1
20250802;	135848;	1754123328.000;	           0;	     1
20250802;	135851;	1754123331.000;	           0;	     1
20250802;	135854;	1754123334.000;	           0;	     1
20250802;	135857;	1754123337.000;	           0;	     1
20250802;	135900;	1754123340.000;	           0;	     1
20250802;	135903;	1754123343.000;	           0;	     1
20250802;	135906;	1754123346.000;	           0;	     1
20250802;	135909;	1754123349.000;	           0;	     1
20250802;	135912;	1754123352.000;	           0;	     1
20250802;	135915;	1754123355.000;	           0;	     1
20250802;	135918;	1754123358.000;	           0;	     1
20250802;	135921;	1754123361.000;	           0;	     1
20250802;	135924;	1754123364.000;	           0;	     1
20250802;	135927;	1754123367.000;	           0;	     1
20250802;	135930;	1754123370.000;	           0;	     1
20250802;	135933;	1754123373.000;	           0;	     1
20250802;	135936;	1754123376.000;	           0;	     1
20250802;	135939;	1754123379.000;	           0;	     1
20250802;	135942;	1754123382.000;	           0;	     1
20250802;	135945;	1754123385.000;	           0;	     1
20250802;	135948;	1754123388.000;	           0;	     1
20250802;	135951;	1754123391.000;	           0;	     1
20250802;	135954;	1754123394.000;	           0;	     1
20250802;	135957;	1754123397.000;	           0;	     1
20250802;	140000;	1754123400.000;	           0;	     1
20250802;	140003;	1754123403.000;	           0;	     1
20250802;	140006;	1754123406.000;	           0;	     1
20250802;	140009;	1754123409.000;	           0;	     1
20250802;	140012;	1754123412.000;	           0;	     1
20250802;	140015;	1754123415.000;	           0;	     1
20250802;	140018;	1754123418.000;	           0;	     1
20250802;	140021;	1754123421.000;	           0;	     1
20250802;	140024;	1754123424.000;	           0;	     1
20250802;	140027;	1754123427.000;	           0;	     1
20250802;	140030;	1754123430.000;	           0;	     1
20250802;	140033;	1754123433.000;	           0;	     1
20250802;	140036;	1754123436.000;	           0;	     1
20250802;	140039;	1754123439.000;	           0;	     1
20250802;	140042;	1754123442.000;	           0;	     1
20250802;	140045;	1754123445.000;	           0;	     1
20250802;	140048;	1754123448.000;	           0;	     1
20250802;	140051;	1754123451.000;	           0;	     1
20250802;	140054;	1754123454.000;	           0;	     1
20250802;	140057;	1754123457.000;	           0;	     1
20250802;	140100;	1754123460.000;	           0;	     1
20250802;	140103;	1754123463.000;	           0;	     1
20250802;	140106;	1754123466.000;	           0;	     1
20250802;	140109;	1754123469.000;	           0;	     1
20250802;	140112;	1754123472.000;	           0;	     1
20250802;	140115;	1754123475.000;	           0;	     1
20250802;	140118;	1754123478.000;	           0;	     1
20250802;	140121;	1754123481.000;	           0;	     1
20250802;	140124;	1754123484.000;	           0;	     1
20250802;	140127;	1754123487.000;	           0;	     1
20250802;	140130;	1754123490.000;	           0;	     1
20250802;	140133;	1754123493.000;	           0;	     1
20250802;	140136;	1754123496.000;	           0;	     1
20250802;	140139;	1754123499.000;	           0;	     1
20250802;	140142;	1754123502.000;	           0;	     1
20250802;	140145;	1754123505.000;	           0;	     1
20250802;	140148;	1754123508.000;	           0;	     1
20250802;	140151;	1754123511.000;	           0;	     1
20250802;	140154;	1754123514.000;	           0;	     1
20250802;	140157;	1754123517.000;	           0;	     1
20250802;	140200;	1754123520.000;	       err32;	 err32
20250802;	140203;	1754123523.000;	       err32;	 err32
20250802;	140206;	1754123526.000;	       err32;	 err32
20250802;	140209;	1754123529.000;	       err32;	 err32
20250802;	140212;	1754123532.000;	       err32;	 err32
20250802;	140215;	1754123535.000;	       err32;	 err32
20250802;	140218;	1754123538.000;	       err32;	 err32
20250802;	140221;	1754123541.000;	       err32;	 err32
20250802;	140224;	1754123544.000;	       err32;	 err32
20250802;	140227;	1754123547.000;	       err32;	 err32
20250802;	140230;	1754123550.000;	       err32;	 err32
20250802;	140233;	1754123553.000;	       err32;	 err32
20250802;	140236;	1754123556.000;	       err32;	 err32
20250802;	140239;	1754123559.000;	       err32;	 err32
20250802;	140242;	1754123562.000;	       err32;	 err32
20250802;	140245;	1754123565.000;	       err32;	 err32
20250802;	140248;	1754123568.000;	       err32;	 err32
20250802;	140251;	1754123571.000;	       err32;	 err32
20250802;	140254;	1754123574.000;	       err32;	 err32
20250802;	140257;	1754123577.000;	       err32;	 err32
20250802;	140300;	1754123580.000;	       err32;	 err32
20250802;	140303;	1754123583.000;	       err32;	 err32
20250802;	140306;	1754123586.000;	       err32;	 err32
20250802;	140309;	1754123589.000;	       err32;	 err32
20250802;	140312;	1754123592.000;	       err32;	 err32
20250802;	140315;	1754123595.000;	       err32;	 err32
20250802;	140318;	1754123598.000;	       err32;	 err32
20250802;	140321;	1754123601.000;	       err32;	 err32
20250802;	140324;	1754123604.000;	       err32;	 err32
20250802;	140327;	1754123607.000;	       err32;	 err32
20250802;	140330;	1754123610.000;	       err32;	 err32
20250802;	140333;	1754123613.000;	       err32;	 err32
20250802;	140336;	1754123616.000;	       err32;	 err32
20250802;	140339;	1754123619.000;	       err32;	 err32
20250802;	140342;	1754123622.000;	       err32;	 err32
20250802;	140345;	1754123625.000;	       err32;	 err32
20250802;	140348;	1754123628.000;	       err32;	 err32
20250802;	140351;	1754123631.000;	       err32;	 err32
20250802;	140354;	1754123634.000;	       err32;	 err32
20250802;	140357;	1754123637.000;	       err32;	 err32
20250802;	140400;	1754123640.000;	       err32;	 err32
20250802;	140403;	1754123643.000;	       err32;	 err32
20250802;	140406;	1754123646.000;	       err32;	 err32
20250802;	140409;	1754123649.000;	       err32;	 err32
20250802;	140412;	1754123652.000;	       err32;	 err32
20250802;	140415;	1754123655.000;	       err32;	 err32
20250802;	140418;	1754123658.000;	       err32;	 err32
20250802;	140421;	1754123661.000;	       err32;	 err32
20250802;	140424;	1754123664.000;	       err32;	 err32
20250802;	140427;	1754123667.000;	       err32;	 err32
20250802;	140430;	1754123670.000;	       err32;	 err32
20250802;	140433;	1754123673.000;	       err32;	 err32
20250802;	140436;	1754123676.000;	       err32;	 err32
20250802;	140439;	1754123679.000;	       err32;	 err32
20250802;	140442;	1754123682.000;	       err32;	 err32
20250802;	140445;	1754123685.000;	       err32;	 err32
20250802;	140448;	1754123688.000;	       err32;	 err32
20250802;	140451;	1754123691.000;	       err32;	 err32
20250802;	140454;	1754123694.000;	       err32;	 err32
20250802;	140457;	1754123697.000;	       err32;	 err32
20250802;	140500;	1754123700.000;	       err32;	 err32
20250802;	140503;	1754123703.000;	       err32;	 err32
20250802;	140506;	1754123706.000;	       err32;	 err32
20250802;	140509;	1754123709.000;	       err32;	 err32
20250802;	140512;	1754123712.000;	       err32;	 err32
20250802;	140515;	1754123715.000;	       err32;	 err32
20250802;	140518;	1754123718.000;	       err32;	 err32
20250802;	140521;	1754123721.000;	       err32;	 err32
20250802;	140524;	1754123724.000;	       err32;	 err32
20250802;	140527;	1754123727.000;	       err32;	 err32
20250802;	140530;	1754123730.000;	       err32;	 err32
20250802;	140533;	1754123733.000;	       err32;	 err32
20250802;	140536;	1754123736.000;	       err32;	 err32
20250802;	140539;	1754123739.000;	       err32;	 err32
20250802;	140542;	1754123742.000;	       err32;	 err32
20250802;	140545;	1754123745.000;	       err32;	 err32
20250802;	140548;	1754123748.000;	       err32;	 err32
20250802;	140551;	1754123751.000;	       err32;	 err32
20250802;	140554;	1754123754.000;	       err32;	 err32
20250802;	140557;	1754123757.000;	       err32;	 err32
20250802;	140600;	1754123760.000;	       err32;	 err32
20250802;	140603;	1754123763.000;	       err32;	 err32
20250802;	140606;	1754123766.000;	       err32;	 err32
20250802;	140609;	1754123769.000;	       err32;	 err32
20250802;	140612;	1754123772.000;	       err32;	 err32
20250802;	140615;	1754123775.000;	       err32;	 err32
20250802;	140618;	1754123778.000;	       err32;	 err32
20250802;	140621;	1754123781.000;	       err32;	 err32
20250802;	140624;	1754123784.000;	       err32;	 err32
20250802;	140627;	1754123787.000;	       err32;	 err32
20250802;	140630;	1754123790.000;	       err32;	 err32
20250802;	140633;	1754123793.000;	       err32;	 err32
20250802;	140636;	1754123796.000;	       err32;	 err32
20250802;	140639;	1754123799.000;	       err32;	 err32
20250802;	140642;	1754123802.000;	       err32;	 err32
20250802;	140645;	1754123805.000;	       err32;	 err32
20250802;	140648;	1754123808.000;	       err32;	 err32
20250802;	140651;	1754123811.000;	       err32;	 err32
20250802;	140654;	1754123814.000;	       err32;	 err32
20250802;	140657;	1754123817.000;	       err32;	 err32
20250802;	140700;	1754123820.000;	       err32;	 err32
20250802;	140703;	1754123823.000;	       err32;	 err32
20250802;	140706;	1754123826.000;	       err32;	 err32
20250802;	140709;	1754123829.000;	       err32;	 err32
20250802;	140712;	1754123832.000;	       err32;	 err32
20250802;	140715;	1754123835.000;	       err32;	 err32
20250802;	140718;	1754123838.000;	       err32;	 err32
20250802;	140721;	1754123841.000;	       err32;	 err32
20250802;	140724;	1754123844.000;	       err32;	 err32
20250802;	140727;	1754123847.000;	       err32;	 err32
20250802;	140730;	1754123850.000;	       err32;	 err32
20250802;	140733;	1754123853.000;	       err32;	 err32
20250802;	140736;	1754123856.000;	       err32;	 err32
20250802;	140739;	1754123859.000;	       err32;	 err32
20250802;	140742;	1754123862.000;	       err32;	 err32
20250802;	140745;	1754123865.000;	       err32;	 err32
20250802;	140748;	1754123868.000;	       err32;	 err32
20250802;	140751;	1754123871.000;	       err32;	 err32
20250802;	140754;	1754123874.000;	       err32;	 err32
20250802;	140757;	1754123877.000;	       err32;	 err32
20250802;	140800;	1754123880.000;	       err32;	 err32
20250802;	140803;	1754123883.000;	       err32;	 err32
20250802;	140806;	1754123886.000;	       err32;	 err32
20250802;	140809;	1754123889.000;	       err32;	 err32
20250802;	140812;	1754123892.000;	       err32;	 err32
20250802;	140815;	1754123895.000;	       err32;	 err32
20250802;	140818;	1754123898.000;	       err32;	 err32
20250802;	140821;	1754123901.000;	       err32;	 err32
20250802;	140824;	1754123904.000;	       err32;	 err32
20250802;	140827;	1754123907.000;	       err32;	 err32
20250802;	140830;	1754123910.000;	       err32;	 err32
20250802;	140833;	1754123913.000;	       err32;	 err32
20250802;	140836;	1754123916.000;	       err32;	 err32
20250802;	140839;	1754123919.000;	       err32;	 err32
20250802;	140842;	1754123922.000;	       err32;	 err32
20250802;	140845;	1754123925.000;	       err32;	 err32
20250802;	140848;	1754123928.000;	       err32;	 err32
20250802;	140851;	1754123931.000;	       err32;	 err32
20250802;	140854;	1754123934.000;	       err32;	 err32
20250802;	140857;	1754123937.000;	       err32;	 err32
20250802;	140900;	1754123940.000;	       err32;	 err32
20250802;	140903;	1754123943.000;	       err32;	 err32
20250802;	140906;	1754123946.000;	       err32;	 err32
20250802;	140909;	1754123949.000;	       err32;	 err32
20250802;	140912;	1754123952.000;	       err32;	 err32
20250802;	140915;	1754123955.000;	       err32;	 err32
20250802;	140918;	1754123958.000;	       err32;	 err32
20250802;	140921;	1754123961.000;	       err32;	 err32
20250802;	140924;	1754123964.000;	       err32;	 err32
20250802;	140927;	1754123967.000;	       err32;	 err32
20250802;	140930;	1754123970.000;	       err32;	 err32
20250802;	140933;	1754123973.000;	       err32;	 err32
20250802;	140936;	1754123976.000;	       err32;	 err32
20250802;	140939;	1754123979.000;	       err32;	 err32
20250802;	140942;	1754123982.000;	       err32;	 err32
20250802;	140945;	1754123985.000;	       err32;	 err32
20250802;	140948;	1754123988.000;	       err32;	 err32
20250802;	140951;	1754123991.000;	       err32;	 err32
20250802;	140954;	1754123994.000;	       err32;	 err32
20250802;	140957;	1754123997.000;	       err32;	 err32
20250802;	141000;	1754124000.000;	       err32;	 err32
20250802;	141003;	1754124003.000;	       err32;	 err32
20250802;	141006;	1754124006.000;	       err32;	 err32
20250802;	141009;	1754124009.000;	       err32;	 err32
20250802;	141012;	1754124012.000;	       err32;	 err32
20250802;	141015;	1754124015.000;	       err32;	 err32
20250802;	141018;	1754124018.000;	       err32;	 err32
20250802;	141021;	1754124021.000;	       err32;	 err32
20250802;	141024;	1754124024.000;	       err32;	 err32
20250802;	141027;	1754124027.000;	       err32;	 err32
20250802;	141030;	1754124030.000;	       err32;	 err32
20250802;	141033;	1754124033.000;	       err32;	 err32
20250802;	141036;	1754124036.000;	       err32;	 err32
20250802;	141039;	1754124039.000;	       err32;	 err32
20250802;	141042;	1754124042.000;	       err32;	 err32
20250802;	141045;	1754124045.000;	       err32;	 err32
20250802;	141048;	1754124048.000;	       err32;	 err32
20250802;	141051;	1754124051.000;	       err32;	 err32
20250802;	141054;	1754124054.000;	       err32;	 err32
20250802;	141057;	1754124057.000;	       err32;	 err32
20250802;	141100;	1754124060.000;	       err32;	 err32
20250802;	141103;	1754124063.000;	       err32;	 err32
20250802;	141106;	1754124066.000;	       err32;	 err32
20250802;	141109;	1754124069.000;	       err32;	 err32
20250802;	141112;	1754124072.000;	       err32;	 err32
20250802;	141115;	1754124075.000;	       err32;	 err32
20250802;	141118;	1754124078.000;	       err32;	 err32
20250802;	141121;	1754124081.000;	       err32;	 err32
20250802;	141124;	1754124084.000;	       err32;	 err32
20250802;	141127;	1754124087.000;	       err32;	 err32
20250802;	141130;	1754124090.000;	       err32;	 err32
20250802;	141133;	1754124093.000;	       err32;	 err32
20250802;	141136;	1754124096.000;	       err32;	 err32
20250802;	141139;	1754124099.000;	       err32;	 err32
20250802;	141142;	1754124102.000;	       err32;	 err32
20250802;	141145;	1754124105.000;	       err32;	 err32
20250802;	141148;	1754124108.000;	       err32;	 err32
20250802;	141151;	1754124111.000;	       err32;	 err32
20250802;	141154;	1754124114.000;	       err32;	 err32
20250802;	141157;	1754124117.000;	       err32;	 err32
20250802;	141200;	1754124120.000;	       err32;	 err32
20250802;	141203;	1754124123.000;	       err32;	 err32
20250802;	141206;	1754124126.000;	       err32;	 err32
20250802;	141209;	1754124129.000;	       err32;	 err32
20250802;	141212;	1754124132.000;	       err32;	 err32
20250802;	141215;	1754124135.000;	       err32;	 err32
20250802;	141218;	1754124138.000;	       err32;	 err32
20250802;	141221;	1754124141.000;	       err32;	 err32
20250802;	141224;	1754124144.000;	       err32;	 err32
20250802;	141227;	1754124147.000;	       err32;	 err32
20250802;	141230;	1754124150.000;	       err32;	 err32
20250802;	141233;	1754124153.000;	       err32;	 err32
20250802;	141236;	1754124156.000;	       err32;	 err32
20250802;	141239;	1754124159.000;	       err32;	 err32
20250802;	141242;	1754124162.000;	       err32;	 err32
20250802;	141245;	1754124165.000;	       err32;	 err32
20250802;	141248;	1754124168.000;	       err32;	 err32
20250802;	141251;	1754124171.000;	       err32;	 err32
20250802;	141254;	1754124174.000;	       err32;	 err32
20250802;	141257;	1754124177.000;	       err32;	 err32
20250802;	141300;	1754124180.000;	       err32;	 err32
20250802;	141303;	1754124183.000;	       err32;	 err32
20250802;	141306;	1754124186.000;	       err32;	 err32
20250802;	141309;	1754124189.000;	       err32;	 err32
20250802;	141312;	1754124192.000;	       err32;	 err32
20250802;	141315;	1754124195.000;	       err32;	 err32
20250802;	141318;	1754124198.000;	       err32;	 err32
20250802;	141321;	1754124201.000;	       err32;	 err32
20250802;	141324;	1754124204.000;	       err32;	 err32
20250802;	141327;	1754124207.000;	       err32;	 err32
20250802;	141330;	1754124210.000;	       err32;	 err32
20250802;	141333;	1754124213.000;	       err32;	 err32
20250802;	141336;	1754124216.000;	       err32;	 err32
20250802;	141339;	1754124219.000;	       err32;	 err32
20250802;	141342;	1754124222.000;	       err32;	 err32
20250802;	141345;	1754124225.000;	       err32;	 err32
20250802;	141348;	1754124228.000;	       err32;	 err32
20250802;	141351;	1754124231.000;	       err32;	 err32
20250802;	141354;	1754124234.000;	       err32;	 err32
20250802;	141357;	1754124237.000;	       err32;	 err32
20250802;	141400;	1754124240.000;	       err32;	 err32
20250802;	141403;	1754124243.000;	       err32;	 err32
20250802;	141406;	1754124246.000;	       err32;	 err32
20250802;	141409;	1754124249.000;	       err32;	 err32
20250802;	141412;	1754124252.000;	       err32;	 err32
20250802;	141415;	1754124255.000;	       err32;	 err32
20250802;	141418;	1754124258.000;	       err32;	 err32
20250802;	141421;	1754124261.000;	       err32;	 err32
20250802;	141424;	1754124264.000;	       err32;	 err32
20250802;	141427;	1754124267.000;	       err32;	 err32
20250802;	141430;	1754124270.000;	       err32;	 err32
20250802;	141433;	1754124273.000;	       err32;	 err32
20250802;	141436;	1754124276.000;	       err32;	 err32
20250802;	141439;	1754124279.000;	       err32;	 err32
20250802;	141442;	1754124282.000;	       err32;	 err32
20250802;	141445;	1754124285.000;	       err32;	 err32
20250802;	141448;	1754124288.000;	       err32;	 err32
20250802;	141451;	1754124291.000;	       err32;	 err32
20250802;	141454;	1754124294.000;	       err32;	 err32
20250802;	141457;	1754124297.000;	       err32;	 err32
20250802;	141500;	1754124300.000;	       err32;	 err32
20250802;	141503;	1754124303.000;	       err32;	 err32
20250802;	141506;	1754124306.000;	       err32;	 err32
20250802;	141509;	1754124309.000;	       err32;	 err32
20250802;	141512;	1754124312.000;	       err32;	 err32
20250802;	141515;	1754124315.000;	       err32;	 err32
20250802;	141518;	1754124318.000;	       err32;	 err32
20250802;	141521;	1754124321.000;	       err32;	 err32
20250802;	141524;	1754124324.000;	       err32;	 err32
20250802;	141527;	1754124327.000;	       err32;	 err32
20250802;	141530;	1754124330.000;	       err32;	 err32
20250802;	141533;	1754124333.000;	       err32;	 err32
20250802;	141536;	1754124336.000;	       err32;	 err32
20250802;	141539;	1754124339.000;	       err32;	 err32
20250802;	141542;	1754124342.000;	       err32;	 err32
20250802;	141545;	1754124345.000;	       err32;	 err32
20250802;	141548;	1754124348.000;	       err32;	 err32
20250802;	141551;	1754124351.000;	       err32;	 err32
20250802;	141554;	1754124354.000;	       err32;	 err32
20250802;	141557;	1754124357.000;	       err32;	 err32
20250802;	141600;	1754124360.000;	       err32;	 err32
20250802;	141603;	1754124363.000;	       err32;	 err32
20250802;	141606;	1754124366.000;	       err32;	 err32
20250802;	141609;	1754124369.000;	       err32;	 err32
20250802;	141612;	1754124372.000;	       err32;	 err32
20250802;	141615;	1754124375.000;	       err32;	 err32
20250802;	141618;	1754124378.000;	       err32;	 err32
20250802;	141621;	1754124381.000;	       err32;	 err32
20250802;	141624;	1754124384.000;	       err32;	 err32
20250802;	141627;	1754124387.000;	       err32;	 err32
20250802;	141630;	1754124390.000;	       err32;	 err32
20250802;	141633;	1754124393.000;	       err32;	 err32
20250802;	141636;	1754124396.000;	       err32;	 err32
20250802;	141639;	1754124399.000;	       err32;	 err32
20250802;	141642;	1754124402.000;	       err32;	 err32
20250802;	141645;	1754124405.000;	       err32;	 err32
20250802;	141648;	1754124408.000;	       err32;	 err32
20250802;	141651;	1754124411.000;	       err32;	 err32
20250802;	141654;	1754124414.000;	       err32;	 err32
20250802;	141657;	1754124417.000;	       err32;	 err32
20250802;	141700;	1754124420.000;	       err32;	 err32
20250802;	141703;	1754124423.000;	       err32;	 err32
20250802;	141706;	1754124426.000;	       err32;	 err32
20250802;	141709;	1754124429.000;	       err32;	 err32
20250802;	141712;	1754124432.000;	       err32;	 err32
20250802;	141715;	1754124435.000;	       err32;	 err32
20250802;	141718;	1754124438.000;	       err32;	 err32
20250802;	141721;	1754124441.000;	       err32;	 err32
20250802;	141724;	1754124444.000;	       err32;	 err32
20250802;	141727;	1754124447.000;	       err32;	 err32
20250802;	141730;	1754124450.000;	       err32;	 err32
20250802;	141733;	1754124453.000;	       err32;	 err32
20250802;	141736;	1754124456.000;	       err32;	 err32
20250802;	141739;	1754124459.000;	       err32;	 err32
20250802;	141742;	1754124462.000;	       err32;	 err32
20250802;	141745;	1754124465.000;	       err32;	 err32
20250802;	141748;	1754124468.000;	       err32;	 err32
20250802;	141751;	1754124471.000;	       err32;	 err32
20250802;	141754;	1754124474.000;	       err32;	 err32
20250802;	141757;	1754124477.000;	       err32;	 err32
20250802;	141800;	1754124480.000;	       err32;	 err32
20250802;	141803;	1754124483.000;	       err32;	 err32
20250802;	141806;	1754124486.000;	       err32;	 err32
20250802;	141809;	1754124489.000;	       err32;	 err32
20250802;	141812;	1754124492.000;	       err32;	 err32
20250802;	141815;	1754124495.000;	       err32;	 err32
20250802;	141818;	1754124498.000;	       err32;	 err32
20250802;	141821;	1754124501.000;	       err32;	 err32
20250802;	141824;	1754124504.000;	       err32;	 err32
20250802;	141827;	1754124507.000;	       err32;	 err32
20250802;	141830;	1754124510.000;	       err32;	 err32
20250802;	141833;	1754124513.000;	       err32;	 err32
20250802;	141836;	1754124516.000;	       err32;	 err32
